"Par5GoingfortheGreen_RANKTHISWEEK_2011","Par5GoingfortheGreen_RANKLASTWEEK_2011","Par5GoingfortheGreen_PLAYERNAME_2011","Par5GoingfortheGreen_ROUNDS_2011","Par5GoingfortheGreen_Pct_2011","Par5GoingfortheGreen_ATTEMPTS_2011","Par5GoingfortheGreen_NONATTEMPTS_2011","stat_name","year"
22,22,"Phil Mickelson",79,64.25,124,69,"Par5GoingfortheGreen",2011
23,23,"DJ Trahan",91,63.05,157,92,"Par5GoingfortheGreen",2011
24,24,"John Senden",94,62.65,161,96,"Par5GoingfortheGreen",2011
25,25,"Jeff Overton",92,62.62,134,80,"Par5GoingfortheGreen",2011
26,26,"Webb Simpson",98,61.75,155,96,"Par5GoingfortheGreen",2011
27,27,"Jonathan Byrd",83,61.64,135,84,"Par5GoingfortheGreen",2011
28,28,"Andres Romero",77,60.59,123,80,"Par5GoingfortheGreen",2011
29,29,"Robert Karlsson",61,60.58,83,54,"Par5GoingfortheGreen",2011
30,30,"Rod Pampling",72,60.57,106,69,"Par5GoingfortheGreen",2011
31,31,"Josh Teater",104,60.51,167,109,"Par5GoingfortheGreen",2011
32,32,"Will Strickler",51,60.16,77,51,"Par5GoingfortheGreen",2011
33,33,"Tom Gillis",55,59.85,79,53,"Par5GoingfortheGreen",2011
34,34,"Martin Laird",77,59.61,121,82,"Par5GoingfortheGreen",2011
35,35,"Ryan Palmer",82,59.39,117,80,"Par5GoingfortheGreen",2011
36,36,"Bobby Gates",82,59.24,125,86,"Par5GoingfortheGreen",2011
37,37,"Cameron Tringale",110,59.15,168,116,"Par5GoingfortheGreen",2011
38,38,"Charl Schwartzel",58,58.59,75,53,"Par5GoingfortheGreen",2011
39,39,"Ryan Moore",79,58.51,110,78,"Par5GoingfortheGreen",2011
40,40,"George McNeill",69,58.48,100,71,"Par5GoingfortheGreen",2011
41,41,"Jimmy Walker",79,58.45,128,91,"Par5GoingfortheGreen",2011
42,42,"Scott McCarron",65,58.23,92,66,"Par5GoingfortheGreen",2011
43,43,"Joseph Bramlett",73,58.06,108,78,"Par5GoingfortheGreen",2011
44,44,"Sung Kang",63,57.79,89,65,"Par5GoingfortheGreen",2011
45,45,"Lucas Glover",74,57.78,104,76,"Par5GoingfortheGreen",2011
46,46,"Kevin Chappell",78,57.75,108,79,"Par5GoingfortheGreen",2011
47,47,"Matt Bettencourt",84,57.58,133,98,"Par5GoingfortheGreen",2011
48,48,"Marc Leishman",87,57.09,141,106,"Par5GoingfortheGreen",2011
49,49,"DA Points",89,56.9,132,100,"Par5GoingfortheGreen",2011
50,50,"Jim Herman",69,56.82,100,76,"Par5GoingfortheGreen",2011
51,51,"Robert Allenby",84,56.81,121,92,"Par5GoingfortheGreen",2011
52,52,"Anthony Kim",72,56.8,96,73,"Par5GoingfortheGreen",2011
53,53,"Keegan Bradley",91,56.52,130,100,"Par5GoingfortheGreen",2011
54,54,"Rory Sabbatini",85,56.32,107,83,"Par5GoingfortheGreen",2011
55,55,"Kevin Stadler",88,56.28,130,101,"Par5GoingfortheGreen",2011
56,56,"James Driscoll",71,56.08,106,83,"Par5GoingfortheGreen",2011
57,57,"Derek Lamely",65,55.98,103,81,"Par5GoingfortheGreen",2011
58,58,"Steve Marino",76,55.96,108,85,"Par5GoingfortheGreen",2011
59,59,"Michael Putnam",67,55.84,86,68,"Par5GoingfortheGreen",2011
60,60,"Hunter Mahan",92,55.7,132,105,"Par5GoingfortheGreen",2011
61,61,"Matt Jones",71,55.66,118,94,"Par5GoingfortheGreen",2011
62,62,"John Rollins",85,55.45,122,98,"Par5GoingfortheGreen",2011
63,63,"YE Yang",63,55.28,68,55,"Par5GoingfortheGreen",2011
64,64,"Troy Matteson",91,55.21,143,116,"Par5GoingfortheGreen",2011
65,65,"Kevin Streelman",90,55.2,122,99,"Par5GoingfortheGreen",2011
66,66,"Justin Rose",79,55.12,113,92,"Par5GoingfortheGreen",2011
67,67,"Ricky Barnes",78,54.79,103,85,"Par5GoingfortheGreen",2011
68,68,"Zack Miller",86,54.74,127,105,"Par5GoingfortheGreen",2011
69,69,"Tommy Gainey",104,54.58,149,124,"Par5GoingfortheGreen",2011
69,69,"JJ Henry",96,54.58,137,114,"Par5GoingfortheGreen",2011
71,71,"Charles Howell III",108,54.55,150,125,"Par5GoingfortheGreen",2011
72,72,"Carl Pettersson",95,54.37,143,120,"Par5GoingfortheGreen",2011
73,73,"Scott Gutschewski",67,53.53,91,79,"Par5GoingfortheGreen",2011
74,74,"Chez Reavie",92,53.33,136,119,"Par5GoingfortheGreen",2011
75,75,"John Merrick",71,53.29,89,78,"Par5GoingfortheGreen",2011
76,76,"Ernie Els",71,53.07,95,84,"Par5GoingfortheGreen",2011
77,77,"Jim Renner",65,53.05,87,77,"Par5GoingfortheGreen",2011
78,78,"Vijay Singh",79,52.97,116,103,"Par5GoingfortheGreen",2011
79,79,"Hunter Haas",96,52.96,143,127,"Par5GoingfortheGreen",2011
80,80,"Harrison Frazar",58,52.89,64,57,"Par5GoingfortheGreen",2011
81,81,"Billy Horschel",75,52.88,101,90,"Par5GoingfortheGreen",2011
82,82,"Billy Mayfair",94,52.85,139,124,"Par5GoingfortheGreen",2011
83,83,"Matt Kuchar",94,52.17,108,99,"Par5GoingfortheGreen",2011
84,84,"Bio Kim",71,51.98,92,85,"Par5GoingfortheGreen",2011
85,85,"Davis Love III",70,51.92,81,75,"Par5GoingfortheGreen",2011
86,86,"Rickie Fowler",84,51.72,105,98,"Par5GoingfortheGreen",2011
87,87,"Jason Bohn",74,51.42,109,103,"Par5GoingfortheGreen",2011
88,88,"Kevin Na",84,51.39,111,105,"Par5GoingfortheGreen",2011
89,89,"DJ Brigman",67,51.28,80,76,"Par5GoingfortheGreen",2011
89,89,"Chris Kirk",87,51.28,120,114,"Par5GoingfortheGreen",2011
89,89,"Graeme McDowell",50,51.28,60,57,"Par5GoingfortheGreen",2011
92,92,"Brandt Jobe",100,50.39,128,126,"Par5GoingfortheGreen",2011
93,93,"Troy Merritt",63,50.29,87,86,"Par5GoingfortheGreen",2011
94,94,"Ben Martin",74,50.25,102,101,"Par5GoingfortheGreen",2011
95,95,"Alex Prugh",82,50.23,111,110,"Par5GoingfortheGreen",2011
96,96,"Chris Stroud",88,50.21,118,117,"Par5GoingfortheGreen",2011
97,97,"Brian Davis",105,50.17,146,145,"Par5GoingfortheGreen",2011
98,98,"Brandt Snedeker",85,50,97,97,"Par5GoingfortheGreen",2011
99,99,"Paul Stankowski",78,49.74,97,98,"Par5GoingfortheGreen",2011
100,100,"Steve Stricker",70,49.71,85,86,"Par5GoingfortheGreen",2011
101,101,"Andres Gonzales",60,49.63,67,68,"Par5GoingfortheGreen",2011
102,102,"Fabian Gomez",84,49.54,107,109,"Par5GoingfortheGreen",2011
103,103,"Camilo Villegas",69,49.42,85,87,"Par5GoingfortheGreen",2011
104,104,"Sean OHair",71,49.4,82,84,"Par5GoingfortheGreen",2011
105,105,"Brendan Steele",89,49.38,119,122,"Par5GoingfortheGreen",2011
106,106,"Pat Perez",76,49.34,112,115,"Par5GoingfortheGreen",2011
107,107,"Cameron Beckman",71,48.73,96,101,"Par5GoingfortheGreen",2011
108,108,"Bill Lunde",92,48.62,123,130,"Par5GoingfortheGreen",2011
109,109,"Scott Stallings",84,48.31,100,107,"Par5GoingfortheGreen",2011
110,110,"Freddie Jacobson",92,48.26,97,104,"Par5GoingfortheGreen",2011
111,111,"Spencer Levin",113,48.2,134,144,"Par5GoingfortheGreen",2011
111,111,"Jarrod Lyle",83,48.2,107,115,"Par5GoingfortheGreen",2011
113,113,"Padraig Harrington",60,48.18,66,71,"Par5GoingfortheGreen",2011
114,114,"Roland Thatcher",67,48.13,90,97,"Par5GoingfortheGreen",2011
115,115,"Brendon de Jonge",105,48.06,136,147,"Par5GoingfortheGreen",2011
116,116,"Retief Goosen",50,48,60,65,"Par5GoingfortheGreen",2011
117,117,"Chad Campbell",99,47.88,124,135,"Par5GoingfortheGreen",2011
118,118,"Nathan Green",81,47.83,99,108,"Par5GoingfortheGreen",2011
119,119,"Tim Herron",85,47.79,108,118,"Par5GoingfortheGreen",2011
120,120,"Stuart Appleby",65,47.43,83,92,"Par5GoingfortheGreen",2011
121,121,"Ben Crane",76,47.25,86,96,"Par5GoingfortheGreen",2011
122,122,"Alexandre Rocha",65,47.1,65,73,"Par5GoingfortheGreen",2011
123,123,"Geoff Ogilvy",69,46.75,72,82,"Par5GoingfortheGreen",2011
124,124,"Daniel Summerhays",75,46.57,95,109,"Par5GoingfortheGreen",2011
125,125,"Luke Donald",73,46.54,74,85,"Par5GoingfortheGreen",2011
126,126,"William McGirt",103,46.3,125,145,"Par5GoingfortheGreen",2011
127,127,"Stewart Cink",72,46.29,81,94,"Par5GoingfortheGreen",2011
128,128,"Garrett Willis",71,46.11,89,104,"Par5GoingfortheGreen",2011
129,129,"Joe Ogilvie",75,45.56,82,98,"Par5GoingfortheGreen",2011
130,130,"JP Hayes",56,45.51,71,85,"Par5GoingfortheGreen",2011
131,131,"Zach Johnson",79,45.41,89,107,"Par5GoingfortheGreen",2011
132,132,"Jason Dufner",78,45.36,88,106,"Par5GoingfortheGreen",2011
133,133,"Kris Blanks",92,45.06,114,139,"Par5GoingfortheGreen",2011
134,134,"Lee Janzen",62,45.03,68,83,"Par5GoingfortheGreen",2011
135,135,"Michael Thompson",79,44.88,92,113,"Par5GoingfortheGreen",2011
136,136,"KJ Choi",77,44.81,82,101,"Par5GoingfortheGreen",2011
137,137,"David Duval",67,44.62,83,103,"Par5GoingfortheGreen",2011
138,138,"Ryuji Imada",83,44.4,103,129,"Par5GoingfortheGreen",2011
139,139,"Michael Bradley",74,44.19,76,96,"Par5GoingfortheGreen",2011
140,140,"Blake Adams",116,44.1,142,180,"Par5GoingfortheGreen",2011
141,141,"Trevor Immelman",84,44.06,89,113,"Par5GoingfortheGreen",2011
142,142,"Alex Cejka",59,43.95,69,88,"Par5GoingfortheGreen",2011
142,142,"Martin Piller",63,43.95,69,88,"Par5GoingfortheGreen",2011
144,144,"Charlie Wi",83,43.93,105,134,"Par5GoingfortheGreen",2011
145,145,"Rich Beem",53,43.84,64,82,"Par5GoingfortheGreen",2011
146,146,"Mark Wilson",89,43.72,94,121,"Par5GoingfortheGreen",2011
147,147,"Steve Elkington",50,43.66,62,80,"Par5GoingfortheGreen",2011
148,148,"Steve Flesch",88,43.58,95,123,"Par5GoingfortheGreen",2011
149,149,"Arjun Atwal",91,43.37,108,141,"Par5GoingfortheGreen",2011
150,150,"Matt McQuillan",59,43.17,60,79,"Par5GoingfortheGreen",2011
151,151,"Kevin Kisner",70,43.11,72,95,"Par5GoingfortheGreen",2011
152,152,"Aron Price",58,43.07,59,78,"Par5GoingfortheGreen",2011
153,153,"Tim Petrovic",88,43.04,102,135,"Par5GoingfortheGreen",2011
154,154,"Woody Austin",59,42.95,67,89,"Par5GoingfortheGreen",2011
155,155,"Ian Poulter",52,42.86,51,68,"Par5GoingfortheGreen",2011
156,156,"Jerry Kelly",85,41.71,78,109,"Par5GoingfortheGreen",2011
157,157,"Stephen Ames",69,41.67,75,105,"Par5GoingfortheGreen",2011
158,158,"Vaughn Taylor",89,41.34,105,149,"Par5GoingfortheGreen",2011
159,159,"Greg Chalmers",88,41.28,97,138,"Par5GoingfortheGreen",2011
160,160,"Joe Durant",71,41.24,80,114,"Par5GoingfortheGreen",2011
161,161,"David Hearn",88,41.01,89,128,"Par5GoingfortheGreen",2011
161,161,"David Toms",78,41.01,73,105,"Par5GoingfortheGreen",2011
163,163,"Rocco Mediate",53,40.99,66,95,"Par5GoingfortheGreen",2011
164,164,"Kent Jones",76,40.96,77,111,"Par5GoingfortheGreen",2011
165,165,"Heath Slocum",89,40.93,88,127,"Par5GoingfortheGreen",2011
166,166,"Jim Furyk",87,40.19,84,125,"Par5GoingfortheGreen",2011
167,167,"Shane Bertsch",62,40,60,90,"Par5GoingfortheGreen",2011
168,168,"Chris DiMarco",93,39.92,97,146,"Par5GoingfortheGreen",2011
169,169,"Justin Hicks",60,39.37,50,77,"Par5GoingfortheGreen",2011
170,170,"Briny Baird",60,39.29,55,85,"Par5GoingfortheGreen",2011
171,171,"Shaun Micheel",77,38.5,77,123,"Par5GoingfortheGreen",2011
172,172,"Ben Curtis",66,38.04,70,114,"Par5GoingfortheGreen",2011
173,173,"Michael Connell",76,37.74,80,132,"Par5GoingfortheGreen",2011
173,173,"Chris Riley",76,37.74,80,132,"Par5GoingfortheGreen",2011
175,175,"Johnson Wagner",81,37.5,78,130,"Par5GoingfortheGreen",2011
176,176,"David Mathis",83,36.45,74,129,"Par5GoingfortheGreen",2011
177,177,"Dean Wilson",62,36.11,65,115,"Par5GoingfortheGreen",2011
178,178,"Marc Turnesa",54,35.97,50,89,"Par5GoingfortheGreen",2011
179,179,"Justin Leonard",82,35.09,80,148,"Par5GoingfortheGreen",2011
180,180,"Colt Knost",80,34.85,69,129,"Par5GoingfortheGreen",2011
181,181,"Bryce Molder",82,33.18,74,149,"Par5GoingfortheGreen",2011
182,182,"Nate Smith",66,32.08,51,108,"Par5GoingfortheGreen",2011
183,183,"Nick OHern",89,31.22,74,163,"Par5GoingfortheGreen",2011
184,184,"Richard Johnson",64,28.31,47,119,"Par5GoingfortheGreen",2011
185,185,"Paul Goydos",81,27.47,64,169,"Par5GoingfortheGreen",2011
186,186,"Brian Gay",90,25.68,57,165,"Par5GoingfortheGreen",2011
