"AveragePuttingDistanceGIR3PlusPutts_RANKTHISWEEK_2007","AveragePuttingDistanceGIR3PlusPutts_RANKLASTWEEK_2007","AveragePuttingDistanceGIR3PlusPutts_PLAYERNAME_2007","AveragePuttingDistanceGIR3PlusPutts_ROUNDS_2007","AveragePuttingDistanceGIR3PlusPutts_AVG_2007","AveragePuttingDistanceGIR3PlusPutts_DISTANCEFEET_2007","AveragePuttingDistanceGIR3PlusPutts_TOTALPUTTS_2007","stat_name","year"
56,56,"Jesper Parnevik",88,NA,34.083,1,"AveragePuttingDistanceGIR3PlusPutts",2007
57,57,"Will Ma Kenzie",100,NA,32.083,1,"AveragePuttingDistanceGIR3PlusPutts",2007
58,58,"Joe Ogilvie",102,NA,63.917,2,"AveragePuttingDistanceGIR3PlusPutts",2007
59,59,"Jerry Kelly",101,NA,31.75,1,"AveragePuttingDistanceGIR3PlusPutts",2007
60,60,"Vijay Singh",102,NA,60.5,2,"AveragePuttingDistanceGIR3PlusPutts",2007
61,61,"Daniel Chopra",106,NA,30.167,1,"AveragePuttingDistanceGIR3PlusPutts",2007
62,62,"Steve Marino",106,NA,29.833,1,"AveragePuttingDistanceGIR3PlusPutts",2007
63,63,"Davis Love III",66,NA,29.167,1,"AveragePuttingDistanceGIR3PlusPutts",2007
64,64,"Aaron Baddeley",83,NA,29.083,1,"AveragePuttingDistanceGIR3PlusPutts",2007
65,65,"Jason Dufner",100,NA,57.917,2,"AveragePuttingDistanceGIR3PlusPutts",2007
66,66,"Mathew Goggin",97,NA,28.917,1,"AveragePuttingDistanceGIR3PlusPutts",2007
67,67,"Gavin Coles",87,NA,28.75,1,"AveragePuttingDistanceGIR3PlusPutts",2007
68,68,"Jarrod Lyle",77,NA,28,1,"AveragePuttingDistanceGIR3PlusPutts",2007
69,69,"John Daly",59,NA,54.917,2,"AveragePuttingDistanceGIR3PlusPutts",2007
70,70,"Mark Calcavecchia",93,NA,54.417,2,"AveragePuttingDistanceGIR3PlusPutts",2007
71,71,"Craig Bowden",78,NA,27.167,1,"AveragePuttingDistanceGIR3PlusPutts",2007
72,72,"Bo Van Pelt",104,NA,53.5,2,"AveragePuttingDistanceGIR3PlusPutts",2007
73,73,"JP Hayes",89,NA,78.917,3,"AveragePuttingDistanceGIR3PlusPutts",2007
74,74,"Sean OHair",98,NA,25.333,1,"AveragePuttingDistanceGIR3PlusPutts",2007
75,75,"Doug LaBelle II",104,NA,24.833,1,"AveragePuttingDistanceGIR3PlusPutts",2007
76,76,"Steve Flesch",100,NA,24.583,1,"AveragePuttingDistanceGIR3PlusPutts",2007
77,77,"Kirk Triplett",77,NA,70.417,3,"AveragePuttingDistanceGIR3PlusPutts",2007
78,78,"Robert Allenby",90,NA,22.333,1,"AveragePuttingDistanceGIR3PlusPutts",2007
79,79,"Rod Pampling",92,NA,41.417,2,"AveragePuttingDistanceGIR3PlusPutts",2007
80,80,"Stewart Cink",91,NA,19.917,1,"AveragePuttingDistanceGIR3PlusPutts",2007
81,81,"Rich Beem",89,NA,19.667,1,"AveragePuttingDistanceGIR3PlusPutts",2007
82,82,"Mathias Gronberg",95,NA,38.667,2,"AveragePuttingDistanceGIR3PlusPutts",2007
83,83,"Jeff Maggert",79,NA,17.667,1,"AveragePuttingDistanceGIR3PlusPutts",2007
84,84,"Mike Weir",82,NA,17.25,1,"AveragePuttingDistanceGIR3PlusPutts",2007
85,85,"Eric Axley",107,NA,15.25,1,"AveragePuttingDistanceGIR3PlusPutts",2007
86,86,"Greg Owen",81,NA,12.25,1,"AveragePuttingDistanceGIR3PlusPutts",2007
87,87,"Corey Pavin",81,NA,9.75,1,"AveragePuttingDistanceGIR3PlusPutts",2007
88,88,"Ian Poulter",63,NA,4.833,1,"AveragePuttingDistanceGIR3PlusPutts",2007
