"PercentageofAvailablePurseWon_RANKTHISWEEK_2012","PercentageofAvailablePurseWon_RANKLASTWEEK_2012","PercentageofAvailablePurseWon_PLAYERNAME_2012","PercentageofAvailablePurseWon_EVENTS_2012","PercentageofAvailablePurseWon_Pct_2012","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2012","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2012","stat_name","year"
75,75,"Vijay Singh",27,0.89,1586301,1.79e+08,"PercentageofAvailablePurseWon",2012
78,78,"DA Points",29,0.87,1533358,176500000,"PercentageofAvailablePurseWon",2012
78,78,"Henrik Stenson",15,0.87,791106,9.1e+07,"PercentageofAvailablePurseWon",2012
80,80,"Tom Gillis",23,0.86,1238054,144600000,"PercentageofAvailablePurseWon",2012
80,80,"Martin Kaymer",8,0.86,576356,6.7e+07,"PercentageofAvailablePurseWon",2012
80,80,"Geoff Ogilvy",20,0.86,1255220,146700000,"PercentageofAvailablePurseWon",2012
83,83,"Ken Duke",30,0.85,1511624,1.77e+08,"PercentageofAvailablePurseWon",2012
84,84,"Aaron Watkins",2,0.84,118969,14100000,"PercentageofAvailablePurseWon",2012
85,85,"Tommy Gainey",32,0.8,1540746,192200000,"PercentageofAvailablePurseWon",2012
85,85,"Spencer Levin",26,0.8,1283615,159500000,"PercentageofAvailablePurseWon",2012
87,87,"Freddie Jacobson",17,0.79,953493,121300000,"PercentageofAvailablePurseWon",2012
87,87,"Miguel Angel Jimenez",6,0.79,386803,4.9e+07,"PercentageofAvailablePurseWon",2012
87,87,"Davis Love III",20,0.79,989752,125400000,"PercentageofAvailablePurseWon",2012
87,87,"Sean OHair",24,0.79,1160978,147700000,"PercentageofAvailablePurseWon",2012
87,87,"Scott Stallings",27,0.79,1293737,162800000,"PercentageofAvailablePurseWon",2012
92,92,"Aaron Baddeley",22,0.78,1215753,155500000,"PercentageofAvailablePurseWon",2012
92,92,"JJ Henry",28,0.78,1297800,166300000,"PercentageofAvailablePurseWon",2012
94,94,"JB Holmes",25,0.77,1179504,152200000,"PercentageofAvailablePurseWon",2012
94,94,"John Mallinger",25,0.77,1146850,148200000,"PercentageofAvailablePurseWon",2012
96,96,"Brian Davis",29,0.76,1318028,174400000,"PercentageofAvailablePurseWon",2012
96,96,"Charley Hoffman",27,0.76,1276661,168900000,"PercentageofAvailablePurseWon",2012
96,96,"Chris Kirk",27,0.76,1197560,158200000,"PercentageofAvailablePurseWon",2012
96,96,"Bryce Molder",25,0.76,1166113,154400000,"PercentageofAvailablePurseWon",2012
96,96,"Cameron Tringale",26,0.76,1225734,161600000,"PercentageofAvailablePurseWon",2012
101,101,"Alejandro Canizares",3,0.75,129962,17400000,"PercentageofAvailablePurseWon",2012
101,101,"Jim Herman",2,0.75,105000,1.4e+07,"PercentageofAvailablePurseWon",2012
101,101,"Ryo Ishikawa",18,0.75,871050,116700000,"PercentageofAvailablePurseWon",2012
101,101,"James Morrison",1,0.75,60044,8e+06,"PercentageofAvailablePurseWon",2012
101,101,"Daniel Summerhays",26,0.75,1111518,1.48e+08,"PercentageofAvailablePurseWon",2012
106,106,"Graham DeLaet",23,0.73,1051948,1.45e+08,"PercentageofAvailablePurseWon",2012
106,106,"Paul Lawrie",6,0.73,360639,49500000,"PercentageofAvailablePurseWon",2012
106,106,"George McNeill",25,0.73,1119532,153300000,"PercentageofAvailablePurseWon",2012
106,106,"Andres Romero",22,0.73,970917,133200000,"PercentageofAvailablePurseWon",2012
110,110,"Greg Owen",27,0.72,1151619,159900000,"PercentageofAvailablePurseWon",2012
110,110,"Pat Perez",23,0.72,1064049,147400000,"PercentageofAvailablePurseWon",2012
112,112,"Harris English",27,0.71,1186001,165900000,"PercentageofAvailablePurseWon",2012
112,112,"Jeff Quinney",1,0.71,43310,6100000,"PercentageofAvailablePurseWon",2012
114,114,"Michael Allen",3,0.7,121895,17400000,"PercentageofAvailablePurseWon",2012
114,114,"Fred Couples",4,0.7,188378,26800000,"PercentageofAvailablePurseWon",2012
114,114,"Charles Howell III",29,0.7,1284574,182500000,"PercentageofAvailablePurseWon",2012
114,114,"William McGirt",30,0.7,1228942,1.75e+08,"PercentageofAvailablePurseWon",2012
114,114,"John Merrick",26,0.7,1084626,1.54e+08,"PercentageofAvailablePurseWon",2012
119,119,"Sangmoon Bae",25,0.68,1165949,171700000,"PercentageofAvailablePurseWon",2012
119,119,"Greg Chalmers",25,0.68,1166625,172500000,"PercentageofAvailablePurseWon",2012
119,119,"Francesco Molinari",8,0.68,453961,6.7e+07,"PercentageofAvailablePurseWon",2012
122,122,"Bob Estes",23,0.67,1009767,149600000,"PercentageofAvailablePurseWon",2012
122,122,"John Peterson",9,0.67,327091,48700000,"PercentageofAvailablePurseWon",2012
124,124,"Morgan Hoffmann",1,0.66,53168,8e+06,"PercentageofAvailablePurseWon",2012
124,124,"Alistair Presnell",1,0.66,53168,8e+06,"PercentageofAvailablePurseWon",2012
126,126,"KJ Choi",21,0.65,969056,148200000,"PercentageofAvailablePurseWon",2012
126,126,"Tim Petrovic",17,0.65,558862,85400000,"PercentageofAvailablePurseWon",2012
128,128,"Blake Adams",32,0.64,1234344,192100000,"PercentageofAvailablePurseWon",2012
128,128,"Retief Goosen",12,0.64,571172,89200000,"PercentageofAvailablePurseWon",2012
128,128,"Rory Sabbatini",29,0.64,1128819,175200000,"PercentageofAvailablePurseWon",2012
131,131,"Mark Calcavecchia",3,0.63,124343,19800000,"PercentageofAvailablePurseWon",2012
131,131,"Brian Harman",30,0.63,1146447,181700000,"PercentageofAvailablePurseWon",2012
131,131,"Boo Weekley",25,0.63,848346,1.34e+08,"PercentageofAvailablePurseWon",2012
134,134,"Joe Durant",14,0.62,427677,69100000,"PercentageofAvailablePurseWon",2012
134,134,"Troy Matteson",32,0.62,1198952,192300000,"PercentageofAvailablePurseWon",2012
136,136,"Harrison Frazar",20,0.61,730203,119400000,"PercentageofAvailablePurseWon",2012
136,136,"Brian Gay",28,0.61,960656,156600000,"PercentageofAvailablePurseWon",2012
136,136,"David Hearn",28,0.61,1012571,164800000,"PercentageofAvailablePurseWon",2012
136,136,"Troy Kelly",23,0.61,786832,128400000,"PercentageofAvailablePurseWon",2012
136,136,"Brendan Steele",24,0.61,840964,138800000,"PercentageofAvailablePurseWon",2012
141,141,"Martin Flores",30,0.6,1035566,173700000,"PercentageofAvailablePurseWon",2012
141,141,"Lee Slattery",3,0.6,147338,24500000,"PercentageofAvailablePurseWon",2012
143,143,"John Daly",15,0.59,488503,83200000,"PercentageofAvailablePurseWon",2012
143,143,"Anirban Lahiri",1,0.59,47123,8e+06,"PercentageofAvailablePurseWon",2012
145,145,"Junggon Hwang",1,0.58,17400,3e+06,"PercentageofAvailablePurseWon",2012
145,145,"Hennie Otto",1,0.58,49000,8500000,"PercentageofAvailablePurseWon",2012
145,145,"Josh Teater",30,0.58,1011428,1.74e+08,"PercentageofAvailablePurseWon",2012
145,145,"Danny Willett",1,0.58,49000,8500000,"PercentageofAvailablePurseWon",2012
149,149,"Billy Horschel",17,0.57,486176,85100000,"PercentageofAvailablePurseWon",2012
149,149,"Joost Luiten",3,0.57,139346,24500000,"PercentageofAvailablePurseWon",2012
149,149,"Brett Quigley",1,0.57,31857,5600000,"PercentageofAvailablePurseWon",2012
149,149,"Alexandre Rocha",21,0.57,614658,107600000,"PercentageofAvailablePurseWon",2012
149,149,"Kevin Streelman",26,0.57,893735,155600000,"PercentageofAvailablePurseWon",2012
149,149,"Jhonattan Vegas",25,0.57,801801,141100000,"PercentageofAvailablePurseWon",2012
155,155,"Chad Campbell",27,0.56,895196,158800000,"PercentageofAvailablePurseWon",2012
155,155,"Len Mattiace",1,0.56,16650,3e+06,"PercentageofAvailablePurseWon",2012
157,157,"Alexander Noren",4,0.55,178193,32500000,"PercentageofAvailablePurseWon",2012
157,157,"Chris Stroud",28,0.55,903568,163600000,"PercentageofAvailablePurseWon",2012
159,159,"Raphael Jacquelin",2,0.54,86348,1.6e+07,"PercentageofAvailablePurseWon",2012
159,159,"Esteban Toledo",1,0.54,19980,3700000,"PercentageofAvailablePurseWon",2012
161,161,"Matteo Manassero",3,0.52,126979,24500000,"PercentageofAvailablePurseWon",2012
162,162,"Jason Bohn",28,0.51,795548,155300000,"PercentageofAvailablePurseWon",2012
162,162,"Will Claxton",28,0.51,780966,154600000,"PercentageofAvailablePurseWon",2012
162,162,"Colt Knost",29,0.51,848196,165500000,"PercentageofAvailablePurseWon",2012
162,162,"Jason Kokrak",27,0.51,750220,147600000,"PercentageofAvailablePurseWon",2012
162,162,"Derek Tolan",1,0.51,17780,3500000,"PercentageofAvailablePurseWon",2012
167,167,"Matthew Baldwin",2,0.5,79999,1.6e+07,"PercentageofAvailablePurseWon",2012
167,167,"Roberto Castro",27,0.5,755093,151500000,"PercentageofAvailablePurseWon",2012
167,167,"Corey Pavin",2,0.5,59120,11900000,"PercentageofAvailablePurseWon",2012
170,170,"Robert Allenby",27,0.49,808926,164600000,"PercentageofAvailablePurseWon",2012
170,170,"Patrick Reed",12,0.49,302976,6.2e+07,"PercentageofAvailablePurseWon",2012
172,172,"Ricky Barnes",28,0.48,805403,166900000,"PercentageofAvailablePurseWon",2012
172,172,"Oliver Bekker",1,0.48,40750,8500000,"PercentageofAvailablePurseWon",2012
174,174,"Hunter Hamrick",5,0.47,115979,24700000,"PercentageofAvailablePurseWon",2012
174,174,"Juvic Pagunsan",2,0.47,77839,16500000,"PercentageofAvailablePurseWon",2012
176,176,"Shawn Stefani",1,0.46,27650,6e+06,"PercentageofAvailablePurseWon",2012
177,177,"Tetsuji Hiratsuka",1,0.45,38000,8500000,"PercentageofAvailablePurseWon",2012
177,177,"Lee Janzen",12,0.45,258588,5.8e+07,"PercentageofAvailablePurseWon",2012
177,177,"Jerry Kelly",26,0.45,645697,144800000,"PercentageofAvailablePurseWon",2012
180,180,"Branden Grace",6,0.44,205324,47200000,"PercentageofAvailablePurseWon",2012
180,180,"Todd Hamilton",10,0.44,214339,49100000,"PercentageofAvailablePurseWon",2012
180,180,"Richard Lee",24,0.44,547732,124900000,"PercentageofAvailablePurseWon",2012
180,180,"Bill Lunde",25,0.44,593596,135800000,"PercentageofAvailablePurseWon",2012
180,180,"David Mathis",29,0.44,736763,168500000,"PercentageofAvailablePurseWon",2012
185,185,"James Driscoll",27,0.43,687338,161200000,"PercentageofAvailablePurseWon",2012
185,185,"Russell Knox",23,0.43,512583,119200000,"PercentageofAvailablePurseWon",2012
185,185,"Jeff Maggert",27,0.43,682739,159800000,"PercentageofAvailablePurseWon",2012
185,185,"Robert Rock",6,0.43,212625,49500000,"PercentageofAvailablePurseWon",2012
189,189,"Anders Hansen",7,0.42,232900,5.5e+07,"PercentageofAvailablePurseWon",2012
189,189,"Tim Herron",27,0.42,660279,1.58e+08,"PercentageofAvailablePurseWon",2012
191,191,"Gary Christian",28,0.41,616456,150500000,"PercentageofAvailablePurseWon",2012
191,191,"Rod Pampling",26,0.41,620892,151400000,"PercentageofAvailablePurseWon",2012
191,191,"Gary Woodland",22,0.41,592878,144900000,"PercentageofAvailablePurseWon",2012
194,194,"Derek Ernst",1,0.4,20000,5e+06,"PercentageofAvailablePurseWon",2012
194,194,"Trevor Immelman",24,0.4,617293,154600000,"PercentageofAvailablePurseWon",2012
194,194,"Steve LeBrun",1,0.4,31979,8e+06,"PercentageofAvailablePurseWon",2012
194,194,"Tom Lehman",2,0.4,46990,11700000,"PercentageofAvailablePurseWon",2012
194,194,"Richard Sterne",1,0.4,32023,8e+06,"PercentageofAvailablePurseWon",2012
194,194,"DJ Trahan",27,0.4,611140,151700000,"PercentageofAvailablePurseWon",2012
200,200,"Thomas Bjorn",9,0.39,270505,69200000,"PercentageofAvailablePurseWon",2012
200,200,"Yoshinori Fujimoto",2,0.39,64572,16500000,"PercentageofAvailablePurseWon",2012
200,200,"Billy Mayfair",28,0.39,619960,160500000,"PercentageofAvailablePurseWon",2012
200,200,"Vaughn Taylor",26,0.39,547128,139400000,"PercentageofAvailablePurseWon",2012
204,204,"Rich Beem",10,0.38,200049,52500000,"PercentageofAvailablePurseWon",2012
204,204,"Scott Brown",24,0.38,478761,124800000,"PercentageofAvailablePurseWon",2012
204,204,"Simon Dyson",8,0.38,257456,6.7e+07,"PercentageofAvailablePurseWon",2012
207,207,"Woody Austin",7,0.37,122472,3.3e+07,"PercentageofAvailablePurseWon",2012
207,207,"Kevin Chappell",29,0.37,647506,173200000,"PercentageofAvailablePurseWon",2012
207,207,"Marcus Fraser",3,0.37,91350,24500000,"PercentageofAvailablePurseWon",2012
207,207,"Roland Thatcher",21,0.37,396800,107100000,"PercentageofAvailablePurseWon",2012
211,211,"Robert Karlsson",17,0.36,393340,109800000,"PercentageofAvailablePurseWon",2012
212,212,"Guy Boros",2,0.35,21015,6e+06,"PercentageofAvailablePurseWon",2012
212,212,"Alex Cejka",12,0.35,218117,62800000,"PercentageofAvailablePurseWon",2012
212,212,"Stewart Cink",22,0.35,477168,134600000,"PercentageofAvailablePurseWon",2012
212,212,"Justin Leonard",26,0.35,540154,152300000,"PercentageofAvailablePurseWon",2012
212,212,"Chez Reavie",26,0.35,580615,164900000,"PercentageofAvailablePurseWon",2012
212,212,"Camilo Villegas",25,0.35,491728,142200000,"PercentageofAvailablePurseWon",2012
218,218,"Joseph Bramlett",1,0.34,21849,6400000,"PercentageofAvailablePurseWon",2012
218,218,"Rafa Cabrera Bello",6,0.34,169667,49500000,"PercentageofAvailablePurseWon",2012
218,218,"Emiliano Grillo",1,0.34,11900,3500000,"PercentageofAvailablePurseWon",2012
221,221,"Mark Anderson",25,0.33,441016,132200000,"PercentageofAvailablePurseWon",2012
221,221,"Glen Day",3,0.33,38850,11700000,"PercentageofAvailablePurseWon",2012
221,221,"Gonzalo Fdez Castano",7,0.33,190232,57500000,"PercentageofAvailablePurseWon",2012
221,221,"Bobby Gates",29,0.33,525292,158300000,"PercentageofAvailablePurseWon",2012
221,221,"Richard Johnson",7,0.33,99515,3e+07,"PercentageofAvailablePurseWon",2012
221,221,"Dustin Morris",1,0.33,18512,5600000,"PercentageofAvailablePurseWon",2012
221,221,"Nick OHern",26,0.33,489374,148700000,"PercentageofAvailablePurseWon",2012
221,221,"YE Yang",20,0.33,454274,138200000,"PercentageofAvailablePurseWon",2012
229,229,"Nathan Green",22,0.32,366649,113600000,"PercentageofAvailablePurseWon",2012
229,229,"Billy Hurley III",27,0.32,474128,1.48e+08,"PercentageofAvailablePurseWon",2012
229,229,"Marcel Siem",3,0.32,79250,24500000,"PercentageofAvailablePurseWon",2012
229,229,"Heath Slocum",29,0.32,518195,160200000,"PercentageofAvailablePurseWon",2012
229,229,"Duffy Waldorf",11,0.32,174431,54600000,"PercentageofAvailablePurseWon",2012
234,234,"Brandt Jobe",18,0.31,344331,109400000,"PercentageofAvailablePurseWon",2012
234,234,"Matt Jones",19,0.31,300253,96700000,"PercentageofAvailablePurseWon",2012
234,234,"Scott Langley",4,0.31,82629,26300000,"PercentageofAvailablePurseWon",2012
234,234,"Frank Lickliter II",9,0.31,125682,40100000,"PercentageofAvailablePurseWon",2012
234,234,"Jesse Mueller",1,0.31,24912,8e+06,"PercentageofAvailablePurseWon",2012
234,234,"Kyle Reifers",27,0.31,448957,146800000,"PercentageofAvailablePurseWon",2012
240,240,"Brendon Todd",29,0.3,474294,157800000,"PercentageofAvailablePurseWon",2012
241,241,"Stuart Appleby",24,0.29,377558,129700000,"PercentageofAvailablePurseWon",2012
241,241,"Rafael Echenique",1,0.29,23180,8e+06,"PercentageofAvailablePurseWon",2012
241,241,"Ross Fisher",2,0.29,45740,1.6e+07,"PercentageofAvailablePurseWon",2012
241,241,"Hunter Haas",24,0.29,399363,139100000,"PercentageofAvailablePurseWon",2012
241,241,"Simon Khan",1,0.29,23180,8e+06,"PercentageofAvailablePurseWon",2012
241,241,"Tom Lewis",2,0.29,41000,1.4e+07,"PercentageofAvailablePurseWon",2012
241,241,"Chris Riley",12,0.29,167579,5.8e+07,"PercentageofAvailablePurseWon",2012
248,248,"Kris Blanks",23,0.28,390057,139100000,"PercentageofAvailablePurseWon",2012
248,248,"Chris Couch",21,0.28,335846,122100000,"PercentageofAvailablePurseWon",2012
248,248,"Chris DiMarco",29,0.28,468295,164600000,"PercentageofAvailablePurseWon",2012
248,248,"Kevin Kisner",24,0.28,346215,125300000,"PercentageofAvailablePurseWon",2012
248,248,"Joey Snyder III",8,0.28,112800,40800000,"PercentageofAvailablePurseWon",2012
248,248,"Bernd Wiesberger",2,0.28,46500,16500000,"PercentageofAvailablePurseWon",2012
254,254,"Randall Hutchison",1,0.27,12460,4600000,"PercentageofAvailablePurseWon",2012
254,254,"KT Kim",11,0.27,220590,82300000,"PercentageofAvailablePurseWon",2012
254,254,"Jbe Kruger",2,0.27,44250,16500000,"PercentageofAvailablePurseWon",2012
254,254,"Toshinori Muto",3,0.27,59964,2.2e+07,"PercentageofAvailablePurseWon",2012
254,254,"Alvaro Quiros",8,0.27,182800,6.7e+07,"PercentageofAvailablePurseWon",2012
259,259,"Erik Compton",26,0.26,359763,138600000,"PercentageofAvailablePurseWon",2012
259,259,"Pablo Larrazabal",3,0.26,62930,24500000,"PercentageofAvailablePurseWon",2012
259,259,"Danny Lee",26,0.26,359111,138400000,"PercentageofAvailablePurseWon",2012
259,259,"Kenny Perry",5,0.26,76543,29400000,"PercentageofAvailablePurseWon",2012
263,263,"Skip Kendall",5,0.25,62390,24500000,"PercentageofAvailablePurseWon",2012
263,263,"Jaebum Park",1,0.25,19955,8e+06,"PercentageofAvailablePurseWon",2012
263,263,"Jeev Milkha Singh",3,0.25,60589,24500000,"PercentageofAvailablePurseWon",2012
263,263,"Darron Stiles",1,0.25,19955,8e+06,"PercentageofAvailablePurseWon",2012
267,267,"Arjun Atwal",27,0.24,348769,148100000,"PercentageofAvailablePurseWon",2012
267,267,"Steve Lowery",1,0.24,7215,3e+06,"PercentageofAvailablePurseWon",2012
267,267,"Garth Mulroy",20,0.24,277630,113600000,"PercentageofAvailablePurseWon",2012
267,267,"Dale Whitnell",1,0.24,19291,8e+06,"PercentageofAvailablePurseWon",2012
271,271,"Steven Bowditch",18,0.23,206768,91100000,"PercentageofAvailablePurseWon",2012
271,271,"Angel Cabrera",20,0.23,283384,125500000,"PercentageofAvailablePurseWon",2012
271,271,"Scott Dunlap",20,0.23,230220,101100000,"PercentageofAvailablePurseWon",2012
271,271,"JJ Killeen",33,0.23,414256,183400000,"PercentageofAvailablePurseWon",2012
271,271,"Doug LaBelle II",1,0.23,12540,5500000,"PercentageofAvailablePurseWon",2012
271,271,"Steve Marino",6,0.23,85040,37300000,"PercentageofAvailablePurseWon",2012
271,271,"Zack Miller",12,0.23,137112,58400000,"PercentageofAvailablePurseWon",2012
271,271,"Edoardo Molinari",1,0.23,18240,8e+06,"PercentageofAvailablePurseWon",2012
271,271,"John Riegger",1,0.23,6810,3e+06,"PercentageofAvailablePurseWon",2012
271,271,"Jose de Jesus Rodriguez",1,0.23,8362,3700000,"PercentageofAvailablePurseWon",2012
271,271,"Marc Warren",1,0.23,18593,8e+06,"PercentageofAvailablePurseWon",2012
282,282,"Brandon Brown",1,0.22,6480,3e+06,"PercentageofAvailablePurseWon",2012
282,282,"Darren Clarke",7,0.22,117310,52700000,"PercentageofAvailablePurseWon",2012
282,282,"Adilson da Silva",1,0.22,17964,8e+06,"PercentageofAvailablePurseWon",2012
282,282,"Gene Sauers",2,0.22,12900,6e+06,"PercentageofAvailablePurseWon",2012
282,282,"Nicholas Thompson",2,0.22,24912,11500000,"PercentageofAvailablePurseWon",2012
282,282,"Marc Turnesa",11,0.22,113047,51600000,"PercentageofAvailablePurseWon",2012
288,288,"Cameron Beckman",26,0.21,287506,140200000,"PercentageofAvailablePurseWon",2012
288,288,"Warren Bennett",1,0.21,16636,8e+06,"PercentageofAvailablePurseWon",2012
288,288,"Miguel Angel Carballo",25,0.21,269978,131300000,"PercentageofAvailablePurseWon",2012
288,288,"Gavin Coles",23,0.21,247560,119200000,"PercentageofAvailablePurseWon",2012
288,288,"Fred Funk",4,0.21,45448,21500000,"PercentageofAvailablePurseWon",2012
288,288,"Mathew Goggin",23,0.21,259603,122700000,"PercentageofAvailablePurseWon",2012
288,288,"Jake Sarnoff",1,0.21,6180,3e+06,"PercentageofAvailablePurseWon",2012
