"TotalDrivingEfficiency_RANKTHISWEEK_2013","TotalDrivingEfficiency_RANKLASTWEEK_2013","TotalDrivingEfficiency_PLAYERNAME_2013","TotalDrivingEfficiency_ROUNDS_2013","TotalDrivingEfficiency_COMBINEDRANK_2013","TotalDrivingEfficiency_CARRYEFFICIENCYRANK_2013","TotalDrivingEfficiency_TOTALDISTEFFICRANK_2013","stat_name","year"
110,110,"Luke Guthrie",82,210,67,143,"TotalDrivingEfficiency",2013
111,111,"Brad Fritsch",81,213,102,111,"TotalDrivingEfficiency",2013
112,112,"Scott Langley",79,216,169,47,"TotalDrivingEfficiency",2013
113,113,"KJ Choi",85,217,160,57,"TotalDrivingEfficiency",2013
113,113,"Jason Dufner",78,217,144,73,"TotalDrivingEfficiency",2013
115,115,"Luke Donald",60,218,82,136,"TotalDrivingEfficiency",2013
115,115,"Charles Howell III",87,218,100,118,"TotalDrivingEfficiency",2013
117,117,"William McGirt",75,220,86,134,"TotalDrivingEfficiency",2013
117,117,"Adam Scott",61,220,136,84,"TotalDrivingEfficiency",2013
119,119,"Jeff Overton",78,223,101,122,"TotalDrivingEfficiency",2013
119,119,"Dicky Pride",71,223,142,81,"TotalDrivingEfficiency",2013
121,121,"Fabian Gomez",65,224,140,84,"TotalDrivingEfficiency",2013
122,122,"Bubba Watson",76,226,123,103,"TotalDrivingEfficiency",2013
123,123,"Martin Kaymer",61,227,80,147,"TotalDrivingEfficiency",2013
124,124,"Robert Garrigus",69,229,59,170,"TotalDrivingEfficiency",2013
125,125,"Harris English",95,230,81,149,"TotalDrivingEfficiency",2013
126,126,"Stuart Appleby",88,232,125,107,"TotalDrivingEfficiency",2013
127,127,"Greg Chalmers",77,240,140,100,"TotalDrivingEfficiency",2013
127,127,"Webb Simpson",92,240,125,115,"TotalDrivingEfficiency",2013
129,129,"Martin Flores",83,241,123,118,"TotalDrivingEfficiency",2013
129,129,"Patrick Reed",83,241,98,143,"TotalDrivingEfficiency",2013
131,131,"Marc Leishman",77,243,82,161,"TotalDrivingEfficiency",2013
132,132,"Jimmy Walker",84,245,119,126,"TotalDrivingEfficiency",2013
133,133,"Luke List",65,255,104,151,"TotalDrivingEfficiency",2013
134,134,"Colt Knost",69,259,148,111,"TotalDrivingEfficiency",2013
134,134,"Seung Yul Noh",71,259,91,168,"TotalDrivingEfficiency",2013
136,136,"Ben Kohles",75,262,130,132,"TotalDrivingEfficiency",2013
137,137,"Roberto Castro",97,269,112,157,"TotalDrivingEfficiency",2013
137,137,"Will Claxton",67,269,138,131,"TotalDrivingEfficiency",2013
137,137,"Justin Hicks",79,269,158,111,"TotalDrivingEfficiency",2013
140,140,"Richard Lee",81,271,135,136,"TotalDrivingEfficiency",2013
141,141,"George McNeill",68,273,127,146,"TotalDrivingEfficiency",2013
142,142,"Steve LeBrun",66,274,119,155,"TotalDrivingEfficiency",2013
143,143,"Jim Furyk",80,275,147,128,"TotalDrivingEfficiency",2013
143,143,"Rod Pampling",46,275,172,103,"TotalDrivingEfficiency",2013
145,145,"Gary Woodland",94,277,130,147,"TotalDrivingEfficiency",2013
146,146,"Tag Ridings",69,278,137,141,"TotalDrivingEfficiency",2013
147,147,"Ted Potter Jr",65,280,158,122,"TotalDrivingEfficiency",2013
148,148,"Sangmoon Bae",83,281,153,128,"TotalDrivingEfficiency",2013
149,149,"Angel Cabrera",73,282,130,152,"TotalDrivingEfficiency",2013
150,150,"Chad Campbell",78,283,156,127,"TotalDrivingEfficiency",2013
150,150,"Eric Meierdierks",48,283,118,165,"TotalDrivingEfficiency",2013
152,152,"Ken Duke",87,284,176,108,"TotalDrivingEfficiency",2013
153,153,"Johnson Wagner",64,288,143,145,"TotalDrivingEfficiency",2013
154,154,"Aaron Baddeley",68,291,149,142,"TotalDrivingEfficiency",2013
155,155,"DH Lee",65,295,155,140,"TotalDrivingEfficiency",2013
156,156,"Jason Bohn",70,296,144,152,"TotalDrivingEfficiency",2013
156,156,"Robert Streb",75,296,168,128,"TotalDrivingEfficiency",2013
158,158,"Matt Jones",83,297,134,163,"TotalDrivingEfficiency",2013
159,159,"Ryo Ishikawa",72,298,149,149,"TotalDrivingEfficiency",2013
160,160,"Robert Karlsson",56,300,144,156,"TotalDrivingEfficiency",2013
161,161,"Camilo Villegas",79,306,173,133,"TotalDrivingEfficiency",2013
162,162,"Stephen Ames",49,312,174,138,"TotalDrivingEfficiency",2013
163,163,"Nick Watney",88,318,152,166,"TotalDrivingEfficiency",2013
164,164,"Brendon de Jonge",110,320,166,154,"TotalDrivingEfficiency",2013
165,165,"Stewart Cink",71,322,153,169,"TotalDrivingEfficiency",2013
166,166,"Derek Ernst",58,323,160,163,"TotalDrivingEfficiency",2013
167,167,"James Driscoll",76,324,149,175,"TotalDrivingEfficiency",2013
168,168,"Greg Owen",73,325,163,162,"TotalDrivingEfficiency",2013
169,169,"Michael Bradley",56,329,157,172,"TotalDrivingEfficiency",2013
170,170,"Freddie Jacobson",63,336,178,158,"TotalDrivingEfficiency",2013
171,171,"Tom Gillis",69,337,177,160,"TotalDrivingEfficiency",2013
171,171,"Cameron Tringale",80,337,164,173,"TotalDrivingEfficiency",2013
173,173,"Sergio Garcia",65,338,162,176,"TotalDrivingEfficiency",2013
174,174,"John Senden",79,342,171,171,"TotalDrivingEfficiency",2013
174,174,"Mike Weir",60,342,175,167,"TotalDrivingEfficiency",2013
176,176,"Charlie Beljan",62,343,165,178,"TotalDrivingEfficiency",2013
176,176,"Pat Perez",69,343,166,177,"TotalDrivingEfficiency",2013
178,178,"Bobby Gates",49,344,170,174,"TotalDrivingEfficiency",2013
179,179,"Ricky Barnes",74,358,179,179,"TotalDrivingEfficiency",2013
180,180,"Trevor Immelman",73,360,180,180,"TotalDrivingEfficiency",2013
