"DistancefromEdgeofFairway_RANKTHISWEEK_2014","DistancefromEdgeofFairway_RANKLASTWEEK_2014","DistancefromEdgeofFairway_PLAYERNAME_2014","DistancefromEdgeofFairway_EVENTS_2014","DistancefromEdgeofFairway_AVG_2014","DistancefromEdgeofFairway_TOTALDISTANCEFEET_2014","DistancefromEdgeofFairway_TOTALSTROKES_2014","stat_name","year"
123,123,"Michael Thompson",22,NA,8634.083,304,"DistancefromEdgeofFairway",2014
126,126,"Vijay Singh",25,NA,11296,396,"DistancefromEdgeofFairway",2014
126,126,"Robert Streb",21,NA,9757.417,342,"DistancefromEdgeofFairway",2014
128,128,"Angel Cabrera",23,NA,9496.667,332,"DistancefromEdgeofFairway",2014
128,128,"Matt Jones",25,NA,9509.417,333,"DistancefromEdgeofFairway",2014
130,130,"Graham DeLaet",24,NA,9270.917,323,"DistancefromEdgeofFairway",2014
130,130,"Kevin Kisner",26,NA,10284.833,359,"DistancefromEdgeofFairway",2014
132,132,"Sergio Garcia",16,NA,5833.417,203,"DistancefromEdgeofFairway",2014
133,133,"Roberto Castro",27,NA,8631.167,299,"DistancefromEdgeofFairway",2014
134,134,"Harris English",28,NA,11419,394,"DistancefromEdgeofFairway",2014
134,134,"Patrick Reed",28,NA,12977.083,447,"DistancefromEdgeofFairway",2014
136,136,"Charles Howell III",29,NA,17646.25,607,"DistancefromEdgeofFairway",2014
137,137,"Ernie Els",24,NA,11344.5,389,"DistancefromEdgeofFairway",2014
137,137,"Gary Woodland",25,NA,11307.083,388,"DistancefromEdgeofFairway",2014
139,139,"Mike Weir",25,NA,9955.25,340,"DistancefromEdgeofFairway",2014
140,140,"Gonzalo Fdez Castano",25,NA,10845.667,370,"DistancefromEdgeofFairway",2014
140,140,"Jim Renner",25,NA,8952.917,305,"DistancefromEdgeofFairway",2014
142,142,"Charlie Beljan",26,NA,10761.333,366,"DistancefromEdgeofFairway",2014
142,142,"Jason Day",15,NA,5626.5,191,"DistancefromEdgeofFairway",2014
142,142,"Retief Goosen",26,NA,13248.25,451,"DistancefromEdgeofFairway",2014
145,145,"Robert Allenby",29,NA,10519.167,357,"DistancefromEdgeofFairway",2014
145,145,"Robert Garrigus",25,NA,11604.75,393,"DistancefromEdgeofFairway",2014
147,147,"Martin Flores",26,NA,11753.5,397,"DistancefromEdgeofFairway",2014
147,147,"Jason Kokrak",19,NA,10365.5,350,"DistancefromEdgeofFairway",2014
149,149,"Phil Mickelson",21,NA,8218.833,277,"DistancefromEdgeofFairway",2014
150,150,"Martin Laird",20,NA,8460.5,284,"DistancefromEdgeofFairway",2014
151,151,"James Driscoll",25,NA,11110.167,372,"DistancefromEdgeofFairway",2014
152,152,"Kevin Tway",23,NA,7815.333,261,"DistancefromEdgeofFairway",2014
152,152,"Camilo Villegas",29,NA,13238.917,443,"DistancefromEdgeofFairway",2014
154,154,"Jhonattan Vegas",23,NA,9759.25,325,"DistancefromEdgeofFairway",2014
155,155,"Scott Stallings",28,NA,11001,365,"DistancefromEdgeofFairway",2014
156,156,"Jonas Blixt",21,NA,7497.25,248,"DistancefromEdgeofFairway",2014
157,157,"Erik Compton",28,NA,12542.75,413,"DistancefromEdgeofFairway",2014
158,158,"Bud Cauley",19,NA,7777.75,256,"DistancefromEdgeofFairway",2014
158,158,"Brad Fritsch",18,NA,6543.667,215,"DistancefromEdgeofFairway",2014
160,160,"Seung Yul Noh",27,NA,13616,434,"DistancefromEdgeofFairway",2014
161,161,"Brooks Koepka",16,NA,7440.417,237,"DistancefromEdgeofFairway",2014
162,162,"Stewart Cink",25,NA,12431.083,395,"DistancefromEdgeofFairway",2014
163,163,"Rickie Fowler",26,NA,9844.417,312,"DistancefromEdgeofFairway",2014
163,163,"Dustin Johnson",17,NA,7067,224,"DistancefromEdgeofFairway",2014
165,165,"Sean OHair",25,NA,12644.917,399,"DistancefromEdgeofFairway",2014
166,166,"Matt Every",26,NA,11595.833,362,"DistancefromEdgeofFairway",2014
167,167,"Morgan Hoffmann",32,NA,17476.75,545,"DistancefromEdgeofFairway",2014
168,168,"Jimmy Walker",27,NA,15263.417,471,"DistancefromEdgeofFairway",2014
169,169,"JB Holmes",24,NA,14505.5,446,"DistancefromEdgeofFairway",2014
170,170,"Steven Bowditch",30,NA,14739.167,452,"DistancefromEdgeofFairway",2014
171,171,"Troy Matteson",23,NA,9599.417,294,"DistancefromEdgeofFairway",2014
172,172,"Ryo Ishikawa",24,NA,13362.25,405,"DistancefromEdgeofFairway",2014
172,172,"Andres Romero",26,NA,13838.583,419,"DistancefromEdgeofFairway",2014
174,174,"Jamie Lovemark",20,NA,9279.25,272,"DistancefromEdgeofFairway",2014
175,175,"Tyrone Van Aswegen",25,NA,14145.75,396,"DistancefromEdgeofFairway",2014
176,176,"Andrew Loupe",22,NA,11761.583,324,"DistancefromEdgeofFairway",2014
177,177,"Aaron Baddeley",24,NA,12939.333,354,"DistancefromEdgeofFairway",2014
