"ConsecutiveCuts_RANKTHISWEEK_2005","ConsecutiveCuts_RANKLASTWEEK_2005","ConsecutiveCuts_PLAYERNAME_2005","ConsecutiveCuts__2005","ConsecutiveCuts_TOTAL_2005","ConsecutiveCuts_STARTTOURNAMENTID_2005","stat_name","year"
32,32,"Corey Pavin",NA,5,2005330,"ConsecutiveCuts",2005
42,42,"Arjun Atwal",NA,4,2005350,"ConsecutiveCuts",2005
42,42,"Daniel Chopra",NA,4,2005430,"ConsecutiveCuts",2005
42,42,"Jay Delsing",NA,4,2005390,"ConsecutiveCuts",2005
42,42,"Scott Drummond",NA,4,2004340,"ConsecutiveCuts",2005
42,42,"Dan Forsman",NA,4,2005380,"ConsecutiveCuts",2005
42,42,"Padraig Harrington",NA,4,2005360,"ConsecutiveCuts",2005
42,42,"Miguel Angel Jimenez",NA,4,2005300,"ConsecutiveCuts",2005
42,42,"Wayne Levi",NA,4,2001300,"ConsecutiveCuts",2005
42,42,"JL Lewis",NA,4,2005410,"ConsecutiveCuts",2005
42,42,"Davis Love III",NA,4,2005450,"ConsecutiveCuts",2005
42,42,"Bob May",NA,4,2003140,"ConsecutiveCuts",2005
42,42,"Sean OHair",NA,4,2005450,"ConsecutiveCuts",2005
42,42,"Joe Ogilvie",NA,4,2005410,"ConsecutiveCuts",2005
42,42,"Deane Pappas",NA,4,2004430,"ConsecutiveCuts",2005
42,42,"Peter Senior",NA,4,2000310,"ConsecutiveCuts",2005
42,42,"Henrik Stenson",NA,4,2005300,"ConsecutiveCuts",2005
42,42,"Bo Van Pelt",NA,4,2005460,"ConsecutiveCuts",2005
42,42,"Scott Verplank",NA,4,2005450,"ConsecutiveCuts",2005
60,60,"Cameron Beckman",NA,3,2005470,"ConsecutiveCuts",2005
60,60,"Thomas Bjorn",NA,3,2005340,"ConsecutiveCuts",2005
60,60,"Guy Boros",NA,3,2005280,"ConsecutiveCuts",2005
60,60,"Stewart Cink",NA,3,2005450,"ConsecutiveCuts",2005
60,60,"Paul Curry",NA,3,2000455,"ConsecutiveCuts",2005
60,60,"Brian Davis",NA,3,2005470,"ConsecutiveCuts",2005
60,60,"Ryan Dillon",NA,3,2001420,"ConsecutiveCuts",2005
60,60,"Danny Ellis",NA,3,2005350,"ConsecutiveCuts",2005
60,60,"Bob Estes",NA,3,2005470,"ConsecutiveCuts",2005
60,60,"Mark Foster",NA,3,2003300,"ConsecutiveCuts",2005
60,60,"Keiichiro Fukabori",NA,3,2004230,"ConsecutiveCuts",2005
60,60,"Jim Furyk",NA,3,2005450,"ConsecutiveCuts",2005
60,60,"Michael Harris",NA,3,2003380,"ConsecutiveCuts",2005
60,60,"Bob Heintz",NA,3,2005460,"ConsecutiveCuts",2005
60,60,"Brandt Jobe",NA,3,2005470,"ConsecutiveCuts",2005
60,60,"Jonathan Lomas",NA,3,1995290,"ConsecutiveCuts",2005
60,60,"Casey Martin",NA,3,2004050,"ConsecutiveCuts",2005
60,60,"Andrew McLardy",NA,3,2004180,"ConsecutiveCuts",2005
60,60,"Rocco Mediate",NA,3,2005470,"ConsecutiveCuts",2005
60,60,"Scott Piercy",NA,3,2005270,"ConsecutiveCuts",2005
60,60,"Tag Ridings",NA,3,2005470,"ConsecutiveCuts",2005
60,60,"Justin Rose",NA,3,2005430,"ConsecutiveCuts",2005
60,60,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2005
60,60,"Joey Sindelar",NA,3,2005470,"ConsecutiveCuts",2005
60,60,"Chris Smith",NA,3,2005470,"ConsecutiveCuts",2005
60,60,"Craig Stadler",NA,3,2005150,"ConsecutiveCuts",2005
60,60,"David Sutherland",NA,3,2004390,"ConsecutiveCuts",2005
60,60,"Mark Wilson",NA,3,2005470,"ConsecutiveCuts",2005
88,88,"Steve Allan",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Stephen Ames",NA,2,2005450,"ConsecutiveCuts",2005
88,88,"Tommy Armour III",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Woody Austin",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Brian Bateman",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Justin Bolli",NA,2,2005430,"ConsecutiveCuts",2005
88,88,"Desvonde Botes",NA,2,2000310,"ConsecutiveCuts",2005
88,88,"Jeff Brehaut",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Jaxon Brigman",NA,2,2005200,"ConsecutiveCuts",2005
88,88,"Mark Brooks",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Olin Browne",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Angel Cabrera",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Tom Carter",NA,2,2004470,"ConsecutiveCuts",2005
88,88,"Paul Casey",NA,2,2005340,"ConsecutiveCuts",2005
88,88,"Brandel Chamblee",NA,2,2003450,"ConsecutiveCuts",2005
88,88,"Neil Cheetham",NA,2,2001310,"ConsecutiveCuts",2005
88,88,"Darren Clarke",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Stephen Dodd",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Nick Dougherty",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Ken Duke",NA,2,2004460,"ConsecutiveCuts",2005
88,88,"Kevin Durkin",NA,2,2004140,"ConsecutiveCuts",2005
88,88,"Niclas Fasth",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Brad Faxon",NA,2,2005370,"ConsecutiveCuts",2005
88,88,"Kenneth Ferrie",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Hiroyuki Fujita",NA,2,2004290,"ConsecutiveCuts",2005
88,88,"Pierre Fulke",NA,2,2003360,"ConsecutiveCuts",2005
88,88,"Stephen Gangluff",NA,2,2002490,"ConsecutiveCuts",2005
88,88,"Bill Glasson",NA,2,2005460,"ConsecutiveCuts",2005
88,88,"Paul Goydos",NA,2,2005380,"ConsecutiveCuts",2005
88,88,"Richard Green",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Bill Haas",NA,2,2005190,"ConsecutiveCuts",2005
88,88,"Peter Hanson",NA,2,2005300,"ConsecutiveCuts",2005
88,88,"Jason Hartwick",NA,2,2004400,"ConsecutiveCuts",2005
88,88,"Charley Hoffman",NA,2,2004260,"ConsecutiveCuts",2005
88,88,"Kazuhiko Hosokawa",NA,2,2001220,"ConsecutiveCuts",2005
88,88,"David Howell",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Ryan Howison",NA,2,2000455,"ConsecutiveCuts",2005
88,88,"Thongchai Jaidee",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Kevin Johnson",NA,2,2002300,"ConsecutiveCuts",2005
88,88,"Soren Kjeldsen",NA,2,2003430,"ConsecutiveCuts",2005
88,88,"Kenichi Kuboya",NA,2,2003470,"ConsecutiveCuts",2005
88,88,"Brad Lardon",NA,2,2005410,"ConsecutiveCuts",2005
88,88,"Spencer Levin",NA,2,2005350,"ConsecutiveCuts",2005
88,88,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2005
88,88,"Spike McRoy",NA,2,2005350,"ConsecutiveCuts",2005
88,88,"Shaun Micheel",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Larry Mize",NA,2,2005390,"ConsecutiveCuts",2005
88,88,"Colin Montgomerie",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"John Morgan",NA,2,2005410,"ConsecutiveCuts",2005
88,88,"Kevin Na",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2005
88,88,"Nick OHern",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Greg Owen",NA,2,2005470,"ConsecutiveCuts",2005
88,88,"Brenden Pappas",NA,2,2005400,"ConsecutiveCuts",2005
88,88,"Nick Price",NA,2,2005470,"ConsecutiveCuts",2005
88,88,"Michael Putnam",NA,2,2005400,"ConsecutiveCuts",2005
88,88,"Jyoti Randhawa",NA,2,2005360,"ConsecutiveCuts",2005
88,88,"Tom Scherrer",NA,2,2005060,"ConsecutiveCuts",2005
88,88,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2005
88,88,"Mike Small",NA,2,2005270,"ConsecutiveCuts",2005
88,88,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2005
88,88,"Hal Sutton",NA,2,2005340,"ConsecutiveCuts",2005
88,88,"Peter Tomasulo",NA,2,2005060,"ConsecutiveCuts",2005
88,88,"Bob Tway",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Charles Warren",NA,2,2005480,"ConsecutiveCuts",2005
88,88,"Brian Watts",NA,2,2005330,"ConsecutiveCuts",2005
88,88,"Steve Webster",NA,2,2005300,"ConsecutiveCuts",2005
88,88,"DA Weibring",NA,2,2003160,"ConsecutiveCuts",2005
88,88,"Brett Wetterich",NA,2,2005470,"ConsecutiveCuts",2005
88,88,"Charlie Wi",NA,2,2005430,"ConsecutiveCuts",2005
88,88,"Tim Wilkinson",NA,2,2003370,"ConsecutiveCuts",2005
88,88,"YE Yang",NA,2,2005340,"ConsecutiveCuts",2005
