"RightRoughProximity_RANKTHISWEEK_2016","RightRoughProximity_RANKLASTWEEK_2016","RightRoughProximity_PLAYERNAME_2016","RightRoughProximity_ROUNDS_2016","RightRoughProximity_AVG_2016","RightRoughProximity_ATTEMPTS_2016","RightRoughProximity_TOTALDISTANCEFEET_2016","RightRoughProximity_RELATIVETOPAR_2016","stat_name","year"
75,50,"Hiroshi Iwata",51,NA,84,3576.917,-1,"RightRoughProximity",2016
76,82,"Erik Compton",45,NA,58,2472.75,8,"RightRoughProximity",2016
76,76,"Brice Garnett",29,NA,23,980.917,-3,"RightRoughProximity",2016
76,67,"Danny Lee",53,NA,40,1705.083,5,"RightRoughProximity",2016
79,74,"Jamie Lovemark",57,NA,109,4659,-14,"RightRoughProximity",2016
80,79,"Abraham Ancer",26,NA,36,1541.417,9,"RightRoughProximity",2016
80,79,"Cameron Percy",22,NA,30,1285.167,0,"RightRoughProximity",2016
82,64,"Nick Taylor",57,NA,106,4553.083,11,"RightRoughProximity",2016
83,139,"Colt Knost",56,NA,59,2538.667,0,"RightRoughProximity",2016
84,84,"Rhein Gibson",36,NA,78,3369.25,6,"RightRoughProximity",2016
84,84,"Russell Henley",42,NA,66,2849.417,8,"RightRoughProximity",2016
84,58,"Martin Laird",46,NA,89,3843.833,-1,"RightRoughProximity",2016
87,107,"Derek Ernst",36,NA,50,2165.333,8,"RightRoughProximity",2016
87,76,"Andrew Loupe",50,NA,116,5024.083,9,"RightRoughProximity",2016
89,103,"Stuart Appleby",39,NA,83,3604.5,15,"RightRoughProximity",2016
89,92,"KJ Choi",47,NA,77,3344.667,7,"RightRoughProximity",2016
91,78,"Gary Woodland",45,NA,74,3216.333,-7,"RightRoughProximity",2016
92,95,"Charley Hoffman",49,NA,101,4398.083,5,"RightRoughProximity",2016
93,89,"William McGirt",54,NA,90,3930.25,7,"RightRoughProximity",2016
94,70,"Shawn Stefani",45,NA,82,3592.5,5,"RightRoughProximity",2016
95,103,"Roberto Castro",55,NA,89,3911.333,3,"RightRoughProximity",2016
96,102,"Russell Knox",48,NA,49,2157,8,"RightRoughProximity",2016
97,127,"Brendan Steele",48,NA,74,3263.167,6,"RightRoughProximity",2016
98,62,"JB Holmes",39,NA,46,2032.75,6,"RightRoughProximity",2016
99,110,"Jon Curran",55,NA,52,2305.667,13,"RightRoughProximity",2016
100,115,"Tony Finau",49,NA,104,4618.25,4,"RightRoughProximity",2016
100,113,"Jordan Spieth",34,NA,29,1287.333,0,"RightRoughProximity",2016
100,113,"Steve Stricker",25,NA,47,2087.5,3,"RightRoughProximity",2016
103,84,"Jamie Donaldson",28,NA,50,2224.75,5,"RightRoughProximity",2016
104,116,"Kyle Reifers",63,NA,93,4146.583,16,"RightRoughProximity",2016
104,97,"Cameron Smith",45,NA,53,2360.833,6,"RightRoughProximity",2016
104,96,"Chris Stroud",52,NA,90,4012.333,4,"RightRoughProximity",2016
107,156,"James Hahn",45,NA,75,3365.25,11,"RightRoughProximity",2016
107,92,"Steve Marino",40,NA,74,3320.583,12,"RightRoughProximity",2016
107,119,"Darron Stiles",28,NA,19,851.333,7,"RightRoughProximity",2016
110,84,"Phil Mickelson",37,NA,53,2381.25,-2,"RightRoughProximity",2016
110,121,"Seung Yul Noh",54,NA,103,4624.583,6,"RightRoughProximity",2016
110,121,"Hudson Swafford",52,NA,77,3459.75,5,"RightRoughProximity",2016
110,107,"Tyrone Van Aswegen",67,NA,112,5029.167,15,"RightRoughProximity",2016
114,124,"Chris Kirk",51,NA,69,3103.667,-1,"RightRoughProximity",2016
114,132,"Hunter Mahan",43,NA,67,3016.583,13,"RightRoughProximity",2016
114,89,"Geoff Ogilvy",37,NA,62,2790,11,"RightRoughProximity",2016
117,110,"Jonas Blixt",46,NA,83,3744.583,3,"RightRoughProximity",2016
117,125,"Stewart Cink",45,NA,60,2705.333,6,"RightRoughProximity",2016
117,147,"David Lingmerth",54,NA,55,2478.583,7,"RightRoughProximity",2016
117,107,"Brett Stegmaier",57,NA,82,3694.333,10,"RightRoughProximity",2016
121,110,"Robert Garrigus",34,NA,63,2844.083,14,"RightRoughProximity",2016
122,116,"Emiliano Grillo",47,NA,49,2217.25,8,"RightRoughProximity",2016
122,147,"Michael Kim",62,NA,118,5343.917,20,"RightRoughProximity",2016
124,137,"Morgan Hoffmann",43,NA,78,3538.917,3,"RightRoughProximity",2016
124,128,"Graeme McDowell",33,NA,32,1451.75,6,"RightRoughProximity",2016
126,119,"Scott Pinckney",53,NA,87,3951,9,"RightRoughProximity",2016
126,145,"Patrick Reed",53,NA,88,3996.833,5,"RightRoughProximity",2016
128,134,"Boo Weekley",53,NA,70,3187,13,"RightRoughProximity",2016
129,94,"Kevin Chappell",49,NA,87,3962.917,-2,"RightRoughProximity",2016
130,97,"Patton Kizzire",57,NA,115,5252.75,0,"RightRoughProximity",2016
130,74,"Scott Langley",41,NA,73,3336.083,9,"RightRoughProximity",2016
130,132,"Justin Leonard",28,NA,24,1095.5,1,"RightRoughProximity",2016
133,79,"Kevin Kisner",49,NA,54,2474.167,6,"RightRoughProximity",2016
133,134,"Troy Merritt",41,NA,62,2841.417,7,"RightRoughProximity",2016
133,149,"Camilo Villegas",50,NA,106,4854.75,22,"RightRoughProximity",2016
136,168,"Thomas Aiken",42,NA,46,2113.917,3,"RightRoughProximity",2016
136,137,"Brian Gay",22,NA,29,1332.083,5,"RightRoughProximity",2016
136,149,"Vijay Singh",42,NA,73,3351.917,-7,"RightRoughProximity",2016
139,125,"Graham DeLaet",50,NA,90,4144.5,4,"RightRoughProximity",2016
139,141,"Kevin Na",52,NA,64,2947.083,-4,"RightRoughProximity",2016
141,121,"Sung Kang",51,NA,75,3461.5,11,"RightRoughProximity",2016
142,131,"Will Ma Kenzie",54,NA,71,3282.083,11,"RightRoughProximity",2016
142,143,"DJ Trahan",23,NA,21,970.75,2,"RightRoughProximity",2016
144,145,"Pat Perez",28,NA,42,1947.583,5,"RightRoughProximity",2016
145,143,"Charles Howell III",63,NA,137,6364.25,3,"RightRoughProximity",2016
145,129,"George McNeill",33,NA,64,2969.5,6,"RightRoughProximity",2016
147,173,"Henrik Norlander",41,NA,48,2232.083,1,"RightRoughProximity",2016
147,149,"Ryan Palmer",46,NA,74,3442.667,3,"RightRoughProximity",2016
149,165,"Mark Hubbard",73,NA,112,5237.833,12,"RightRoughProximity",2016
149,141,"Sean OHair",45,NA,83,3879.25,0,"RightRoughProximity",2016
149,130,"Ian Poulter",37,NA,40,1871.583,9,"RightRoughProximity",2016
152,162,"Si Woo Kim",63,NA,105,4928.667,17,"RightRoughProximity",2016
152,154,"Johnson Wagner",44,NA,68,3189.75,1,"RightRoughProximity",2016
154,178,"Angel Cabrera",42,NA,77,3625.25,15,"RightRoughProximity",2016
154,159,"Smylie Kaufman",57,NA,108,5081.083,8,"RightRoughProximity",2016
154,161,"Patrick Rodgers",49,NA,103,4852.083,8,"RightRoughProximity",2016
157,152,"Fabian Gomez",49,NA,83,3918.917,4,"RightRoughProximity",2016
157,159,"Andres Gonzales",46,NA,86,4063.25,25,"RightRoughProximity",2016
157,152,"Whee Kim",54,NA,92,4346.083,6,"RightRoughProximity",2016
160,172,"Brendon de Jonge",55,NA,76,3598.833,12,"RightRoughProximity",2016
161,162,"Freddie Jacobson",54,NA,88,4169.583,6,"RightRoughProximity",2016
162,168,"Anirban Lahiri",44,NA,58,2757.5,4,"RightRoughProximity",2016
162,157,"John Senden",48,NA,100,4759.833,8,"RightRoughProximity",2016
164,166,"Billy Horschel",45,NA,55,2623.917,3,"RightRoughProximity",2016
164,139,"Sam Saunders",40,NA,47,2238.833,2,"RightRoughProximity",2016
166,183,"Jeff Overton",51,NA,124,5931.333,16,"RightRoughProximity",2016
167,181,"Steven Bowditch",40,NA,51,2446.167,10,"RightRoughProximity",2016
168,116,"Daniel Berger",52,NA,67,3221.667,8,"RightRoughProximity",2016
169,188,"Adam Hadwin",53,NA,86,4155.75,13,"RightRoughProximity",2016
170,174,"Jason Day",36,NA,43,2083.5,3,"RightRoughProximity",2016
170,175,"Cameron Tringale",47,NA,77,3727.75,4,"RightRoughProximity",2016
172,168,"Bill Haas",42,NA,53,2572.833,7,"RightRoughProximity",2016
173,162,"David Toms",38,NA,70,3403.75,10,"RightRoughProximity",2016
174,177,"DH Lee",35,NA,56,2731.167,6,"RightRoughProximity",2016
175,155,"Kelly Kraft",35,NA,50,2440.667,8,"RightRoughProximity",2016
176,180,"Justin Rose",35,NA,59,2892.667,-1,"RightRoughProximity",2016
177,185,"Scott Brown",59,NA,71,3490.333,10,"RightRoughProximity",2016
177,167,"Jim Herman",55,NA,61,2998.417,12,"RightRoughProximity",2016
177,176,"Jhonattan Vegas",49,NA,78,3831.917,2,"RightRoughProximity",2016
180,178,"Chesson Hadley",51,NA,58,2857.667,21,"RightRoughProximity",2016
180,171,"Brian Harman",60,NA,97,4776.75,9,"RightRoughProximity",2016
180,157,"Harold Varner III",58,NA,112,5515.667,10,"RightRoughProximity",2016
183,196,"Robert Streb",51,NA,63,3113.417,8,"RightRoughProximity",2016
184,183,"Mark Wilson",42,NA,63,3141.417,7,"RightRoughProximity",2016
185,181,"Retief Goosen",37,NA,60,2992.917,11,"RightRoughProximity",2016
186,191,"Chad Campbell",54,NA,62,3116.667,10,"RightRoughProximity",2016
187,190,"Aaron Baddeley",51,NA,93,4692.25,4,"RightRoughProximity",2016
188,189,"Ernie Els",34,NA,81,4093.167,20,"RightRoughProximity",2016
188,187,"Padraig Harrington",38,NA,53,2674.833,2,"RightRoughProximity",2016
190,195,"Matt Jones",45,NA,59,3001,2,"RightRoughProximity",2016
191,193,"Bryce Molder",50,NA,95,4839.417,18,"RightRoughProximity",2016
191,134,"Daniel Summerhays",55,NA,80,4070.167,10,"RightRoughProximity",2016
193,199,"Brendon Todd",43,NA,48,2452.917,10,"RightRoughProximity",2016
193,191,"Will Wilcox",47,NA,78,3984.5,16,"RightRoughProximity",2016
195,194,"Matt Every",34,NA,46,2364,8,"RightRoughProximity",2016
196,186,"JJ Henry",44,NA,65,3351.5,23,"RightRoughProximity",2016
197,199,"Francesco Molinari",36,NA,81,4205.417,1,"RightRoughProximity",2016
197,197,"Rory Sabbatini",40,NA,41,2128.333,10,"RightRoughProximity",2016
199,203,"Rory McIlroy",37,NA,47,2445.833,-6,"RightRoughProximity",2016
200,201,"Justin Hicks",26,NA,35,1832.917,15,"RightRoughProximity",2016
201,207,"Robert Allenby",35,NA,40,2135.5,14,"RightRoughProximity",2016
201,205,"Ryan Moore",40,NA,48,2565.833,6,"RightRoughProximity",2016
203,204,"Blayne Barber",44,NA,50,2684,17,"RightRoughProximity",2016
204,198,"Ollie Schniederjans",23,NA,62,3345.167,13,"RightRoughProximity",2016
205,206,"Chad Collins",45,NA,77,4185.333,14,"RightRoughProximity",2016
206,208,"Scott Piercy",45,NA,57,3214.167,11,"RightRoughProximity",2016
207,201,"Byeong Hun An",23,NA,25,1411.833,4,"RightRoughProximity",2016
