"ScramblingfromOtherLocations_RANKTHISWEEK_2007","ScramblingfromOtherLocations_RANKLASTWEEK_2007","ScramblingfromOtherLocations_PLAYERNAME_2007","ScramblingfromOtherLocations_ROUNDS_2007","ScramblingfromOtherLocations_Pct_2007","ScramblingfromOtherLocations_SUCCESSES_2007","ScramblingfromOtherLocations_ATTEMPTS_2007","stat_name","year"
64,64,"Justin Rose",63,57.14,32,56,"ScramblingfromOtherLocations",2007
64,64,"Jim Rutledge",59,57.14,44,77,"ScramblingfromOtherLocations",2007
67,67,"Chris Riley",59,57.02,65,114,"ScramblingfromOtherLocations",2007
68,68,"Nathan Green",103,56.94,82,144,"ScramblingfromOtherLocations",2007
69,69,"Chris DiMarco",79,56.92,74,130,"ScramblingfromOtherLocations",2007
70,70,"Eric Axley",107,56.88,124,218,"ScramblingfromOtherLocations",2007
71,71,"Jason Bohn",57,56.86,58,102,"ScramblingfromOtherLocations",2007
72,72,"Shigeki Maruyama",84,56.85,83,146,"ScramblingfromOtherLocations",2007
73,73,"Michael Boyd",61,56.84,54,95,"ScramblingfromOtherLocations",2007
74,74,"Harrison Frazar",88,56.69,72,127,"ScramblingfromOtherLocations",2007
75,75,"Ernie Els",59,56.67,34,60,"ScramblingfromOtherLocations",2007
76,76,"Bart Bryant",87,56.62,77,136,"ScramblingfromOtherLocations",2007
76,76,"John Mallinger",96,56.62,77,136,"ScramblingfromOtherLocations",2007
78,78,"George McNeill",95,56.6,90,159,"ScramblingfromOtherLocations",2007
78,78,"Shaun Micheel",91,56.6,60,106,"ScramblingfromOtherLocations",2007
80,80,"Chris Couch",76,56.59,73,129,"ScramblingfromOtherLocations",2007
81,81,"Carl Pettersson",111,56.52,91,161,"ScramblingfromOtherLocations",2007
82,82,"Tom Byrum",50,56.25,45,80,"ScramblingfromOtherLocations",2007
82,82,"Cliff Kresge",107,56.25,108,192,"ScramblingfromOtherLocations",2007
82,82,"Kenny Perry",83,56.25,72,128,"ScramblingfromOtherLocations",2007
82,82,"Dicky Pride",71,56.25,63,112,"ScramblingfromOtherLocations",2007
86,86,"Bob Estes",88,56.11,101,180,"ScramblingfromOtherLocations",2007
87,87,"Matt Hendrix",63,56.07,60,107,"ScramblingfromOtherLocations",2007
88,88,"Stephen Ames",81,56.04,51,91,"ScramblingfromOtherLocations",2007
89,89,"Anthony Kim",93,56,70,125,"ScramblingfromOtherLocations",2007
90,90,"Jose Maria Olazabal",52,55.95,47,84,"ScramblingfromOtherLocations",2007
91,91,"Corey Pavin",81,55.91,71,127,"ScramblingfromOtherLocations",2007
92,92,"Phil Mickelson",73,55.84,43,77,"ScramblingfromOtherLocations",2007
93,93,"Ken Duke",112,55.56,75,135,"ScramblingfromOtherLocations",2007
93,93,"Bill Haas",93,55.56,70,126,"ScramblingfromOtherLocations",2007
95,95,"Bryce Molder",56,55.45,56,101,"ScramblingfromOtherLocations",2007
96,96,"Brian Davis",101,55.43,97,175,"ScramblingfromOtherLocations",2007
97,97,"Steve Flesch",100,55.41,87,157,"ScramblingfromOtherLocations",2007
97,97,"Heath Slocum",101,55.41,87,157,"ScramblingfromOtherLocations",2007
99,99,"Charlie Wi",90,55.32,78,141,"ScramblingfromOtherLocations",2007
100,100,"Jeff Maggert",79,55.28,68,123,"ScramblingfromOtherLocations",2007
101,101,"Bubba Watson",80,55.2,69,125,"ScramblingfromOtherLocations",2007
102,102,"Tom Johnson",74,55.17,64,116,"ScramblingfromOtherLocations",2007
103,103,"Craig Lile",77,55.04,71,129,"ScramblingfromOtherLocations",2007
104,104,"Rich Barcelo",80,54.95,61,111,"ScramblingfromOtherLocations",2007
105,105,"Jim Furyk",84,54.88,45,82,"ScramblingfromOtherLocations",2007
106,106,"Steve Lowery",74,54.81,57,104,"ScramblingfromOtherLocations",2007
107,107,"Jeff Brehaut",59,54.76,46,84,"ScramblingfromOtherLocations",2007
108,108,"Tom Pernice Jr",104,54.73,81,148,"ScramblingfromOtherLocations",2007
109,109,"Jason Dufner",100,54.66,88,161,"ScramblingfromOtherLocations",2007
109,109,"Jeff Gove",103,54.66,88,161,"ScramblingfromOtherLocations",2007
111,111,"Zach Johnson",76,54.65,47,86,"ScramblingfromOtherLocations",2007
112,112,"Marco Dawson",73,54.62,71,130,"ScramblingfromOtherLocations",2007
113,113,"Glen Day",85,54.55,72,132,"ScramblingfromOtherLocations",2007
113,113,"Bob Heintz",85,54.55,72,132,"ScramblingfromOtherLocations",2007
113,113,"Tim Herron",98,54.55,78,143,"ScramblingfromOtherLocations",2007
116,116,"Stewart Cink",91,54.47,67,123,"ScramblingfromOtherLocations",2007
117,117,"Nick Watney",87,54.44,49,90,"ScramblingfromOtherLocations",2007
118,118,"Brett Quigley",79,54.37,56,103,"ScramblingfromOtherLocations",2007
119,119,"Charles Warren",101,54.29,76,140,"ScramblingfromOtherLocations",2007
120,120,"Tim Clark",66,54.22,45,83,"ScramblingfromOtherLocations",2007
121,121,"Mark Calcavecchia",93,54.17,52,96,"ScramblingfromOtherLocations",2007
122,122,"Trevor Immelman",74,54.12,46,85,"ScramblingfromOtherLocations",2007
123,123,"Joe Durant",88,54.08,53,98,"ScramblingfromOtherLocations",2007
123,123,"Darron Stiles",65,54.08,53,98,"ScramblingfromOtherLocations",2007
123,123,"Mike Weir",82,54.08,53,98,"ScramblingfromOtherLocations",2007
126,126,"Robert Allenby",90,54,54,100,"ScramblingfromOtherLocations",2007
127,127,"Lee Janzen",66,53.85,56,104,"ScramblingfromOtherLocations",2007
127,127,"Jaco Van Zyl",51,53.85,42,78,"ScramblingfromOtherLocations",2007
129,129,"Justin Leonard",95,53.5,84,157,"ScramblingfromOtherLocations",2007
130,130,"Rich Beem",89,53.39,63,118,"ScramblingfromOtherLocations",2007
131,131,"Jay Williamson",50,53.25,41,77,"ScramblingfromOtherLocations",2007
132,132,"Jason Schultz",63,53.06,52,98,"ScramblingfromOtherLocations",2007
133,133,"Ryan Palmer",91,52.99,71,134,"ScramblingfromOtherLocations",2007
134,134,"Bo Van Pelt",104,52.94,90,170,"ScramblingfromOtherLocations",2007
135,135,"Joe Ogilvie",102,52.87,83,157,"ScramblingfromOtherLocations",2007
136,136,"Tiger Woods",63,52.83,28,53,"ScramblingfromOtherLocations",2007
137,137,"John Merrick",92,52.52,73,139,"ScramblingfromOtherLocations",2007
138,138,"Steve Wheatcroft",73,52.5,63,120,"ScramblingfromOtherLocations",2007
139,139,"Chris Tidland",59,52.48,53,101,"ScramblingfromOtherLocations",2007
140,140,"Andrew Buckle",77,52.38,66,126,"ScramblingfromOtherLocations",2007
141,141,"Hunter Mahan",91,52.31,68,130,"ScramblingfromOtherLocations",2007
142,142,"Charley Hoffman",97,52.17,72,138,"ScramblingfromOtherLocations",2007
142,142,"Rod Pampling",92,52.17,48,92,"ScramblingfromOtherLocations",2007
142,142,"John Rollins",102,52.17,72,138,"ScramblingfromOtherLocations",2007
142,142,"John Senden",97,52.17,60,115,"ScramblingfromOtherLocations",2007
146,146,"Cameron Beckman",96,52.08,75,144,"ScramblingfromOtherLocations",2007
146,146,"Frank Lickliter II",95,52.08,75,144,"ScramblingfromOtherLocations",2007
148,148,"Stuart Appleby",74,52.04,51,98,"ScramblingfromOtherLocations",2007
149,149,"Davis Love III",66,51.9,41,79,"ScramblingfromOtherLocations",2007
150,150,"Greg Owen",81,51.79,58,112,"ScramblingfromOtherLocations",2007
151,151,"Ryan Armour",107,51.75,74,143,"ScramblingfromOtherLocations",2007
152,152,"Jason Gore",86,51.19,86,168,"ScramblingfromOtherLocations",2007
153,153,"Rocco Mediate",72,51.18,65,127,"ScramblingfromOtherLocations",2007
154,154,"Paul Gow",70,50.86,59,116,"ScramblingfromOtherLocations",2007
155,155,"Dean Wilson",92,50.7,72,142,"ScramblingfromOtherLocations",2007
156,156,"Michael Putnam",96,50.66,77,152,"ScramblingfromOtherLocations",2007
157,157,"DJ Brigman",67,50.54,47,93,"ScramblingfromOtherLocations",2007
158,158,"Michael Allen",74,50.43,58,115,"ScramblingfromOtherLocations",2007
159,159,"David Branshaw",83,50.42,60,119,"ScramblingfromOtherLocations",2007
160,160,"Kirk Triplett",77,50.4,63,125,"ScramblingfromOtherLocations",2007
161,161,"Jeff Quinney",95,50.32,78,155,"ScramblingfromOtherLocations",2007
162,162,"Robert Garrigus",95,50,74,148,"ScramblingfromOtherLocations",2007
162,162,"Retief Goosen",50,50,33,66,"ScramblingfromOtherLocations",2007
162,162,"Daisuke Maruyama",86,50,70,140,"ScramblingfromOtherLocations",2007
162,162,"Duffy Waldorf",69,50,49,98,"ScramblingfromOtherLocations",2007
166,166,"Richard Johnson",93,49.65,70,141,"ScramblingfromOtherLocations",2007
167,167,"Kyle Reifers",71,49.58,59,119,"ScramblingfromOtherLocations",2007
168,168,"Pat Perez",84,49.47,47,95,"ScramblingfromOtherLocations",2007
169,169,"Chad Campbell",96,49.26,67,136,"ScramblingfromOtherLocations",2007
170,170,"Tommy Armour III",81,48.87,65,133,"ScramblingfromOtherLocations",2007
171,171,"Freddie Jacobson",70,48.6,52,107,"ScramblingfromOtherLocations",2007
172,172,"Nick OHern",72,48.51,49,101,"ScramblingfromOtherLocations",2007
173,173,"Tag Ridings",52,48.24,41,85,"ScramblingfromOtherLocations",2007
174,174,"Brett Wetterich",88,48.11,51,106,"ScramblingfromOtherLocations",2007
175,175,"Bubba Dickerson",51,48.1,38,79,"ScramblingfromOtherLocations",2007
176,176,"Fred Funk",65,48.04,49,102,"ScramblingfromOtherLocations",2007
177,177,"Tripp Isenhour",86,48,72,150,"ScramblingfromOtherLocations",2007
178,178,"Scott Gutschewski",67,47.57,49,103,"ScramblingfromOtherLocations",2007
179,179,"Kevin Stadler",95,47.52,67,141,"ScramblingfromOtherLocations",2007
180,180,"Craig Barlow",52,47.44,37,78,"ScramblingfromOtherLocations",2007
181,181,"JJ Henry",86,47.41,55,116,"ScramblingfromOtherLocations",2007
182,182,"Jonathan Byrd",73,47.2,59,125,"ScramblingfromOtherLocations",2007
182,182,"Todd Hamilton",76,47.2,59,125,"ScramblingfromOtherLocations",2007
184,184,"Ted Purdy",102,46.97,62,132,"ScramblingfromOtherLocations",2007
185,185,"Robert Gamez",88,46.67,56,120,"ScramblingfromOtherLocations",2007
185,185,"Tom Lehman",62,46.67,35,75,"ScramblingfromOtherLocations",2007
185,185,"Vaughn Taylor",91,46.67,63,135,"ScramblingfromOtherLocations",2007
188,188,"Joey Sindelar",75,46.36,51,110,"ScramblingfromOtherLocations",2007
189,189,"Henrik Stenson",52,46.15,30,65,"ScramblingfromOtherLocations",2007
190,190,"Billy Andrade",88,44.06,63,143,"ScramblingfromOtherLocations",2007
191,191,"Charles Howell III",89,43.86,50,114,"ScramblingfromOtherLocations",2007
192,192,"Brendon de Jonge",76,43.41,56,129,"ScramblingfromOtherLocations",2007
193,193,"Adam Scott",69,43.24,32,74,"ScramblingfromOtherLocations",2007
194,194,"Jeff Sluman",60,43.06,31,72,"ScramblingfromOtherLocations",2007
195,195,"JB Holmes",71,38.68,41,106,"ScramblingfromOtherLocations",2007
196,196,"John Daly",59,37.8,31,82,"ScramblingfromOtherLocations",2007
