"TotalHoleOuts_RANKTHISWEEK_2007","TotalHoleOuts_RANKLASTWEEK_2007","TotalHoleOuts_PLAYERNAME_2007","TotalHoleOuts_ROUNDS_2007","TotalHoleOuts_HOLEOUTS_2007","stat_name","year"
167,167,"Davis Love III",66,5,"TotalHoleOuts",2007
167,167,"Jesper Parnevik",88,5,"TotalHoleOuts",2007
167,167,"Brett Quigley",79,5,"TotalHoleOuts",2007
167,167,"Chris Tidland",59,5,"TotalHoleOuts",2007
167,167,"Bubba Watson",80,5,"TotalHoleOuts",2007
178,178,"Craig Barlow",52,4,"TotalHoleOuts",2007
178,178,"DJ Brigman",67,4,"TotalHoleOuts",2007
178,178,"Mark Brooks",53,4,"TotalHoleOuts",2007
178,178,"Retief Goosen",50,4,"TotalHoleOuts",2007
178,178,"Jason Gore",86,4,"TotalHoleOuts",2007
178,178,"Padraig Harrington",64,4,"TotalHoleOuts",2007
178,178,"JJ Henry",86,4,"TotalHoleOuts",2007
178,178,"Trevor Immelman",74,4,"TotalHoleOuts",2007
178,178,"Tom Lehman",62,4,"TotalHoleOuts",2007
178,178,"Kyle Reifers",71,4,"TotalHoleOuts",2007
178,178,"Jaco Van Zyl",51,4,"TotalHoleOuts",2007
178,178,"Tiger Woods",63,4,"TotalHoleOuts",2007
190,190,"David Branshaw",83,3,"TotalHoleOuts",2007
190,190,"Mathew Goggin",97,3,"TotalHoleOuts",2007
190,190,"Anders Hansen",55,3,"TotalHoleOuts",2007
190,190,"Matt Hendrix",63,3,"TotalHoleOuts",2007
190,190,"Tag Ridings",52,3,"TotalHoleOuts",2007
195,195,"Adam Scott",69,2,"TotalHoleOuts",2007
195,195,"Henrik Stenson",52,2,"TotalHoleOuts",2007
