"Scramblingfrom_RANKTHISWEEK_2014","Scramblingfrom_RANKLASTWEEK_2014","Scramblingfrom_PLAYERNAME_2014","Scramblingfrom_ROUNDS_2014","Scramblingfrom_Pct_2014","Scramblingfrom_SUCCESSES_2014","Scramblingfrom_ATTEMPTS_2014","stat_name","year"
87,87,"Matt Every",85,86.21,75,87,"Scramblingfrom",2014
87,87,"Andrew Loupe",65,86.21,50,58,"Scramblingfrom",2014
87,87,"Rory McIlroy",66,86.21,50,58,"Scramblingfrom",2014
90,90,"John Huh",87,86.17,81,94,"Scramblingfrom",2014
91,91,"Mark Wilson",69,86.15,56,65,"Scramblingfrom",2014
92,92,"John Rollins",84,86.11,62,72,"Scramblingfrom",2014
93,93,"George McNeill",79,86.05,74,86,"Scramblingfrom",2014
93,93,"Nicholas Thompson",85,86.05,74,86,"Scramblingfrom",2014
95,95,"Martin Flores",85,85.92,61,71,"Scramblingfrom",2014
95,95,"Charlie Wi",72,85.92,61,71,"Scramblingfrom",2014
97,97,"Cameron Tringale",111,85.88,73,85,"Scramblingfrom",2014
98,98,"Tim Wilkinson",86,85.71,78,91,"Scramblingfrom",2014
99,99,"Brian Davis",93,85.59,101,118,"Scramblingfrom",2014
100,100,"Stewart Cink",91,85.58,89,104,"Scramblingfrom",2014
101,101,"Luke Guthrie",85,85.56,77,90,"Scramblingfrom",2014
101,101,"Scott Langley",95,85.56,77,90,"Scramblingfrom",2014
101,101,"Robert Streb",75,85.56,77,90,"Scramblingfrom",2014
104,104,"Ryan Moore",86,85.54,71,83,"Scramblingfrom",2014
105,105,"Russell Knox",92,85.45,94,110,"Scramblingfrom",2014
105,105,"Carl Pettersson",91,85.45,94,110,"Scramblingfrom",2014
107,107,"Morgan Hoffmann",103,85.29,87,102,"Scramblingfrom",2014
108,108,"Brendan Steele",89,85.19,69,81,"Scramblingfrom",2014
109,109,"Webb Simpson",87,84.93,62,73,"Scramblingfrom",2014
110,110,"Troy Merritt",62,84.81,67,79,"Scramblingfrom",2014
111,111,"Matt Kuchar",91,84.71,72,85,"Scramblingfrom",2014
112,112,"Scott Stallings",77,84.69,83,98,"Scramblingfrom",2014
113,113,"Luke Donald",57,84.62,44,52,"Scramblingfrom",2014
114,114,"Brian Stuard",91,84.47,87,103,"Scramblingfrom",2014
115,115,"Jim Herman",62,84.38,54,64,"Scramblingfrom",2014
116,116,"Richard Lee",80,84.29,59,70,"Scramblingfrom",2014
117,117,"Lee Westwood",57,84.21,48,57,"Scramblingfrom",2014
118,118,"Derek Ernst",80,84,63,75,"Scramblingfrom",2014
119,119,"Ernie Els",85,83.91,73,87,"Scramblingfrom",2014
120,120,"Ben Martin",80,83.78,62,74,"Scramblingfrom",2014
121,121,"Charles Howell III",106,83.76,98,117,"Scramblingfrom",2014
122,122,"Andres Romero",81,83.52,76,91,"Scramblingfrom",2014
123,123,"Danny Lee",84,83.51,81,97,"Scramblingfrom",2014
124,124,"Bill Haas",107,83.33,80,96,"Scramblingfrom",2014
124,124,"Justin Hicks",103,83.33,70,84,"Scramblingfrom",2014
124,124,"Michael Putnam",106,83.33,90,108,"Scramblingfrom",2014
124,124,"Jimmy Walker",98,83.33,60,72,"Scramblingfrom",2014
128,128,"Tommy Gainey",73,83.13,69,83,"Scramblingfrom",2014
129,129,"Bubba Watson",76,83.1,59,71,"Scramblingfrom",2014
130,130,"Boo Weekley",73,83.08,54,65,"Scramblingfrom",2014
131,131,"Vijay Singh",83,82.86,87,105,"Scramblingfrom",2014
131,131,"David Toms",64,82.86,58,70,"Scramblingfrom",2014
133,133,"YE Yang",79,82.81,53,64,"Scramblingfrom",2014
134,134,"Rickie Fowler",91,82.72,67,81,"Scramblingfrom",2014
134,134,"Hunter Mahan",88,82.72,67,81,"Scramblingfrom",2014
136,136,"Dustin Johnson",58,82.69,43,52,"Scramblingfrom",2014
137,137,"Kevin Chappell",100,82.61,95,115,"Scramblingfrom",2014
138,138,"Hideki Matsuyama",82,82.47,80,97,"Scramblingfrom",2014
139,139,"Wes Roach",67,82.26,51,62,"Scramblingfrom",2014
140,140,"Stuart Appleby",92,82.18,83,101,"Scramblingfrom",2014
141,141,"Ben Crane",81,82.11,78,95,"Scramblingfrom",2014
141,141,"Charley Hoffman",93,82.11,78,95,"Scramblingfrom",2014
143,143,"Michael Thompson",74,82.09,55,67,"Scramblingfrom",2014
144,144,"Charlie Beljan",76,82.05,64,78,"Scramblingfrom",2014
144,144,"Harris English",95,82.05,64,78,"Scramblingfrom",2014
146,146,"Steven Bowditch",93,82,82,100,"Scramblingfrom",2014
147,147,"Martin Kaymer",65,81.97,50,61,"Scramblingfrom",2014
148,148,"Russell Henley",92,81.93,68,83,"Scramblingfrom",2014
149,149,"David Hearn",97,81.82,72,88,"Scramblingfrom",2014
150,150,"Bryce Molder",77,81.58,62,76,"Scramblingfrom",2014
151,151,"Jonas Blixt",64,81.48,44,54,"Scramblingfrom",2014
151,151,"Brooks Koepka",56,81.48,44,54,"Scramblingfrom",2014
153,153,"Sergio Garcia",61,81.13,43,53,"Scramblingfrom",2014
154,154,"Davis Love III",74,80.95,68,84,"Scramblingfrom",2014
155,155,"Will Ma Kenzie",82,80.9,72,89,"Scramblingfrom",2014
156,156,"John Merrick",87,80.85,76,94,"Scramblingfrom",2014
157,157,"Matt Jones",83,80.82,59,73,"Scramblingfrom",2014
158,158,"Rory Sabbatini",82,80.77,63,78,"Scramblingfrom",2014
159,159,"Jamie Lovemark",64,80.7,46,57,"Scramblingfrom",2014
160,160,"Tim Clark",75,80.65,50,62,"Scramblingfrom",2014
161,161,"Angel Cabrera",69,80,72,90,"Scramblingfrom",2014
162,162,"Ken Duke",80,79.31,69,87,"Scramblingfrom",2014
162,162,"Chesson Hadley",84,79.31,69,87,"Scramblingfrom",2014
164,164,"KJ Choi",80,79.07,68,86,"Scramblingfrom",2014
165,165,"Spencer Levin",59,78.95,45,57,"Scramblingfrom",2014
166,166,"Hudson Swafford",75,78.57,44,56,"Scramblingfrom",2014
167,167,"Lucas Glover",68,78.26,36,46,"Scramblingfrom",2014
168,168,"Ryo Ishikawa",75,78.13,50,64,"Scramblingfrom",2014
168,168,"Jim Renner",61,78.13,50,64,"Scramblingfrom",2014
170,170,"Henrik Stenson",56,77.78,35,45,"Scramblingfrom",2014
171,171,"Paul Casey",56,76.56,49,64,"Scramblingfrom",2014
172,172,"Kyle Stanley",87,75.76,75,99,"Scramblingfrom",2014
173,173,"James Driscoll",71,75.44,43,57,"Scramblingfrom",2014
174,174,"Trevor Immelman",84,75,45,60,"Scramblingfrom",2014
175,175,"Robert Allenby",83,73.97,54,73,"Scramblingfrom",2014
176,176,"DH Lee",54,73.68,42,57,"Scramblingfrom",2014
177,177,"Louis Oosthuizen",50,73.17,30,41,"Scramblingfrom",2014
