"PresidentsCupUnitedes_RANKTHISWEEK_2014","PresidentsCupUnitedes_RANKLASTWEEK_2014","PresidentsCupUnitedes_PLAYERNAME_2014","PresidentsCupUnitedes__2014","PresidentsCupUnitedes_POINTS_2014","stat_name","year"
67,67,"Kevin Kisner",NA,587,"PresidentsCupUnitedes",2014
68,68,"Stewart Cink",NA,578,"PresidentsCupUnitedes",2014
69,69,"Luke Guthrie",NA,575,"PresidentsCupUnitedes",2014
70,70,"Boo Weekley",NA,561,"PresidentsCupUnitedes",2014
71,71,"Martin Flores",NA,531,"PresidentsCupUnitedes",2014
72,72,"Roberto Castro",NA,524,"PresidentsCupUnitedes",2014
73,73,"Michael Thompson",NA,523,"PresidentsCupUnitedes",2014
74,74,"Troy Merritt",NA,521,"PresidentsCupUnitedes",2014
75,75,"Ricky Barnes",NA,520,"PresidentsCupUnitedes",2014
76,76,"Bryce Molder",NA,502,"PresidentsCupUnitedes",2014
77,77,"David Toms",NA,498,"PresidentsCupUnitedes",2014
78,78,"Justin Leonard",NA,491,"PresidentsCupUnitedes",2014
79,79,"Brice Garnett",NA,488,"PresidentsCupUnitedes",2014
80,80,"Nicholas Thompson",NA,462,"PresidentsCupUnitedes",2014
81,81,"James Hahn",NA,456,"PresidentsCupUnitedes",2014
82,82,"John Merrick",NA,450,"PresidentsCupUnitedes",2014
83,83,"JJ Henry",NA,425,"PresidentsCupUnitedes",2014
84,84,"Heath Slocum",NA,419,"PresidentsCupUnitedes",2014
85,85,"Charlie Beljan",NA,409,"PresidentsCupUnitedes",2014
86,86,"Ben Curtis",NA,406,"PresidentsCupUnitedes",2014
87,87,"Jonathan Byrd",NA,383,"PresidentsCupUnitedes",2014
88,88,"Brian Gay",NA,380,"PresidentsCupUnitedes",2014
89,89,"Andrew Loupe",NA,380,"PresidentsCupUnitedes",2014
90,90,"Richard Lee",NA,376,"PresidentsCupUnitedes",2014
91,91,"Briny Baird",NA,366,"PresidentsCupUnitedes",2014
92,92,"Will Wilcox",NA,362,"PresidentsCupUnitedes",2014
93,93,"Bud Cauley",NA,357,"PresidentsCupUnitedes",2014
94,94,"Hudson Swafford",NA,351,"PresidentsCupUnitedes",2014
95,95,"Jim Renner",NA,346,"PresidentsCupUnitedes",2014
96,96,"Josh Teater",NA,334,"PresidentsCupUnitedes",2014
97,97,"Johnson Wagner",NA,323,"PresidentsCupUnitedes",2014
98,98,"Chad Campbell",NA,317,"PresidentsCupUnitedes",2014
99,99,"Wes Roach",NA,314,"PresidentsCupUnitedes",2014
100,100,"Ted Potter Jr",NA,311,"PresidentsCupUnitedes",2014
101,101,"James Driscoll",NA,311,"PresidentsCupUnitedes",2014
102,102,"Tommy Gainey",NA,311,"PresidentsCupUnitedes",2014
103,103,"Ken Duke",NA,310,"PresidentsCupUnitedes",2014
104,104,"Kyle Stanley",NA,297,"PresidentsCupUnitedes",2014
105,105,"Chad Collins",NA,295,"PresidentsCupUnitedes",2014
106,106,"Sean OHair",NA,278,"PresidentsCupUnitedes",2014
107,107,"DA Points",NA,264,"PresidentsCupUnitedes",2014
108,108,"Davis Love III",NA,253,"PresidentsCupUnitedes",2014
109,109,"Spencer Levin",NA,246,"PresidentsCupUnitedes",2014
110,110,"John Rollins",NA,244,"PresidentsCupUnitedes",2014
111,111,"Scott Piercy",NA,239,"PresidentsCupUnitedes",2014
112,112,"Troy Matteson",NA,238,"PresidentsCupUnitedes",2014
113,113,"Woody Austin",NA,225,"PresidentsCupUnitedes",2014
114,114,"Steve Marino",NA,224,"PresidentsCupUnitedes",2014
115,115,"Joe Durant",NA,221,"PresidentsCupUnitedes",2014
116,116,"Derek Ernst",NA,218,"PresidentsCupUnitedes",2014
117,117,"Jamie Lovemark",NA,212,"PresidentsCupUnitedes",2014
118,118,"Jeff Maggert",NA,195,"PresidentsCupUnitedes",2014
119,119,"Jason Gore",NA,175,"PresidentsCupUnitedes",2014
120,120,"Kevin Tway",NA,172,"PresidentsCupUnitedes",2014
121,121,"Peter Malnati",NA,172,"PresidentsCupUnitedes",2014
122,122,"John Peterson",NA,170,"PresidentsCupUnitedes",2014
123,123,"Tiger Woods",NA,161,"PresidentsCupUnitedes",2014
124,124,"Dicky Pride",NA,159,"PresidentsCupUnitedes",2014
125,125,"Tim Herron",NA,157,"PresidentsCupUnitedes",2014
126,126,"Jim Herman",NA,142,"PresidentsCupUnitedes",2014
127,127,"Mark Wilson",NA,142,"PresidentsCupUnitedes",2014
128,128,"Eric Axley",NA,141,"PresidentsCupUnitedes",2014
129,129,"Lucas Glover",NA,129,"PresidentsCupUnitedes",2014
130,130,"Tim Petrovic",NA,96,"PresidentsCupUnitedes",2014
131,131,"Blake Adams",NA,91,"PresidentsCupUnitedes",2014
132,132,"Kenny Perry",NA,83,"PresidentsCupUnitedes",2014
133,133,"Doug LaBelle II",NA,79,"PresidentsCupUnitedes",2014
134,134,"Kevin Foley",NA,78,"PresidentsCupUnitedes",2014
135,135,"David Duval",NA,77,"PresidentsCupUnitedes",2014
136,136,"Lee Williams",NA,74,"PresidentsCupUnitedes",2014
137,137,"Bob Estes",NA,73,"PresidentsCupUnitedes",2014
138,138,"Alex Prugh",NA,72,"PresidentsCupUnitedes",2014
139,139,"Cameron Beckman",NA,72,"PresidentsCupUnitedes",2014
140,140,"John Daly",NA,63,"PresidentsCupUnitedes",2014
141,141,"Matt Bettencourt",NA,57,"PresidentsCupUnitedes",2014
142,142,"Mark Anderson",NA,55,"PresidentsCupUnitedes",2014
143,143,"Will Claxton",NA,52,"PresidentsCupUnitedes",2014
144,144,"Tom Watson",NA,51,"PresidentsCupUnitedes",2014
145,145,"Fred Couples",NA,49,"PresidentsCupUnitedes",2014
146,146,"Mark Calcavecchia",NA,49,"PresidentsCupUnitedes",2014
147,147,"Patrick Cantlay",NA,48,"PresidentsCupUnitedes",2014
148,148,"Tag Ridings",NA,42,"PresidentsCupUnitedes",2014
149,149,"Lee Janzen",NA,41,"PresidentsCupUnitedes",2014
150,150,"Joe Ogilvie",NA,40,"PresidentsCupUnitedes",2014
151,151,"Glen Day",NA,40,"PresidentsCupUnitedes",2014
152,152,"Steve Flesch",NA,37,"PresidentsCupUnitedes",2014
152,152,"Harrison Frazar",NA,37,"PresidentsCupUnitedes",2014
154,154,"Justin Bolli",NA,37,"PresidentsCupUnitedes",2014
155,155,"Dudley Hart",NA,32,"PresidentsCupUnitedes",2014
156,156,"Marc Turnesa",NA,31,"PresidentsCupUnitedes",2014
157,157,"Chris Smith",NA,28,"PresidentsCupUnitedes",2014
158,158,"Billy Mayfair",NA,24,"PresidentsCupUnitedes",2014
159,159,"Edward Loar",NA,23,"PresidentsCupUnitedes",2014
160,160,"Len Mattiace",NA,21,"PresidentsCupUnitedes",2014
161,161,"Kent Jones",NA,20,"PresidentsCupUnitedes",2014
161,161,"Larry Mize",NA,20,"PresidentsCupUnitedes",2014
163,163,"Kris Blanks",NA,19,"PresidentsCupUnitedes",2014
164,164,"DJ Trahan",NA,18,"PresidentsCupUnitedes",2014
165,165,"Chez Reavie",NA,18,"PresidentsCupUnitedes",2014
166,166,"Ben Kohles",NA,13,"PresidentsCupUnitedes",2014
167,167,"Vaughn Taylor",NA,12,"PresidentsCupUnitedes",2014
168,168,"Paul Goydos",NA,11,"PresidentsCupUnitedes",2014
169,169,"Todd Hamilton",NA,11,"PresidentsCupUnitedes",2014
170,170,"Fred Funk",NA,9,"PresidentsCupUnitedes",2014
171,171,"Marco Dawson",NA,4,"PresidentsCupUnitedes",2014
172,172,"Alex Aragon",NA,2,"PresidentsCupUnitedes",2014
173,173,"Scott McCarron",NA,2,"PresidentsCupUnitedes",2014
174,174,"Paul Stankowski",NA,1,"PresidentsCupUnitedes",2014
175,175,"Scott Verplank",NA,1,"PresidentsCupUnitedes",2014
176,176,"Chris DiMarco",NA,1,"PresidentsCupUnitedes",2014
177,177,"Brett Quigley",NA,1,"PresidentsCupUnitedes",2014
178,178,"Bobby Gates",NA,1,"PresidentsCupUnitedes",2014
