"ScramblingAverageDistancetoHole_RANKTHISWEEK_2009","ScramblingAverageDistancetoHole_RANKLASTWEEK_2009","ScramblingAverageDistancetoHole_PLAYERNAME_2009","ScramblingAverageDistancetoHole_ROUNDS_2009","ScramblingAverageDistancetoHole_AVGDTP_2009","ScramblingAverageDistancetoHole_TOTALDISTANCEFEET_2009","ScramblingAverageDistancetoHole_ATTEMPTS_2009","stat_name","year"
18,18,"Jimmy Walker",74,NA,2677.25,366,"ScramblingAverageDistancetoHole",2009
22,22,"Alex Cejka",82,NA,2726.5,368,"ScramblingAverageDistancetoHole",2009
22,22,"Bill Lunde",83,NA,2826.083,383,"ScramblingAverageDistancetoHole",2009
22,22,"Kevin Na",91,NA,3309.917,445,"ScramblingAverageDistancetoHole",2009
22,22,"Casey Wittenberg",71,NA,2104.25,285,"ScramblingAverageDistancetoHole",2009
26,26,"Bryce Molder",69,NA,1967.417,262,"ScramblingAverageDistancetoHole",2009
26,26,"Nick OHern",90,NA,3290.75,439,"ScramblingAverageDistancetoHole",2009
26,26,"Kirk Triplett",60,NA,2213.25,294,"ScramblingAverageDistancetoHole",2009
29,29,"KJ Choi",65,NA,1930.083,254,"ScramblingAverageDistancetoHole",2009
29,29,"Ken Duke",87,NA,3206.833,425,"ScramblingAverageDistancetoHole",2009
29,29,"Padraig Harrington",66,NA,2168.333,285,"ScramblingAverageDistancetoHole",2009
29,29,"JJ Henry",97,NA,3068.417,403,"ScramblingAverageDistancetoHole",2009
29,29,"Freddie Jacobson",83,NA,3140.167,412,"ScramblingAverageDistancetoHole",2009
29,29,"Justin Leonard",95,NA,2880,379,"ScramblingAverageDistancetoHole",2009
29,29,"Brett Quigley",92,NA,2904.083,382,"ScramblingAverageDistancetoHole",2009
29,29,"Rory Sabbatini",81,NA,2682,355,"ScramblingAverageDistancetoHole",2009
29,29,"Scott Sterling",51,NA,1444.667,191,"ScramblingAverageDistancetoHole",2009
29,29,"Jay Williamson",69,NA,1957.917,259,"ScramblingAverageDistancetoHole",2009
39,39,"Mark Brooks",55,NA,1878.917,245,"ScramblingAverageDistancetoHole",2009
39,39,"Chad Campbell",90,NA,2534.583,330,"ScramblingAverageDistancetoHole",2009
39,39,"Ben Crane",93,NA,3409.25,443,"ScramblingAverageDistancetoHole",2009
39,39,"Charles Howell III",99,NA,3223.417,420,"ScramblingAverageDistancetoHole",2009
39,39,"Chez Reavie",81,NA,2910.083,381,"ScramblingAverageDistancetoHole",2009
39,39,"Vijay Singh",71,NA,2143.667,280,"ScramblingAverageDistancetoHole",2009
39,39,"Dean Wilson",81,NA,2840.667,371,"ScramblingAverageDistancetoHole",2009
46,46,"Bob Estes",78,NA,2977.167,384,"ScramblingAverageDistancetoHole",2009
46,46,"Zach Johnson",94,NA,3076.25,395,"ScramblingAverageDistancetoHole",2009
46,46,"Jerry Kelly",90,NA,3459.833,445,"ScramblingAverageDistancetoHole",2009
46,46,"George McNeill",82,NA,3429.833,442,"ScramblingAverageDistancetoHole",2009
46,46,"Tag Ridings",50,NA,1674.167,215,"ScramblingAverageDistancetoHole",2009
46,46,"Adam Scott",53,NA,1794.75,232,"ScramblingAverageDistancetoHole",2009
46,46,"Scott Verplank",88,NA,3264.833,422,"ScramblingAverageDistancetoHole",2009
46,46,"Camilo Villegas",76,NA,2125.083,274,"ScramblingAverageDistancetoHole",2009
46,46,"Matt Weibring",65,NA,2267.75,293,"ScramblingAverageDistancetoHole",2009
55,55,"Brad Adamonis",70,NA,2692.917,342,"ScramblingAverageDistancetoHole",2009
55,55,"Robert Allenby",71,NA,2266.667,290,"ScramblingAverageDistancetoHole",2009
55,55,"Matt Jones",56,NA,1777.667,228,"ScramblingAverageDistancetoHole",2009
55,55,"Webb Simpson",94,NA,3975.75,507,"ScramblingAverageDistancetoHole",2009
55,55,"Bo Van Pelt",100,NA,3394.083,434,"ScramblingAverageDistancetoHole",2009
60,60,"Briny Baird",89,NA,2681.417,340,"ScramblingAverageDistancetoHole",2009
60,60,"Ricky Barnes",67,NA,1965.583,249,"ScramblingAverageDistancetoHole",2009
60,60,"Jason Dufner",90,NA,3305.75,417,"ScramblingAverageDistancetoHole",2009
60,60,"Peter Lonard",86,NA,3402.583,432,"ScramblingAverageDistancetoHole",2009
60,60,"John Senden",100,NA,3429.417,431,"ScramblingAverageDistancetoHole",2009
60,60,"Kevin Sutherland",96,NA,3005.5,379,"ScramblingAverageDistancetoHole",2009
66,66,"Woody Austin",84,NA,3317.417,416,"ScramblingAverageDistancetoHole",2009
66,66,"Kris Blanks",60,NA,2011.25,251,"ScramblingAverageDistancetoHole",2009
66,66,"Jason Bohn",88,NA,3183.667,400,"ScramblingAverageDistancetoHole",2009
66,66,"Jonathan Byrd",89,NA,3047.833,381,"ScramblingAverageDistancetoHole",2009
66,66,"Brian Davis",103,NA,4159.25,520,"ScramblingAverageDistancetoHole",2009
66,66,"Retief Goosen",74,NA,2686,336,"ScramblingAverageDistancetoHole",2009
66,66,"Bob Heintz",59,NA,2263.667,283,"ScramblingAverageDistancetoHole",2009
66,66,"Cliff Kresge",78,NA,3114,389,"ScramblingAverageDistancetoHole",2009
66,66,"Michael Letzig",96,NA,3911.25,488,"ScramblingAverageDistancetoHole",2009
66,66,"John Mallinger",90,NA,3169.417,398,"ScramblingAverageDistancetoHole",2009
66,66,"DA Points",99,NA,3631.167,452,"ScramblingAverageDistancetoHole",2009
77,77,"Stuart Appleby",79,NA,2899.917,359,"ScramblingAverageDistancetoHole",2009
77,77,"Cameron Beckman",87,NA,3278.333,406,"ScramblingAverageDistancetoHole",2009
77,77,"David Duval",56,NA,1848.25,229,"ScramblingAverageDistancetoHole",2009
77,77,"Steve Elkington",70,NA,2629.167,325,"ScramblingAverageDistancetoHole",2009
77,77,"Steve Flesch",77,NA,2617.583,324,"ScramblingAverageDistancetoHole",2009
77,77,"Harrison Frazar",93,NA,3483.833,433,"ScramblingAverageDistancetoHole",2009
77,77,"Lucas Glover",93,NA,3600.833,446,"ScramblingAverageDistancetoHole",2009
77,77,"Billy Mayfair",83,NA,2840.5,352,"ScramblingAverageDistancetoHole",2009
77,77,"Scott McCarron",91,NA,3649.583,451,"ScramblingAverageDistancetoHole",2009
77,77,"Phil Mickelson",66,NA,2190.333,272,"ScramblingAverageDistancetoHole",2009
77,77,"Geoff Ogilvy",78,NA,2606.75,323,"ScramblingAverageDistancetoHole",2009
77,77,"Rod Pampling",72,NA,2690.667,333,"ScramblingAverageDistancetoHole",2009
77,77,"Jeff Quinney",78,NA,3271.167,404,"ScramblingAverageDistancetoHole",2009
77,77,"Patrick Sheehan",51,NA,1581.5,195,"ScramblingAverageDistancetoHole",2009
91,91,"Jason Day",61,NA,2314.667,282,"ScramblingAverageDistancetoHole",2009
91,91,"Luke Donald",79,NA,2773,341,"ScramblingAverageDistancetoHole",2009
91,91,"Davis Love III",89,NA,3390.833,415,"ScramblingAverageDistancetoHole",2009
91,91,"David Toms",98,NA,3245.833,399,"ScramblingAverageDistancetoHole",2009
95,95,"Greg Chalmers",85,NA,3195.417,387,"ScramblingAverageDistancetoHole",2009
95,95,"Sergio Garcia",59,NA,1933.833,234,"ScramblingAverageDistancetoHole",2009
95,95,"Mathew Goggin",76,NA,2797.083,338,"ScramblingAverageDistancetoHole",2009
95,95,"Ryuji Imada",85,NA,3357.583,409,"ScramblingAverageDistancetoHole",2009
95,95,"Will Ma Kenzie",69,NA,2501.25,303,"ScramblingAverageDistancetoHole",2009
95,95,"Greg Owen",97,NA,3138.583,381,"ScramblingAverageDistancetoHole",2009
95,95,"Pat Perez",74,NA,2863.25,346,"ScramblingAverageDistancetoHole",2009
95,95,"Justin Rose",71,NA,2551.25,308,"ScramblingAverageDistancetoHole",2009
95,95,"Mark Wilson",99,NA,3860.333,467,"ScramblingAverageDistancetoHole",2009
95,95,"YE Yang",83,NA,3076.167,371,"ScramblingAverageDistancetoHole",2009
105,105,"Anthony Kim",76,NA,2759.75,331,"ScramblingAverageDistancetoHole",2009
105,105,"Ryan Moore",89,NA,3291.583,396,"ScramblingAverageDistancetoHole",2009
105,105,"Ted Purdy",101,NA,3951.083,476,"ScramblingAverageDistancetoHole",2009
105,105,"Boo Weekley",79,NA,2814.917,337,"ScramblingAverageDistancetoHole",2009
105,105,"Charlie Wi",92,NA,3690.417,442,"ScramblingAverageDistancetoHole",2009
110,110,"Fred Couples",54,NA,1782.25,211,"ScramblingAverageDistancetoHole",2009
110,110,"Paul Goydos",79,NA,3147.5,374,"ScramblingAverageDistancetoHole",2009
110,110,"Bill Haas",91,NA,3665.417,436,"ScramblingAverageDistancetoHole",2009
110,110,"Jeff Klauk",97,NA,4032.167,478,"ScramblingAverageDistancetoHole",2009
110,110,"Rocco Mediate",79,NA,2924.25,348,"ScramblingAverageDistancetoHole",2009
110,110,"Carl Pettersson",86,NA,3402.667,403,"ScramblingAverageDistancetoHole",2009
116,116,"Angel Cabrera",55,NA,1894.75,223,"ScramblingAverageDistancetoHole",2009
116,116,"Stewart Cink",79,NA,2826,334,"ScramblingAverageDistancetoHole",2009
116,116,"Jason Gore",74,NA,2915.25,342,"ScramblingAverageDistancetoHole",2009
116,116,"Tom Lehman",55,NA,1419.917,167,"ScramblingAverageDistancetoHole",2009
116,116,"James Nitties",86,NA,3733.25,439,"ScramblingAverageDistancetoHole",2009
116,116,"Sean OHair",80,NA,2548.417,300,"ScramblingAverageDistancetoHole",2009
116,116,"Kenny Perry",92,NA,3224.833,380,"ScramblingAverageDistancetoHole",2009
116,116,"Brian Vranesh",51,NA,2130,251,"ScramblingAverageDistancetoHole",2009
124,124,"Aaron Baddeley",66,NA,3017.25,350,"ScramblingAverageDistancetoHole",2009
124,124,"David Mathis",82,NA,3541.75,411,"ScramblingAverageDistancetoHole",2009
124,124,"Jeff Overton",92,NA,3991.667,465,"ScramblingAverageDistancetoHole",2009
124,124,"Brandt Snedeker",81,NA,3013.417,351,"ScramblingAverageDistancetoHole",2009
124,124,"Bubba Watson",73,NA,2610,305,"ScramblingAverageDistancetoHole",2009
129,129,"Joe Durant",62,NA,1894.083,219,"ScramblingAverageDistancetoHole",2009
129,129,"Tim Herron",87,NA,4004.167,461,"ScramblingAverageDistancetoHole",2009
129,129,"Martin Laird",72,NA,2773.417,319,"ScramblingAverageDistancetoHole",2009
129,129,"Chris Stroud",88,NA,3184,368,"ScramblingAverageDistancetoHole",2009
129,129,"Gary Woodland",53,NA,1620.75,187,"ScramblingAverageDistancetoHole",2009
134,134,"Michael Allen",73,NA,2618.667,300,"ScramblingAverageDistancetoHole",2009
134,134,"Rich Beem",77,NA,2559.917,292,"ScramblingAverageDistancetoHole",2009
134,134,"Charley Hoffman",97,NA,4097.333,468,"ScramblingAverageDistancetoHole",2009
134,134,"Kent Jones",73,NA,2975.583,341,"ScramblingAverageDistancetoHole",2009
134,134,"Steve Marino",98,NA,3657.917,419,"ScramblingAverageDistancetoHole",2009
134,134,"Brendon Todd",53,NA,2256.917,258,"ScramblingAverageDistancetoHole",2009
134,134,"Peter Tomasulo",61,NA,2162.333,246,"ScramblingAverageDistancetoHole",2009
141,141,"Stephen Ames",77,NA,2453.917,279,"ScramblingAverageDistancetoHole",2009
141,141,"Ben Curtis",63,NA,2432.583,276,"ScramblingAverageDistancetoHole",2009
141,141,"Robert Garrigus",83,NA,2883.917,328,"ScramblingAverageDistancetoHole",2009
141,141,"Todd Hamilton",83,NA,3206.917,363,"ScramblingAverageDistancetoHole",2009
141,141,"Dustin Johnson",85,NA,2936.5,332,"ScramblingAverageDistancetoHole",2009
141,141,"Scott Piercy",85,NA,3653.167,414,"ScramblingAverageDistancetoHole",2009
141,141,"John Rollins",92,NA,3970.833,449,"ScramblingAverageDistancetoHole",2009
148,148,"Parker McLachlin",71,NA,3689.833,415,"ScramblingAverageDistancetoHole",2009
148,148,"Aron Price",89,NA,3687.667,413,"ScramblingAverageDistancetoHole",2009
148,148,"Heath Slocum",95,NA,3847,431,"ScramblingAverageDistancetoHole",2009
148,148,"Charles Warren",63,NA,2321.167,261,"ScramblingAverageDistancetoHole",2009
152,152,"Bart Bryant",58,NA,2654.25,295,"ScramblingAverageDistancetoHole",2009
152,152,"Brendon de Jonge",90,NA,3812.083,422,"ScramblingAverageDistancetoHole",2009
152,152,"Troy Matteson",95,NA,3862.083,429,"ScramblingAverageDistancetoHole",2009
155,155,"Tommy Armour III",58,NA,2491.667,274,"ScramblingAverageDistancetoHole",2009
155,155,"Jeff Maggert",79,NA,3337.333,368,"ScramblingAverageDistancetoHole",2009
157,157,"Lee Janzen",74,NA,3189.417,349,"ScramblingAverageDistancetoHole",2009
157,157,"Richard Johnson",85,NA,3819.917,416,"ScramblingAverageDistancetoHole",2009
157,157,"Joe Ogilvie",85,NA,4165.917,455,"ScramblingAverageDistancetoHole",2009
157,157,"Nick Watney",86,NA,3535.167,384,"ScramblingAverageDistancetoHole",2009
161,161,"Mark Calcavecchia",72,NA,3088,335,"ScramblingAverageDistancetoHole",2009
161,161,"Ryan Palmer",78,NA,3461.5,375,"ScramblingAverageDistancetoHole",2009
163,163,"Derek Fathauer",63,NA,2938.583,315,"ScramblingAverageDistancetoHole",2009
163,163,"Marc Leishman",91,NA,4056.417,436,"ScramblingAverageDistancetoHole",2009
163,163,"Andres Romero",58,NA,2018.25,216,"ScramblingAverageDistancetoHole",2009
163,163,"Nicholas Thompson",96,NA,4268.75,459,"ScramblingAverageDistancetoHole",2009
163,163,"DJ Trahan",96,NA,3445.833,369,"ScramblingAverageDistancetoHole",2009
168,168,"Colt Knost",71,NA,2803.167,297,"ScramblingAverageDistancetoHole",2009
168,168,"Rick Price",54,NA,2106.083,223,"ScramblingAverageDistancetoHole",2009
168,168,"Vaughn Taylor",88,NA,3992,424,"ScramblingAverageDistancetoHole",2009
171,171,"Matt Bettencourt",98,NA,4696.917,493,"ScramblingAverageDistancetoHole",2009
171,171,"Daniel Chopra",89,NA,4462.167,468,"ScramblingAverageDistancetoHole",2009
171,171,"JB Holmes",74,NA,3452.583,364,"ScramblingAverageDistancetoHole",2009
174,174,"Greg Kraft",51,NA,2240.167,232,"ScramblingAverageDistancetoHole",2009
174,174,"Hunter Mahan",94,NA,3693.417,381,"ScramblingAverageDistancetoHole",2009
174,174,"Kevin Streelman",97,NA,4268.417,440,"ScramblingAverageDistancetoHole",2009
177,177,"Brad Faxon",59,NA,3744.583,384,"ScramblingAverageDistancetoHole",2009
177,177,"Steve Lowery",83,NA,4292.583,441,"ScramblingAverageDistancetoHole",2009
179,179,"Johnson Wagner",81,NA,3966.417,402,"ScramblingAverageDistancetoHole",2009
180,180,"Brian Bateman",55,NA,2610.25,264,"ScramblingAverageDistancetoHole",2009
180,180,"Marc Turnesa",77,NA,4153,418,"ScramblingAverageDistancetoHole",2009
182,182,"John Merrick",91,NA,3624.25,363,"ScramblingAverageDistancetoHole",2009
183,183,"Leif Olson",51,NA,2684.917,253,"ScramblingAverageDistancetoHole",2009
184,184,"Eric Axley",71,NA,4099.167,359,"ScramblingAverageDistancetoHole",2009
