"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2016","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2016","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2016","AverageApproachDistanceBogeyorWorse_ROUNDS_2016","AverageApproachDistanceBogeyorWorse_AVGYARDS_2016","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2016","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2016","stat_name","year"
74,56,"Fabian Gomez",49,161.8,588251,101,"AverageApproachDistanceBogeyorWorse",2016
74,32,"Shane Lowry",35,161.8,378694,65,"AverageApproachDistanceBogeyorWorse",2016
74,72,"Shawn Stefani",45,161.8,652436,112,"AverageApproachDistanceBogeyorWorse",2016
79,63,"Hideki Matsuyama",40,161.9,384785,66,"AverageApproachDistanceBogeyorWorse",2016
80,124,"Matt Every",34,162,606350,104,"AverageApproachDistanceBogeyorWorse",2016
80,93,"Brian Gay",22,162,367484,63,"AverageApproachDistanceBogeyorWorse",2016
80,78,"William McGirt",54,162,699744,120,"AverageApproachDistanceBogeyorWorse",2016
80,128,"Kevin Streelman",46,162,495865,85,"AverageApproachDistanceBogeyorWorse",2016
84,96,"Pat Perez",28,162.2,344527,59,"AverageApproachDistanceBogeyorWorse",2016
84,96,"Dicky Pride",33,162.2,461390,79,"AverageApproachDistanceBogeyorWorse",2016
84,96,"Jimmy Walker",43,162.2,531276,91,"AverageApproachDistanceBogeyorWorse",2016
87,99,"Justin Leonard",28,162.3,379821,65,"AverageApproachDistanceBogeyorWorse",2016
88,68,"Patton Kizzire",57,162.4,672393,115,"AverageApproachDistanceBogeyorWorse",2016
88,59,"John Senden",48,162.4,672475,115,"AverageApproachDistanceBogeyorWorse",2016
88,109,"Vaughn Taylor",30,162.4,461756,79,"AverageApproachDistanceBogeyorWorse",2016
91,52,"Emiliano Grillo",47,162.5,584886,100,"AverageApproachDistanceBogeyorWorse",2016
91,82,"Davis Love III",40,162.5,614079,105,"AverageApproachDistanceBogeyorWorse",2016
91,101,"Harold Varner III",58,162.5,918564,157,"AverageApproachDistanceBogeyorWorse",2016
94,102,"Stewart Cink",45,162.6,614474,105,"AverageApproachDistanceBogeyorWorse",2016
94,102,"Jason Dufner",53,162.6,661454,113,"AverageApproachDistanceBogeyorWorse",2016
94,102,"Chez Reavie",56,162.6,643741,110,"AverageApproachDistanceBogeyorWorse",2016
94,87,"Boo Weekley",53,162.6,755302,129,"AverageApproachDistanceBogeyorWorse",2016
98,132,"Jason Gore",51,162.7,626613,107,"AverageApproachDistanceBogeyorWorse",2016
98,138,"Ryan Moore",40,162.7,386593,66,"AverageApproachDistanceBogeyorWorse",2016
98,94,"Scott Pinckney",53,162.7,755563,129,"AverageApproachDistanceBogeyorWorse",2016
98,86,"Camilo Villegas",50,162.7,738065,126,"AverageApproachDistanceBogeyorWorse",2016
102,112,"Scott Brown",59,162.8,732809,125,"AverageApproachDistanceBogeyorWorse",2016
102,107,"Russell Knox",48,162.8,404449,69,"AverageApproachDistanceBogeyorWorse",2016
102,144,"Brendon Todd",43,162.8,638988,109,"AverageApproachDistanceBogeyorWorse",2016
102,59,"Johnson Wagner",44,162.8,568524,97,"AverageApproachDistanceBogeyorWorse",2016
106,112,"DJ Trahan",23,163,205434,35,"AverageApproachDistanceBogeyorWorse",2016
107,72,"Brian Harman",60,163.1,863152,147,"AverageApproachDistanceBogeyorWorse",2016
108,116,"Keegan Bradley",40,163.2,481743,82,"AverageApproachDistanceBogeyorWorse",2016
109,118,"Abraham Ancer",26,163.3,341052,58,"AverageApproachDistanceBogeyorWorse",2016
109,135,"Greg Owen",56,163.3,775950,132,"AverageApproachDistanceBogeyorWorse",2016
111,112,"Robert Allenby",35,163.4,576579,98,"AverageApproachDistanceBogeyorWorse",2016
111,109,"Patrick Reed",53,163.4,470727,80,"AverageApproachDistanceBogeyorWorse",2016
113,122,"Jon Curran",55,163.5,700361,119,"AverageApproachDistanceBogeyorWorse",2016
113,92,"Kyle Stanley",57,163.5,835752,142,"AverageApproachDistanceBogeyorWorse",2016
113,102,"Daniel Summerhays",55,163.5,788787,134,"AverageApproachDistanceBogeyorWorse",2016
116,124,"Angel Cabrera",42,163.8,636730,108,"AverageApproachDistanceBogeyorWorse",2016
117,141,"Adam Hadwin",53,163.9,719970,122,"AverageApproachDistanceBogeyorWorse",2016
117,131,"JJ Henry",44,163.9,731846,124,"AverageApproachDistanceBogeyorWorse",2016
117,109,"Jim Herman",55,163.9,649030,110,"AverageApproachDistanceBogeyorWorse",2016
117,128,"Bryce Molder",50,163.9,566371,96,"AverageApproachDistanceBogeyorWorse",2016
117,107,"Brett Stegmaier",57,163.9,814031,138,"AverageApproachDistanceBogeyorWorse",2016
117,112,"Dawie van der Walt",48,163.9,660734,112,"AverageApproachDistanceBogeyorWorse",2016
123,133,"Charles Howell III",63,164,726183,123,"AverageApproachDistanceBogeyorWorse",2016
124,118,"Jamie Donaldson",28,164.1,360313,61,"AverageApproachDistanceBogeyorWorse",2016
125,63,"Martin Piller",37,164.2,384192,65,"AverageApproachDistanceBogeyorWorse",2016
125,83,"Patrick Rodgers",49,164.2,638328,108,"AverageApproachDistanceBogeyorWorse",2016
127,123,"Carlos Ortiz",47,164.3,745328,126,"AverageApproachDistanceBogeyorWorse",2016
128,87,"Michael Thompson",46,164.4,591820,100,"AverageApproachDistanceBogeyorWorse",2016
129,165,"Jhonattan Vegas",49,164.5,509311,86,"AverageApproachDistanceBogeyorWorse",2016
130,140,"Zach Johnson",42,165,504919,85,"AverageApproachDistanceBogeyorWorse",2016
131,146,"Steve Wheatcroft",53,165.2,719687,121,"AverageApproachDistanceBogeyorWorse",2016
132,144,"Miguel Angel Carballo",24,165.4,333449,56,"AverageApproachDistanceBogeyorWorse",2016
132,116,"Lucas Glover",53,165.4,613150,103,"AverageApproachDistanceBogeyorWorse",2016
132,134,"Mark Hubbard",73,165.4,994180,167,"AverageApproachDistanceBogeyorWorse",2016
135,146,"Ken Duke",26,165.5,470618,79,"AverageApproachDistanceBogeyorWorse",2016
136,126,"Cameron Smith",45,165.6,512654,86,"AverageApproachDistanceBogeyorWorse",2016
137,155,"Michael Kim",62,165.7,930808,156,"AverageApproachDistanceBogeyorWorse",2016
137,128,"Jeff Overton",51,165.7,763510,128,"AverageApproachDistanceBogeyorWorse",2016
139,138,"Spencer Levin",62,165.8,770004,129,"AverageApproachDistanceBogeyorWorse",2016
139,126,"Peter Malnati",53,165.8,692247,116,"AverageApproachDistanceBogeyorWorse",2016
141,162,"Will Wilcox",47,166,753004,126,"AverageApproachDistanceBogeyorWorse",2016
142,83,"Sam Saunders",40,166.1,520279,87,"AverageApproachDistanceBogeyorWorse",2016
143,136,"Tony Finau",49,166.3,658418,110,"AverageApproachDistanceBogeyorWorse",2016
144,152,"Ben Crane",48,166.4,706800,118,"AverageApproachDistanceBogeyorWorse",2016
144,157,"Marc Leishman",41,166.4,341546,57,"AverageApproachDistanceBogeyorWorse",2016
144,157,"Andres Romero",22,166.4,185716,31,"AverageApproachDistanceBogeyorWorse",2016
144,157,"Darron Stiles",28,166.4,377315,63,"AverageApproachDistanceBogeyorWorse",2016
148,163,"Sung Kang",51,166.5,695253,116,"AverageApproachDistanceBogeyorWorse",2016
149,141,"George McNeill",33,166.6,629738,105,"AverageApproachDistanceBogeyorWorse",2016
150,146,"Tyrone Van Aswegen",67,166.7,912310,152,"AverageApproachDistanceBogeyorWorse",2016
151,152,"JB Holmes",39,167,432930,72,"AverageApproachDistanceBogeyorWorse",2016
152,161,"Chad Collins",45,167.2,704399,117,"AverageApproachDistanceBogeyorWorse",2016
152,99,"Justin Hicks",26,167.2,553618,92,"AverageApproachDistanceBogeyorWorse",2016
154,168,"Rhein Gibson",36,167.4,506342,84,"AverageApproachDistanceBogeyorWorse",2016
155,178,"DA Points",32,167.5,397939,66,"AverageApproachDistanceBogeyorWorse",2016
156,87,"Jason Bohn",37,167.6,470587,78,"AverageApproachDistanceBogeyorWorse",2016
157,157,"Colt Knost",56,167.7,645877,107,"AverageApproachDistanceBogeyorWorse",2016
158,167,"Thomas Aiken",42,167.8,398692,66,"AverageApproachDistanceBogeyorWorse",2016
159,137,"Kevin Kisner",49,167.9,477528,79,"AverageApproachDistanceBogeyorWorse",2016
160,169,"Graham DeLaet",50,168,756003,125,"AverageApproachDistanceBogeyorWorse",2016
161,207,"Byeong Hun An",23,168.1,211781,35,"AverageApproachDistanceBogeyorWorse",2016
162,156,"Justin Thomas",53,168.2,684378,113,"AverageApproachDistanceBogeyorWorse",2016
163,150,"Roberto Castro",55,168.3,678632,112,"AverageApproachDistanceBogeyorWorse",2016
163,171,"Si Woo Kim",63,168.3,872353,144,"AverageApproachDistanceBogeyorWorse",2016
163,152,"Scott Langley",41,168.3,545298,90,"AverageApproachDistanceBogeyorWorse",2016
166,149,"Hunter Mahan",43,168.4,563888,93,"AverageApproachDistanceBogeyorWorse",2016
166,150,"Rory McIlroy",37,168.4,327364,54,"AverageApproachDistanceBogeyorWorse",2016
166,120,"Adam Scott",39,168.4,284935,47,"AverageApproachDistanceBogeyorWorse",2016
166,183,"Tim Wilkinson",40,168.4,321223,53,"AverageApproachDistanceBogeyorWorse",2016
170,171,"Retief Goosen",37,168.5,527786,87,"AverageApproachDistanceBogeyorWorse",2016
171,174,"Russell Henley",42,168.6,497849,82,"AverageApproachDistanceBogeyorWorse",2016
171,166,"Kyle Reifers",63,168.6,892489,147,"AverageApproachDistanceBogeyorWorse",2016
173,176,"Charl Schwartzel",29,169,279886,46,"AverageApproachDistanceBogeyorWorse",2016
174,179,"Robert Streb",51,169.1,675740,111,"AverageApproachDistanceBogeyorWorse",2016
175,173,"Whee Kim",54,169.2,731140,120,"AverageApproachDistanceBogeyorWorse",2016
176,188,"Ollie Schniederjans",23,169.3,365616,60,"AverageApproachDistanceBogeyorWorse",2016
177,169,"Harris English",51,169.4,542877,89,"AverageApproachDistanceBogeyorWorse",2016
178,180,"Andy Sullivan",25,169.7,299320,49,"AverageApproachDistanceBogeyorWorse",2016
179,181,"Aaron Baddeley",51,169.8,525702,86,"AverageApproachDistanceBogeyorWorse",2016
179,206,"Bill Haas",42,169.8,409645,67,"AverageApproachDistanceBogeyorWorse",2016
181,186,"Mark Wilson",42,170.4,656410,107,"AverageApproachDistanceBogeyorWorse",2016
182,176,"Chad Campbell",54,170.5,718330,117,"AverageApproachDistanceBogeyorWorse",2016
182,191,"Rickie Fowler",42,170.5,325306,53,"AverageApproachDistanceBogeyorWorse",2016
184,184,"Freddie Jacobson",54,170.6,620290,101,"AverageApproachDistanceBogeyorWorse",2016
185,185,"Daniel Berger",52,170.8,553350,90,"AverageApproachDistanceBogeyorWorse",2016
185,189,"Vijay Singh",42,170.8,719528,117,"AverageApproachDistanceBogeyorWorse",2016
187,189,"Jason Day",36,171.5,296374,48,"AverageApproachDistanceBogeyorWorse",2016
188,191,"Sergio Garcia",28,171.8,210309,34,"AverageApproachDistanceBogeyorWorse",2016
189,175,"Cameron Tringale",47,172.2,762340,123,"AverageApproachDistanceBogeyorWorse",2016
190,193,"Chris Kirk",51,172.3,564327,91,"AverageApproachDistanceBogeyorWorse",2016
190,186,"Ben Martin",48,172.3,768993,124,"AverageApproachDistanceBogeyorWorse",2016
192,182,"Brendon de Jonge",55,172.4,695105,112,"AverageApproachDistanceBogeyorWorse",2016
192,194,"Padraig Harrington",38,172.4,570936,92,"AverageApproachDistanceBogeyorWorse",2016
194,194,"Billy Horschel",45,172.6,590202,95,"AverageApproachDistanceBogeyorWorse",2016
195,197,"Gary Woodland",45,172.7,572019,92,"AverageApproachDistanceBogeyorWorse",2016
196,163,"David Toms",38,172.9,491688,79,"AverageApproachDistanceBogeyorWorse",2016
197,201,"Danny Lee",53,173,610203,98,"AverageApproachDistanceBogeyorWorse",2016
197,198,"Webb Simpson",34,173,473444,76,"AverageApproachDistanceBogeyorWorse",2016
199,196,"Justin Rose",35,173.1,361398,58,"AverageApproachDistanceBogeyorWorse",2016
200,143,"Paul Casey",39,173.6,381149,61,"AverageApproachDistanceBogeyorWorse",2016
201,199,"Matthew Fitzpatrick",23,174.1,256962,41,"AverageApproachDistanceBogeyorWorse",2016
202,202,"Luke Donald",49,174.4,508675,81,"AverageApproachDistanceBogeyorWorse",2016
203,202,"Steve Stricker",25,175.2,353281,56,"AverageApproachDistanceBogeyorWorse",2016
204,204,"Bernd Wiesberger",23,175.8,240534,38,"AverageApproachDistanceBogeyorWorse",2016
205,205,"Scott Piercy",45,176.3,520409,82,"AverageApproachDistanceBogeyorWorse",2016
206,200,"Anirban Lahiri",44,177.1,548255,86,"AverageApproachDistanceBogeyorWorse",2016
207,208,"Henrik Stenson",30,187.7,304121,45,"AverageApproachDistanceBogeyorWorse",2016
