"ApproachesRightRoughRTPScore_RANKTHISWEEK_2006","ApproachesRightRoughRTPScore_RANKLASTWEEK_2006","ApproachesRightRoughRTPScore_PLAYERNAME_2006","ApproachesRightRoughRTPScore_ROUNDS_2006","ApproachesRightRoughRTPScore_AVGRTP_2006","stat_name","year"
77,77,"Will Ma Kenzie",91,0.114,"ApproachesRightRoughRTPScore",2006
78,78,"Justin Rose",98,0.115,"ApproachesRightRoughRTPScore",2006
79,79,"Todd Fischer",101,0.118,"ApproachesRightRoughRTPScore",2006
80,80,"Mathias Gronberg",92,0.119,"ApproachesRightRoughRTPScore",2006
81,81,"Eric Axley",91,0.12,"ApproachesRightRoughRTPScore",2006
81,81,"Danny Ellis",68,0.12,"ApproachesRightRoughRTPScore",2006
83,83,"Billy Andrade",78,0.121,"ApproachesRightRoughRTPScore",2006
83,83,"Steve Lowery",99,0.121,"ApproachesRightRoughRTPScore",2006
85,85,"Jim Furyk",89,0.122,"ApproachesRightRoughRTPScore",2006
86,86,"John Rollins",93,0.123,"ApproachesRightRoughRTPScore",2006
87,87,"Chad Campbell",91,0.124,"ApproachesRightRoughRTPScore",2006
88,88,"Jeff Overton",95,0.125,"ApproachesRightRoughRTPScore",2006
88,88,"Dean Wilson",115,0.125,"ApproachesRightRoughRTPScore",2006
90,90,"Jeff Sluman",101,0.126,"ApproachesRightRoughRTPScore",2006
91,91,"JL Lewis",57,0.129,"ApproachesRightRoughRTPScore",2006
92,92,"Dudley Hart",83,0.133,"ApproachesRightRoughRTPScore",2006
92,92,"Ryan Moore",68,0.133,"ApproachesRightRoughRTPScore",2006
92,92,"Adam Scott",70,0.133,"ApproachesRightRoughRTPScore",2006
95,95,"Heath Slocum",96,0.134,"ApproachesRightRoughRTPScore",2006
96,96,"Stephen Leaney",84,0.135,"ApproachesRightRoughRTPScore",2006
96,96,"David Toms",76,0.135,"ApproachesRightRoughRTPScore",2006
96,96,"Scott Verplank",88,0.135,"ApproachesRightRoughRTPScore",2006
99,99,"Ted Purdy",103,0.136,"ApproachesRightRoughRTPScore",2006
100,100,"Marco Dawson",87,0.137,"ApproachesRightRoughRTPScore",2006
100,100,"Rory Sabbatini",84,0.137,"ApproachesRightRoughRTPScore",2006
102,102,"Kent Jones",103,0.14,"ApproachesRightRoughRTPScore",2006
102,102,"Brett Wetterich",82,0.14,"ApproachesRightRoughRTPScore",2006
104,104,"Frank Lickliter II",99,0.141,"ApproachesRightRoughRTPScore",2006
105,105,"Troy Matteson",101,0.142,"ApproachesRightRoughRTPScore",2006
106,106,"Nick Watney",97,0.145,"ApproachesRightRoughRTPScore",2006
107,107,"Paul Azinger",87,0.147,"ApproachesRightRoughRTPScore",2006
107,107,"Jason Schultz",77,0.147,"ApproachesRightRoughRTPScore",2006
109,109,"Arjun Atwal",97,0.148,"ApproachesRightRoughRTPScore",2006
109,109,"Steve Flesch",119,0.148,"ApproachesRightRoughRTPScore",2006
111,111,"Michael Allen",84,0.149,"ApproachesRightRoughRTPScore",2006
112,112,"Brian Bateman",69,0.15,"ApproachesRightRoughRTPScore",2006
112,112,"Tag Ridings",103,0.15,"ApproachesRightRoughRTPScore",2006
114,114,"James Driscoll",80,0.151,"ApproachesRightRoughRTPScore",2006
115,115,"Joe Durant",101,0.154,"ApproachesRightRoughRTPScore",2006
115,115,"Ryuji Imada",105,0.154,"ApproachesRightRoughRTPScore",2006
115,115,"Ryan Palmer",101,0.154,"ApproachesRightRoughRTPScore",2006
118,118,"Alex Cejka",93,0.155,"ApproachesRightRoughRTPScore",2006
119,119,"Greg Owen",79,0.156,"ApproachesRightRoughRTPScore",2006
120,120,"Tjaart van der Walt",60,0.157,"ApproachesRightRoughRTPScore",2006
121,121,"Mark Brooks",90,0.16,"ApproachesRightRoughRTPScore",2006
121,121,"Brad Faxon",78,0.16,"ApproachesRightRoughRTPScore",2006
123,123,"Camilo Villegas",95,0.163,"ApproachesRightRoughRTPScore",2006
124,124,"Carl Pettersson",95,0.164,"ApproachesRightRoughRTPScore",2006
125,125,"Craig Barlow",77,0.167,"ApproachesRightRoughRTPScore",2006
125,125,"Freddie Jacobson",56,0.167,"ApproachesRightRoughRTPScore",2006
125,125,"Daisuke Maruyama",83,0.167,"ApproachesRightRoughRTPScore",2006
128,128,"Harrison Frazar",95,0.169,"ApproachesRightRoughRTPScore",2006
128,128,"Bill Haas",99,0.169,"ApproachesRightRoughRTPScore",2006
130,130,"Rod Pampling",89,0.17,"ApproachesRightRoughRTPScore",2006
130,130,"Paul Stankowski",70,0.17,"ApproachesRightRoughRTPScore",2006
132,132,"Tim Herron",82,0.172,"ApproachesRightRoughRTPScore",2006
132,132,"Greg Kraft",79,0.172,"ApproachesRightRoughRTPScore",2006
132,132,"Tom Pernice Jr",108,0.172,"ApproachesRightRoughRTPScore",2006
135,135,"Brian Davis",92,0.176,"ApproachesRightRoughRTPScore",2006
135,135,"Nicholas Thompson",96,0.176,"ApproachesRightRoughRTPScore",2006
135,135,"DJ Trahan",92,0.176,"ApproachesRightRoughRTPScore",2006
138,138,"Zach Johnson",98,0.178,"ApproachesRightRoughRTPScore",2006
139,139,"Hunter Mahan",98,0.179,"ApproachesRightRoughRTPScore",2006
140,140,"Tommy Armour III",65,0.18,"ApproachesRightRoughRTPScore",2006
141,141,"Bart Bryant",87,0.182,"ApproachesRightRoughRTPScore",2006
142,142,"Lee Janzen",79,0.183,"ApproachesRightRoughRTPScore",2006
143,143,"Olin Browne",108,0.184,"ApproachesRightRoughRTPScore",2006
143,143,"Peter Lonard",77,0.184,"ApproachesRightRoughRTPScore",2006
145,145,"Luke Donald",66,0.186,"ApproachesRightRoughRTPScore",2006
145,145,"Justin Leonard",83,0.186,"ApproachesRightRoughRTPScore",2006
147,147,"Roger Tambellini",64,0.187,"ApproachesRightRoughRTPScore",2006
147,147,"Bob Tway",81,0.187,"ApproachesRightRoughRTPScore",2006
149,149,"Woody Austin",107,0.188,"ApproachesRightRoughRTPScore",2006
150,150,"Jerry Smith",94,0.189,"ApproachesRightRoughRTPScore",2006
150,150,"Hidemichi Tanaka",74,0.189,"ApproachesRightRoughRTPScore",2006
152,152,"Skip Kendall",72,0.192,"ApproachesRightRoughRTPScore",2006
153,153,"Michael Connell",51,0.198,"ApproachesRightRoughRTPScore",2006
153,153,"JB Holmes",81,0.198,"ApproachesRightRoughRTPScore",2006
153,153,"Kevin Sutherland",100,0.198,"ApproachesRightRoughRTPScore",2006
156,156,"Chris Smith",67,0.2,"ApproachesRightRoughRTPScore",2006
157,157,"John Huston",74,0.202,"ApproachesRightRoughRTPScore",2006
158,158,"Ryan Hietala",61,0.203,"ApproachesRightRoughRTPScore",2006
159,159,"Scott Gutschewski",53,0.206,"ApproachesRightRoughRTPScore",2006
160,160,"Alex Aragon",63,0.207,"ApproachesRightRoughRTPScore",2006
161,161,"Jason Bohn",104,0.208,"ApproachesRightRoughRTPScore",2006
162,162,"Greg Chalmers",71,0.209,"ApproachesRightRoughRTPScore",2006
163,163,"Richard Johnson",94,0.212,"ApproachesRightRoughRTPScore",2006
164,164,"Ben Curtis",86,0.214,"ApproachesRightRoughRTPScore",2006
165,165,"Ian Leggatt",80,0.217,"ApproachesRightRoughRTPScore",2006
166,166,"Tim Clark",80,0.221,"ApproachesRightRoughRTPScore",2006
167,167,"Shane Bertsch",104,0.222,"ApproachesRightRoughRTPScore",2006
168,168,"Joey Sindelar",90,0.224,"ApproachesRightRoughRTPScore",2006
169,169,"David Branshaw",98,0.227,"ApproachesRightRoughRTPScore",2006
170,170,"Jon Mills",68,0.233,"ApproachesRightRoughRTPScore",2006
171,171,"David Duval",71,0.234,"ApproachesRightRoughRTPScore",2006
172,172,"Chris Riley",86,0.24,"ApproachesRightRoughRTPScore",2006
173,173,"Mike Sposa",68,0.244,"ApproachesRightRoughRTPScore",2006
174,174,"Jerry Kelly",100,0.246,"ApproachesRightRoughRTPScore",2006
175,175,"Paul Goydos",72,0.25,"ApproachesRightRoughRTPScore",2006
175,175,"Corey Pavin",74,0.25,"ApproachesRightRoughRTPScore",2006
177,177,"Doug Barron",74,0.253,"ApproachesRightRoughRTPScore",2006
178,178,"Larry Mize",53,0.255,"ApproachesRightRoughRTPScore",2006
178,178,"Wes Short Jr",96,0.255,"ApproachesRightRoughRTPScore",2006
180,180,"Kirk Triplett",58,0.259,"ApproachesRightRoughRTPScore",2006
181,181,"Brandt Jobe",91,0.261,"ApproachesRightRoughRTPScore",2006
182,182,"David Howell",52,0.262,"ApproachesRightRoughRTPScore",2006
183,183,"Jeff Maggert",81,0.266,"ApproachesRightRoughRTPScore",2006
184,184,"DA Points",82,0.267,"ApproachesRightRoughRTPScore",2006
185,185,"Rich Beem",85,0.268,"ApproachesRightRoughRTPScore",2006
186,186,"Bubba Dickerson",98,0.274,"ApproachesRightRoughRTPScore",2006
187,187,"John Cook",67,0.275,"ApproachesRightRoughRTPScore",2006
188,188,"John Daly",51,0.277,"ApproachesRightRoughRTPScore",2006
189,189,"Mathew Goggin",72,0.282,"ApproachesRightRoughRTPScore",2006
189,189,"Ron Whittaker",81,0.282,"ApproachesRightRoughRTPScore",2006
191,191,"Thomas Levet",53,0.287,"ApproachesRightRoughRTPScore",2006
192,192,"John Engler Jr",69,0.288,"ApproachesRightRoughRTPScore",2006
193,193,"Omar Uresti",61,0.297,"ApproachesRightRoughRTPScore",2006
194,194,"Todd Hamilton",72,0.307,"ApproachesRightRoughRTPScore",2006
195,195,"Geoff Ogilvy",76,0.311,"ApproachesRightRoughRTPScore",2006
196,196,"Robert Gamez",94,0.333,"ApproachesRightRoughRTPScore",2006
