"LaunchAngle_RANKTHISWEEK_2015","LaunchAngle_RANKLASTWEEK_2015","LaunchAngle_PLAYERNAME_2015","LaunchAngle_ROUNDS_2015","LaunchAngle_AVG_2015","LaunchAngle_TOTALVERTLAUNCHANGLE_2015","LaunchAngle_TOTALATTEMPTS_2015","LaunchAngle_LOWESTLAUNCHANGLE_2015","LaunchAngle_STEEPESTLAUNCHANGLE_2015","stat_name","year"
32,32,"Scott Stallings",60,12.03,649.47,54,9.57,15.79,"LaunchAngle",2015
33,33,"Brian Harman",90,12,996.24,83,7.99,18.31,"LaunchAngle",2015
33,33,"Alex Prugh",84,12,995.96,83,8.45,15.38,"LaunchAngle",2015
35,35,"Cameron Tringale",96,11.97,1064.89,89,8.45,15.31,"LaunchAngle",2015
36,36,"Heath Slocum",57,11.96,526.27,44,7.73,15.45,"LaunchAngle",2015
37,37,"Andres Romero",69,11.94,597.22,50,7.53,16.59,"LaunchAngle",2015
38,38,"Oscar Fraustro",58,11.93,512.98,43,6.81,14.53,"LaunchAngle",2015
38,38,"Phil Mickelson",70,11.93,620.4,52,5.71,15.9,"LaunchAngle",2015
38,38,"Justin Rose",69,11.93,644.4,54,6.16,15.68,"LaunchAngle",2015
41,41,"Ryan Moore",81,11.85,805.54,68,7.34,15.1,"LaunchAngle",2015
42,42,"Tim Wilkinson",73,11.84,710.34,60,7.05,14.49,"LaunchAngle",2015
43,43,"Davis Love III",51,11.82,508.47,43,8.09,15.17,"LaunchAngle",2015
44,44,"Patrick Rodgers",57,11.81,554.95,47,6.08,16.36,"LaunchAngle",2015
45,45,"KJ Choi",66,11.78,694.85,59,7.61,16.45,"LaunchAngle",2015
45,45,"Charley Hoffman",97,11.78,1001.23,85,7.83,15.58,"LaunchAngle",2015
47,47,"Ryan Palmer",80,11.76,775.96,66,7.35,15.46,"LaunchAngle",2015
47,47,"Carl Pettersson",106,11.76,1223.24,104,6.65,16.02,"LaunchAngle",2015
49,49,"Jordan Spieth",91,11.74,809.85,69,7.93,15.01,"LaunchAngle",2015
50,50,"Robert Allenby",63,11.72,703.05,60,6.55,14.98,"LaunchAngle",2015
51,51,"Francesco Molinari",56,11.7,585.24,50,8.12,16.34,"LaunchAngle",2015
52,52,"Dustin Johnson",75,11.63,569.85,49,8.12,15.62,"LaunchAngle",2015
53,53,"Hunter Mahan",88,11.62,848.06,73,7.84,16.32,"LaunchAngle",2015
54,54,"Cameron Percy",72,11.6,812.17,70,5.56,16.14,"LaunchAngle",2015
55,55,"Chris Kirk",76,11.48,758.01,66,5.08,14.91,"LaunchAngle",2015
56,56,"Jonas Blixt",78,11.47,665.16,58,5,16.21,"LaunchAngle",2015
57,57,"Jim Renner",68,11.46,664.61,58,8.27,15.05,"LaunchAngle",2015
58,58,"Webb Simpson",81,11.45,812.78,71,8.32,14.37,"LaunchAngle",2015
58,58,"Steve Wheatcroft",87,11.45,1042.11,91,6.96,17.4,"LaunchAngle",2015
60,60,"Ben Crane",62,11.42,616.7,54,8.78,14.02,"LaunchAngle",2015
60,60,"Brice Garnett",81,11.42,833.32,73,5.43,15.3,"LaunchAngle",2015
60,60,"Jason Gore",76,11.42,708.15,62,8.76,15.9,"LaunchAngle",2015
60,60,"Carlos Ortiz",100,11.42,1130.85,99,8.03,16.47,"LaunchAngle",2015
64,64,"Blayne Barber",76,11.4,752.5,66,7.38,19.38,"LaunchAngle",2015
65,65,"Troy Merritt",91,11.38,944.95,83,7.97,15.59,"LaunchAngle",2015
66,66,"Seung Yul Noh",65,11.36,659.04,58,8.77,15.12,"LaunchAngle",2015
67,67,"Vijay Singh",78,11.34,839.14,74,8.27,17.25,"LaunchAngle",2015
68,68,"Zac Blair",108,11.33,1177.95,104,6.99,15.64,"LaunchAngle",2015
69,69,"Brian Stuard",97,11.32,1074.96,95,6.92,15.62,"LaunchAngle",2015
69,69,"Bo Van Pelt",81,11.32,849.13,75,7.79,15.53,"LaunchAngle",2015
71,71,"Geoff Ogilvy",50,11.29,463.06,41,7.7,14.71,"LaunchAngle",2015
72,72,"Kevin Chappell",86,11.27,721.53,64,7.82,14.82,"LaunchAngle",2015
72,72,"Roger Sloan",56,11.27,462.11,41,6.45,13.59,"LaunchAngle",2015
74,74,"Bill Haas",89,11.26,900.6,80,7.98,14.62,"LaunchAngle",2015
75,75,"JJ Henry",94,11.24,820.57,73,6.02,15.36,"LaunchAngle",2015
76,76,"Chad Campbell",97,11.22,1133.05,101,6,14.62,"LaunchAngle",2015
77,77,"Whee Kim",71,11.19,626.54,56,7.31,15.68,"LaunchAngle",2015
78,78,"Daniel Berger",97,11.15,802.96,72,6.48,14.7,"LaunchAngle",2015
78,78,"Jimmy Walker",89,11.15,813.72,73,5.19,16.52,"LaunchAngle",2015
80,80,"Robert Garrigus",70,11.14,590.2,53,6.65,17.59,"LaunchAngle",2015
80,80,"Chris Stroud",84,11.14,802.37,72,6.81,15.88,"LaunchAngle",2015
82,82,"Hideki Matsuyama",95,11.11,955.14,86,6.16,14.49,"LaunchAngle",2015
83,83,"Luke Guthrie",84,11.09,897.99,81,8.01,15.49,"LaunchAngle",2015
84,84,"Colt Knost",90,11.05,983.76,89,6.71,14.15,"LaunchAngle",2015
84,84,"David Lingmerth",90,11.05,939.06,85,5.65,14.91,"LaunchAngle",2015
86,86,"Luke Donald",71,11.04,562.95,51,7.58,14.55,"LaunchAngle",2015
87,87,"Jerry Kelly",79,11.01,792.52,72,7.31,18.22,"LaunchAngle",2015
88,88,"Kevin Kisner",104,11,1232.26,112,7.2,18.94,"LaunchAngle",2015
89,89,"Brendan Steele",88,10.98,1009.96,92,7.14,16.28,"LaunchAngle",2015
90,90,"Jonathan Byrd",69,10.97,614.05,56,6.35,14.22,"LaunchAngle",2015
90,90,"Tyrone Van Aswegen",58,10.97,416.83,38,4.87,14.79,"LaunchAngle",2015
92,92,"Russell Henley",87,10.94,918.61,84,6.97,14.49,"LaunchAngle",2015
93,93,"Scott Brown",97,10.91,927.55,85,4.38,14.72,"LaunchAngle",2015
94,94,"Rickie Fowler",76,10.89,718.9,66,6.72,14.57,"LaunchAngle",2015
94,94,"Brendon Todd",96,10.89,892.67,82,7.3,14.03,"LaunchAngle",2015
96,96,"Rory Sabbatini",81,10.87,804.53,74,3.71,15.91,"LaunchAngle",2015
97,97,"John Peterson",84,10.85,1008.73,93,6.31,14.86,"LaunchAngle",2015
97,97,"Kevin Streelman",95,10.85,889.41,82,7.11,15.21,"LaunchAngle",2015
99,99,"Jason Bohn",95,10.83,1093.44,101,7.16,14.33,"LaunchAngle",2015
100,100,"Bill Lunde",50,10.81,432.25,40,7.59,14.36,"LaunchAngle",2015
101,101,"Billy Horschel",99,10.78,937.72,87,7.19,14.53,"LaunchAngle",2015
102,102,"Derek Fathauer",81,10.72,771.73,72,6.33,14.95,"LaunchAngle",2015
103,103,"DA Points",72,10.66,597.04,56,4.86,15.7,"LaunchAngle",2015
103,103,"Gary Woodland",81,10.66,650.34,61,7,14.37,"LaunchAngle",2015
105,105,"Aaron Baddeley",76,10.65,415.33,39,6.98,17.38,"LaunchAngle",2015
106,106,"Justin Leonard",61,10.62,669.16,63,7.48,15.52,"LaunchAngle",2015
107,107,"Mark Hubbard",79,10.61,711.17,67,6.03,15.5,"LaunchAngle",2015
108,108,"Billy Hurley III",83,10.58,772.49,73,8.25,13.45,"LaunchAngle",2015
109,109,"Brandt Snedeker",98,10.47,983.82,94,6.21,14.54,"LaunchAngle",2015
110,110,"Shawn Stefani",94,10.46,983.5,94,5.44,14.5,"LaunchAngle",2015
111,111,"Marc Leishman",74,10.45,658.09,63,5.23,15.27,"LaunchAngle",2015
112,112,"Erik Compton",86,10.42,864.89,83,6.47,14.41,"LaunchAngle",2015
112,112,"Fabian Gomez",83,10.42,781.57,75,7.42,14.47,"LaunchAngle",2015
114,114,"Jim Furyk",71,10.4,551.37,53,6.6,13.39,"LaunchAngle",2015
115,115,"Harris English",105,10.38,1016.95,98,5.14,15.23,"LaunchAngle",2015
115,115,"Martin Laird",77,10.38,726.26,70,5.24,13.81,"LaunchAngle",2015
117,117,"Tom Hoge",83,10.37,705.3,68,5.26,15.03,"LaunchAngle",2015
118,118,"Angel Cabrera",53,10.33,526.76,51,4.42,14.5,"LaunchAngle",2015
118,118,"Louis Oosthuizen",68,10.33,465.06,45,6.26,14.21,"LaunchAngle",2015
120,120,"Andres Gonzales",90,10.32,938.96,91,6.52,14.83,"LaunchAngle",2015
121,121,"Scott Langley",94,10.31,856.09,83,2.23,15.68,"LaunchAngle",2015
122,122,"Kyle Reifers",96,10.3,793.17,77,5.53,14.58,"LaunchAngle",2015
123,123,"Chad Collins",79,10.24,747.22,73,6.33,13.82,"LaunchAngle",2015
124,124,"Max Homa",78,10.23,655.01,64,5.99,14.63,"LaunchAngle",2015
125,125,"Lee Westwood",56,10.22,418.98,41,7.77,14.82,"LaunchAngle",2015
126,126,"Tony Finau",106,10.18,947.07,93,5.19,14.22,"LaunchAngle",2015
126,126,"Adam Hadwin",95,10.18,916.4,90,5.44,14.29,"LaunchAngle",2015
128,128,"Jason Kokrak",88,10.15,863.1,85,6.02,13.28,"LaunchAngle",2015
129,129,"Sangmoon Bae",98,10.13,982.43,97,3.66,16.29,"LaunchAngle",2015
130,130,"Roberto Castro",54,10.09,393.55,39,5.96,14.51,"LaunchAngle",2015
130,130,"Andrew Svoboda",80,10.09,756.49,75,5.57,14.75,"LaunchAngle",2015
132,132,"Andrew Putnam",68,10.06,623.81,62,6.13,13.92,"LaunchAngle",2015
133,133,"Russell Knox",96,10.04,1003.88,100,5.71,14.22,"LaunchAngle",2015
133,133,"John Merrick",78,10.04,652.31,65,7.15,13.11,"LaunchAngle",2015
135,135,"Johnson Wagner",68,10.01,560.45,56,5.18,14.51,"LaunchAngle",2015
136,136,"Jim Herman",88,9.97,847.78,85,6.49,14.02,"LaunchAngle",2015
137,137,"Greg Chalmers",58,9.87,444.14,45,5.58,14.14,"LaunchAngle",2015
137,137,"Bryce Molder",91,9.87,829.24,84,4.1,15.12,"LaunchAngle",2015
139,139,"Steven Bowditch",103,9.82,972.61,99,4.86,15.82,"LaunchAngle",2015
140,140,"Hudson Swafford",97,9.78,850.9,87,5.21,15.4,"LaunchAngle",2015
141,141,"Patrick Reed",103,9.77,820.34,84,4.58,12.92,"LaunchAngle",2015
142,142,"Gonzalo Fdez Castano",81,9.7,650.08,67,5.25,16.82,"LaunchAngle",2015
143,143,"Ryo Ishikawa",90,9.66,869.47,90,3.52,15.45,"LaunchAngle",2015
144,144,"Daniel Summerhays",101,9.62,798.55,83,4.61,15.26,"LaunchAngle",2015
145,145,"Stewart Cink",77,9.56,630.77,66,4.43,13.21,"LaunchAngle",2015
146,146,"Jason Dufner",76,9.53,533.41,56,6.71,16.6,"LaunchAngle",2015
147,147,"Derek Ernst",75,9.52,666.12,70,6.06,13.27,"LaunchAngle",2015
148,148,"Ian Poulter",68,9.46,510.72,54,5.77,13.26,"LaunchAngle",2015
149,149,"Camilo Villegas",83,9.45,793.46,84,3.73,15.35,"LaunchAngle",2015
150,150,"Paul Casey",87,9.43,593.96,63,5.24,13.63,"LaunchAngle",2015
150,150,"Lucas Glover",79,9.43,772.93,82,3.67,13.53,"LaunchAngle",2015
152,152,"John Senden",80,9.38,572.2,61,6.11,13.45,"LaunchAngle",2015
153,153,"Boo Weekley",79,9.31,595.58,64,5.59,14.81,"LaunchAngle",2015
154,154,"Matt Jones",89,9.29,687.35,74,5.67,13.39,"LaunchAngle",2015
155,155,"Pat Perez",96,9.28,825.66,89,3.43,13.86,"LaunchAngle",2015
156,156,"Greg Owen",58,9.25,462.54,50,4.71,13.25,"LaunchAngle",2015
156,156,"Charl Schwartzel",67,9.25,388.61,42,5.93,12.61,"LaunchAngle",2015
158,158,"Jonathan Randolph",72,9.24,591.15,64,4.93,13.59,"LaunchAngle",2015
159,159,"Brooks Koepka",84,9.22,793.1,86,3.66,13.63,"LaunchAngle",2015
160,160,"Sergio Garcia",59,9.18,376.42,41,3.24,14.13,"LaunchAngle",2015
161,161,"Ken Duke",93,9.15,832.71,91,3.61,16.22,"LaunchAngle",2015
162,162,"Martin Flores",95,9.12,829.83,91,2.09,18.31,"LaunchAngle",2015
163,163,"Jamie Donaldson",50,9.11,409.98,45,6.26,13.19,"LaunchAngle",2015
164,164,"Brendon de Jonge",106,8.99,935.15,104,2.51,14.12,"LaunchAngle",2015
164,164,"William McGirt",103,8.99,1015.43,113,4.36,13.43,"LaunchAngle",2015
166,166,"Adam Scott",51,8.91,329.64,37,4.65,12.41,"LaunchAngle",2015
167,167,"Charlie Beljan",76,8.89,560.24,63,5.18,12.4,"LaunchAngle",2015
168,168,"Spencer Levin",99,8.72,854.69,98,2.19,13.88,"LaunchAngle",2015
168,168,"SJ Park",79,8.72,584.45,67,5.14,12.02,"LaunchAngle",2015
170,170,"Scott Pinckney",88,8.71,714.32,82,5.15,13.19,"LaunchAngle",2015
171,171,"Michael Putnam",87,8.66,632.38,73,3.71,12.91,"LaunchAngle",2015
172,172,"Nick Watney",91,8.62,775.65,90,3.31,12.33,"LaunchAngle",2015
173,173,"Eric Axley",57,8.61,413.12,48,4.88,12.48,"LaunchAngle",2015
174,174,"Robert Streb",110,8.58,952.66,111,3.37,15.93,"LaunchAngle",2015
175,175,"Bubba Watson",71,8.57,454.4,53,3.21,14.4,"LaunchAngle",2015
176,176,"Ben Martin",93,8.53,785.15,92,4.27,12.56,"LaunchAngle",2015
177,177,"Jhonattan Vegas",90,8.5,662.7,78,3.4,12.65,"LaunchAngle",2015
178,178,"Henrik Stenson",63,8.49,246.25,29,4.06,12,"LaunchAngle",2015
179,179,"George McNeill",93,8.4,722.68,86,-1.37,11.79,"LaunchAngle",2015
180,180,"Charles Howell III",105,8.28,894.77,108,3.49,12.32,"LaunchAngle",2015
181,181,"Kevin Na",98,8.2,664.46,81,1.19,12.84,"LaunchAngle",2015
182,182,"Will Wilcox",58,8.03,345.36,43,3.41,12.13,"LaunchAngle",2015
183,183,"Byron Smith",59,7.93,341.08,43,4.75,14.34,"LaunchAngle",2015
184,184,"Ricky Barnes",82,6.53,417.62,64,2.13,13.13,"LaunchAngle",2015
