"BirdieorBetterPercentage200yards_RANKTHISWEEK_2007","BirdieorBetterPercentage200yards_RANKLASTWEEK_2007","BirdieorBetterPercentage200yards_PLAYERNAME_2007","BirdieorBetterPercentage200yards_ROUNDS_2007","BirdieorBetterPercentage200yards_Pct_2007","BirdieorBetterPercentage200yards_TOTALBIRDIES_2007","BirdieorBetterPercentage200yards_TOTALHOLES_2007","stat_name","year"
28,28,"Charles Warren",101,34.04,128,376,"BirdieorBetterPercentage200yards",2007
29,29,"Bubba Watson",80,33.91,98,289,"BirdieorBetterPercentage200yards",2007
30,30,"Mathias Gronberg",95,33.7,121,359,"BirdieorBetterPercentage200yards",2007
31,31,"Camilo Villegas",82,33.69,95,282,"BirdieorBetterPercentage200yards",2007
32,32,"Paul Stankowski",52,33.53,57,170,"BirdieorBetterPercentage200yards",2007
33,33,"Michael Putnam",96,33.33,115,345,"BirdieorBetterPercentage200yards",2007
34,34,"Freddie Jacobson",70,33.19,79,238,"BirdieorBetterPercentage200yards",2007
35,35,"Tiger Woods",63,33.16,65,196,"BirdieorBetterPercentage200yards",2007
36,36,"Bubba Dickerson",51,33.11,49,148,"BirdieorBetterPercentage200yards",2007
37,37,"Hunter Mahan",91,33.09,91,275,"BirdieorBetterPercentage200yards",2007
38,38,"Troy Matteson",87,32.78,99,302,"BirdieorBetterPercentage200yards",2007
39,39,"Mike Weir",82,32.68,83,254,"BirdieorBetterPercentage200yards",2007
40,40,"Charley Hoffman",97,32.57,100,307,"BirdieorBetterPercentage200yards",2007
41,41,"Harrison Frazar",88,32.47,88,271,"BirdieorBetterPercentage200yards",2007
42,42,"John Senden",97,32.46,111,342,"BirdieorBetterPercentage200yards",2007
43,43,"Mark Hensby",81,32.44,85,262,"BirdieorBetterPercentage200yards",2007
44,44,"Jason Schultz",63,32.42,59,182,"BirdieorBetterPercentage200yards",2007
45,45,"Mark Calcavecchia",93,32.35,99,306,"BirdieorBetterPercentage200yards",2007
46,46,"Robert Allenby",90,32.33,97,300,"BirdieorBetterPercentage200yards",2007
46,46,"Jonathan Byrd",73,32.33,86,266,"BirdieorBetterPercentage200yards",2007
48,48,"DJ Trahan",99,32.32,117,362,"BirdieorBetterPercentage200yards",2007
49,49,"Justin Rose",63,32.28,51,158,"BirdieorBetterPercentage200yards",2007
50,50,"Tim Petrovic",106,32.17,120,373,"BirdieorBetterPercentage200yards",2007
51,51,"JB Holmes",71,31.99,95,297,"BirdieorBetterPercentage200yards",2007
52,52,"Jeff Gove",103,31.98,118,369,"BirdieorBetterPercentage200yards",2007
53,53,"John Merrick",92,31.89,96,301,"BirdieorBetterPercentage200yards",2007
54,54,"Marco Dawson",73,31.84,78,245,"BirdieorBetterPercentage200yards",2007
55,55,"Will Ma Kenzie",100,31.81,111,349,"BirdieorBetterPercentage200yards",2007
56,56,"Ryan Moore",92,31.72,98,309,"BirdieorBetterPercentage200yards",2007
57,57,"Michael Allen",74,31.67,70,221,"BirdieorBetterPercentage200yards",2007
58,58,"Kenny Perry",83,31.64,87,275,"BirdieorBetterPercentage200yards",2007
59,59,"Kent Jones",97,31.52,104,330,"BirdieorBetterPercentage200yards",2007
59,59,"Jay Williamson",50,31.52,52,165,"BirdieorBetterPercentage200yards",2007
61,61,"Rich Beem",89,31.43,88,280,"BirdieorBetterPercentage200yards",2007
62,62,"Davis Love III",66,31.4,65,207,"BirdieorBetterPercentage200yards",2007
63,63,"Trevor Immelman",74,31.28,66,211,"BirdieorBetterPercentage200yards",2007
64,64,"Chris Couch",76,31.03,90,290,"BirdieorBetterPercentage200yards",2007
65,65,"Nathan Green",103,31,115,371,"BirdieorBetterPercentage200yards",2007
66,66,"Pat Perez",84,30.98,79,255,"BirdieorBetterPercentage200yards",2007
67,67,"Geoff Ogilvy",84,30.96,74,239,"BirdieorBetterPercentage200yards",2007
68,68,"JP Hayes",89,30.91,85,275,"BirdieorBetterPercentage200yards",2007
68,68,"Charlie Wi",90,30.91,98,317,"BirdieorBetterPercentage200yards",2007
70,70,"Jesper Parnevik",88,30.9,89,288,"BirdieorBetterPercentage200yards",2007
71,71,"Stuart Appleby",74,30.88,67,217,"BirdieorBetterPercentage200yards",2007
72,72,"John Rollins",102,30.79,101,328,"BirdieorBetterPercentage200yards",2007
73,73,"Chris Tidland",59,30.77,60,195,"BirdieorBetterPercentage200yards",2007
74,74,"Robert Garrigus",95,30.7,105,342,"BirdieorBetterPercentage200yards",2007
75,75,"Jason Bohn",57,30.66,65,212,"BirdieorBetterPercentage200yards",2007
76,76,"Steve Wheatcroft",73,30.65,76,248,"BirdieorBetterPercentage200yards",2007
77,77,"Sergio Garcia",68,30.61,75,245,"BirdieorBetterPercentage200yards",2007
78,78,"Johnson Wagner",97,30.6,112,366,"BirdieorBetterPercentage200yards",2007
79,79,"Briny Baird",115,30.56,121,396,"BirdieorBetterPercentage200yards",2007
80,80,"Brian Davis",101,30.55,106,347,"BirdieorBetterPercentage200yards",2007
81,81,"Ted Purdy",102,30.49,100,328,"BirdieorBetterPercentage200yards",2007
82,82,"Cameron Beckman",96,30.42,101,332,"BirdieorBetterPercentage200yards",2007
83,83,"Steve Marino",106,30.34,115,379,"BirdieorBetterPercentage200yards",2007
84,84,"Brendon de Jonge",76,30.23,78,258,"BirdieorBetterPercentage200yards",2007
84,84,"Tom Lehman",62,30.23,52,172,"BirdieorBetterPercentage200yards",2007
86,86,"Arron Oberholser",69,30.2,61,202,"BirdieorBetterPercentage200yards",2007
87,87,"Steve Allan",63,30.18,67,222,"BirdieorBetterPercentage200yards",2007
88,88,"Jarrod Lyle",77,30.17,73,242,"BirdieorBetterPercentage200yards",2007
89,89,"Ken Duke",112,30.14,104,345,"BirdieorBetterPercentage200yards",2007
90,90,"Rory Sabbatini",81,30.04,79,263,"BirdieorBetterPercentage200yards",2007
90,90,"Duffy Waldorf",69,30.04,67,223,"BirdieorBetterPercentage200yards",2007
92,92,"Kevin Stadler",95,30,96,320,"BirdieorBetterPercentage200yards",2007
93,93,"Joe Ogilvie",102,29.97,98,327,"BirdieorBetterPercentage200yards",2007
94,94,"Frank Lickliter II",95,29.91,99,331,"BirdieorBetterPercentage200yards",2007
95,95,"Ryan Palmer",91,29.9,87,291,"BirdieorBetterPercentage200yards",2007
96,96,"Jason Gore",86,29.87,92,308,"BirdieorBetterPercentage200yards",2007
97,97,"Mathew Goggin",97,29.77,103,346,"BirdieorBetterPercentage200yards",2007
98,98,"Luke Donald",69,29.73,55,185,"BirdieorBetterPercentage200yards",2007
99,99,"Billy Mayfair",98,29.71,104,350,"BirdieorBetterPercentage200yards",2007
100,100,"Jeff Quinney",95,29.54,96,325,"BirdieorBetterPercentage200yards",2007
101,101,"Retief Goosen",50,29.5,41,139,"BirdieorBetterPercentage200yards",2007
102,102,"Joe Durant",88,29.47,84,285,"BirdieorBetterPercentage200yards",2007
103,103,"Jeff Brehaut",59,29.28,53,181,"BirdieorBetterPercentage200yards",2007
104,104,"Daisuke Maruyama",86,29.15,86,295,"BirdieorBetterPercentage200yards",2007
105,105,"Tom Pernice Jr",104,29.04,97,334,"BirdieorBetterPercentage200yards",2007
106,106,"Steve Elkington",87,29.01,76,262,"BirdieorBetterPercentage200yards",2007
106,106,"Greg Owen",81,29.01,76,262,"BirdieorBetterPercentage200yards",2007
108,108,"Matt Hendrix",63,28.97,62,214,"BirdieorBetterPercentage200yards",2007
109,109,"Matt Kuchar",85,28.94,68,235,"BirdieorBetterPercentage200yards",2007
110,110,"Henrik Stenson",52,28.76,44,153,"BirdieorBetterPercentage200yards",2007
111,111,"DJ Brigman",67,28.72,56,195,"BirdieorBetterPercentage200yards",2007
112,112,"Darron Stiles",65,28.65,53,185,"BirdieorBetterPercentage200yards",2007
113,113,"Bo Van Pelt",104,28.61,105,367,"BirdieorBetterPercentage200yards",2007
114,114,"John Mallinger",96,28.57,88,308,"BirdieorBetterPercentage200yards",2007
115,115,"Billy Andrade",88,28.52,87,305,"BirdieorBetterPercentage200yards",2007
116,116,"Andrew Buckle",77,28.46,70,246,"BirdieorBetterPercentage200yards",2007
117,117,"Bart Bryant",87,28.16,78,277,"BirdieorBetterPercentage200yards",2007
118,118,"Jeff Maggert",79,28.15,85,302,"BirdieorBetterPercentage200yards",2007
118,118,"George McNeill",95,28.15,85,302,"BirdieorBetterPercentage200yards",2007
120,120,"Jason Dufner",100,28.12,97,345,"BirdieorBetterPercentage200yards",2007
120,120,"Bob Tway",103,28.12,97,345,"BirdieorBetterPercentage200yards",2007
122,122,"Kevin Sutherland",85,28.08,89,317,"BirdieorBetterPercentage200yards",2007
123,123,"Michael Sim",52,28.07,48,171,"BirdieorBetterPercentage200yards",2007
124,124,"Eric Axley",107,28.03,97,346,"BirdieorBetterPercentage200yards",2007
125,125,"Stewart Cink",91,27.94,76,272,"BirdieorBetterPercentage200yards",2007
125,125,"Anders Hansen",55,27.94,38,136,"BirdieorBetterPercentage200yards",2007
127,127,"Tim Herron",98,27.83,86,309,"BirdieorBetterPercentage200yards",2007
128,128,"Dean Wilson",92,27.82,79,284,"BirdieorBetterPercentage200yards",2007
129,129,"Kyle Reifers",71,27.8,62,223,"BirdieorBetterPercentage200yards",2007
130,130,"Parker McLachlin",83,27.68,80,289,"BirdieorBetterPercentage200yards",2007
131,131,"Bob Estes",88,27.59,80,290,"BirdieorBetterPercentage200yards",2007
132,132,"Steve Flesch",100,27.46,95,346,"BirdieorBetterPercentage200yards",2007
133,133,"Rich Barcelo",80,27.45,70,255,"BirdieorBetterPercentage200yards",2007
134,134,"Brian Bateman",55,27.44,45,164,"BirdieorBetterPercentage200yards",2007
135,135,"Todd Hamilton",76,27.17,50,184,"BirdieorBetterPercentage200yards",2007
136,136,"Jim Furyk",84,27.09,68,251,"BirdieorBetterPercentage200yards",2007
137,137,"Ryan Armour",107,26.95,90,334,"BirdieorBetterPercentage200yards",2007
137,137,"Boo Weekley",101,26.95,83,308,"BirdieorBetterPercentage200yards",2007
139,139,"Peter Lonard",85,26.92,77,286,"BirdieorBetterPercentage200yards",2007
140,140,"Bob Heintz",85,26.83,66,246,"BirdieorBetterPercentage200yards",2007
141,141,"Chad Campbell",96,26.77,72,269,"BirdieorBetterPercentage200yards",2007
142,142,"Brandt Snedeker",105,26.73,81,303,"BirdieorBetterPercentage200yards",2007
143,143,"Jerry Kelly",101,26.58,80,301,"BirdieorBetterPercentage200yards",2007
144,144,"Heath Slocum",101,26.55,90,339,"BirdieorBetterPercentage200yards",2007
145,145,"David Branshaw",83,26.43,74,280,"BirdieorBetterPercentage200yards",2007
146,146,"Cliff Kresge",107,26.39,100,379,"BirdieorBetterPercentage200yards",2007
147,147,"Chris Stroud",66,26.29,51,194,"BirdieorBetterPercentage200yards",2007
148,148,"Brett Quigley",79,26.27,67,255,"BirdieorBetterPercentage200yards",2007
149,149,"Zach Johnson",76,26.19,66,252,"BirdieorBetterPercentage200yards",2007
150,150,"Paul Gow",70,25.89,58,224,"BirdieorBetterPercentage200yards",2007
151,151,"Kirk Triplett",77,25.71,63,245,"BirdieorBetterPercentage200yards",2007
152,152,"Tim Clark",66,25.63,51,199,"BirdieorBetterPercentage200yards",2007
153,153,"David Toms",80,25.51,62,243,"BirdieorBetterPercentage200yards",2007
154,154,"Tommy Armour III",81,25.4,63,248,"BirdieorBetterPercentage200yards",2007
155,155,"Robert Gamez",88,25.27,70,277,"BirdieorBetterPercentage200yards",2007
156,156,"Lee Janzen",66,25.26,48,190,"BirdieorBetterPercentage200yards",2007
157,157,"Jose Maria Olazabal",52,25.16,40,159,"BirdieorBetterPercentage200yards",2007
158,158,"Jaco Van Zyl",51,25.14,45,179,"BirdieorBetterPercentage200yards",2007
159,159,"Ryuji Imada",104,25,92,368,"BirdieorBetterPercentage200yards",2007
159,159,"Joey Sindelar",75,25,63,252,"BirdieorBetterPercentage200yards",2007
161,161,"Stephen Ames",81,24.89,58,233,"BirdieorBetterPercentage200yards",2007
162,162,"Doug LaBelle II",104,24.85,83,334,"BirdieorBetterPercentage200yards",2007
163,163,"Tom Johnson",74,24.8,62,250,"BirdieorBetterPercentage200yards",2007
164,164,"Steve Stricker",81,24.7,62,251,"BirdieorBetterPercentage200yards",2007
165,165,"Mark Wilson",87,24.62,64,260,"BirdieorBetterPercentage200yards",2007
166,166,"Shaun Micheel",91,24.4,61,250,"BirdieorBetterPercentage200yards",2007
167,167,"Jim Rutledge",59,24.03,37,154,"BirdieorBetterPercentage200yards",2007
168,168,"Tripp Isenhour",86,23.97,64,267,"BirdieorBetterPercentage200yards",2007
169,169,"Tom Byrum",50,23.94,34,142,"BirdieorBetterPercentage200yards",2007
170,170,"Justin Leonard",95,23.9,65,272,"BirdieorBetterPercentage200yards",2007
171,171,"Craig Kanada",109,23.7,82,346,"BirdieorBetterPercentage200yards",2007
172,172,"Chris DiMarco",79,23.65,57,241,"BirdieorBetterPercentage200yards",2007
173,173,"Scott Verplank",82,23.56,53,225,"BirdieorBetterPercentage200yards",2007
174,174,"Ben Curtis",80,23.51,59,251,"BirdieorBetterPercentage200yards",2007
175,175,"Glen Day",85,22.89,57,249,"BirdieorBetterPercentage200yards",2007
176,176,"Woody Austin",95,22.87,78,341,"BirdieorBetterPercentage200yards",2007
177,177,"Chris Riley",59,22.83,42,184,"BirdieorBetterPercentage200yards",2007
178,178,"Bryce Molder",56,22.6,40,177,"BirdieorBetterPercentage200yards",2007
179,179,"Dicky Pride",71,22.47,51,227,"BirdieorBetterPercentage200yards",2007
180,180,"Shigeki Maruyama",84,22.44,70,312,"BirdieorBetterPercentage200yards",2007
181,181,"Stephen Leaney",82,22.01,68,309,"BirdieorBetterPercentage200yards",2007
182,182,"Jose Coceres",50,21.97,38,173,"BirdieorBetterPercentage200yards",2007
183,183,"Rocco Mediate",72,21.88,56,256,"BirdieorBetterPercentage200yards",2007
184,184,"Craig Lile",77,21.65,55,254,"BirdieorBetterPercentage200yards",2007
185,185,"Richard Johnson",93,21.43,57,266,"BirdieorBetterPercentage200yards",2007
186,186,"Nick OHern",72,21.05,48,228,"BirdieorBetterPercentage200yards",2007
187,187,"Ian Poulter",63,20.98,30,143,"BirdieorBetterPercentage200yards",2007
188,188,"Paul Goydos",60,20.77,38,183,"BirdieorBetterPercentage200yards",2007
189,189,"Jeff Sluman",60,20.67,31,150,"BirdieorBetterPercentage200yards",2007
190,190,"Craig Bowden",78,19.76,49,248,"BirdieorBetterPercentage200yards",2007
191,191,"Fred Funk",65,19.34,35,181,"BirdieorBetterPercentage200yards",2007
192,192,"Brian Gay",107,18.84,68,361,"BirdieorBetterPercentage200yards",2007
193,193,"Corey Pavin",81,18.15,49,270,"BirdieorBetterPercentage200yards",2007
194,194,"Michael Boyd",61,17.89,34,190,"BirdieorBetterPercentage200yards",2007
195,195,"Mark Brooks",53,17.83,23,129,"BirdieorBetterPercentage200yards",2007
196,196,"Gavin Coles",87,16.56,50,302,"BirdieorBetterPercentage200yards",2007
