"RyderCupEuroPoints_RANKTHISWEEK_2016","RyderCupEuroPoints_RANKLASTWEEK_2016","RyderCupEuroPoints_PLAYERNAME_2016","RyderCupEuroPoints__2016","RyderCupEuroPoints_POINTS_2016","stat_name","year"
38,38,"Jorge Campillo",NA,394253.8,"RyderCupEuroPoints",2016
39,39,"Francesco Molinari",NA,380931.94,"RyderCupEuroPoints",2016
40,40,"David Howell",NA,347676.25,"RyderCupEuroPoints",2016
41,41,"Maximilian Kieffer",NA,332394.25,"RyderCupEuroPoints",2016
42,42,"Bradley Dredge",NA,323049.96,"RyderCupEuroPoints",2016
43,43,"Joakim Lagergren",NA,321866.15,"RyderCupEuroPoints",2016
44,44,"Eduardo De La Riva",NA,313599.05,"RyderCupEuroPoints",2016
45,45,"Luke Donald",NA,301939.07,"RyderCupEuroPoints",2016
46,46,"David Drysdale",NA,297722.44,"RyderCupEuroPoints",2016
47,47,"Pelle Edberg",NA,293394.66,"RyderCupEuroPoints",2016
48,48,"Graeme McDowell",NA,290144.6,"RyderCupEuroPoints",2016
49,49,"Pablo Larrazabal",NA,289998.82,"RyderCupEuroPoints",2016
50,50,"Romain Wattel",NA,285317.55,"RyderCupEuroPoints",2016
51,51,"Stephen Gallacher",NA,270327.24,"RyderCupEuroPoints",2016
52,52,"Peter Hanson",NA,258503.25,"RyderCupEuroPoints",2016
53,53,"Miguel Angel Jimenez",NA,258337.19,"RyderCupEuroPoints",2016
54,54,"Michael Lorenzo Vera",NA,253072.97,"RyderCupEuroPoints",2016
55,55,"David Horsey",NA,250635.65,"RyderCupEuroPoints",2016
56,56,"Marc Warren",NA,250095.42,"RyderCupEuroPoints",2016
57,57,"Mikko Ilonen",NA,249217.86,"RyderCupEuroPoints",2016
58,58,"Ben Evans",NA,237653.83,"RyderCupEuroPoints",2016
59,59,"Russell Knox",NA,233485.33,"RyderCupEuroPoints",2016
60,60,"Alexander Noren",NA,229279,"RyderCupEuroPoints",2016
61,61,"Gary Stal",NA,226522.74,"RyderCupEuroPoints",2016
62,62,"Richie Ramsay",NA,221473.86,"RyderCupEuroPoints",2016
63,63,"Robert Rock",NA,212456.66,"RyderCupEuroPoints",2016
64,64,"Eddie Pepperell",NA,211245.9,"RyderCupEuroPoints",2016
65,65,"Gregory Havret",NA,203405.5,"RyderCupEuroPoints",2016
66,66,"Mikko Korhonen",NA,197276.04,"RyderCupEuroPoints",2016
67,67,"Oliver Fisher",NA,195528.41,"RyderCupEuroPoints",2016
68,68,"Craig Lee",NA,190287.93,"RyderCupEuroPoints",2016
69,69,"Magnus Carlsson",NA,177750.02,"RyderCupEuroPoints",2016
70,70,"Alvaro Quiros",NA,174830.4,"RyderCupEuroPoints",2016
71,71,"Johan Carlsson",NA,172917.46,"RyderCupEuroPoints",2016
72,72,"Paul Dunne",NA,167522.98,"RyderCupEuroPoints",2016
73,73,"Daniel Brooks",NA,166926.61,"RyderCupEuroPoints",2016
74,74,"Marcel Siem",NA,154196.27,"RyderCupEuroPoints",2016
75,75,"Raphael Jacquelin",NA,152322.55,"RyderCupEuroPoints",2016
76,76,"Nicolas Colsaerts",NA,148499.19,"RyderCupEuroPoints",2016
77,77,"Sebastien Gros",NA,134454.08,"RyderCupEuroPoints",2016
78,78,"Edouard Espana",NA,132822.7,"RyderCupEuroPoints",2016
79,79,"David Lingmerth",NA,132767.12,"RyderCupEuroPoints",2016
80,80,"Scott Jamieson",NA,121157.69,"RyderCupEuroPoints",2016
81,81,"Thomas Bjorn",NA,119642.19,"RyderCupEuroPoints",2016
82,82,"Jeff Winther",NA,118763.19,"RyderCupEuroPoints",2016
83,83,"Matt Ford",NA,115681.82,"RyderCupEuroPoints",2016
84,84,"Ricardo Gouveia",NA,113213.59,"RyderCupEuroPoints",2016
85,85,"Morten Orum Madsen",NA,106316.59,"RyderCupEuroPoints",2016
86,86,"Robert Dinwiddie",NA,105280.62,"RyderCupEuroPoints",2016
87,87,"Roope Kakko",NA,93672.69,"RyderCupEuroPoints",2016
88,88,"Nacho Elvira",NA,92530.42,"RyderCupEuroPoints",2016
89,89,"Robert Karlsson",NA,90567.25,"RyderCupEuroPoints",2016
90,90,"Paul Lawrie",NA,88599.2,"RyderCupEuroPoints",2016
91,91,"Seve Benson",NA,87809.17,"RyderCupEuroPoints",2016
92,92,"Thomas Linard",NA,87400,"RyderCupEuroPoints",2016
93,93,"Matthew Nixon",NA,86932.83,"RyderCupEuroPoints",2016
94,94,"Michael Hoey",NA,86848.71,"RyderCupEuroPoints",2016
95,95,"Jens Fahrbring",NA,84293.25,"RyderCupEuroPoints",2016
96,96,"Renato Paratore",NA,80044.89,"RyderCupEuroPoints",2016
97,97,"Florian Fritsch",NA,78344.34,"RyderCupEuroPoints",2016
98,98,"Bernhard Langer",NA,77817.61,"RyderCupEuroPoints",2016
99,99,"Lasse Jensen",NA,76984.54,"RyderCupEuroPoints",2016
100,100,"Mikael Lundberg",NA,73220.21,"RyderCupEuroPoints",2016
101,101,"Pablo Martin Benavides",NA,70273.42,"RyderCupEuroPoints",2016
102,102,"Nino Bertasio",NA,70066.38,"RyderCupEuroPoints",2016
103,103,"Richard McEvoy",NA,68326.91,"RyderCupEuroPoints",2016
104,104,"Bjorn Akesson",NA,67243.12,"RyderCupEuroPoints",2016
105,105,"Adrian Otaegui",NA,64167.48,"RyderCupEuroPoints",2016
106,106,"Borja Virto Astudillo",NA,63592.41,"RyderCupEuroPoints",2016
107,107,"Johan Edfors",NA,61243.82,"RyderCupEuroPoints",2016
108,108,"Stuart Manley",NA,60098.45,"RyderCupEuroPoints",2016
109,109,"Padraig Harrington",NA,58237.91,"RyderCupEuroPoints",2016
110,110,"Anders Hansen",NA,56335.22,"RyderCupEuroPoints",2016
111,111,"Jamie McLeary",NA,54246.71,"RyderCupEuroPoints",2016
112,112,"Chris Paisley",NA,53822.53,"RyderCupEuroPoints",2016
113,113,"Callum Shinkwin",NA,52647.12,"RyderCupEuroPoints",2016
114,114,"Tom Lewis",NA,49678.68,"RyderCupEuroPoints",2016
115,115,"John Parry",NA,49451.9,"RyderCupEuroPoints",2016
116,116,"Rhys Davies",NA,46214.11,"RyderCupEuroPoints",2016
117,117,"Gary Boyd",NA,46143.89,"RyderCupEuroPoints",2016
118,118,"Niall Kearney",NA,45887.14,"RyderCupEuroPoints",2016
119,119,"Matthew Southgate",NA,43448.63,"RyderCupEuroPoints",2016
120,120,"Matteo Manassero",NA,42690.06,"RyderCupEuroPoints",2016
121,121,"Niclas Fasth",NA,42027.04,"RyderCupEuroPoints",2016
122,122,"Richard Finch",NA,41561.53,"RyderCupEuroPoints",2016
123,123,"Bernard Ritthammer",NA,41550.21,"RyderCupEuroPoints",2016
124,124,"Nick Dougherty",NA,40365.77,"RyderCupEuroPoints",2016
125,125,"Ross McGowan",NA,39391.12,"RyderCupEuroPoints",2016
126,126,"James Heath",NA,39350,"RyderCupEuroPoints",2016
127,127,"Oskar Henningsson",NA,39350,"RyderCupEuroPoints",2016
128,128,"Mark Foster",NA,38727.9,"RyderCupEuroPoints",2016
129,129,"Tom Murray",NA,37578.78,"RyderCupEuroPoints",2016
130,130,"Peter Lawrie",NA,33730,"RyderCupEuroPoints",2016
131,131,"Simon Wakefield",NA,33720,"RyderCupEuroPoints",2016
132,132,"Paul Maddy",NA,33660.25,"RyderCupEuroPoints",2016
133,133,"Ricardo Santos",NA,32190,"RyderCupEuroPoints",2016
134,134,"Steve Webster",NA,31625.11,"RyderCupEuroPoints",2016
135,135,"Darren Clarke",NA,31506.34,"RyderCupEuroPoints",2016
136,136,"Soren Hansen",NA,30068.69,"RyderCupEuroPoints",2016
137,137,"Marco Crespi",NA,29916.82,"RyderCupEuroPoints",2016
138,138,"Jason Barnes",NA,29570,"RyderCupEuroPoints",2016
139,139,"Jordi Garcia Pinto",NA,29041,"RyderCupEuroPoints",2016
140,140,"David Dixon",NA,28037.17,"RyderCupEuroPoints",2016
141,141,"Damian McGrane",NA,26625,"RyderCupEuroPoints",2016
142,142,"Jose Manuel Lara",NA,25750,"RyderCupEuroPoints",2016
143,143,"Chris Doak",NA,25480,"RyderCupEuroPoints",2016
144,144,"Carlos Pigem",NA,25151.01,"RyderCupEuroPoints",2016
145,145,"Andrea Pavan",NA,24830.55,"RyderCupEuroPoints",2016
146,146,"Javier Colomo",NA,24594.14,"RyderCupEuroPoints",2016
147,147,"Sam Hutsby",NA,24134.78,"RyderCupEuroPoints",2016
148,148,"Matthew Baldwin",NA,21877.28,"RyderCupEuroPoints",2016
149,149,"Oliver Wilson",NA,20637.89,"RyderCupEuroPoints",2016
150,150,"Joachim B Hansen",NA,19913.16,"RyderCupEuroPoints",2016
151,151,"Chris Hanson",NA,19860.2,"RyderCupEuroPoints",2016
152,152,"Ryan Evans",NA,19733.82,"RyderCupEuroPoints",2016
153,153,"Clement Berardo",NA,18528.97,"RyderCupEuroPoints",2016
154,154,"Jerome Lando Casanova",NA,18200,"RyderCupEuroPoints",2016
155,155,"Simon Thornton",NA,18180,"RyderCupEuroPoints",2016
156,156,"Alessandro Tadini",NA,16333.33,"RyderCupEuroPoints",2016
157,157,"Dominic Foos",NA,15965.32,"RyderCupEuroPoints",2016
158,158,"Simon Griffiths",NA,15940,"RyderCupEuroPoints",2016
159,159,"Edoardo Molinari",NA,15550,"RyderCupEuroPoints",2016
160,160,"Cyril Bouniol",NA,15000,"RyderCupEuroPoints",2016
161,161,"Max Orrin",NA,13835.24,"RyderCupEuroPoints",2016
162,162,"Toby Tree",NA,13646.7,"RyderCupEuroPoints",2016
163,163,"Simon Dyson",NA,11464.83,"RyderCupEuroPoints",2016
164,164,"Steven Brown",NA,10400,"RyderCupEuroPoints",2016
165,165,"Daan Huizing",NA,10202.61,"RyderCupEuroPoints",2016
166,166,"Michael Jonzon",NA,10137.59,"RyderCupEuroPoints",2016
167,167,"Pedro Oriol",NA,9450,"RyderCupEuroPoints",2016
168,168,"Moritz Lampert",NA,9060.12,"RyderCupEuroPoints",2016
169,169,"James Robinson",NA,8814.53,"RyderCupEuroPoints",2016
170,170,"Sandy Lyle",NA,8743.55,"RyderCupEuroPoints",2016
171,171,"Ian Woosnam",NA,8743.55,"RyderCupEuroPoints",2016
172,172,"Andrew McCarthy",NA,8692.09,"RyderCupEuroPoints",2016
173,173,"David Law",NA,8692.09,"RyderCupEuroPoints",2016
174,174,"Wil Besseling",NA,7920,"RyderCupEuroPoints",2016
175,175,"Scott Fallon",NA,7800,"RyderCupEuroPoints",2016
176,176,"Scott Henry",NA,7710.26,"RyderCupEuroPoints",2016
177,177,"Oliver Farr",NA,7600,"RyderCupEuroPoints",2016
178,178,"Kevin Phelan",NA,7159.63,"RyderCupEuroPoints",2016
179,179,"Sebastian Heisele",NA,6450,"RyderCupEuroPoints",2016
180,180,"Victor Riu",NA,6150,"RyderCupEuroPoints",2016
181,181,"Steven Jeppesen",NA,6093.07,"RyderCupEuroPoints",2016
182,182,"Sebastian Soderberg",NA,6093.07,"RyderCupEuroPoints",2016
183,183,"Scott Fernandez",NA,5631.28,"RyderCupEuroPoints",2016
184,184,"Kenneth Ferrie",NA,5300,"RyderCupEuroPoints",2016
185,185,"Peter Whiteford",NA,5300,"RyderCupEuroPoints",2016
186,186,"Espen Kofstad",NA,5220,"RyderCupEuroPoints",2016
187,187,"Lionel Weber",NA,4697.2,"RyderCupEuroPoints",2016
188,188,"Simon Khan",NA,4515.33,"RyderCupEuroPoints",2016
189,189,"Lukas Nemecz",NA,4027.62,"RyderCupEuroPoints",2016
190,190,"Jose Filipe Lima",NA,3149.81,"RyderCupEuroPoints",2016
191,191,"Jack Senior",NA,3149.81,"RyderCupEuroPoints",2016
192,192,"Lorenzo Gagli",NA,3000,"RyderCupEuroPoints",2016
193,193,"Chris Lloyd",NA,2850,"RyderCupEuroPoints",2016
194,194,"Carlos Del Moral",NA,1451.5,"RyderCupEuroPoints",2016
195,195,"Francesco Laporta",NA,1439.5,"RyderCupEuroPoints",2016
