"ConsecutiveGIR_RANKTHISWEEK_2016","ConsecutiveGIR_RANKLASTWEEK_2016","ConsecutiveGIR_PLAYERNAME_2016","ConsecutiveGIR_EVENTS_2016","ConsecutiveGIR_STREAK_2016","ConsecutiveGIR_CURRENTSTREAK_2016","ConsecutiveGIR_ROUND_2016","ConsecutiveGIR_HOLE_2016","ConsecutiveGIR_YEARTOURN_2016","stat_name","year"
66,65,"Hideki Matsuyama",12,17,NA,4,5,2016140,"ConsecutiveGIR",2016
66,65,"John Merrick",7,17,NA,1,16,2016070,"ConsecutiveGIR",2016
66,65,"Brett Stegmaier",19,17,NA,1,18,2016040,"ConsecutiveGIR",2016
66,65,"Daniel Summerhays",15,17,1,2,12,2016010,"ConsecutiveGIR",2016
66,65,"Tyrone Van Aswegen",20,17,NA,1,3,2016060,"ConsecutiveGIR",2016
82,81,"Abraham Ancer",11,16,3,2,8,2016020,"ConsecutiveGIR",2016
82,81,"Tony Finau",15,16,NA,3,14,2016030,"ConsecutiveGIR",2016
82,81,"Retief Goosen",10,16,NA,1,1,2016210,"ConsecutiveGIR",2016
82,81,"Adam Hadwin",16,16,NA,3,4,2016160,"ConsecutiveGIR",2016
82,81,"David Hearn",18,16,NA,1,2,2016110,"ConsecutiveGIR",2016
82,81,"Russell Henley",14,16,1,2,16,2016070,"ConsecutiveGIR",2016
82,81,"Freddie Jacobson",16,16,NA,1,10,2016210,"ConsecutiveGIR",2016
82,81,"Smylie Kaufman",16,16,NA,2,13,2016100,"ConsecutiveGIR",2016
82,81,"Jason Kokrak",17,16,NA,3,16,2016160,"ConsecutiveGIR",2016
82,81,"Justin Leonard",8,16,NA,2,7,2016060,"ConsecutiveGIR",2016
82,81,"Will Ma Kenzie",17,16,NA,2,13,2016130,"ConsecutiveGIR",2016
82,81,"William McGirt",15,16,1,4,15,2016010,"ConsecutiveGIR",2016
82,81,"Kevin Na",14,16,NA,2,3,2016020,"ConsecutiveGIR",2016
82,81,"Rod Pampling",8,16,NA,2,9,2016120,"ConsecutiveGIR",2016
82,81,"Patrick Rodgers",16,16,NA,2,17,2016040,"ConsecutiveGIR",2016
82,81,"Rory Sabbatini",14,16,NA,1,6,2016200,"ConsecutiveGIR",2016
82,81,"Webb Simpson",10,16,3,1,14,2016020,"ConsecutiveGIR",2016
82,81,"Brandt Snedeker",14,16,NA,1,8,2016100,"ConsecutiveGIR",2016
82,81,"Scott Stallings",17,16,NA,3,1,2016270,"ConsecutiveGIR",2016
82,81,"Andy Sullivan",7,16,NA,3,7,2016050,"ConsecutiveGIR",2016
82,81,"Justin Thomas",15,16,NA,2,10,2016030,"ConsecutiveGIR",2016
82,81,"Johnson Wagner",14,16,1,2,9,2016070,"ConsecutiveGIR",2016
82,81,"Bubba Watson",8,16,3,2,4,2016100,"ConsecutiveGIR",2016
82,81,"Bernd Wiesberger",7,16,3,3,15,2016180,"ConsecutiveGIR",2016
82,81,"Gary Woodland",12,16,NA,1,5,2016130,"ConsecutiveGIR",2016
82,297,"Bobby Wyatt",3,16,NA,3,11,2016270,"ConsecutiveGIR",2016
108,106,"Byeong Hun An",7,15,NA,1,12,2016050,"ConsecutiveGIR",2016
108,106,"Ricky Barnes",18,15,NA,2,11,2016040,"ConsecutiveGIR",2016
108,106,"Steven Bowditch",14,15,NA,2,4,2016100,"ConsecutiveGIR",2016
108,106,"Chad Campbell",18,15,NA,1,9,2016270,"ConsecutiveGIR",2016
108,106,"Chad Collins",16,15,NA,4,12,2016210,"ConsecutiveGIR",2016
108,106,"Rickie Fowler",12,15,NA,3,8,2016180,"ConsecutiveGIR",2016
108,106,"Brice Garnett",9,15,1,1,13,2016040,"ConsecutiveGIR",2016
108,106,"Dustin Johnson",9,15,1,2,13,2016130,"ConsecutiveGIR",2016
108,106,"Matt Kuchar",12,15,NA,3,15,2016160,"ConsecutiveGIR",2016
108,106,"Peter Malnati",19,15,NA,2,8,2016070,"ConsecutiveGIR",2016
108,106,"Troy Merritt",14,15,9,1,2,2016150,"ConsecutiveGIR",2016
108,106,"Henrik Norlander",13,15,NA,1,4,2016020,"ConsecutiveGIR",2016
108,106,"Geoff Ogilvy",14,15,1,3,2,2016120,"ConsecutiveGIR",2016
108,106,"Ryan Palmer",12,15,5,2,13,2016120,"ConsecutiveGIR",2016
108,106,"Tim Petrovic",3,15,1,3,13,2016070,"ConsecutiveGIR",2016
108,106,"DA Points",11,15,NA,1,5,2016210,"ConsecutiveGIR",2016
108,106,"Chez Reavie",16,15,1,1,12,2016230,"ConsecutiveGIR",2016
108,106,"Adam Scott",10,15,1,3,12,2016030,"ConsecutiveGIR",2016
108,106,"Brendan Steele",14,15,NA,2,14,2016030,"ConsecutiveGIR",2016
108,106,"Kevin Streelman",15,15,3,2,5,2016010,"ConsecutiveGIR",2016
108,106,"David Toms",11,15,NA,3,6,2016040,"ConsecutiveGIR",2016
129,128,"Thomas Aiken",13,14,NA,4,16,2016110,"ConsecutiveGIR",2016
129,128,"Tyler Aldridge",18,14,NA,1,11,2016270,"ConsecutiveGIR",2016
129,128,"Michael Bradley",5,14,6,1,1,2016040,"ConsecutiveGIR",2016
129,128,"Brendon de Jonge",19,14,NA,1,1,2016010,"ConsecutiveGIR",2016
129,128,"Derek Fathauer",18,14,NA,2,3,2016060,"ConsecutiveGIR",2016
129,128,"Andres Gonzales",17,14,1,3,3,2016040,"ConsecutiveGIR",2016
129,128,"Branden Grace",9,14,3,1,10,2016050,"ConsecutiveGIR",2016
129,128,"Bill Haas",12,14,2,4,13,2016070,"ConsecutiveGIR",2016
129,128,"Tim Herron",7,14,1,1,14,2016070,"ConsecutiveGIR",2016
129,128,"Charles Howell III",17,14,NA,3,11,2016140,"ConsecutiveGIR",2016
129,128,"Zach Johnson",12,14,5,2,3,2016100,"ConsecutiveGIR",2016
129,128,"Hao Tong Li",3,14,NA,1,8,2016050,"ConsecutiveGIR",2016
129,128,"WC Liang",1,14,1,1,10,2016050,"ConsecutiveGIR",2016
129,128,"Luke List",17,14,5,4,9,2016260,"ConsecutiveGIR",2016
129,128,"Andrew Loupe",16,14,NA,1,6,2016130,"ConsecutiveGIR",2016
129,128,"Francesco Molinari",10,14,NA,2,6,2016160,"ConsecutiveGIR",2016
129,128,"Ryan Moore",11,14,NA,4,17,2016020,"ConsecutiveGIR",2016
129,128,"Robby Ormand",1,14,1,1,13,2016260,"ConsecutiveGIR",2016
129,128,"Jeff Overton",17,14,NA,2,7,2016040,"ConsecutiveGIR",2016
129,128,"Cameron Percy",7,14,NA,1,7,2016210,"ConsecutiveGIR",2016
129,128,"Carl Pettersson",14,14,NA,2,5,2016040,"ConsecutiveGIR",2016
129,128,"Martin Piller",12,14,NA,1,3,2016010,"ConsecutiveGIR",2016
129,128,"Xander Schauffele",2,14,1,3,14,2016120,"ConsecutiveGIR",2016
129,128,"Vijay Singh",13,14,NA,3,14,2016270,"ConsecutiveGIR",2016
129,128,"Cameron Smith",14,14,NA,1,3,2016150,"ConsecutiveGIR",2016
129,128,"DJ Trahan",7,14,NA,1,8,2016040,"ConsecutiveGIR",2016
129,128,"Marc Turnesa",5,14,6,1,4,2016270,"ConsecutiveGIR",2016
129,128,"Dawie van der Walt",16,14,1,2,6,2016060,"ConsecutiveGIR",2016
129,128,"Tim Wilkinson",11,14,NA,2,13,2016270,"ConsecutiveGIR",2016
129,128,"Mark Wilson",13,14,NA,2,16,2016120,"ConsecutiveGIR",2016
159,158,"Joe Affrunti",2,13,5,2,4,2016270,"ConsecutiveGIR",2016
159,158,"Matt Atkins",1,13,NA,2,13,2016070,"ConsecutiveGIR",2016
159,158,"Zac Blair",18,13,NA,1,10,2016230,"ConsecutiveGIR",2016
159,158,"Bud Cauley",6,13,NA,2,16,2016120,"ConsecutiveGIR",2016
159,158,"Stewart Cink",14,13,NA,2,17,2016060,"ConsecutiveGIR",2016
159,158,"Matt Dobyns",5,13,NA,1,1,2016210,"ConsecutiveGIR",2016
159,158,"Luke Donald",13,13,NA,2,17,2016150,"ConsecutiveGIR",2016
159,158,"Ernie Els",10,13,1,3,7,2016230,"ConsecutiveGIR",2016
159,158,"Oscar Fraustro",1,13,NA,1,2,2016060,"ConsecutiveGIR",2016
159,158,"Chesson Hadley",16,13,1,3,16,2016270,"ConsecutiveGIR",2016
159,158,"Brandon Hagy",2,13,NA,3,8,2016190,"ConsecutiveGIR",2016
159,158,"Tom Hoge",15,13,NA,1,17,2016060,"ConsecutiveGIR",2016
159,158,"Billy Horschel",12,13,1,1,8,2016130,"ConsecutiveGIR",2016
159,158,"Billy Hurley III",8,13,1,1,10,2016040,"ConsecutiveGIR",2016
159,158,"Martin Laird",13,13,NA,4,4,2016120,"ConsecutiveGIR",2016
159,158,"Scott Langley",13,13,NA,1,10,2016070,"ConsecutiveGIR",2016
159,158,"Lucas Lee",9,13,NA,2,2,2016070,"ConsecutiveGIR",2016
159,158,"Shane Lowry",10,13,1,1,10,2016050,"ConsecutiveGIR",2016
159,158,"Hunter Mahan",14,13,1,4,16,2016050,"ConsecutiveGIR",2016
159,158,"Prayad Marksaeng",1,13,1,3,9,2016030,"ConsecutiveGIR",2016
159,158,"Lee McCoy",1,13,NA,2,8,2016190,"ConsecutiveGIR",2016
159,158,"Parker McLachlin",1,13,NA,1,13,2016110,"ConsecutiveGIR",2016
159,158,"Ian Poulter",10,13,1,1,10,2016050,"ConsecutiveGIR",2016
159,158,"Ted Purdy",4,13,NA,2,8,2016150,"ConsecutiveGIR",2016
159,158,"Michael Putnam",7,13,NA,3,17,2016040,"ConsecutiveGIR",2016
159,158,"Ollie Schniederjans",7,13,NA,3,11,2016020,"ConsecutiveGIR",2016
159,158,"Nick Taylor",17,13,1,1,12,2016020,"ConsecutiveGIR",2016
159,158,"Michael Thompson",14,13,NA,1,12,2016040,"ConsecutiveGIR",2016
159,158,"Brendon Todd",18,13,NA,1,4,2016070,"ConsecutiveGIR",2016
159,158,"Boo Weekley",17,13,NA,3,9,2016140,"ConsecutiveGIR",2016
159,158,"Steve Wheatcroft",16,13,NA,1,7,2016230,"ConsecutiveGIR",2016
190,189,"Stuart Appleby",13,12,NA,2,6,2016230,"ConsecutiveGIR",2016
190,189,"Daniel Berger",15,12,1,3,12,2016180,"ConsecutiveGIR",2016
190,189,"Shane Bertsch",9,12,NA,3,16,2016060,"ConsecutiveGIR",2016
190,189,"Jonas Blixt",16,12,NA,1,15,2016120,"ConsecutiveGIR",2016
190,189,"Gregory Bourdy",1,12,3,4,1,2016210,"ConsecutiveGIR",2016
190,189,"Rodolfo Cazaubon",3,12,6,1,7,2016210,"ConsecutiveGIR",2016
190,189,"KJ Choi",14,12,2,1,11,2016200,"ConsecutiveGIR",2016
190,189,"Ben Crane",17,12,NA,2,6,2016110,"ConsecutiveGIR",2016
190,189,"Bryson DeChambeau",5,12,NA,2,5,2016240,"ConsecutiveGIR",2016
190,189,"Jamie Donaldson",8,12,NA,2,4,2016230,"ConsecutiveGIR",2016
190,189,"Matt Every",14,12,NA,1,17,2016140,"ConsecutiveGIR",2016
190,189,"Rhein Gibson",13,12,NA,3,13,2016070,"ConsecutiveGIR",2016
190,189,"JJ Henry",14,12,NA,2,3,2016270,"ConsecutiveGIR",2016
190,189,"Mark Hensby",2,12,NA,3,8,2016070,"ConsecutiveGIR",2016
190,189,"Charley Hoffman",14,12,12,3,7,2016270,"ConsecutiveGIR",2016
190,189,"Miguel Angel Jimenez",1,12,4,1,9,2016050,"ConsecutiveGIR",2016
190,189,"Kevin Kisner",14,12,NA,2,17,2016070,"ConsecutiveGIR",2016
190,189,"Kelly Kraft",12,12,NA,3,2,2016060,"ConsecutiveGIR",2016
190,189,"Danny Lee",16,12,1,4,9,2016050,"ConsecutiveGIR",2016
190,189,"Ben Leong",1,12,12,4,16,2016030,"ConsecutiveGIR",2016
190,189,"Davis Love III",11,12,NA,2,7,2016070,"ConsecutiveGIR",2016
190,189,"Phil Mickelson",11,12,NA,2,10,2016120,"ConsecutiveGIR",2016
190,189,"Seung Yul Noh",17,12,1,2,12,2016070,"ConsecutiveGIR",2016
190,189,"Pat Perez",11,12,1,2,2,2016130,"ConsecutiveGIR",2016
190,189,"Scott Piercy",12,12,NA,1,3,2016110,"ConsecutiveGIR",2016
190,189,"Wes Roach",12,12,NA,1,8,2016210,"ConsecutiveGIR",2016
190,189,"Kyle Stanley",17,12,NA,2,17,2016060,"ConsecutiveGIR",2016
190,189,"Chris Stroud",17,12,NA,2,3,2016270,"ConsecutiveGIR",2016
190,189,"Vaughn Taylor",11,12,NA,2,14,2016150,"ConsecutiveGIR",2016
190,189,"Bo Van Pelt",5,12,NA,1,1,2016120,"ConsecutiveGIR",2016
190,189,"Jimmy Walker",12,12,NA,2,2,2016110,"ConsecutiveGIR",2016
190,189,"Lee Westwood",4,12,NA,3,10,2016240,"ConsecutiveGIR",2016
222,221,"Cameron Beckman",7,11,NA,4,16,2016060,"ConsecutiveGIR",2016
222,221,"Charlie Beljan",13,11,NA,1,5,2016230,"ConsecutiveGIR",2016
222,221,"Ryan Blaum",1,11,5,2,3,2016060,"ConsecutiveGIR",2016
222,221,"Greg Chalmers",5,11,1,2,14,2016070,"ConsecutiveGIR",2016
222,221,"Erik Compton",16,11,1,1,16,2016130,"ConsecutiveGIR",2016
222,221,"Jorge Fernandez Valdes",1,11,2,3,5,2016210,"ConsecutiveGIR",2016
222,221,"Trevor Fisher Jr",1,11,NA,1,1,2016050,"ConsecutiveGIR",2016
222,221,"Ross Fisher",2,11,4,1,1,2016050,"ConsecutiveGIR",2016
222,221,"Martin Flores",1,11,1,3,15,2016040,"ConsecutiveGIR",2016
222,221,"Tommy Gainey",4,11,2,1,1,2016040,"ConsecutiveGIR",2016
222,221,"Ricardo Gouveia",1,11,3,2,3,2016200,"ConsecutiveGIR",2016
222,221,"Luke Guthrie",11,11,NA,2,18,2016010,"ConsecutiveGIR",2016
222,221,"John Huh",16,11,NA,2,18,2016130,"ConsecutiveGIR",2016
222,221,"Hiroshi Iwata",18,11,NA,1,11,2016070,"ConsecutiveGIR",2016
222,221,"Matt Jones",15,11,NA,2,18,2016050,"ConsecutiveGIR",2016
222,221,"Jerry Kelly",12,11,NA,2,4,2016030,"ConsecutiveGIR",2016
222,221,"DH Lee",13,11,NA,4,14,2016020,"ConsecutiveGIR",2016
222,221,"Ben Martin",14,11,2,2,15,2016250,"ConsecutiveGIR",2016
222,221,"Nick Mason",1,11,3,2,14,2016110,"ConsecutiveGIR",2016
222,221,"Billy Mayfair",3,11,2,4,16,2016210,"ConsecutiveGIR",2016
222,221,"Trey Mullinax",2,11,2,3,17,2016070,"ConsecutiveGIR",2016
222,221,"Louis Oosthuizen",6,11,5,1,15,2016190,"ConsecutiveGIR",2016
222,221,"John Rollins",5,11,1,2,8,2016210,"ConsecutiveGIR",2016
222,221,"Chris Smith",2,11,4,2,5,2016040,"ConsecutiveGIR",2016
222,221,"Hunter Stewart",7,11,NA,2,12,2016020,"ConsecutiveGIR",2016
222,221,"Darron Stiles",10,11,NA,2,13,2016170,"ConsecutiveGIR",2016
222,221,"Hideto Tanihara",1,11,2,2,15,2016110,"ConsecutiveGIR",2016
222,221,"Curtis Thompson",1,11,NA,1,11,2016040,"ConsecutiveGIR",2016
222,221,"Will Wilcox",16,11,NA,3,3,2016060,"ConsecutiveGIR",2016
251,250,"Eric Axley",3,10,1,3,5,2016070,"ConsecutiveGIR",2016
251,250,"Rafael Campos",2,10,1,2,3,2016230,"ConsecutiveGIR",2016
251,250,"Jon Curran",18,10,1,3,2,2016060,"ConsecutiveGIR",2016
251,250,"Charlie Danielson",1,10,NA,1,16,2016160,"ConsecutiveGIR",2016
251,250,"Brian Davis",8,10,NA,2,4,2016120,"ConsecutiveGIR",2016
251,250,"Andrew Dodt",2,10,1,3,5,2016050,"ConsecutiveGIR",2016
251,250,"Paul Dunne",3,10,1,4,18,2016130,"ConsecutiveGIR",2016
251,250,"Gonzalo Fdez Castano",2,10,NA,2,1,2016060,"ConsecutiveGIR",2016
251,250,"Tom Gillis",7,10,3,2,13,2016270,"ConsecutiveGIR",2016
251,250,"Morgan Hoffmann",15,10,NA,2,2,2016270,"ConsecutiveGIR",2016
251,250,"David Howell",1,10,1,3,18,2016050,"ConsecutiveGIR",2016
251,250,"Thongchai Jaidee",6,10,NA,2,1,2016050,"ConsecutiveGIR",2016
251,250,"Martin Kaymer",6,10,NA,3,1,2016180,"ConsecutiveGIR",2016
251,250,"Andrew Landry",9,10,NA,4,5,2016210,"ConsecutiveGIR",2016
251,250,"Richard Lee",2,10,NA,3,16,2016030,"ConsecutiveGIR",2016
251,250,"George McNeill",13,10,NA,1,17,2016210,"ConsecutiveGIR",2016
251,250,"Jon Rahm",1,10,1,4,4,2016060,"ConsecutiveGIR",2016
251,250,"Curtis Reed",1,10,9,2,5,2016260,"ConsecutiveGIR",2016
251,250,"Ryan Ruffels",6,10,2,3,4,2016270,"ConsecutiveGIR",2016
251,250,"Heath Slocum",2,10,NA,2,8,2016040,"ConsecutiveGIR",2016
251,250,"Robert Streb",16,10,2,1,7,2016270,"ConsecutiveGIR",2016
251,250,"Steve Stricker",8,10,NA,2,2,2016270,"ConsecutiveGIR",2016
251,250,"Adam Svensson",2,10,4,2,11,2016070,"ConsecutiveGIR",2016
251,250,"Fabrizio Zanotti",1,10,2,2,15,2016210,"ConsecutiveGIR",2016
275,274,"Kiradech Aphibarnrat",5,9,1,4,3,2016200,"ConsecutiveGIR",2016
275,274,"Wil Bateman",1,9,2,1,2,2016210,"ConsecutiveGIR",2016
275,274,"Angel Cabrera",13,9,1,1,3,2016120,"ConsecutiveGIR",2016
275,274,"Danny Chia",2,9,1,2,3,2016030,"ConsecutiveGIR",2016
275,274,"Tim Clark",7,9,NA,1,9,2016040,"ConsecutiveGIR",2016
275,274,"George Coetzee",2,9,2,2,18,2016180,"ConsecutiveGIR",2016
275,274,"Austin Cook",1,9,NA,1,1,2016040,"ConsecutiveGIR",2016
275,274,"Ken Duke",9,9,4,2,18,2016210,"ConsecutiveGIR",2016
275,274,"Tommy Fleetwood",1,9,5,3,16,2016050,"ConsecutiveGIR",2016
275,274,"Fred Funk",4,9,NA,1,7,2016110,"ConsecutiveGIR",2016
275,274,"Arie Ahmad Irawan",1,9,2,3,18,2016030,"ConsecutiveGIR",2016
275,274,"Daisuke Kataoka",1,9,NA,2,3,2016110,"ConsecutiveGIR",2016
275,274,"Hyung Sung Kim",1,9,1,2,6,2016110,"ConsecutiveGIR",2016
275,274,"Soren Kjeldsen",5,9,1,4,3,2016180,"ConsecutiveGIR",2016
275,274,"Bernhard Langer",1,9,NA,3,2,2016240,"ConsecutiveGIR",2016
275,274,"Jon McLean",1,9,2,1,1,2016210,"ConsecutiveGIR",2016
275,274,"James Morrison",1,9,3,2,18,2016050,"ConsecutiveGIR",2016
275,274,"Alex Prugh",7,9,5,2,17,2016070,"ConsecutiveGIR",2016
275,274,"Sam Saunders",15,9,NA,3,8,2016150,"ConsecutiveGIR",2016
275,274,"Danie van Tonder",1,9,4,3,10,2016050,"ConsecutiveGIR",2016
275,274,"Chris Wood",5,9,1,2,10,2016240,"ConsecutiveGIR",2016
275,274,"Tim Yelverton",1,9,NA,1,5,2016270,"ConsecutiveGIR",2016
298,297,"Miguel Angel Carballo",11,8,NA,1,18,2016040,"ConsecutiveGIR",2016
298,297,"Austin Connelly",3,8,NA,2,15,2016150,"ConsecutiveGIR",2016
298,297,"Edward Figueroa",1,8,NA,1,7,2016210,"ConsecutiveGIR",2016
298,297,"Trevor Immelman",7,8,NA,2,2,2016210,"ConsecutiveGIR",2016
298,297,"Ryo Ishikawa",6,8,NA,2,5,2016030,"ConsecutiveGIR",2016
298,297,"Robert Karlsson",2,8,NA,1,11,2016040,"ConsecutiveGIR",2016
298,297,"KT Kim",2,8,2,1,18,2016180,"ConsecutiveGIR",2016
298,297,"Satoshi Kodaira",2,8,1,3,4,2016110,"ConsecutiveGIR",2016
298,297,"Frank Lickliter II",4,8,NA,2,2,2016040,"ConsecutiveGIR",2016
298,297,"Jarrod Lyle",7,8,1,1,2,2016210,"ConsecutiveGIR",2016
298,297,"Yusaku Miyazato",2,8,NA,4,8,2016110,"ConsecutiveGIR",2016
298,297,"Alexander Noren",1,8,1,3,13,2016050,"ConsecutiveGIR",2016
298,297,"Thorbjorn Olesen",2,8,NA,3,15,2016050,"ConsecutiveGIR",2016
298,297,"Jin Park",1,8,NA,1,1,2016020,"ConsecutiveGIR",2016
298,297,"Paul Peterson",1,8,3,2,12,2016030,"ConsecutiveGIR",2016
298,297,"Thomas Pieters",3,8,NA,2,3,2016050,"ConsecutiveGIR",2016
298,297,"Dicky Pride",13,8,6,1,6,2016150,"ConsecutiveGIR",2016
298,297,"Benjamin Taylor",1,8,4,2,18,2016270,"ConsecutiveGIR",2016
