"LongestDrives_RANKTHISWEEK_2009","LongestDrives_RANKLASTWEEK_2009","LongestDrives_PLAYERNAME_2009","LongestDrives_ROUNDS_2009","LongestDrives_DISTANCE_2009","LongestDrives_TOURNAMENT_2009","LongestDrives_ROUND_2009","LongestDrives_HOLE_2009","LongestDrives_COURSE_2009","stat_name","year"
34,34,"Phil Mickelson",66,402,NA,3,2,8,"LongestDrives",2009
34,34,"Bill Lunde",83,402,NA,2,11,625,"LongestDrives",2009
34,34,"Matt Jones",56,402,NA,2,1,625,"LongestDrives",2009
34,34,"Anthony Kim",76,402,NA,2,12,656,"LongestDrives",2009
41,41,"Ryuji Imada",85,401,NA,2,18,656,"LongestDrives",2009
42,42,"Stewart Cink",79,400,NA,1,12,656,"LongestDrives",2009
42,42,"DJ Trahan",96,400,NA,1,12,656,"LongestDrives",2009
42,42,"Gary Woodland",53,400,NA,2,1,625,"LongestDrives",2009
48,48,"Parker McLachlin",71,399,NA,2,17,656,"LongestDrives",2009
49,49,"JL Lewis",10,398,NA,2,11,625,"LongestDrives",2009
49,49,"Kenny Perry",92,398,NA,2,18,656,"LongestDrives",2009
49,49,"Alvaro Quiros",25,398,NA,3,7,8,"LongestDrives",2009
49,49,"Jason Day",61,398,NA,2,11,625,"LongestDrives",2009
58,58,"Brian Bateman",55,397,NA,2,14,713,"LongestDrives",2009
62,62,"Mike Heinen",4,396,NA,1,11,625,"LongestDrives",2009
62,62,"Chad Campbell",90,396,NA,1,1,625,"LongestDrives",2009
62,62,"Craig Barlow",13,396,NA,2,9,660,"LongestDrives",2009
62,62,"Bryce Molder",69,396,NA,1,1,625,"LongestDrives",2009
62,62,"James Nitties",86,396,NA,2,11,625,"LongestDrives",2009
62,62,"Tommy Gainey",46,396,NA,1,9,660,"LongestDrives",2009
69,69,"Angel Cabrera",55,395,NA,2,15,690,"LongestDrives",2009
77,77,"Jeff Maggert",79,394,NA,1,11,625,"LongestDrives",2009
77,77,"Brian Vranesh",51,394,NA,2,11,625,"LongestDrives",2009
77,77,"Kris Blanks",60,394,NA,2,1,625,"LongestDrives",2009
83,83,"Brandt Jobe",28,393,NA,3,1,625,"LongestDrives",2009
83,83,"Harrison Frazar",93,393,NA,1,11,625,"LongestDrives",2009
83,83,"Aaron Watkins",48,393,NA,1,11,625,"LongestDrives",2009
93,93,"Billy Andrade",40,392,NA,1,11,625,"LongestDrives",2009
93,93,"Charles Warren",63,392,NA,1,11,625,"LongestDrives",2009
98,98,"Darron Stiles",52,391,NA,2,11,625,"LongestDrives",2009
98,98,"KJ Choi",65,391,NA,3,6,656,"LongestDrives",2009
104,104,"Frank Lickliter II",36,390,NA,1,11,625,"LongestDrives",2009
104,104,"Carl Pettersson",86,390,NA,4,17,656,"LongestDrives",2009
109,109,"Vijay Singh",71,389,NA,1,18,656,"LongestDrives",2009
119,119,"Lance Ten Broeck",2,388,NA,1,11,625,"LongestDrives",2009
119,119,"JJ Henry",97,388,NA,1,1,625,"LongestDrives",2009
119,119,"Rich Beem",77,388,NA,1,11,625,"LongestDrives",2009
119,119,"Spencer Levin",75,388,NA,1,10,660,"LongestDrives",2009
126,126,"Will Ma Kenzie",69,387,NA,2,18,656,"LongestDrives",2009
126,126,"Boo Weekley",79,387,NA,1,12,656,"LongestDrives",2009
136,136,"Joe Ogilvie",85,386,NA,1,11,625,"LongestDrives",2009
136,136,"Pat Perez",74,386,NA,4,16,36,"LongestDrives",2009
136,136,"Nicholas Thompson",96,386,NA,2,11,625,"LongestDrives",2009
143,143,"Charl Schwartzel",18,385,NA,1,10,660,"LongestDrives",2009
143,143,"Peter Tomasulo",61,385,NA,2,11,625,"LongestDrives",2009
152,152,"Steve Lowery",83,384,NA,1,18,656,"LongestDrives",2009
152,152,"Paul Goydos",79,384,NA,1,11,625,"LongestDrives",2009
152,152,"Paul Stankowski",24,384,NA,1,11,625,"LongestDrives",2009
152,152,"Cameron Beckman",87,384,NA,2,18,656,"LongestDrives",2009
152,152,"Jesper Parnevik",38,384,NA,1,11,625,"LongestDrives",2009
152,152,"Trevor Immelman",41,384,NA,1,17,656,"LongestDrives",2009
152,152,"Matthew Borchert",48,384,NA,1,1,625,"LongestDrives",2009
162,162,"Tim Petrovic",97,383,NA,1,12,538,"LongestDrives",2009
162,162,"Shaun Micheel",49,383,NA,2,11,625,"LongestDrives",2009
162,162,"Mathew Goggin",76,383,NA,3,8,36,"LongestDrives",2009
162,162,"Yuji Igarashi",4,383,NA,2,13,36,"LongestDrives",2009
162,162,"Gonzalo Fdez Castano",18,383,NA,3,16,36,"LongestDrives",2009
162,162,"Marc Turnesa",77,383,NA,1,15,690,"LongestDrives",2009
162,162,"Rory McIlroy",42,383,NA,2,15,690,"LongestDrives",2009
177,177,"Justin Leonard",95,382,NA,1,18,656,"LongestDrives",2009
177,177,"Shingo Katayama",18,382,NA,4,16,36,"LongestDrives",2009
177,177,"Padraig Harrington",66,382,NA,4,8,36,"LongestDrives",2009
177,177,"Ryan Palmer",78,382,NA,2,18,656,"LongestDrives",2009
177,177,"Vaughn Taylor",88,382,NA,2,11,625,"LongestDrives",2009
177,177,"Marc Leishman",91,382,NA,2,11,625,"LongestDrives",2009
177,177,"Jason Schmuhl",5,382,NA,1,17,660,"LongestDrives",2009
191,191,"Nolan Henke",2,381,NA,1,11,625,"LongestDrives",2009
191,191,"David Peoples",18,381,NA,2,11,625,"LongestDrives",2009
191,191,"Charlie Wi",92,381,NA,1,11,625,"LongestDrives",2009
191,191,"Jason Gore",74,381,NA,2,11,625,"LongestDrives",2009
191,191,"Eric Axley",71,381,NA,1,1,625,"LongestDrives",2009
