"GreensorFringeinRegulation_RANKTHISWEEK_2009","GreensorFringeinRegulation_RANKLASTWEEK_2009","GreensorFringeinRegulation_PLAYERNAME_2009","GreensorFringeinRegulation_ROUNDS_2009","GreensorFringeinRegulation_Pct_2009","GreensorFringeinRegulation_TOTALHIT_2009","GreensorFringeinRegulation_TOTALATTEMPTS_2009","GreensorFringeinRegulation_RTPSCORE_2009","stat_name","year"
40,40,"Steve Stricker",81,72.4,808,1116,-244,"GreensorFringeinRegulation",2009
41,41,"Rocco Mediate",79,72.39,860,1188,-187,"GreensorFringeinRegulation",2009
42,42,"Kenny Perry",92,72.37,951,1314,-253,"GreensorFringeinRegulation",2009
43,43,"KJ Choi",65,72.22,650,900,-148,"GreensorFringeinRegulation",2009
43,43,"Ernie Els",70,72.22,702,972,-174,"GreensorFringeinRegulation",2009
43,43,"DA Points",99,72.22,1118,1548,-270,"GreensorFringeinRegulation",2009
46,46,"Nicholas Thompson",96,72.2,1130,1565,-264,"GreensorFringeinRegulation",2009
47,47,"Bo Van Pelt",100,72.07,1063,1475,-291,"GreensorFringeinRegulation",2009
48,48,"Billy Mayfair",83,72.06,895,1242,-167,"GreensorFringeinRegulation",2009
49,49,"Rod Pampling",72,72.05,830,1152,-221,"GreensorFringeinRegulation",2009
50,50,"Camilo Villegas",76,72.02,726,1008,-189,"GreensorFringeinRegulation",2009
51,51,"Sergio Garcia",59,71.97,570,792,-153,"GreensorFringeinRegulation",2009
51,51,"Spencer Levin",75,71.97,868,1206,-200,"GreensorFringeinRegulation",2009
53,53,"Tag Ridings",50,71.95,531,738,-149,"GreensorFringeinRegulation",2009
54,54,"Rich Beem",77,71.93,751,1044,-168,"GreensorFringeinRegulation",2009
55,55,"Davis Love III",89,71.86,996,1386,-248,"GreensorFringeinRegulation",2009
56,56,"Scott Verplank",88,71.8,1021,1422,-280,"GreensorFringeinRegulation",2009
57,57,"Tommy Armour III",58,71.79,672,936,-164,"GreensorFringeinRegulation",2009
58,58,"Martin Laird",72,71.77,801,1116,-219,"GreensorFringeinRegulation",2009
58,58,"Kevin Sutherland",96,71.77,943,1314,-241,"GreensorFringeinRegulation",2009
60,60,"Tim Petrovic",97,71.71,1110,1548,-287,"GreensorFringeinRegulation",2009
61,61,"Brett Quigley",92,71.7,968,1350,-221,"GreensorFringeinRegulation",2009
62,62,"Marc Leishman",91,71.67,1083,1511,-269,"GreensorFringeinRegulation",2009
63,63,"Chris Riley",77,71.64,864,1206,-235,"GreensorFringeinRegulation",2009
64,64,"Nick OHern",90,71.62,1095,1529,-254,"GreensorFringeinRegulation",2009
65,65,"Alex Cejka",82,71.6,915,1278,-213,"GreensorFringeinRegulation",2009
66,66,"Bill Lunde",83,71.56,966,1350,-214,"GreensorFringeinRegulation",2009
67,67,"Kevin Streelman",97,71.52,1120,1566,-296,"GreensorFringeinRegulation",2009
68,68,"Cameron Beckman",87,71.48,965,1350,-222,"GreensorFringeinRegulation",2009
69,69,"Brendon de Jonge",90,71.45,1016,1422,-239,"GreensorFringeinRegulation",2009
70,70,"Fred Couples",54,71.43,540,756,-146,"GreensorFringeinRegulation",2009
71,71,"Jeff Klauk",97,71.4,1131,1584,-254,"GreensorFringeinRegulation",2009
72,72,"Kris Blanks",60,71.39,604,846,-159,"GreensorFringeinRegulation",2009
72,72,"Ben Crane",93,71.39,1028,1440,-265,"GreensorFringeinRegulation",2009
72,72,"Rory Sabbatini",81,71.39,861,1206,-250,"GreensorFringeinRegulation",2009
75,75,"Scott Piercy",85,71.35,976,1368,-256,"GreensorFringeinRegulation",2009
75,75,"Ted Purdy",101,71.35,1143,1602,-297,"GreensorFringeinRegulation",2009
77,77,"Will Ma Kenzie",69,71.31,783,1098,-156,"GreensorFringeinRegulation",2009
78,78,"Bill Haas",91,71.27,1052,1476,-265,"GreensorFringeinRegulation",2009
79,79,"Charles Howell III",99,71.22,1064,1494,-266,"GreensorFringeinRegulation",2009
80,80,"Matt Weibring",65,71.21,705,990,-183,"GreensorFringeinRegulation",2009
81,81,"Jim Furyk",86,71.2,833,1170,-252,"GreensorFringeinRegulation",2009
82,82,"Andres Romero",58,71.19,551,774,-149,"GreensorFringeinRegulation",2009
83,83,"Nick Watney",86,71.16,871,1224,-249,"GreensorFringeinRegulation",2009
84,84,"Vijay Singh",71,71.13,653,918,-152,"GreensorFringeinRegulation",2009
85,85,"Chez Reavie",81,71.11,896,1260,-200,"GreensorFringeinRegulation",2009
86,86,"Jason Dufner",90,71.08,998,1404,-240,"GreensorFringeinRegulation",2009
87,87,"Glen Day",79,70.92,817,1152,-147,"GreensorFringeinRegulation",2009
87,87,"Dustin Johnson",85,70.92,817,1152,-245,"GreensorFringeinRegulation",2009
89,89,"Darron Stiles",52,70.9,536,756,-123,"GreensorFringeinRegulation",2009
90,90,"Mark Wilson",99,70.83,1122,1584,-275,"GreensorFringeinRegulation",2009
91,91,"Aron Price",89,70.71,980,1386,-204,"GreensorFringeinRegulation",2009
92,92,"Geoff Ogilvy",78,70.69,738,1044,-226,"GreensorFringeinRegulation",2009
93,93,"Charley Hoffman",97,70.67,1106,1565,-317,"GreensorFringeinRegulation",2009
94,94,"Jason Gore",74,70.61,788,1116,-159,"GreensorFringeinRegulation",2009
95,95,"Lucas Glover",93,70.6,1004,1422,-259,"GreensorFringeinRegulation",2009
95,95,"Paul Goydos",79,70.6,826,1170,-205,"GreensorFringeinRegulation",2009
95,95,"Rick Price",54,70.6,521,738,-93,"GreensorFringeinRegulation",2009
98,98,"Ryan Moore",89,70.52,952,1350,-257,"GreensorFringeinRegulation",2009
99,99,"Scott McCarron",91,70.37,1026,1458,-258,"GreensorFringeinRegulation",2009
100,100,"YE Yang",83,70.32,886,1260,-225,"GreensorFringeinRegulation",2009
101,101,"Kent Jones",73,70.31,772,1098,-170,"GreensorFringeinRegulation",2009
102,102,"John Merrick",91,70.26,860,1224,-218,"GreensorFringeinRegulation",2009
103,103,"Adam Scott",53,70.2,530,755,-121,"GreensorFringeinRegulation",2009
104,104,"Justin Rose",71,70.18,720,1026,-179,"GreensorFringeinRegulation",2009
105,105,"Colt Knost",71,70.14,707,1008,-159,"GreensorFringeinRegulation",2009
106,106,"Johnson Wagner",81,70.12,934,1332,-224,"GreensorFringeinRegulation",2009
107,107,"Mark Calcavecchia",72,70.07,782,1116,-185,"GreensorFringeinRegulation",2009
108,108,"Greg Kraft",51,70.05,517,738,-83,"GreensorFringeinRegulation",2009
109,109,"Brandt Snedeker",81,70,819,1170,-227,"GreensorFringeinRegulation",2009
110,110,"Vaughn Taylor",88,69.97,995,1422,-272,"GreensorFringeinRegulation",2009
110,110,"Gary Woodland",53,69.97,466,666,-95,"GreensorFringeinRegulation",2009
112,112,"Ryan Palmer",78,69.92,881,1260,-216,"GreensorFringeinRegulation",2009
113,113,"Brian Vranesh",51,69.9,541,774,-108,"GreensorFringeinRegulation",2009
114,114,"Jarrod Lyle",65,69.89,629,900,-127,"GreensorFringeinRegulation",2009
115,115,"Woody Austin",84,69.88,956,1368,-237,"GreensorFringeinRegulation",2009
116,116,"Greg Chalmers",85,69.87,893,1278,-259,"GreensorFringeinRegulation",2009
117,117,"Dean Wilson",81,69.84,880,1260,-248,"GreensorFringeinRegulation",2009
118,118,"John Mallinger",90,69.8,892,1278,-235,"GreensorFringeinRegulation",2009
119,119,"John Rollins",92,69.76,992,1422,-238,"GreensorFringeinRegulation",2009
120,120,"Chris DiMarco",97,69.73,1092,1566,-247,"GreensorFringeinRegulation",2009
121,121,"Mathew Goggin",76,69.72,753,1080,-178,"GreensorFringeinRegulation",2009
122,122,"Matt Kuchar",82,69.62,889,1277,-249,"GreensorFringeinRegulation",2009
122,122,"Peter Lonard",86,69.62,965,1386,-179,"GreensorFringeinRegulation",2009
124,124,"Jason Day",61,69.56,626,900,-174,"GreensorFringeinRegulation",2009
125,125,"Jerry Kelly",90,69.48,963,1386,-262,"GreensorFringeinRegulation",2009
126,126,"Bubba Watson",73,69.4,712,1026,-208,"GreensorFringeinRegulation",2009
127,127,"Richard Johnson",85,69.37,924,1332,-194,"GreensorFringeinRegulation",2009
128,128,"Stuart Appleby",79,69.32,811,1170,-161,"GreensorFringeinRegulation",2009
129,129,"Mark Brooks",55,69.31,499,720,-103,"GreensorFringeinRegulation",2009
130,130,"Brian Davis",103,69.29,1135,1638,-315,"GreensorFringeinRegulation",2009
131,131,"George McNeill",82,69.28,947,1367,-254,"GreensorFringeinRegulation",2009
132,132,"Michael Letzig",96,69.25,1072,1548,-278,"GreensorFringeinRegulation",2009
133,133,"Bob Estes",78,69.24,860,1242,-222,"GreensorFringeinRegulation",2009
133,133,"Corey Pavin",73,69.24,673,972,-171,"GreensorFringeinRegulation",2009
135,135,"Jeff Quinney",78,69.17,884,1278,-222,"GreensorFringeinRegulation",2009
136,136,"Kevin Na",91,69.16,971,1404,-273,"GreensorFringeinRegulation",2009
137,137,"Stewart Cink",79,69.11,734,1062,-183,"GreensorFringeinRegulation",2009
138,138,"Tom Pernice Jr",82,69.04,932,1350,-210,"GreensorFringeinRegulation",2009
138,138,"Charlie Wi",92,69.04,981,1421,-289,"GreensorFringeinRegulation",2009
140,140,"Steve Lowery",83,68.98,956,1386,-222,"GreensorFringeinRegulation",2009
141,141,"Freddie Jacobson",83,68.95,906,1314,-236,"GreensorFringeinRegulation",2009
142,142,"Harrison Frazar",93,68.92,1042,1512,-310,"GreensorFringeinRegulation",2009
143,143,"Pat Perez",74,68.91,769,1116,-214,"GreensorFringeinRegulation",2009
144,144,"Brad Adamonis",70,68.85,756,1098,-166,"GreensorFringeinRegulation",2009
145,145,"Bob Heintz",59,68.74,631,918,-174,"GreensorFringeinRegulation",2009
146,146,"Peter Tomasulo",61,68.68,568,827,-117,"GreensorFringeinRegulation",2009
147,147,"Matt Bettencourt",98,68.52,1073,1566,-258,"GreensorFringeinRegulation",2009
148,148,"Brian Gay",96,68.5,1011,1476,-263,"GreensorFringeinRegulation",2009
149,149,"Phil Mickelson",66,68.4,591,864,-178,"GreensorFringeinRegulation",2009
150,150,"Lee Janzen",74,68.31,750,1098,-189,"GreensorFringeinRegulation",2009
151,151,"Ian Poulter",59,68.25,516,756,-142,"GreensorFringeinRegulation",2009
152,152,"Tim Herron",87,68.24,995,1458,-250,"GreensorFringeinRegulation",2009
153,153,"Ken Duke",87,68.23,872,1278,-194,"GreensorFringeinRegulation",2009
153,153,"Marc Turnesa",77,68.23,872,1278,-159,"GreensorFringeinRegulation",2009
155,155,"Ben Curtis",63,68.2,577,846,-136,"GreensorFringeinRegulation",2009
155,155,"James Nitties",86,68.2,933,1368,-243,"GreensorFringeinRegulation",2009
157,157,"Brian Bateman",55,68.17,589,864,-117,"GreensorFringeinRegulation",2009
158,158,"Anthony Kim",76,68.15,736,1080,-240,"GreensorFringeinRegulation",2009
159,159,"Jimmy Walker",74,68.14,785,1152,-205,"GreensorFringeinRegulation",2009
160,160,"Cliff Kresge",78,68.08,821,1206,-184,"GreensorFringeinRegulation",2009
161,161,"Todd Hamilton",83,68.06,784,1152,-173,"GreensorFringeinRegulation",2009
162,162,"Mike Weir",85,67.99,820,1206,-229,"GreensorFringeinRegulation",2009
163,163,"Angel Cabrera",55,67.98,465,684,-128,"GreensorFringeinRegulation",2009
164,164,"Daniel Chopra",89,67.74,1012,1494,-307,"GreensorFringeinRegulation",2009
165,165,"Carl Pettersson",86,67.64,901,1332,-235,"GreensorFringeinRegulation",2009
166,166,"Leif Olson",51,67.57,523,774,-118,"GreensorFringeinRegulation",2009
167,167,"Joe Ogilvie",85,67.53,936,1386,-262,"GreensorFringeinRegulation",2009
168,168,"Retief Goosen",74,67.46,680,1008,-200,"GreensorFringeinRegulation",2009
169,169,"Luke Donald",79,67.4,740,1098,-215,"GreensorFringeinRegulation",2009
170,170,"Nathan Green",104,67.39,1116,1656,-265,"GreensorFringeinRegulation",2009
171,171,"David Mathis",82,67.37,836,1241,-191,"GreensorFringeinRegulation",2009
172,172,"Webb Simpson",94,67.24,1053,1566,-269,"GreensorFringeinRegulation",2009
173,173,"Bart Bryant",58,67.2,629,936,-144,"GreensorFringeinRegulation",2009
174,174,"Jeff Overton",92,66.96,916,1368,-236,"GreensorFringeinRegulation",2009
175,175,"JB Holmes",74,66.76,733,1098,-173,"GreensorFringeinRegulation",2009
176,176,"Ryuji Imada",85,66.67,828,1242,-214,"GreensorFringeinRegulation",2009
177,177,"Padraig Harrington",66,66.2,572,864,-157,"GreensorFringeinRegulation",2009
178,178,"David Duval",56,65.99,522,791,-119,"GreensorFringeinRegulation",2009
179,179,"Brendon Todd",53,65.84,557,846,-105,"GreensorFringeinRegulation",2009
180,180,"Derek Fathauer",63,64.67,593,917,-129,"GreensorFringeinRegulation",2009
181,181,"Aaron Baddeley",66,64.27,671,1044,-200,"GreensorFringeinRegulation",2009
182,182,"Parker McLachlin",71,63.85,770,1206,-191,"GreensorFringeinRegulation",2009
183,183,"Eric Axley",71,61.11,649,1062,-154,"GreensorFringeinRegulation",2009
184,184,"Brad Faxon",59,58.33,546,936,-121,"GreensorFringeinRegulation",2009
