"BallStriking_RANKTHISWEEK_2008","BallStriking_RANKLASTWEEK_2008","BallStriking_PLAYERNAME_2008","BallStriking_ROUNDS_2008","BallStriking_VALUE_2008","BallStriking_TOTALDRVRANK_2008","BallStriking_GIRRANK_2008","stat_name","year"
42,42,"Steve Elkington",84,97,57,40,"BallStriking",2008
43,43,"Tommy Gainey",60,98,62,36,"BallStriking",2008
43,43,"Bo Van Pelt",101,98,64,34,"BallStriking",2008
45,45,"Chez Reavie",102,101,47,54,"BallStriking",2008
46,46,"Heath Slocum",104,102,52,50,"BallStriking",2008
47,47,"Todd Demsey",80,104,17,87,"BallStriking",2008
47,47,"George McNeill",97,104,91,13,"BallStriking",2008
49,49,"Jeff Maggert",86,105,44,61,"BallStriking",2008
50,50,"Bubba Watson",97,106,79,27,"BallStriking",2008
51,51,"Scott Sterling",89,108,86,22,"BallStriking",2008
51,51,"Kevin Sutherland",98,108,91,17,"BallStriking",2008
53,53,"Steve Allan",58,109,50,59,"BallStriking",2008
54,54,"Robert Gamez",79,110,44,66,"BallStriking",2008
55,55,"Zach Johnson",85,112,84,28,"BallStriking",2008
56,56,"Bob Estes",90,119,108,11,"BallStriking",2008
57,57,"Lucas Glover",91,122,36,86,"BallStriking",2008
58,58,"Ted Purdy",68,125,79,46,"BallStriking",2008
59,59,"Anthony Kim",81,128,57,71,"BallStriking",2008
60,60,"Jason Day",81,130,50,80,"BallStriking",2008
61,61,"Tommy Armour III",77,131,75,56,"BallStriking",2008
62,62,"Justin Bolli",87,133,89,44,"BallStriking",2008
62,62,"Rory Sabbatini",77,133,68,65,"BallStriking",2008
64,64,"Jim Furyk",95,135,87,48,"BallStriking",2008
65,65,"Sergio Garcia",72,139,102,37,"BallStriking",2008
66,66,"Kenneth Ferrie",72,143,41,102,"BallStriking",2008
67,67,"Tom Scherrer",56,145,74,71,"BallStriking",2008
68,68,"John Rollins",94,146,10,136,"BallStriking",2008
69,69,"Nicholas Thompson",113,148,3,145,"BallStriking",2008
70,70,"Bob Tway",70,154,121,33,"BallStriking",2008
71,71,"Gavin Coles",54,155,120,35,"BallStriking",2008
72,72,"Justin Leonard",101,156,102,54,"BallStriking",2008
73,73,"Stewart Cink",87,157,116,41,"BallStriking",2008
73,73,"Scott McCarron",63,157,54,103,"BallStriking",2008
75,75,"Bart Bryant",81,158,57,101,"BallStriking",2008
76,76,"Cameron Beckman",87,160,91,69,"BallStriking",2008
77,77,"Scott Verplank",82,162,68,94,"BallStriking",2008
77,77,"YE Yang",89,162,95,67,"BallStriking",2008
79,79,"Brandt Jobe",52,163,105,58,"BallStriking",2008
80,80,"Fred Couples",60,164,81,83,"BallStriking",2008
80,80,"Brian Davis",108,164,75,89,"BallStriking",2008
82,82,"Davis Love III",78,166,60,106,"BallStriking",2008
83,83,"Rod Pampling",83,168,37,131,"BallStriking",2008
83,83,"Ron Whittaker",54,168,89,79,"BallStriking",2008
85,85,"Nick Flanagan",89,171,48,123,"BallStriking",2008
86,86,"Vaughn Taylor",103,172,91,81,"BallStriking",2008
86,86,"Omar Uresti",74,172,81,91,"BallStriking",2008
88,88,"Olin Browne",77,173,97,76,"BallStriking",2008
88,88,"Joe Ogilvie",100,173,54,119,"BallStriking",2008
90,90,"Kevin Stadler",90,174,81,93,"BallStriking",2008
91,91,"Patrick Sheehan",124,176,72,104,"BallStriking",2008
92,92,"Mathias Gronberg",87,178,24,154,"BallStriking",2008
93,93,"Michael Letzig",88,185,42,143,"BallStriking",2008
93,93,"Ryan Moore",72,185,12,173,"BallStriking",2008
95,95,"Tag Ridings",88,189,64,125,"BallStriking",2008
96,96,"Ben Curtis",80,190,53,137,"BallStriking",2008
96,96,"Jon Mills",95,190,116,74,"BallStriking",2008
98,98,"Charles Howell III",101,192,144,48,"BallStriking",2008
99,99,"Jonathan Byrd",88,193,44,149,"BallStriking",2008
100,100,"Doug LaBelle II",65,195,87,108,"BallStriking",2008
101,101,"Phil Mickelson",80,199,129,70,"BallStriking",2008
102,102,"Paul Claxton",63,202,105,97,"BallStriking",2008
103,103,"Brad Elder",67,208,109,99,"BallStriking",2008
104,104,"Brenden Pappas",66,209,121,88,"BallStriking",2008
105,105,"Trevor Immelman",70,211,63,148,"BallStriking",2008
106,106,"Nick OHern",82,213,97,116,"BallStriking",2008
107,107,"Tim Petrovic",97,219,75,144,"BallStriking",2008
108,108,"Tim Wilkinson",95,220,135,85,"BallStriking",2008
109,109,"Todd Hamilton",92,221,71,150,"BallStriking",2008
110,110,"Adam Scott",51,223,95,128,"BallStriking",2008
111,111,"Sean OHair",81,225,112,113,"BallStriking",2008
111,111,"David Toms",70,225,135,90,"BallStriking",2008
113,113,"Dustin Johnson",92,226,97,129,"BallStriking",2008
114,114,"Carlos Franco",73,229,182,47,"BallStriking",2008
115,115,"Will Ma Kenzie",62,231,124,107,"BallStriking",2008
116,116,"Peter Lonard",92,233,133,100,"BallStriking",2008
117,117,"Marc Turnesa",87,234,97,137,"BallStriking",2008
118,118,"Brad Adamonis",87,235,167,68,"BallStriking",2008
118,118,"KJ Choi",74,235,154,81,"BallStriking",2008
120,120,"Shane Bertsch",96,236,114,122,"BallStriking",2008
120,120,"Frank Lickliter II",107,236,112,124,"BallStriking",2008
122,122,"Kevin Na",97,237,104,133,"BallStriking",2008
123,123,"Mark Calcavecchia",67,238,124,114,"BallStriking",2008
123,123,"Tim Herron",97,238,75,163,"BallStriking",2008
125,125,"Camilo Villegas",79,240,129,111,"BallStriking",2008
126,126,"Brett Quigley",80,241,129,112,"BallStriking",2008
127,127,"Jeff Overton",103,242,124,118,"BallStriking",2008
128,128,"Glen Day",64,245,128,117,"BallStriking",2008
128,128,"James Driscoll",85,245,150,95,"BallStriking",2008
130,130,"Richard Johnson",60,249,157,92,"BallStriking",2008
131,131,"Brian Gay",102,253,124,129,"BallStriking",2008
132,132,"Dudley Hart",74,254,190,64,"BallStriking",2008
133,133,"Jim McGovern",75,255,172,83,"BallStriking",2008
134,134,"Stephen Ames",83,256,160,96,"BallStriking",2008
135,135,"Ken Duke",116,257,153,104,"BallStriking",2008
135,135,"JB Holmes",86,257,105,152,"BallStriking",2008
135,135,"Mike Weir",88,257,148,109,"BallStriking",2008
138,138,"Jason Allred",63,265,110,155,"BallStriking",2008
139,139,"Dean Wilson",109,266,189,77,"BallStriking",2008
140,140,"Paul Goydos",78,267,116,151,"BallStriking",2008
141,141,"Lee Janzen",89,269,155,114,"BallStriking",2008
142,142,"Padraig Harrington",52,270,84,186,"BallStriking",2008
143,143,"Angel Cabrera",55,272,116,156,"BallStriking",2008
144,144,"Alejandro Canizares",52,275,114,161,"BallStriking",2008
145,145,"Cliff Kresge",84,276,178,98,"BallStriking",2008
146,146,"Bob Sowards",61,277,138,139,"BallStriking",2008
147,147,"Alex Cejka",75,281,135,146,"BallStriking",2008
148,148,"John Mallinger",95,282,97,185,"BallStriking",2008
149,149,"Mark Hensby",71,285,164,121,"BallStriking",2008
150,150,"Travis Perkins",53,287,110,177,"BallStriking",2008
151,151,"David Lutterus",59,290,129,161,"BallStriking",2008
151,151,"Tom Pernice Jr",104,290,170,120,"BallStriking",2008
153,153,"Jin Park",85,291,138,153,"BallStriking",2008
154,154,"Steve Flesch",95,294,185,109,"BallStriking",2008
155,155,"Tim Clark",90,296,165,131,"BallStriking",2008
155,155,"Craig Kanada",65,296,138,158,"BallStriking",2008
157,157,"Jerry Kelly",89,297,157,140,"BallStriking",2008
157,157,"Jimmy Walker",73,297,150,147,"BallStriking",2008
159,159,"Matt Kuchar",88,298,172,126,"BallStriking",2008
159,159,"Kyle Thompson",70,298,138,160,"BallStriking",2008
161,161,"Carl Pettersson",110,305,171,134,"BallStriking",2008
162,162,"Aaron Baddeley",76,310,144,166,"BallStriking",2008
163,163,"Geoff Ogilvy",65,311,142,169,"BallStriking",2008
164,164,"Chris Riley",51,313,144,169,"BallStriking",2008
165,165,"Andres Romero",69,315,121,194,"BallStriking",2008
166,166,"Matt Jones",95,319,155,164,"BallStriking",2008
167,167,"Steve Stricker",75,320,193,127,"BallStriking",2008
168,168,"Billy Andrade",71,322,187,135,"BallStriking",2008
168,168,"Tom Lehman",51,322,157,165,"BallStriking",2008
170,170,"Chris DiMarco",87,323,181,142,"BallStriking",2008
170,170,"JP Hayes",67,323,142,181,"BallStriking",2008
172,172,"Stuart Appleby",87,328,160,168,"BallStriking",2008
172,172,"Brandt Snedeker",85,328,188,140,"BallStriking",2008
175,175,"Stephen Leaney",53,331,165,166,"BallStriking",2008
175,175,"Rocco Mediate",87,331,174,157,"BallStriking",2008
177,177,"Jesper Parnevik",88,334,150,184,"BallStriking",2008
178,178,"Greg Kraft",63,335,144,191,"BallStriking",2008
178,178,"Parker McLachlin",88,335,176,159,"BallStriking",2008
180,180,"Ernie Els",51,340,162,178,"BallStriking",2008
181,181,"Corey Pavin",69,345,149,196,"BallStriking",2008
182,182,"Marco Dawson",64,351,169,182,"BallStriking",2008
183,183,"Daniel Chopra",84,352,163,189,"BallStriking",2008
183,183,"Johnson Wagner",83,352,178,174,"BallStriking",2008
185,185,"Cody Freeman",66,354,175,179,"BallStriking",2008
186,186,"Freddie Jacobson",78,356,185,171,"BallStriking",2008
187,187,"Eric Axley",113,357,177,180,"BallStriking",2008
188,188,"Steve Lowery",74,361,168,193,"BallStriking",2008
189,189,"Jeff Quinney",87,364,192,172,"BallStriking",2008
190,190,"Retief Goosen",59,370,178,192,"BallStriking",2008
190,190,"Ryuji Imada",80,370,194,176,"BallStriking",2008
190,190,"Brett Rumford",72,370,195,175,"BallStriking",2008
193,193,"Nathan Green",95,372,184,188,"BallStriking",2008
194,194,"Ian Poulter",51,373,183,190,"BallStriking",2008
195,195,"Chad Collins",72,379,196,183,"BallStriking",2008
196,196,"Shigeki Maruyama",50,384,197,187,"BallStriking",2008
197,197,"David Duval",51,388,191,197,"BallStriking",2008
