"GoingfortheGreen_RANKTHISWEEK_2015","GoingfortheGreen_RANKLASTWEEK_2015","GoingfortheGreen_PLAYERNAME_2015","GoingfortheGreen_ROUNDS_2015","GoingfortheGreen_Pct_2015","GoingfortheGreen_ATTEMPTS_2015","GoingfortheGreen_NONATTEMPTS_2015","GoingfortheGreen_RTPGOINGFORTHEGREEN_2015","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2015","stat_name","year"
49,49,"Rickie Fowler",76,56.13,119,93,-65,-14,"GoingfortheGreen",2015
50,50,"John Senden",80,55.98,117,92,-68,5,"GoingfortheGreen",2015
51,51,"Scott Stallings",60,55.9,109,86,-68,14,"GoingfortheGreen",2015
52,52,"Boo Weekley",79,55.74,136,108,-80,-12,"GoingfortheGreen",2015
53,53,"Shawn Stefani",94,55.65,187,149,-110,-2,"GoingfortheGreen",2015
54,54,"Graham DeLaet",65,55.38,108,87,-69,-3,"GoingfortheGreen",2015
55,55,"Hunter Mahan",88,55.19,149,121,-81,-4,"GoingfortheGreen",2015
56,56,"Webb Simpson",81,55.08,130,106,-83,-7,"GoingfortheGreen",2015
57,57,"Sean OHair",86,54.98,171,140,-73,-7,"GoingfortheGreen",2015
58,58,"Roger Sloan",56,54.74,75,62,-43,10,"GoingfortheGreen",2015
59,59,"Lucas Glover",79,54.65,141,117,-83,0,"GoingfortheGreen",2015
60,60,"Byron Smith",59,54.61,77,64,-41,0,"GoingfortheGreen",2015
61,61,"John Peterson",84,54.58,155,129,-79,-8,"GoingfortheGreen",2015
62,62,"Nick Taylor",91,54.4,173,145,-92,-16,"GoingfortheGreen",2015
63,63,"Oscar Fraustro",58,54.35,75,63,-36,5,"GoingfortheGreen",2015
64,64,"Aaron Baddeley",76,54.27,127,107,-90,-3,"GoingfortheGreen",2015
65,65,"Retief Goosen",81,54.24,128,108,-59,-5,"GoingfortheGreen",2015
66,66,"Jordan Spieth",91,54.18,136,115,-77,-18,"GoingfortheGreen",2015
67,67,"Scott Piercy",90,54.15,163,138,-70,-22,"GoingfortheGreen",2015
68,68,"Robert Streb",110,53.63,192,166,-113,-19,"GoingfortheGreen",2015
69,69,"Rory Sabbatini",81,53.59,127,110,-71,-10,"GoingfortheGreen",2015
70,70,"Brian Harman",90,53.5,153,133,-89,-14,"GoingfortheGreen",2015
71,71,"Russell Henley",87,53.01,132,117,-63,-20,"GoingfortheGreen",2015
72,72,"Cameron Percy",72,52.97,107,95,-64,-3,"GoingfortheGreen",2015
73,73,"Ryo Ishikawa",90,52.9,137,122,-64,-17,"GoingfortheGreen",2015
74,74,"Tom Hoge",83,52.68,118,106,-61,-13,"GoingfortheGreen",2015
75,75,"Bill Lunde",50,52.59,61,55,-26,4,"GoingfortheGreen",2015
76,76,"Lee Westwood",56,52.5,63,57,-26,10,"GoingfortheGreen",2015
77,77,"Ryan Palmer",80,52.28,103,94,-53,4,"GoingfortheGreen",2015
78,78,"Chesson Hadley",101,52.02,180,166,-92,-8,"GoingfortheGreen",2015
79,79,"Roberto Castro",54,51.82,57,53,-37,-11,"GoingfortheGreen",2015
80,80,"Alex Prugh",84,51.78,131,122,-82,-7,"GoingfortheGreen",2015
81,81,"Jonathan Randolph",72,51.72,105,98,-65,-10,"GoingfortheGreen",2015
82,82,"Seung Yul Noh",65,51.27,101,96,-66,0,"GoingfortheGreen",2015
83,83,"Erik Compton",86,51.21,127,121,-83,9,"GoingfortheGreen",2015
84,84,"Patrick Reed",103,51.2,149,142,-90,-18,"GoingfortheGreen",2015
85,85,"Carl Pettersson",106,51.15,178,170,-98,-5,"GoingfortheGreen",2015
86,86,"Matt Kuchar",97,50.98,156,150,-99,-33,"GoingfortheGreen",2015
87,87,"Bill Haas",89,50.96,133,128,-74,-25,"GoingfortheGreen",2015
88,88,"Paul Casey",87,50.95,107,103,-68,-13,"GoingfortheGreen",2015
89,89,"Adam Hadwin",95,50.86,148,143,-82,-5,"GoingfortheGreen",2015
90,90,"Michael Putnam",87,50.78,131,127,-60,-16,"GoingfortheGreen",2015
91,91,"Matt Every",73,50.47,107,105,-56,13,"GoingfortheGreen",2015
92,92,"Sangmoon Bae",98,50.45,169,166,-85,-16,"GoingfortheGreen",2015
93,93,"Camilo Villegas",83,50.38,133,131,-81,-1,"GoingfortheGreen",2015
94,94,"Nick Watney",91,50.33,152,150,-74,-14,"GoingfortheGreen",2015
95,95,"Jeff Overton",94,50.19,130,129,-71,-14,"GoingfortheGreen",2015
96,96,"Jason Gore",76,50,102,102,-49,0,"GoingfortheGreen",2015
97,97,"Kevin Kisner",104,49.85,170,171,-82,-34,"GoingfortheGreen",2015
98,98,"Andres Gonzales",90,49.63,135,137,-67,2,"GoingfortheGreen",2015
99,99,"Steve Wheatcroft",87,49.42,128,131,-75,-14,"GoingfortheGreen",2015
100,100,"Brendon de Jonge",106,49.26,166,171,-79,-18,"GoingfortheGreen",2015
101,101,"Jonathan Byrd",69,49.13,85,88,-40,-8,"GoingfortheGreen",2015
102,102,"Kevin Chappell",86,49.11,138,143,-76,-28,"GoingfortheGreen",2015
103,103,"Scott Brown",97,48.97,142,148,-79,-13,"GoingfortheGreen",2015
104,104,"Chez Reavie",56,48.85,85,89,-48,-8,"GoingfortheGreen",2015
105,105,"Kyle Reifers",96,48.59,138,146,-68,-13,"GoingfortheGreen",2015
106,106,"John Huh",102,48.44,155,165,-85,-15,"GoingfortheGreen",2015
107,107,"Derek Fathauer",81,48.35,117,125,-72,-2,"GoingfortheGreen",2015
107,107,"Padraig Harrington",60,48.35,88,94,-44,8,"GoingfortheGreen",2015
109,109,"Jamie Donaldson",50,47.79,54,59,-29,-8,"GoingfortheGreen",2015
110,110,"Scott Pinckney",88,47.74,127,139,-81,-3,"GoingfortheGreen",2015
110,110,"Michael Thompson",83,47.74,127,139,-81,-3,"GoingfortheGreen",2015
112,112,"Jason Dufner",76,47.13,82,92,-41,-12,"GoingfortheGreen",2015
113,113,"Spencer Levin",99,46.74,136,155,-63,-5,"GoingfortheGreen",2015
114,114,"John Merrick",78,46.73,100,114,-52,-14,"GoingfortheGreen",2015
115,115,"Davis Love III",51,46.53,67,77,-38,-2,"GoingfortheGreen",2015
116,116,"Ricky Barnes",82,46.26,105,122,-60,-1,"GoingfortheGreen",2015
117,117,"Jim Herman",88,46.24,129,150,-79,-4,"GoingfortheGreen",2015
118,118,"Mark Hubbard",79,46.23,98,114,-57,-14,"GoingfortheGreen",2015
119,119,"Chris Stroud",84,46.09,112,131,-47,-5,"GoingfortheGreen",2015
120,120,"Jim Renner",68,45.96,91,107,-38,6,"GoingfortheGreen",2015
121,121,"Chris Kirk",76,45.91,101,119,-62,-10,"GoingfortheGreen",2015
122,122,"Daniel Summerhays",101,45.85,149,176,-76,-24,"GoingfortheGreen",2015
123,123,"Eric Axley",57,45.77,65,77,-31,5,"GoingfortheGreen",2015
124,124,"Andrew Svoboda",80,45.56,113,135,-70,10,"GoingfortheGreen",2015
125,125,"Brice Garnett",81,45.54,102,122,-51,-10,"GoingfortheGreen",2015
126,126,"Blayne Barber",76,45.49,106,127,-51,-12,"GoingfortheGreen",2015
127,127,"David Lingmerth",90,45.45,120,144,-67,-19,"GoingfortheGreen",2015
128,128,"George McNeill",93,45.31,145,175,-82,-24,"GoingfortheGreen",2015
129,129,"Greg Owen",58,44.83,65,80,-24,-8,"GoingfortheGreen",2015
130,130,"Ben Martin",93,44.76,128,158,-81,-5,"GoingfortheGreen",2015
131,131,"Danny Lee",120,44.26,162,204,-89,-3,"GoingfortheGreen",2015
132,132,"Brandt Snedeker",98,44.12,120,152,-63,-25,"GoingfortheGreen",2015
133,133,"Luke Guthrie",84,43.57,105,136,-58,2,"GoingfortheGreen",2015
134,134,"James Hahn",94,43.45,126,164,-61,-27,"GoingfortheGreen",2015
135,135,"Cameron Tringale",96,43.1,128,169,-66,-30,"GoingfortheGreen",2015
136,136,"Johnson Wagner",68,42.86,84,112,-51,-5,"GoingfortheGreen",2015
137,137,"Robert Allenby",63,42.77,74,99,-33,10,"GoingfortheGreen",2015
138,138,"Zach Johnson",90,42.41,109,148,-62,-28,"GoingfortheGreen",2015
139,139,"Pat Perez",96,42.15,137,188,-77,-24,"GoingfortheGreen",2015
140,140,"Alex Cejka",94,42.07,122,168,-73,-15,"GoingfortheGreen",2015
141,141,"Chad Campbell",97,41.64,132,185,-82,-29,"GoingfortheGreen",2015
142,142,"Kevin Na",98,41.6,109,153,-62,-24,"GoingfortheGreen",2015
143,143,"Whee Kim",71,41.4,77,109,-38,-9,"GoingfortheGreen",2015
144,144,"Tyrone Van Aswegen",58,41.26,59,84,-26,0,"GoingfortheGreen",2015
145,145,"SJ Park",79,41.18,91,130,-53,-8,"GoingfortheGreen",2015
146,146,"Bo Van Pelt",81,41.06,101,145,-54,-14,"GoingfortheGreen",2015
147,147,"Ian Poulter",68,41.04,71,102,-36,-10,"GoingfortheGreen",2015
148,148,"Andrew Putnam",68,40.98,84,121,-46,7,"GoingfortheGreen",2015
149,149,"Stewart Cink",77,40.85,96,139,-51,-32,"GoingfortheGreen",2015
150,150,"Fabian Gomez",83,40.74,99,144,-51,-10,"GoingfortheGreen",2015
151,151,"JJ Henry",94,40.73,112,163,-63,-15,"GoingfortheGreen",2015
152,152,"DA Points",72,40.67,85,124,-46,-22,"GoingfortheGreen",2015
153,153,"Ken Duke",93,40.59,110,161,-51,-28,"GoingfortheGreen",2015
154,154,"Jerry Kelly",79,40.52,94,138,-47,-32,"GoingfortheGreen",2015
155,155,"Scott Langley",94,40.07,109,163,-68,-29,"GoingfortheGreen",2015
156,156,"Jonas Blixt",78,39.89,71,107,-38,-11,"GoingfortheGreen",2015
157,157,"Steven Alker",62,39.77,68,103,-42,-15,"GoingfortheGreen",2015
158,158,"Ryan Moore",81,39.76,101,153,-62,-37,"GoingfortheGreen",2015
159,159,"Francesco Molinari",56,38.65,63,100,-31,-28,"GoingfortheGreen",2015
160,160,"Russell Knox",96,38.15,124,201,-76,-10,"GoingfortheGreen",2015
161,161,"Greg Chalmers",58,37.98,49,80,-24,-8,"GoingfortheGreen",2015
162,162,"Luke Donald",71,37.89,72,118,-42,-15,"GoingfortheGreen",2015
163,163,"Chad Collins",79,37.67,84,139,-53,-17,"GoingfortheGreen",2015
164,164,"Troy Merritt",91,37.62,120,199,-47,-8,"GoingfortheGreen",2015
165,165,"Brian Davis",86,36.63,89,154,-40,-25,"GoingfortheGreen",2015
166,166,"Nicholas Thompson",90,36.33,89,156,-40,-20,"GoingfortheGreen",2015
167,167,"Heath Slocum",57,36.03,49,87,-26,-5,"GoingfortheGreen",2015
168,168,"Jason Bohn",95,35.8,116,208,-68,-35,"GoingfortheGreen",2015
169,169,"Brendon Todd",96,34.29,96,184,-57,-29,"GoingfortheGreen",2015
170,170,"William McGirt",103,34.18,121,233,-57,-38,"GoingfortheGreen",2015
171,171,"Colt Knost",90,33.46,88,175,-51,-31,"GoingfortheGreen",2015
172,172,"Zac Blair",108,33.33,102,204,-52,-42,"GoingfortheGreen",2015
172,172,"Tim Wilkinson",73,33.33,67,134,-43,-8,"GoingfortheGreen",2015
174,174,"Brian Stuard",97,32.98,93,189,-50,-21,"GoingfortheGreen",2015
175,175,"Mark Wilson",89,32.88,96,196,-52,-26,"GoingfortheGreen",2015
176,176,"David Hearn",97,32.61,105,217,-52,-35,"GoingfortheGreen",2015
177,177,"Jim Furyk",71,32.39,69,144,-40,-13,"GoingfortheGreen",2015
178,178,"KJ Choi",66,30.36,68,156,-42,-19,"GoingfortheGreen",2015
179,179,"Billy Hurley III",83,29.55,65,155,-23,-13,"GoingfortheGreen",2015
180,180,"Bryce Molder",91,28.52,79,198,-38,-18,"GoingfortheGreen",2015
181,181,"Ben Crane",62,24.86,45,136,-24,-23,"GoingfortheGreen",2015
182,182,"David Toms",62,23.62,47,152,-21,-23,"GoingfortheGreen",2015
183,183,"Jon Curran",83,23.21,52,172,-35,-13,"GoingfortheGreen",2015
184,184,"Justin Leonard",61,18.99,34,145,-26,-17,"GoingfortheGreen",2015
