"FirstTeeLateScoringAverage_RANKTHISWEEK_2009","FirstTeeLateScoringAverage_RANKLASTWEEK_2009","FirstTeeLateScoringAverage_PLAYERNAME_2009","FirstTeeLateScoringAverage_ROUNDS_2009","FirstTeeLateScoringAverage_AVG_2009","FirstTeeLateScoringAverage_TOTALSTROKES_2009","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2009","stat_name","year"
83,83,"DA Points",99,70.77,2194,31,"FirstTeeLateScoringAverage",2009
85,85,"Steve Flesch",77,70.78,1274,18,"FirstTeeLateScoringAverage",2009
85,85,"Brian Vranesh",51,70.78,637,9,"FirstTeeLateScoringAverage",2009
87,87,"Ian Poulter",59,70.79,2053,29,"FirstTeeLateScoringAverage",2009
88,88,"Woody Austin",84,70.8,1416,20,"FirstTeeLateScoringAverage",2009
88,88,"Rich Beem",77,70.8,1416,20,"FirstTeeLateScoringAverage",2009
88,88,"Cliff Kresge",78,70.8,1770,25,"FirstTeeLateScoringAverage",2009
88,88,"Kevin Sutherland",96,70.8,1770,25,"FirstTeeLateScoringAverage",2009
92,92,"Angel Cabrera",55,70.81,1133,16,"FirstTeeLateScoringAverage",2009
93,93,"Patrick Sheehan",51,70.83,850,12,"FirstTeeLateScoringAverage",2009
94,94,"Ernie Els",70,70.84,2196,31,"FirstTeeLateScoringAverage",2009
95,95,"Scott McCarron",91,70.87,1630,23,"FirstTeeLateScoringAverage",2009
96,96,"Mathew Goggin",76,70.88,1701,24,"FirstTeeLateScoringAverage",2009
96,96,"Carl Pettersson",86,70.88,1134,16,"FirstTeeLateScoringAverage",2009
96,96,"Camilo Villegas",76,70.88,2268,32,"FirstTeeLateScoringAverage",2009
99,99,"Jeff Maggert",79,70.89,1985,28,"FirstTeeLateScoringAverage",2009
100,100,"Retief Goosen",74,70.9,2198,31,"FirstTeeLateScoringAverage",2009
101,101,"JJ Henry",97,70.91,2340,33,"FirstTeeLateScoringAverage",2009
101,101,"Kevin Stadler",65,70.91,1560,22,"FirstTeeLateScoringAverage",2009
103,103,"Mark Calcavecchia",72,70.93,993,14,"FirstTeeLateScoringAverage",2009
103,103,"Vijay Singh",71,70.93,1986,28,"FirstTeeLateScoringAverage",2009
105,105,"Chris DiMarco",97,70.94,1206,17,"FirstTeeLateScoringAverage",2009
105,105,"Bob Heintz",59,70.94,1135,16,"FirstTeeLateScoringAverage",2009
107,107,"Tim Herron",87,70.96,1774,25,"FirstTeeLateScoringAverage",2009
108,108,"Mike Weir",85,70.97,2058,29,"FirstTeeLateScoringAverage",2009
109,109,"Mark Brooks",55,71,639,9,"FirstTeeLateScoringAverage",2009
109,109,"Ben Curtis",63,71,1278,18,"FirstTeeLateScoringAverage",2009
109,109,"Marc Leishman",91,71,1917,27,"FirstTeeLateScoringAverage",2009
112,112,"Ben Crane",93,71.03,2131,30,"FirstTeeLateScoringAverage",2009
112,112,"Boo Weekley",79,71.03,2273,32,"FirstTeeLateScoringAverage",2009
114,114,"Alex Cejka",82,71.07,1919,27,"FirstTeeLateScoringAverage",2009
115,115,"Ryan Palmer",78,71.1,1493,21,"FirstTeeLateScoringAverage",2009
116,116,"Tommy Armour III",58,71.13,1067,15,"FirstTeeLateScoringAverage",2009
117,117,"Fred Couples",54,71.14,1494,21,"FirstTeeLateScoringAverage",2009
118,118,"Peter Lonard",86,71.15,1423,20,"FirstTeeLateScoringAverage",2009
118,118,"Chez Reavie",81,71.15,1423,20,"FirstTeeLateScoringAverage",2009
118,118,"John Rollins",92,71.15,1850,26,"FirstTeeLateScoringAverage",2009
121,121,"Jarrod Lyle",65,71.16,1352,19,"FirstTeeLateScoringAverage",2009
122,122,"Nathan Green",104,71.17,2064,29,"FirstTeeLateScoringAverage",2009
122,122,"Bill Lunde",83,71.17,1281,18,"FirstTeeLateScoringAverage",2009
124,124,"Scott Piercy",85,71.18,2420,34,"FirstTeeLateScoringAverage",2009
124,124,"Justin Rose",71,71.18,1566,22,"FirstTeeLateScoringAverage",2009
126,126,"Ryuji Imada",85,71.2,1780,25,"FirstTeeLateScoringAverage",2009
127,127,"Charles Warren",63,71.22,1282,18,"FirstTeeLateScoringAverage",2009
128,128,"Geoff Ogilvy",78,71.24,2707,38,"FirstTeeLateScoringAverage",2009
129,129,"Brendon de Jonge",90,71.25,1425,20,"FirstTeeLateScoringAverage",2009
129,129,"Brett Quigley",92,71.25,1425,20,"FirstTeeLateScoringAverage",2009
131,131,"Will Ma Kenzie",69,71.27,1853,26,"FirstTeeLateScoringAverage",2009
132,132,"James Nitties",86,71.28,2281,32,"FirstTeeLateScoringAverage",2009
133,133,"Nicholas Thompson",96,71.29,1497,21,"FirstTeeLateScoringAverage",2009
134,134,"Jonathan Byrd",89,71.31,2068,29,"FirstTeeLateScoringAverage",2009
134,134,"Andres Romero",58,71.31,927,13,"FirstTeeLateScoringAverage",2009
136,136,"Ricky Barnes",67,71.33,856,12,"FirstTeeLateScoringAverage",2009
136,136,"Kent Jones",73,71.33,1284,18,"FirstTeeLateScoringAverage",2009
138,138,"KJ Choi",65,71.36,1570,22,"FirstTeeLateScoringAverage",2009
138,138,"Charley Hoffman",97,71.36,1998,28,"FirstTeeLateScoringAverage",2009
140,140,"Bart Bryant",58,71.38,928,13,"FirstTeeLateScoringAverage",2009
140,140,"Johnson Wagner",81,71.38,1713,24,"FirstTeeLateScoringAverage",2009
142,142,"Cameron Beckman",87,71.39,1285,18,"FirstTeeLateScoringAverage",2009
142,142,"Stewart Cink",79,71.39,1999,28,"FirstTeeLateScoringAverage",2009
144,144,"Matt Jones",56,71.4,1071,15,"FirstTeeLateScoringAverage",2009
145,145,"Vaughn Taylor",88,71.41,1928,27,"FirstTeeLateScoringAverage",2009
145,145,"Peter Tomasulo",61,71.41,1571,22,"FirstTeeLateScoringAverage",2009
147,147,"Rod Pampling",72,71.42,1857,26,"FirstTeeLateScoringAverage",2009
148,148,"Robert Allenby",71,71.46,1858,26,"FirstTeeLateScoringAverage",2009
149,149,"Billy Mayfair",83,71.47,1358,19,"FirstTeeLateScoringAverage",2009
150,150,"Troy Matteson",95,71.53,2289,32,"FirstTeeLateScoringAverage",2009
151,151,"Richard Johnson",85,71.55,1431,20,"FirstTeeLateScoringAverage",2009
152,152,"Kris Blanks",60,71.6,1074,15,"FirstTeeLateScoringAverage",2009
153,153,"Casey Wittenberg",71,71.62,1504,21,"FirstTeeLateScoringAverage",2009
154,154,"Joe Durant",62,71.63,1146,16,"FirstTeeLateScoringAverage",2009
154,154,"Parker McLachlin",71,71.63,1361,19,"FirstTeeLateScoringAverage",2009
154,154,"Darron Stiles",52,71.63,1146,16,"FirstTeeLateScoringAverage",2009
157,157,"Matt Bettencourt",98,71.65,1648,23,"FirstTeeLateScoringAverage",2009
158,158,"Jay Williamson",69,71.67,860,12,"FirstTeeLateScoringAverage",2009
159,159,"Spencer Levin",75,71.69,1147,16,"FirstTeeLateScoringAverage",2009
159,159,"Rick Price",54,71.69,1147,16,"FirstTeeLateScoringAverage",2009
161,161,"Rocco Mediate",79,71.7,1434,20,"FirstTeeLateScoringAverage",2009
162,162,"David Mathis",82,71.71,1721,24,"FirstTeeLateScoringAverage",2009
163,163,"Daniel Chopra",89,71.77,1579,22,"FirstTeeLateScoringAverage",2009
164,164,"Brian Bateman",55,71.79,1005,14,"FirstTeeLateScoringAverage",2009
164,164,"Pat Perez",74,71.79,1364,19,"FirstTeeLateScoringAverage",2009
166,166,"Adam Scott",53,71.81,1508,21,"FirstTeeLateScoringAverage",2009
167,167,"Gary Woodland",53,71.83,862,12,"FirstTeeLateScoringAverage",2009
168,168,"Todd Hamilton",83,71.96,1799,25,"FirstTeeLateScoringAverage",2009
169,169,"Aaron Baddeley",66,72,864,12,"FirstTeeLateScoringAverage",2009
169,169,"Colt Knost",71,72,1368,19,"FirstTeeLateScoringAverage",2009
169,169,"Bubba Watson",73,72,1800,25,"FirstTeeLateScoringAverage",2009
172,172,"Aron Price",89,72.1,1514,21,"FirstTeeLateScoringAverage",2009
173,173,"David Duval",56,72.13,1082,15,"FirstTeeLateScoringAverage",2009
174,174,"Brad Adamonis",70,72.33,868,12,"FirstTeeLateScoringAverage",2009
174,174,"JB Holmes",74,72.33,1085,15,"FirstTeeLateScoringAverage",2009
176,176,"Steve Lowery",83,72.57,1016,14,"FirstTeeLateScoringAverage",2009
177,177,"Eric Axley",71,72.62,944,13,"FirstTeeLateScoringAverage",2009
178,178,"Greg Kraft",51,72.64,1017,14,"FirstTeeLateScoringAverage",2009
179,179,"Ken Duke",87,72.74,1382,19,"FirstTeeLateScoringAverage",2009
180,180,"Stuart Appleby",79,72.8,1820,25,"FirstTeeLateScoringAverage",2009
181,181,"Leif Olson",51,73.07,1023,14,"FirstTeeLateScoringAverage",2009
182,182,"Derek Fathauer",63,73.21,1025,14,"FirstTeeLateScoringAverage",2009
183,183,"Brendon Todd",53,73.72,1327,18,"FirstTeeLateScoringAverage",2009
184,184,"Brad Faxon",59,74.67,672,9,"FirstTeeLateScoringAverage",2009
