"CarryDistance_RANKTHISWEEK_2008","CarryDistance_RANKLASTWEEK_2008","CarryDistance_PLAYERNAME_2008","CarryDistance_ROUNDS_2008","CarryDistance_AVG_2008","CarryDistance_TOTALDISTTOIMPACT_2008","CarryDistance_TOTALATTEMPTS_2008","CarryDistance_LONGESTCARRYDISTANCE_2008","CarryDistance_SHORTESTCARRYDISTANCE_2008","stat_name","year"
26,NA,"Richard Johnson",77,283.3,14730.7,52,325.3,199.4,"CarryDistance",2008
27,NA,"Pat Perez",93,282.6,20064.1,71,310,257.3,"CarryDistance",2008
28,NA,"Steve Allan",58,282.5,10733.7,38,312.1,236.9,"CarryDistance",2008
29,NA,"Troy Matteson",94,281.9,21990,78,311.1,237.8,"CarryDistance",2008
30,NA,"Ryan Palmer",69,281.8,10144.3,36,317.8,233.5,"CarryDistance",2008
31,NA,"Bill Haas",99,281.3,21941.2,78,311.8,238,"CarryDistance",2008
32,NA,"Geoff Ogilvy",65,281,12365.7,44,308.5,249.5,"CarryDistance",2008
33,NA,"Brenden Pappas",66,280.9,10675,38,314.4,256.2,"CarryDistance",2008
34,NA,"James Driscoll",85,280.4,16826.3,60,313,212.7,"CarryDistance",2008
35,NA,"Padraig Harrington",52,280.1,6162.2,22,303.6,243.8,"CarryDistance",2008
36,NA,"Nicholas Thompson",113,280,22116.6,79,314.3,255.5,"CarryDistance",2008
37,NA,"Jason Day",81,279.3,17593.9,63,314.3,241.8,"CarryDistance",2008
37,NA,"Sergio Garcia",72,279.3,12567.7,45,333.1,247.3,"CarryDistance",2008
39,NA,"Bo Van Pelt",101,278.5,20884.9,75,301.2,251.9,"CarryDistance",2008
40,NA,"Phil Mickelson",80,278.1,12237,44,308.8,245.6,"CarryDistance",2008
41,NA,"Tommy Gainey",60,277.7,9719.5,35,318,237,"CarryDistance",2008
42,NA,"Sean OHair",81,277.6,15825.4,57,315.1,212,"CarryDistance",2008
43,NA,"Jimmy Walker",73,277.5,12764.5,46,310.3,240.6,"CarryDistance",2008
44,NA,"Woody Austin",109,277.4,23856.5,86,320.6,241.1,"CarryDistance",2008
45,NA,"Brandt Jobe",52,277.3,8875,32,297,255.6,"CarryDistance",2008
46,NA,"Kenny Perry",97,277.2,21065.5,76,306,251,"CarryDistance",2008
47,NA,"Matt Jones",95,277.1,18290.4,66,305.1,246,"CarryDistance",2008
48,NA,"David Duval",51,277,6647.1,24,307.9,244.2,"CarryDistance",2008
49,NA,"Steve Stricker",75,276.8,13840.1,50,314,247.9,"CarryDistance",2008
50,NA,"Mathew Goggin",91,276.6,17976.4,65,325.3,248.3,"CarryDistance",2008
50,NA,"John Senden",93,276.6,18255.9,66,308.3,219.7,"CarryDistance",2008
52,NA,"Kevin Sutherland",98,276.5,21839.8,79,319.1,243.5,"CarryDistance",2008
53,NA,"Steve Lowery",74,276.3,15470.4,56,307.1,248.4,"CarryDistance",2008
53,NA,"Kevin Streelman",114,276.3,22657.8,82,318.6,239.2,"CarryDistance",2008
55,NA,"Boo Weekley",86,276.1,16568.3,60,325.7,242.5,"CarryDistance",2008
56,NA,"Nick Flanagan",89,275.6,17912.6,65,314.7,240.8,"CarryDistance",2008
57,NA,"Mathias Gronberg",87,275.3,15692.2,57,305,235,"CarryDistance",2008
58,NA,"Todd Hamilton",92,275.2,11559.7,42,307.9,219.4,"CarryDistance",2008
58,NA,"Steve Marino",119,275.2,22569.3,82,306.8,241.7,"CarryDistance",2008
60,NA,"Ted Purdy",68,275.1,11005.6,40,296.4,247.6,"CarryDistance",2008
61,NA,"Hunter Mahan",87,275,18151.2,66,308,239.9,"CarryDistance",2008
62,NA,"Charles Howell III",101,274.9,19518.4,71,311.7,227.4,"CarryDistance",2008
63,NA,"Rory Sabbatini",77,274.8,14839.9,54,307.5,219,"CarryDistance",2008
64,NA,"Aaron Baddeley",76,274.7,12635.2,46,310.7,245.6,"CarryDistance",2008
65,NA,"Robert Allenby",108,274.6,20045,73,302.5,243.9,"CarryDistance",2008
66,NA,"Jon Mills",95,274.5,14001.5,51,308.6,246.9,"CarryDistance",2008
67,NA,"Brad Adamonis",87,274.4,17559.5,64,303.8,240,"CarryDistance",2008
68,NA,"Jonathan Byrd",88,274.3,20021.4,73,308,230.4,"CarryDistance",2008
69,NA,"John Merrick",98,274.2,17821.6,65,316,246.8,"CarryDistance",2008
70,NA,"Ernie Els",51,274.1,9593.3,35,312,239.9,"CarryDistance",2008
70,NA,"John Huston",56,274.1,11513.1,42,304.7,242.6,"CarryDistance",2008
70,NA,"DJ Trahan",94,274.1,18640,68,307.7,237.2,"CarryDistance",2008
73,NA,"Jeff Overton",103,273.9,18079.1,66,306.7,207.3,"CarryDistance",2008
74,NA,"Kevin Stadler",90,273.8,14236.6,52,301,224.2,"CarryDistance",2008
75,NA,"John Rollins",94,273.3,19131.8,70,306.4,237.5,"CarryDistance",2008
76,NA,"Brett Quigley",80,273.2,15300.6,56,301.4,238,"CarryDistance",2008
77,NA,"Stuart Appleby",87,273.1,16383.5,60,308.8,243.7,"CarryDistance",2008
78,NA,"Billy Andrade",71,272.5,11989.6,44,303.6,238.7,"CarryDistance",2008
79,NA,"Michael Letzig",88,272.3,17427.1,64,295.8,239.4,"CarryDistance",2008
80,NA,"Johnson Wagner",83,272,16590.1,61,310.4,241,"CarryDistance",2008
81,NA,"Retief Goosen",59,271.5,9230.1,34,305.2,227.9,"CarryDistance",2008
81,NA,"Carl Pettersson",110,271.5,24437.3,90,310,236.6,"CarryDistance",2008
83,NA,"Tim Herron",97,271.3,19535.2,72,306.1,228.2,"CarryDistance",2008
84,NA,"Camilo Villegas",79,271.2,14646.5,54,300,195.8,"CarryDistance",2008
85,NA,"Todd Demsey",80,270.8,15974.9,59,299.8,247.4,"CarryDistance",2008
86,NA,"Joe Ogilvie",100,270.4,21088.8,78,301.7,231.5,"CarryDistance",2008
87,NA,"KJ Choi",74,270.2,16213.3,60,308.8,241.6,"CarryDistance",2008
88,NA,"Mark Wilson",107,270,27537.8,102,305.2,232.2,"CarryDistance",2008
89,NA,"Rich Beem",90,269.9,18351.9,68,292.8,229.1,"CarryDistance",2008
90,NA,"Mark Calcavecchia",67,269.8,11329.8,42,308.4,224.4,"CarryDistance",2008
91,NA,"Eric Axley",113,269.6,21026.8,78,304.2,225.2,"CarryDistance",2008
91,NA,"Justin Bolli",87,269.6,18062.4,67,298.3,195.5,"CarryDistance",2008
91,NA,"Brad Elder",67,269.6,11862.5,44,294.9,236.7,"CarryDistance",2008
94,NA,"Bob Sowards",61,269.4,10506.2,39,306.1,245.8,"CarryDistance",2008
95,NA,"Brett Rumford",72,269.2,13999.1,52,300.6,221.9,"CarryDistance",2008
96,NA,"Chris Stroud",81,269.1,14799.8,55,308.2,238.7,"CarryDistance",2008
97,NA,"Will Ma Kenzie",62,268.8,14784,55,291.9,225.6,"CarryDistance",2008
98,NA,"Alex Cejka",75,268.7,12896.7,48,296.6,239.3,"CarryDistance",2008
99,NA,"Ben Curtis",80,268.6,17187.6,64,300.5,239,"CarryDistance",2008
99,NA,"Jim Furyk",95,268.6,21486.3,80,301.1,238.8,"CarryDistance",2008
101,NA,"Trevor Immelman",70,268.4,12885.1,48,311.8,228.1,"CarryDistance",2008
102,NA,"Ryan Armour",87,268.3,16634.7,62,300.8,228.8,"CarryDistance",2008
103,NA,"David Lutterus",59,268.2,10189.7,38,291,235.8,"CarryDistance",2008
104,NA,"JJ Henry",108,267.8,23294.5,87,308.1,223.7,"CarryDistance",2008
105,NA,"YE Yang",89,267.6,18198,68,303.8,243.2,"CarryDistance",2008
106,NA,"Frank Lickliter II",107,267.5,23271.7,87,295.5,237.8,"CarryDistance",2008
107,NA,"Kyle Thompson",70,267.4,13371.1,50,308.8,240.4,"CarryDistance",2008
108,NA,"Nathan Green",95,267.2,17101.1,64,299.6,239.9,"CarryDistance",2008
108,NA,"Brandt Snedeker",85,267.2,17365.9,65,296,223.7,"CarryDistance",2008
110,NA,"Lee Janzen",89,267.1,17625.7,66,299.2,233.6,"CarryDistance",2008
111,NA,"Ryan Moore",72,267,14149.5,53,297.9,231.3,"CarryDistance",2008
112,NA,"Jeff Gove",50,266.9,9607.5,36,296.2,242.8,"CarryDistance",2008
113,NA,"Rocco Mediate",87,266.7,16266.8,61,303.3,229.8,"CarryDistance",2008
113,NA,"Ian Poulter",51,266.7,9334.4,35,289.4,241,"CarryDistance",2008
115,NA,"Scott McCarron",63,266.6,12798.3,48,297.7,244.6,"CarryDistance",2008
115,NA,"Marc Turnesa",87,266.6,17060.9,64,290.5,245.2,"CarryDistance",2008
117,NA,"Chad Campbell",94,266.5,22920.7,86,302.6,230.2,"CarryDistance",2008
117,NA,"Jesper Parnevik",88,266.5,17053.5,64,302.4,234.2,"CarryDistance",2008
119,NA,"Cody Freeman",66,266.3,11715.6,44,311.6,232.9,"CarryDistance",2008
119,NA,"Rod Pampling",83,266.3,15709.1,59,298.2,225.4,"CarryDistance",2008
119,NA,"Mike Weir",88,266.3,16246.2,61,297.3,231.2,"CarryDistance",2008
122,NA,"Mark Hensby",71,266.2,14376.7,54,312.3,233.3,"CarryDistance",2008
123,NA,"Joe Durant",92,266,18888.1,71,293.1,211,"CarryDistance",2008
124,NA,"Marco Dawson",64,265.8,10897.5,41,288.5,243.6,"CarryDistance",2008
125,NA,"Briny Baird",113,265.6,20985.6,79,284.3,237.5,"CarryDistance",2008
125,NA,"Ben Crane",86,265.6,18591.9,70,287.3,238.8,"CarryDistance",2008
125,NA,"Carlos Franco",73,265.6,10889.1,41,299.6,218.4,"CarryDistance",2008
125,NA,"Vaughn Taylor",103,265.6,20981.9,79,308.4,222.7,"CarryDistance",2008
129,NA,"Tommy Armour III",77,265.2,14058,53,299.6,222.6,"CarryDistance",2008
130,NA,"Jeff Maggert",86,264.9,19865.9,75,294.5,243.9,"CarryDistance",2008
130,NA,"Jay Williamson",96,264.9,16426.3,62,292.8,236.9,"CarryDistance",2008
132,NA,"Billy Mayfair",103,264.8,23041.1,87,291.2,228.9,"CarryDistance",2008
132,NA,"John Riegger",73,264.8,12974.1,49,305.3,245.2,"CarryDistance",2008
134,NA,"Cliff Kresge",84,264.6,17460.5,66,288.1,231.1,"CarryDistance",2008
135,NA,"Stephen Ames",83,264.1,18225.6,69,297.7,229.4,"CarryDistance",2008
136,NA,"David Toms",70,263.9,12930.2,49,296.9,220.5,"CarryDistance",2008
137,NA,"Steve Flesch",95,263.7,18459,70,295.7,224,"CarryDistance",2008
137,NA,"Charlie Wi",97,263.7,19512.7,74,297.6,233.6,"CarryDistance",2008
139,NA,"Tom Scherrer",56,263.3,7899.7,30,287.8,219.3,"CarryDistance",2008
140,NA,"Cameron Beckman",87,263,15780.1,60,291,227,"CarryDistance",2008
141,NA,"Kent Jones",68,262.9,12881.8,49,292.6,244.4,"CarryDistance",2008
142,NA,"Tim Petrovic",97,262.7,18389.9,70,300.7,235.2,"CarryDistance",2008
142,NA,"Patrick Sheehan",124,262.7,22858.9,87,288.7,226.9,"CarryDistance",2008
144,NA,"Parker McLachlin",88,262.5,16536.9,63,299.3,232.3,"CarryDistance",2008
145,NA,"Ryuji Imada",80,262.2,15730.4,60,289.2,230.9,"CarryDistance",2008
146,NA,"Freddie Jacobson",78,262.1,14677.5,56,298.7,224.5,"CarryDistance",2008
147,NA,"Chez Reavie",102,261.6,23020.7,88,309.3,237.5,"CarryDistance",2008
148,NA,"Doug LaBelle II",65,261.5,10721.4,41,298.1,236.4,"CarryDistance",2008
149,NA,"JP Hayes",67,261.1,14619.9,56,288.5,234.2,"CarryDistance",2008
150,NA,"Chris DiMarco",87,260.8,16950.8,65,290.3,222.8,"CarryDistance",2008
150,NA,"Kenneth Ferrie",72,260.8,14085.7,54,286.8,230.3,"CarryDistance",2008
150,NA,"Justin Leonard",101,260.8,19035.3,73,295.5,230.6,"CarryDistance",2008
153,NA,"Peter Lonard",92,260.4,19266.1,74,295.3,215.1,"CarryDistance",2008
154,NA,"Tom Pernice Jr",104,260.3,24470.4,94,298.3,224.8,"CarryDistance",2008
155,NA,"Alejandro Canizares",52,260.2,10148.3,39,293,226.3,"CarryDistance",2008
155,NA,"Tom Lehman",51,260.2,9366.8,36,281.3,239.5,"CarryDistance",2008
157,NA,"Tim Clark",90,259.9,16112.5,62,296.2,237.2,"CarryDistance",2008
158,NA,"Michael Allen",91,259.8,17668.6,68,299.5,206.3,"CarryDistance",2008
159,NA,"Dudley Hart",74,259.5,15308,59,289.9,221.7,"CarryDistance",2008
160,NA,"Jim McGovern",75,259.4,14787.1,57,286.5,220.4,"CarryDistance",2008
160,NA,"Scott Sterling",89,259.4,16081.4,62,285,207.6,"CarryDistance",2008
162,NA,"Brian Davis",108,258.8,24845.1,96,289.4,228.6,"CarryDistance",2008
163,NA,"Stephen Leaney",53,258.7,9314.2,36,280.8,219.3,"CarryDistance",2008
164,NA,"Kevin Na",97,258.4,19637.7,76,292.4,228,"CarryDistance",2008
165,NA,"Ken Duke",116,257.7,22159.6,86,290.1,219.9,"CarryDistance",2008
165,NA,"Chris Riley",51,257.7,7988.6,31,288.2,228.2,"CarryDistance",2008
167,NA,"John Mallinger",95,257.5,19313.9,75,287.5,234.7,"CarryDistance",2008
167,NA,"Heath Slocum",104,257.5,22406,87,278.9,224.3,"CarryDistance",2008
169,NA,"Robert Gamez",79,257.3,15435.3,60,283.6,221.9,"CarryDistance",2008
170,NA,"Zach Johnson",85,257.1,17741.5,69,285.9,236.3,"CarryDistance",2008
170,NA,"Scott Verplank",82,257.1,17226.1,67,289.5,221.2,"CarryDistance",2008
172,NA,"Dean Wilson",109,257,20048.8,78,281,223.3,"CarryDistance",2008
173,NA,"Ron Whittaker",54,256.5,9235.4,36,272.1,234.2,"CarryDistance",2008
174,NA,"Steve Elkington",84,256.4,15382.2,60,298.3,229.3,"CarryDistance",2008
175,NA,"Omar Uresti",74,256.2,13836.1,54,281.5,225.4,"CarryDistance",2008
176,NA,"Jeff Quinney",87,256,14336,56,288,213.1,"CarryDistance",2008
177,NA,"Chad Collins",72,255.8,13811.2,54,280,209.4,"CarryDistance",2008
178,NA,"Bob Tway",70,255.5,12010.4,47,293.5,228.3,"CarryDistance",2008
178,NA,"Tim Wilkinson",95,255.5,17886.2,70,286.2,232.1,"CarryDistance",2008
180,NA,"Jerry Kelly",89,255.1,17346.7,68,280.4,223.3,"CarryDistance",2008
181,NA,"Matt Kuchar",88,255,16067.6,63,283,218.5,"CarryDistance",2008
182,NA,"Bob Estes",90,254,17523.2,69,290.7,227.8,"CarryDistance",2008
183,NA,"Paul Goydos",78,253.3,16208.7,64,303.3,220.1,"CarryDistance",2008
184,NA,"Jin Park",85,253.1,15946,63,284.2,216.5,"CarryDistance",2008
185,NA,"Nick OHern",82,253,15182.1,60,283.6,220.3,"CarryDistance",2008
186,NA,"Glen Day",64,252.9,11379.9,45,274.2,233.1,"CarryDistance",2008
188,NA,"Greg Kraft",63,251.5,10564.3,42,275,220.1,"CarryDistance",2008
189,NA,"Paul Claxton",63,250.7,10278.9,41,273,219.6,"CarryDistance",2008
190,NA,"Olin Browne",77,250.6,15034.5,60,284.8,225.5,"CarryDistance",2008
191,NA,"Bart Bryant",81,249,15687.3,63,272.4,220.1,"CarryDistance",2008
192,NA,"Shigeki Maruyama",50,248.4,9937.4,40,286.4,224.3,"CarryDistance",2008
193,NA,"Craig Kanada",65,246.8,11847.5,48,277.6,212.1,"CarryDistance",2008
194,NA,"Shane Bertsch",96,245.5,19642.4,80,277.4,214.6,"CarryDistance",2008
195,NA,"Brian Gay",102,244.4,20527.1,84,272.8,216.9,"CarryDistance",2008
196,NA,"Gavin Coles",54,242.4,8726.5,36,257.9,208.1,"CarryDistance",2008
197,NA,"Corey Pavin",69,234.6,10559.1,45,270.9,198.8,"CarryDistance",2008
