"RyderCupEuroPoints_RANKTHISWEEK_2012","RyderCupEuroPoints_RANKLASTWEEK_2012","RyderCupEuroPoints_PLAYERNAME_2012","RyderCupEuroPoints__2012","RyderCupEuroPoints_POINTS_2012","stat_name","year"
114,NA,"Rich Bland",NA,155900.16,"RyderCupEuroPoints",2012
115,NA,"Oliver Fisher",NA,152338.03,"RyderCupEuroPoints",2012
116,NA,"Bradley Dredge",NA,152122.99,"RyderCupEuroPoints",2012
117,NA,"Markus Brier",NA,149704.09,"RyderCupEuroPoints",2012
118,NA,"Stephen Dodd",NA,141853.53,"RyderCupEuroPoints",2012
119,NA,"Andrew Marshall",NA,137232.31,"RyderCupEuroPoints",2012
120,NA,"Thomas Norret",NA,134588.18,"RyderCupEuroPoints",2012
121,NA,"Eduardo De La Riva",NA,124600,"RyderCupEuroPoints",2012
122,NA,"Martin Wiegele",NA,122526.72,"RyderCupEuroPoints",2012
123,NA,"Andrea Pavan",NA,120933.58,"RyderCupEuroPoints",2012
124,NA,"Tim Sluiter",NA,110732.48,"RyderCupEuroPoints",2012
125,NA,"Steven OHara",NA,109917.32,"RyderCupEuroPoints",2012
126,NA,"Michael Jonzon",NA,105114.77,"RyderCupEuroPoints",2012
127,NA,"Pelle Edberg",NA,85917.5,"RyderCupEuroPoints",2012
129,NA,"Lloyd Saltman",NA,84598.46,"RyderCupEuroPoints",2012
130,NA,"Federico Colombo",NA,84286.51,"RyderCupEuroPoints",2012
132,NA,"David Higgins",NA,82100,"RyderCupEuroPoints",2012
133,NA,"Peter Hedblom",NA,80984.66,"RyderCupEuroPoints",2012
134,NA,"David Dixon",NA,80194.86,"RyderCupEuroPoints",2012
135,NA,"Pablo Martin Benavides",NA,78827.97,"RyderCupEuroPoints",2012
136,NA,"Simon Thornton",NA,76719.45,"RyderCupEuroPoints",2012
138,NA,"Matt Haines",NA,69793.97,"RyderCupEuroPoints",2012
139,NA,"Christian Cevaer",NA,68792.68,"RyderCupEuroPoints",2012
140,NA,"Paul Waring",NA,68548.06,"RyderCupEuroPoints",2012
141,NA,"Reinier Saxton",NA,63993.98,"RyderCupEuroPoints",2012
143,NA,"Alex Cejka",NA,62818.04,"RyderCupEuroPoints",2012
144,NA,"Andreas Harto",NA,61555,"RyderCupEuroPoints",2012
146,NA,"Ross McGowan",NA,60923.33,"RyderCupEuroPoints",2012
147,NA,"Richard Johnson",NA,60308.48,"RyderCupEuroPoints",2012
148,NA,"Alvaro Velasco",NA,59893.29,"RyderCupEuroPoints",2012
149,NA,"Chris Doak",NA,58843.77,"RyderCupEuroPoints",2012
151,NA,"Mikko Korhonen",NA,57511.11,"RyderCupEuroPoints",2012
153,NA,"Gary Lockerbie",NA,55550,"RyderCupEuroPoints",2012
154,NA,"Danny Denison",NA,55546.62,"RyderCupEuroPoints",2012
155,NA,"Sam Little",NA,55501.79,"RyderCupEuroPoints",2012
156,NA,"Andrew Johnston",NA,54614.69,"RyderCupEuroPoints",2012
158,NA,"Paul Streeter",NA,48825,"RyderCupEuroPoints",2012
160,NA,"Jarmo Sandelin",NA,47032.92,"RyderCupEuroPoints",2012
161,NA,"Julien Guerrier",NA,45164.5,"RyderCupEuroPoints",2012
163,NA,"Philip Golding",NA,43160,"RyderCupEuroPoints",2012
164,NA,"Seve Benson",NA,43053.97,"RyderCupEuroPoints",2012
165,NA,"Robert Dinwiddie",NA,42250,"RyderCupEuroPoints",2012
166,NA,"Adam Gee",NA,41507,"RyderCupEuroPoints",2012
167,NA,"Wil Besseling",NA,40075,"RyderCupEuroPoints",2012
169,NA,"Mathias Gronberg",NA,39102.07,"RyderCupEuroPoints",2012
170,NA,"Knut Borsheim",NA,38791.91,"RyderCupEuroPoints",2012
172,NA,"John Parry",NA,34324,"RyderCupEuroPoints",2012
173,NA,"Sam Hutsby",NA,34110,"RyderCupEuroPoints",2012
174,NA,"Jamie Moul",NA,33886.46,"RyderCupEuroPoints",2012
176,NA,"Roope Kakko",NA,30992.5,"RyderCupEuroPoints",2012
178,NA,"Steven Tiley",NA,29769.95,"RyderCupEuroPoints",2012
180,NA,"Victor Riu",NA,28548.15,"RyderCupEuroPoints",2012
181,NA,"Bernhard Langer",NA,28047.23,"RyderCupEuroPoints",2012
183,NA,"Carl Suneson",NA,26650.4,"RyderCupEuroPoints",2012
184,NA,"Justin Walters",NA,26390.67,"RyderCupEuroPoints",2012
185,NA,"Taco Remkes",NA,25768.75,"RyderCupEuroPoints",2012
187,NA,"Sam Walker",NA,25475.4,"RyderCupEuroPoints",2012
188,NA,"Jordi Garcia del Mora",NA,24239.58,"RyderCupEuroPoints",2012
190,NA,"Jeppe Huldahl",NA,24051.06,"RyderCupEuroPoints",2012
192,NA,"Damian Ulrich",NA,23400,"RyderCupEuroPoints",2012
194,NA,"Jean Francois Lucquin",NA,21888.43,"RyderCupEuroPoints",2012
196,NA,"Florian Fritsch",NA,21050,"RyderCupEuroPoints",2012
197,NA,"Alessandro Tadini",NA,21043.75,"RyderCupEuroPoints",2012
198,NA,"Barry Lane",NA,20430.12,"RyderCupEuroPoints",2012
200,NA,"Manuel Quiros",NA,20000,"RyderCupEuroPoints",2012
