"ScoringAverage_RANKTHISWEEK_2015","ScoringAverage_RANKLASTWEEK_2015","ScoringAverage_PLAYERNAME_2015","ScoringAverage_ROUNDS_2015","ScoringAverage_AVG_2015","ScoringAverage_TOTALSTROKES_2015","ScoringAverage_TOTALADJUSTMENT_2015","ScoringAverage_TOTALROUNDS_2015","stat_name","year"
58,58,"Bill Haas",89,70.672,6072,5.816,86,"ScoringAverage",2015
60,60,"Nick Watney",91,70.68,6404,27.855,91,"ScoringAverage",2015
61,61,"Chad Collins",79,70.681,5543,40.777,79,"ScoringAverage",2015
62,62,"Scott Piercy",90,70.688,6331,30.879,90,"ScoringAverage",2015
63,63,"Colt Knost",90,70.698,6035,44.985,86,"ScoringAverage",2015
64,64,"Zac Blair",108,70.714,7313,41.299,104,"ScoringAverage",2015
65,65,"Jim Herman",88,70.719,6182,41.232,88,"ScoringAverage",2015
66,66,"Graham DeLaet",65,70.72,4577,19.813,65,"ScoringAverage",2015
67,67,"Hudson Swafford",97,70.732,6675,44.506,95,"ScoringAverage",2015
68,68,"John Peterson",84,70.735,5912,29.772,84,"ScoringAverage",2015
69,69,"Vijay Singh",78,70.761,5496,23.347,78,"ScoringAverage",2015
70,70,"Martin Laird",77,70.772,5427,22.445,77,"ScoringAverage",2015
71,71,"Stewart Cink",77,70.774,5419,30.615,77,"ScoringAverage",2015
72,72,"Boo Weekley",79,70.775,5563,28.242,79,"ScoringAverage",2015
73,73,"Bryce Molder",91,70.779,6116,41.753,87,"ScoringAverage",2015
74,74,"Scott Brown",97,70.797,6828,39.329,97,"ScoringAverage",2015
75,75,"David Lingmerth",90,70.8,6339,32.969,90,"ScoringAverage",2015
76,76,"Johnson Wagner",68,70.807,4779,35.908,68,"ScoringAverage",2015
77,77,"Tom Hoge",83,70.812,5559,35.161,79,"ScoringAverage",2015
77,77,"Matt Jones",89,70.812,6057,32.825,86,"ScoringAverage",2015
79,79,"Ryan Moore",81,70.829,5513,11.665,78,"ScoringAverage",2015
80,80,"Jonathan Byrd",69,70.83,4561,42.918,65,"ScoringAverage",2015
81,81,"Steven Bowditch",103,70.835,7245,51.042,103,"ScoringAverage",2015
82,82,"Jeff Overton",94,70.836,6494,22.945,92,"ScoringAverage",2015
83,83,"Spencer Levin",99,70.837,6838,33.233,97,"ScoringAverage",2015
84,84,"David Hearn",97,70.843,6839,32.781,97,"ScoringAverage",2015
85,85,"Jon Curran",83,70.849,5575,22.069,79,"ScoringAverage",2015
86,86,"Kyle Reifers",96,70.854,6481,37.562,92,"ScoringAverage",2015
87,87,"Carl Pettersson",106,70.866,7483,28.81,106,"ScoringAverage",2015
88,88,"Charles Howell III",105,70.872,7409,32.575,105,"ScoringAverage",2015
89,89,"James Hahn",94,70.896,6638,26.178,94,"ScoringAverage",2015
90,90,"Martin Flores",95,70.919,6416,37.603,91,"ScoringAverage",2015
91,91,"Cameron Tringale",96,70.92,6812,NA,96,"ScoringAverage",2015
92,92,"Ben Martin",93,70.95,6361,24.457,90,"ScoringAverage",2015
93,93,"Chris Kirk",76,70.959,5172,7.973,73,"ScoringAverage",2015
94,94,"Gary Woodland",81,70.982,5265,NA,74,"ScoringAverage",2015
95,95,"Morgan Hoffmann",85,70.988,6023,10.946,85,"ScoringAverage",2015
96,96,"Mark Wilson",89,70.991,6001,33.219,85,"ScoringAverage",2015
97,97,"Adam Hadwin",95,71.021,6577,27.998,93,"ScoringAverage",2015
98,98,"Sean OHair",86,71.03,6067,41.548,86,"ScoringAverage",2015
99,99,"Scott Langley",94,71.032,6504,30.952,92,"ScoringAverage",2015
100,100,"Sangmoon Bae",98,71.036,6950,11.502,98,"ScoringAverage",2015
101,101,"John Huh",102,71.037,7132,42.752,101,"ScoringAverage",2015
102,102,"Cameron Percy",72,71.039,4933,39.709,70,"ScoringAverage",2015
103,103,"Billy Hurley III",83,71.043,5589,23.367,79,"ScoringAverage",2015
104,104,"Billy Horschel",99,71.05,6800,20.792,96,"ScoringAverage",2015
105,105,"Camilo Villegas",83,71.067,5899,NA,83,"ScoringAverage",2015
106,106,"Steve Wheatcroft",87,71.072,5853,45.953,83,"ScoringAverage",2015
107,107,"Alex Prugh",84,71.089,5649,38.135,80,"ScoringAverage",2015
108,108,"John Senden",80,71.09,5334,NA,75,"ScoringAverage",2015
109,109,"David Toms",62,71.092,4099,24.322,58,"ScoringAverage",2015
110,110,"Charl Schwartzel",67,71.093,4497,NA,63,"ScoringAverage",2015
111,111,"Steven Alker",62,71.094,4219,46.629,60,"ScoringAverage",2015
112,112,"Whee Kim",71,71.097,4855,50.704,69,"ScoringAverage",2015
113,113,"Carlos Ortiz",100,71.098,6788,37.366,96,"ScoringAverage",2015
114,114,"Jamie Donaldson",50,71.102,3366,NA,47,"ScoringAverage",2015
115,115,"Scott Pinckney",88,71.103,6220,37.088,88,"ScoringAverage",2015
116,116,"Alex Cejka",94,71.117,6497,45.773,92,"ScoringAverage",2015
117,117,"Hunter Mahan",88,71.124,5957,17.424,84,"ScoringAverage",2015
118,118,"Blayne Barber",76,71.127,5238,25.382,74,"ScoringAverage",2015
119,119,"Chez Reavie",56,71.146,3954,30.195,56,"ScoringAverage",2015
120,120,"Michael Putnam",87,71.156,6015,33.272,85,"ScoringAverage",2015
121,121,"Chris Stroud",84,71.194,5943,37.302,84,"ScoringAverage",2015
122,122,"Fabian Gomez",83,71.207,5886,24.207,83,"ScoringAverage",2015
123,123,"Luke Guthrie",84,71.211,5815,24.274,82,"ScoringAverage",2015
124,124,"Aaron Baddeley",76,71.218,5236,34.105,74,"ScoringAverage",2015
125,125,"Mark Hubbard",79,71.227,5435,49.463,77,"ScoringAverage",2015
126,126,"Erik Compton",86,71.228,6084,41.591,86,"ScoringAverage",2015
127,127,"Michael Thompson",83,71.23,5748,21.67,81,"ScoringAverage",2015
128,128,"Jonas Blixt",78,71.238,5251,20.583,74,"ScoringAverage",2015
129,129,"Ryo Ishikawa",90,71.246,6230,39.643,88,"ScoringAverage",2015
130,130,"Jason Gore",76,71.273,5090,41.636,72,"ScoringAverage",2015
131,131,"Kevin Streelman",95,71.282,6438,48.67,91,"ScoringAverage",2015
132,132,"Davis Love III",51,71.289,3626,9.723,51,"ScoringAverage",2015
133,133,"Lucas Glover",79,71.291,5612,20.007,79,"ScoringAverage",2015
134,134,"Ken Duke",93,71.306,6313,33.219,89,"ScoringAverage",2015
135,135,"Jhonattan Vegas",90,71.326,6103,31.075,86,"ScoringAverage",2015
136,136,"Roberto Castro",54,71.334,3552,14.704,50,"ScoringAverage",2015
136,136,"JJ Henry",94,71.334,6384,36.026,90,"ScoringAverage",2015
136,136,"John Merrick",78,71.334,5249,29.747,74,"ScoringAverage",2015
139,139,"Brian Stuard",97,71.341,6603,31.673,93,"ScoringAverage",2015
140,140,"Greg Chalmers",58,71.363,3828,25.596,54,"ScoringAverage",2015
141,141,"KJ Choi",66,71.372,4406,19.034,62,"ScoringAverage",2015
142,142,"Nicholas Thompson",90,71.396,6110,30.036,86,"ScoringAverage",2015
143,143,"Andres Gonzales",90,71.427,6105,37.721,86,"ScoringAverage",2015
143,143,"Andres Romero",69,71.427,4725,NA,66,"ScoringAverage",2015
145,145,"Derek Fathauer",81,71.431,5481,19.201,77,"ScoringAverage",2015
146,146,"Derek Ernst",75,71.453,5054,19.158,71,"ScoringAverage",2015
146,146,"Brice Garnett",81,71.453,5619,25.798,79,"ScoringAverage",2015
148,148,"Troy Merritt",91,71.458,6473,29.674,91,"ScoringAverage",2015
149,149,"Seung Yul Noh",65,71.465,4625,20.233,65,"ScoringAverage",2015
150,150,"SJ Park",79,71.469,5477,26.119,77,"ScoringAverage",2015
151,151,"Bo Van Pelt",81,71.497,5621,27.29,79,"ScoringAverage",2015
152,152,"Gonzalo Fdez Castano",81,71.5,5478,27.505,77,"ScoringAverage",2015
153,153,"Greg Owen",58,71.512,4114,33.68,58,"ScoringAverage",2015
154,154,"Justin Leonard",61,71.517,4339,23.548,61,"ScoringAverage",2015
155,155,"Geoff Ogilvy",50,71.559,3445,NA,48,"ScoringAverage",2015
156,156,"Jonathan Randolph",72,71.606,4972,40.415,70,"ScoringAverage",2015
157,157,"Ricky Barnes",82,71.647,5559,29.492,78,"ScoringAverage",2015
158,158,"Brian Davis",86,71.656,5847,28.773,82,"ScoringAverage",2015
159,159,"Retief Goosen",81,71.667,5510,8.363,77,"ScoringAverage",2015
160,160,"Sam Saunders",83,71.668,5759,46.147,81,"ScoringAverage",2015
161,161,"Tyrone Van Aswegen",58,71.684,3836,34.922,54,"ScoringAverage",2015
162,162,"DA Points",72,71.701,4998,21.038,70,"ScoringAverage",2015
163,163,"Nick Taylor",91,71.716,6460,66.148,91,"ScoringAverage",2015
164,164,"Angel Cabrera",53,71.734,3795,6.913,53,"ScoringAverage",2015
165,165,"Max Homa",78,71.763,5283,27.456,74,"ScoringAverage",2015
166,166,"Robert Garrigus",70,71.774,4721,16.085,66,"ScoringAverage",2015
167,167,"Bill Lunde",50,71.796,3266,36.602,46,"ScoringAverage",2015
168,168,"Chesson Hadley",101,71.798,7212,39.58,101,"ScoringAverage",2015
169,169,"Byron Smith",59,71.801,3905,44.048,55,"ScoringAverage",2015
170,170,"Ernie Els",57,71.83,4095,NA,57,"ScoringAverage",2015
171,171,"Tim Wilkinson",73,71.944,5079,29.041,71,"ScoringAverage",2015
172,172,"Padraig Harrington",60,71.95,4321,NA,60,"ScoringAverage",2015
173,173,"Scott Stallings",60,71.961,4302,15.664,60,"ScoringAverage",2015
174,174,"Ben Crane",62,71.975,4140,34.578,58,"ScoringAverage",2015
175,175,"Eric Axley",57,71.977,3927,31.739,55,"ScoringAverage",2015
176,176,"Charlie Beljan",76,72.01,5165,19.75,72,"ScoringAverage",2015
177,177,"Oscar Fraustro",58,72.08,3860,32.31,54,"ScoringAverage",2015
178,178,"Robert Allenby",63,72.102,4248,6.002,59,"ScoringAverage",2015
179,179,"Andrew Svoboda",80,72.119,5603,22.27,78,"ScoringAverage",2015
180,180,"Andrew Putnam",68,72.278,4605,20.813,64,"ScoringAverage",2015
181,181,"Heath Slocum",57,72.362,3802,33.179,53,"ScoringAverage",2015
182,182,"Matt Every",73,72.419,5090,NA,70,"ScoringAverage",2015
183,183,"Jim Renner",68,72.431,4754,26.473,66,"ScoringAverage",2015
184,184,"Roger Sloan",56,72.533,3734,37.702,52,"ScoringAverage",2015
