"SandSavePercentage_RANKTHISWEEK_2006","SandSavePercentage_RANKLASTWEEK_2006","SandSavePercentage_PLAYERNAME_2006","SandSavePercentage_ROUNDS_2006","SandSavePercentage_Pct_2006","SandSavePercentage_SAVES_2006","SandSavePercentage_BUNKERS_2006","SandSavePercentage_TOTALOUPAR_2006","stat_name","year"
53,53,"Daniel Chopra",110,52.72,97,184,53,"SandSavePercentage",2006
54,54,"Carlos Franco",86,52.45,75,143,43,"SandSavePercentage",2006
55,55,"Arjun Atwal",97,52.44,86,164,54,"SandSavePercentage",2006
56,56,"Fred Funk",106,52.41,76,145,58,"SandSavePercentage",2006
57,57,"Paul Azinger",87,52.35,78,149,43,"SandSavePercentage",2006
58,58,"Justin Rose",98,52.31,68,130,53,"SandSavePercentage",2006
59,59,"Steve Lowery",99,52.29,80,153,64,"SandSavePercentage",2006
60,60,"Ryan Moore",68,52.25,58,111,34,"SandSavePercentage",2006
61,61,"John Senden",96,51.97,66,127,39,"SandSavePercentage",2006
61,61,"Heath Slocum",96,51.97,66,127,53,"SandSavePercentage",2006
63,63,"Sean OHair",100,51.9,82,158,58,"SandSavePercentage",2006
64,64,"Tim Herron",82,51.88,69,133,48,"SandSavePercentage",2006
65,65,"Tom Pernice Jr",108,51.72,90,174,48,"SandSavePercentage",2006
66,66,"Bob Estes",85,51.56,66,128,39,"SandSavePercentage",2006
67,67,"Jeff Overton",95,51.54,67,130,40,"SandSavePercentage",2006
68,68,"Robert Allenby",79,51.49,69,134,44,"SandSavePercentage",2006
69,69,"Chris DiMarco",83,51.22,63,123,35,"SandSavePercentage",2006
70,70,"Mark OMeara",52,51.11,46,90,37,"SandSavePercentage",2006
71,71,"Tag Ridings",103,51.02,75,147,49,"SandSavePercentage",2006
72,72,"David McKenzie",82,50.91,56,110,41,"SandSavePercentage",2006
73,73,"David Branshaw",98,50.72,70,138,44,"SandSavePercentage",2006
74,74,"Ian Poulter",53,50.68,37,73,18,"SandSavePercentage",2006
75,75,"Shigeki Maruyama",94,50.64,79,156,54,"SandSavePercentage",2006
76,76,"Stephen Leaney",84,50.5,51,101,42,"SandSavePercentage",2006
77,77,"Jeff Gove",91,50.46,55,109,29,"SandSavePercentage",2006
78,78,"Scott Verplank",88,50.39,64,127,49,"SandSavePercentage",2006
79,79,"Robert Damron",91,50.35,71,141,60,"SandSavePercentage",2006
79,79,"Lee Janzen",79,50.35,71,141,60,"SandSavePercentage",2006
81,81,"Brian Davis",92,50,85,170,47,"SandSavePercentage",2006
81,81,"Jason Gore",86,50,68,136,56,"SandSavePercentage",2006
81,81,"David Howell",52,50,42,84,28,"SandSavePercentage",2006
81,81,"Bo Van Pelt",102,50,84,168,54,"SandSavePercentage",2006
85,85,"Bubba Dickerson",98,49.67,76,153,48,"SandSavePercentage",2006
86,86,"John Engler Jr",69,49.61,63,127,41,"SandSavePercentage",2006
87,87,"David Duval",71,49.59,60,121,54,"SandSavePercentage",2006
88,88,"Craig Barlow",77,49.54,54,109,35,"SandSavePercentage",2006
89,89,"Skip Kendall",72,49.52,52,105,37,"SandSavePercentage",2006
90,90,"Retief Goosen",68,49.48,48,97,30,"SandSavePercentage",2006
91,91,"Harrison Frazar",95,49.39,81,164,54,"SandSavePercentage",2006
92,92,"DJ Trahan",92,49.34,75,152,51,"SandSavePercentage",2006
93,93,"JB Holmes",81,49.26,67,136,53,"SandSavePercentage",2006
94,94,"Steve Jones",83,49.25,66,134,47,"SandSavePercentage",2006
95,95,"Freddie Jacobson",56,48.94,46,94,36,"SandSavePercentage",2006
96,96,"Kenny Perry",73,48.84,42,86,30,"SandSavePercentage",2006
97,97,"Justin Leonard",83,48.8,61,125,50,"SandSavePercentage",2006
98,98,"Bill Haas",99,48.7,75,154,52,"SandSavePercentage",2006
99,99,"Billy Mayfair",94,48.61,70,144,56,"SandSavePercentage",2006
100,100,"Jonathan Byrd",66,48.6,52,107,35,"SandSavePercentage",2006
101,101,"James Driscoll",80,48.59,69,142,51,"SandSavePercentage",2006
102,102,"Bernhard Langer",77,48.45,47,97,35,"SandSavePercentage",2006
103,103,"Wes Short Jr",96,48.41,76,157,67,"SandSavePercentage",2006
104,104,"Charles Howell III",96,48.3,71,147,55,"SandSavePercentage",2006
105,105,"Vance Veazey",59,48.24,41,85,36,"SandSavePercentage",2006
106,106,"John Huston",74,48.21,54,112,45,"SandSavePercentage",2006
107,107,"Kris Cox",83,48.04,49,102,37,"SandSavePercentage",2006
108,108,"Mark Brooks",90,48.03,61,127,51,"SandSavePercentage",2006
109,109,"Jesper Parnevik",84,47.95,70,146,40,"SandSavePercentage",2006
110,110,"Woody Austin",107,47.94,93,194,67,"SandSavePercentage",2006
111,111,"Tim Clark",80,47.9,57,119,41,"SandSavePercentage",2006
112,112,"Omar Uresti",61,47.89,34,71,24,"SandSavePercentage",2006
113,113,"Paul Stankowski",70,47.87,45,94,29,"SandSavePercentage",2006
114,114,"Ian Leggatt",80,47.86,56,117,49,"SandSavePercentage",2006
115,115,"Brent Geiberger",99,47.74,74,155,60,"SandSavePercentage",2006
116,116,"Jim Furyk",89,47.62,50,105,43,"SandSavePercentage",2006
116,116,"JL Lewis",57,47.62,50,105,37,"SandSavePercentage",2006
118,118,"Lucas Glover",105,47.53,77,162,61,"SandSavePercentage",2006
119,119,"Thomas Levet",53,47.52,48,101,46,"SandSavePercentage",2006
120,120,"Jeff Maggert",81,47.5,57,120,44,"SandSavePercentage",2006
121,121,"Brian Bateman",69,47.42,46,97,40,"SandSavePercentage",2006
122,122,"Len Mattiace",59,47.37,54,114,50,"SandSavePercentage",2006
123,123,"Zach Johnson",98,47.29,61,129,48,"SandSavePercentage",2006
124,124,"Arron Oberholser",82,47.2,59,125,46,"SandSavePercentage",2006
125,125,"Pat Perez",50,47.19,42,89,34,"SandSavePercentage",2006
126,126,"Troy Matteson",101,47.17,75,159,47,"SandSavePercentage",2006
127,127,"Brandt Jobe",91,46.88,60,128,43,"SandSavePercentage",2006
128,128,"Brad Faxon",78,46.85,67,143,59,"SandSavePercentage",2006
129,129,"Richard Johnson",94,46.81,66,141,52,"SandSavePercentage",2006
130,130,"Sergio Garcia",59,46.74,43,92,41,"SandSavePercentage",2006
131,131,"Jimmy Walker",60,46.73,50,107,38,"SandSavePercentage",2006
132,132,"Tjaart van der Walt",60,46.67,35,75,37,"SandSavePercentage",2006
133,133,"Shaun Micheel",96,46.34,57,123,46,"SandSavePercentage",2006
134,134,"Hunter Mahan",98,46.32,63,136,53,"SandSavePercentage",2006
135,135,"Shane Bertsch",104,46.11,83,180,84,"SandSavePercentage",2006
136,136,"Jason Schultz",77,46.09,53,115,37,"SandSavePercentage",2006
137,137,"John Cook",67,46.07,41,89,29,"SandSavePercentage",2006
138,138,"Henrik Bjornstad",97,45.99,63,137,52,"SandSavePercentage",2006
139,139,"Charley Hoffman",100,45.91,73,159,55,"SandSavePercentage",2006
140,140,"Robert Garrigus",85,45.89,67,146,58,"SandSavePercentage",2006
141,141,"Ben Crane",85,45.6,57,125,57,"SandSavePercentage",2006
142,142,"Frank Lickliter II",99,45.59,62,136,46,"SandSavePercentage",2006
143,143,"Stephen Ames",63,45.54,46,101,42,"SandSavePercentage",2006
144,144,"Kirk Triplett",58,45.35,39,86,39,"SandSavePercentage",2006
145,145,"Billy Andrade",78,45.3,53,117,33,"SandSavePercentage",2006
146,146,"Camilo Villegas",95,45.21,66,146,53,"SandSavePercentage",2006
147,147,"Alex Cejka",93,45.13,51,113,44,"SandSavePercentage",2006
147,147,"Mathew Goggin",72,45.13,51,113,34,"SandSavePercentage",2006
147,147,"Charles Warren",93,45.13,51,113,42,"SandSavePercentage",2006
150,150,"Michael Connell",51,45.07,32,71,39,"SandSavePercentage",2006
151,151,"Ben Curtis",86,45,63,140,71,"SandSavePercentage",2006
152,152,"Davis Love III",85,44.9,66,147,49,"SandSavePercentage",2006
153,153,"Daisuke Maruyama",83,44.88,57,127,58,"SandSavePercentage",2006
154,154,"Rich Beem",85,44.87,70,156,54,"SandSavePercentage",2006
155,155,"Nicholas Thompson",96,44.67,67,150,65,"SandSavePercentage",2006
156,156,"Olin Browne",108,44.59,66,148,78,"SandSavePercentage",2006
157,157,"Briny Baird",81,44.55,45,101,29,"SandSavePercentage",2006
158,158,"Paul Goydos",72,44.35,51,115,50,"SandSavePercentage",2006
159,159,"Mark Calcavecchia",94,44.3,66,149,70,"SandSavePercentage",2006
160,160,"Greg Kraft",79,44.25,50,113,54,"SandSavePercentage",2006
161,161,"DA Points",82,43.84,64,146,56,"SandSavePercentage",2006
162,162,"Larry Mize",53,43.75,28,64,27,"SandSavePercentage",2006
163,163,"Nick Watney",97,43.51,67,154,54,"SandSavePercentage",2006
164,164,"Ryan Palmer",101,43.4,69,159,61,"SandSavePercentage",2006
165,165,"Danny Ellis",68,43.21,35,81,30,"SandSavePercentage",2006
166,166,"John Daly",51,43.18,38,88,30,"SandSavePercentage",2006
167,167,"Bubba Watson",83,42.97,55,128,57,"SandSavePercentage",2006
168,168,"Tommy Armour III",65,42.86,51,119,67,"SandSavePercentage",2006
169,169,"Jeff Brehaut",100,42.31,66,156,64,"SandSavePercentage",2006
170,170,"Greg Owen",79,42.27,41,97,38,"SandSavePercentage",2006
171,171,"Todd Hamilton",72,42.15,51,121,56,"SandSavePercentage",2006
172,172,"Bart Bryant",87,41.84,41,98,50,"SandSavePercentage",2006
173,173,"Scott Gutschewski",53,41.77,33,79,34,"SandSavePercentage",2006
174,174,"Bob Tway",81,41.67,55,132,52,"SandSavePercentage",2006
175,175,"Ted Purdy",103,41.55,59,142,59,"SandSavePercentage",2006
176,176,"Joe Durant",101,41.5,61,147,59,"SandSavePercentage",2006
177,177,"Patrick Sheehan",104,41.22,61,148,73,"SandSavePercentage",2006
178,178,"Ryan Hietala",61,40.66,37,91,45,"SandSavePercentage",2006
179,179,"Fred Couples",52,40.59,41,101,43,"SandSavePercentage",2006
180,180,"Phil Mickelson",74,40.4,40,99,31,"SandSavePercentage",2006
181,181,"Mathias Gronberg",92,40.28,58,144,45,"SandSavePercentage",2006
182,182,"Todd Fischer",101,40,60,150,82,"SandSavePercentage",2006
183,183,"Joey Sindelar",90,39.69,52,131,84,"SandSavePercentage",2006
184,184,"JJ Henry",96,39.68,50,126,44,"SandSavePercentage",2006
185,185,"Eric Axley",91,39.58,57,144,78,"SandSavePercentage",2006
186,186,"Tom Lehman",70,39.36,37,94,31,"SandSavePercentage",2006
186,186,"Roger Tambellini",64,39.36,37,94,43,"SandSavePercentage",2006
188,188,"John Rollins",93,39.33,59,150,55,"SandSavePercentage",2006
189,189,"Matt Hansen",68,39.08,34,87,32,"SandSavePercentage",2006
190,190,"Will Ma Kenzie",91,38.33,46,120,55,"SandSavePercentage",2006
191,191,"Alex Aragon",63,37.93,33,87,49,"SandSavePercentage",2006
192,192,"Ron Whittaker",81,37.5,42,112,57,"SandSavePercentage",2006
193,193,"JP Hayes",55,36.84,28,76,52,"SandSavePercentage",2006
194,194,"Chris Smith",67,36.36,32,88,44,"SandSavePercentage",2006
195,195,"Jonathan Kaye",95,34.35,45,131,52,"SandSavePercentage",2006
196,196,"Chris Couch",75,33.91,39,115,71,"SandSavePercentage",2006
