"BounceBack_RANKTHISWEEK_2016","BounceBack_RANKLASTWEEK_2016","BounceBack_PLAYERNAME_2016","BounceBack_ROUNDS_2016","BounceBack_Pct_2016","stat_name","year"
57,58,"Emiliano Grillo",47,21.71,"BounceBack",2016
57,127,"James Hahn",45,21.71,"BounceBack",2016
57,41,"Martin Laird",46,21.71,"BounceBack",2016
60,52,"Daniel Berger",52,21.6,"BounceBack",2016
61,96,"Jamie Donaldson",28,21.52,"BounceBack",2016
62,57,"Dustin Johnson",37,21.43,"BounceBack",2016
63,92,"Padraig Harrington",38,21.36,"BounceBack",2016
64,61,"Graeme McDowell",33,21.33,"BounceBack",2016
65,125,"Patrick Reed",53,21.3,"BounceBack",2016
66,54,"Tyler Aldridge",53,21.05,"BounceBack",2016
66,76,"Boo Weekley",53,21.05,"BounceBack",2016
68,68,"David Lingmerth",54,21.01,"BounceBack",2016
69,73,"Sean OHair",45,20.87,"BounceBack",2016
70,58,"Sung Kang",51,20.86,"BounceBack",2016
71,58,"Robert Streb",51,20.83,"BounceBack",2016
72,72,"Kyle Stanley",57,20.81,"BounceBack",2016
72,82,"Nick Taylor",57,20.81,"BounceBack",2016
74,63,"Kyle Reifers",63,20.77,"BounceBack",2016
75,71,"Graham DeLaet",50,20.71,"BounceBack",2016
75,81,"Charles Howell III",63,20.71,"BounceBack",2016
77,83,"Daniel Summerhays",55,20.67,"BounceBack",2016
78,75,"Matt Jones",45,20.61,"BounceBack",2016
78,55,"Davis Love III",40,20.61,"BounceBack",2016
80,129,"Rory McIlroy",37,20.51,"BounceBack",2016
81,83,"Bill Haas",42,20.43,"BounceBack",2016
82,74,"Ricky Barnes",57,20.41,"BounceBack",2016
83,95,"Chesson Hadley",51,20.38,"BounceBack",2016
84,104,"Scott Langley",41,20.37,"BounceBack",2016
85,91,"Anirban Lahiri",44,20.33,"BounceBack",2016
86,77,"Tyrone Van Aswegen",67,20.31,"BounceBack",2016
87,64,"Justin Rose",35,20.25,"BounceBack",2016
88,56,"Shane Lowry",35,20.18,"BounceBack",2016
89,79,"Jeff Overton",51,20.15,"BounceBack",2016
90,69,"Dawie van der Walt",48,20.13,"BounceBack",2016
91,80,"Jim Herman",55,20,"BounceBack",2016
91,83,"Pat Perez",28,20,"BounceBack",2016
93,119,"Luke List",51,19.85,"BounceBack",2016
93,97,"Steve Marino",40,19.85,"BounceBack",2016
95,110,"Martin Piller",37,19.79,"BounceBack",2016
96,92,"Abraham Ancer",26,19.78,"BounceBack",2016
97,109,"Erik Compton",45,19.61,"BounceBack",2016
98,89,"Mark Hubbard",73,19.59,"BounceBack",2016
98,83,"Francesco Molinari",36,19.59,"BounceBack",2016
100,102,"Justin Thomas",53,19.58,"BounceBack",2016
101,157,"Retief Goosen",37,19.57,"BounceBack",2016
101,94,"Ryan Moore",40,19.57,"BounceBack",2016
103,122,"Tom Hoge",47,19.53,"BounceBack",2016
104,145,"Danny Lee",53,19.42,"BounceBack",2016
105,103,"Brandt Snedeker",47,19.39,"BounceBack",2016
106,104,"Stewart Cink",45,19.35,"BounceBack",2016
106,104,"Charl Schwartzel",29,19.35,"BounceBack",2016
108,83,"Andres Gonzales",46,19.33,"BounceBack",2016
109,134,"Brendon de Jonge",55,19.31,"BounceBack",2016
109,99,"Peter Malnati",53,19.31,"BounceBack",2016
111,136,"Brian Stuard",24,19.3,"BounceBack",2016
112,152,"Chad Collins",45,19.26,"BounceBack",2016
113,142,"Tony Finau",49,19.23,"BounceBack",2016
113,90,"Spencer Levin",62,19.23,"BounceBack",2016
115,115,"Michael Kim",62,19.21,"BounceBack",2016
116,99,"Zac Blair",56,19.15,"BounceBack",2016
116,108,"Russell Knox",48,19.15,"BounceBack",2016
118,125,"Derek Fathauer",58,19.08,"BounceBack",2016
119,110,"Jon Curran",55,19.05,"BounceBack",2016
119,110,"Dicky Pride",33,19.05,"BounceBack",2016
119,110,"Chez Reavie",56,19.05,"BounceBack",2016
122,116,"Scott Piercy",45,19.01,"BounceBack",2016
123,132,"Brendon Todd",43,18.94,"BounceBack",2016
124,118,"Chris Kirk",51,18.92,"BounceBack",2016
125,83,"Patrick Rodgers",49,18.9,"BounceBack",2016
126,121,"Hudson Swafford",52,18.88,"BounceBack",2016
127,65,"Carlos Ortiz",47,18.87,"BounceBack",2016
128,122,"Bryce Molder",50,18.8,"BounceBack",2016
129,134,"Bronson Burgoon",53,18.75,"BounceBack",2016
130,138,"Will Ma Kenzie",54,18.59,"BounceBack",2016
131,107,"Harris English",51,18.57,"BounceBack",2016
132,127,"Jimmy Walker",43,18.49,"BounceBack",2016
133,130,"Jason Dufner",53,18.44,"BounceBack",2016
134,131,"Shane Bertsch",30,18.42,"BounceBack",2016
135,133,"Miguel Angel Carballo",24,18.39,"BounceBack",2016
136,156,"Matt Every",34,18.33,"BounceBack",2016
137,147,"William McGirt",54,18.32,"BounceBack",2016
138,145,"Blayne Barber",44,18.25,"BounceBack",2016
139,78,"Alex Cejka",47,18.18,"BounceBack",2016
139,155,"Lucas Glover",53,18.18,"BounceBack",2016
141,122,"Michael Thompson",46,18.06,"BounceBack",2016
142,139,"Billy Hurley III",22,18.03,"BounceBack",2016
143,119,"Hunter Mahan",43,17.99,"BounceBack",2016
144,117,"Luke Donald",49,17.92,"BounceBack",2016
145,143,"DJ Trahan",23,17.91,"BounceBack",2016
146,144,"Luke Guthrie",31,17.86,"BounceBack",2016
147,163,"Colt Knost",56,17.78,"BounceBack",2016
148,141,"Rob Oppenheim",37,17.54,"BounceBack",2016
148,137,"Johnson Wagner",44,17.54,"BounceBack",2016
150,101,"Justin Hicks",26,17.53,"BounceBack",2016
151,150,"Branden Grace",31,17.46,"BounceBack",2016
152,151,"Kevin Chappell",49,17.36,"BounceBack",2016
153,153,"Matt Kuchar",46,17.31,"BounceBack",2016
154,154,"Cameron Percy",22,17.24,"BounceBack",2016
155,149,"Brett Stegmaier",57,17.2,"BounceBack",2016
156,166,"Stuart Appleby",39,17.14,"BounceBack",2016
156,110,"Jason Gore",51,17.14,"BounceBack",2016
158,157,"Angel Cabrera",42,17.04,"BounceBack",2016
159,159,"Seung Yul Noh",54,16.97,"BounceBack",2016
160,140,"Fabian Gomez",49,16.95,"BounceBack",2016
161,167,"Cameron Smith",45,16.91,"BounceBack",2016
162,148,"Ben Crane",48,16.78,"BounceBack",2016
163,189,"Steven Bowditch",40,16.56,"BounceBack",2016
164,161,"Smylie Kaufman",57,16.55,"BounceBack",2016
165,186,"DA Points",32,16.49,"BounceBack",2016
166,165,"Carl Pettersson",31,16.35,"BounceBack",2016
167,168,"Derek Ernst",36,16.04,"BounceBack",2016
168,170,"Justin Leonard",28,16,"BounceBack",2016
168,171,"Steve Wheatcroft",53,16,"BounceBack",2016
170,160,"Kevin Streelman",46,15.97,"BounceBack",2016
171,176,"Brian Harman",60,15.91,"BounceBack",2016
172,172,"KJ Choi",47,15.89,"BounceBack",2016
172,172,"Darron Stiles",28,15.89,"BounceBack",2016
174,174,"Scott Brown",59,15.88,"BounceBack",2016
175,187,"Ollie Schniederjans",23,15.79,"BounceBack",2016
176,179,"Robert Allenby",35,15.75,"BounceBack",2016
177,175,"Rhein Gibson",36,15.74,"BounceBack",2016
178,162,"Shawn Stefani",45,15.67,"BounceBack",2016
179,177,"Ken Duke",26,15.63,"BounceBack",2016
180,182,"Jason Kokrak",52,15.56,"BounceBack",2016
181,180,"Marc Leishman",41,15.48,"BounceBack",2016
182,164,"Ian Poulter",37,15.46,"BounceBack",2016
183,184,"Chris Stroud",52,15.44,"BounceBack",2016
184,183,"JJ Henry",44,15.33,"BounceBack",2016
185,190,"Webb Simpson",34,15.31,"BounceBack",2016
186,178,"Chad Campbell",54,15.15,"BounceBack",2016
187,199,"Henrik Norlander",41,15.09,"BounceBack",2016
188,169,"Hiroshi Iwata",51,15.06,"BounceBack",2016
189,185,"Zach Johnson",42,14.85,"BounceBack",2016
190,187,"Jerry Kelly",44,14.71,"BounceBack",2016
191,181,"Vijay Singh",42,14.49,"BounceBack",2016
192,191,"Charlie Beljan",26,14.42,"BounceBack",2016
193,192,"Keegan Bradley",40,14.41,"BounceBack",2016
194,194,"Camilo Villegas",50,14.18,"BounceBack",2016
195,193,"Kevin Na",52,14.04,"BounceBack",2016
196,200,"Morgan Hoffmann",43,13.74,"BounceBack",2016
197,195,"Si Woo Kim",63,13.46,"BounceBack",2016
198,197,"Mark Wilson",42,13.45,"BounceBack",2016
199,198,"Troy Merritt",41,13.27,"BounceBack",2016
200,196,"David Hearn",55,13.18,"BounceBack",2016
201,204,"DH Lee",35,13.14,"BounceBack",2016
202,201,"Brian Gay",22,12.5,"BounceBack",2016
203,203,"George McNeill",33,11.82,"BounceBack",2016
204,205,"Bernd Wiesberger",23,11.32,"BounceBack",2016
205,207,"Geoff Ogilvy",37,11.29,"BounceBack",2016
206,206,"Lucas Lee",22,11.11,"BounceBack",2016
207,208,"Andy Sullivan",25,8.22,"BounceBack",2016
