"Back9LowestRound_RANKTHISWEEK_2012","Back9LowestRound_RANKLASTWEEK_2012","Back9LowestRound_PLAYERNAME_2012","Back9LowestRound_ROUNDS_2012","Back9LowestRound_LOWRND_2012","stat_name","year"
130,130,"Sung Kang",75,32,"Back9LowestRound",2012
130,130,"Robert Karlsson",54,32,"Back9LowestRound",2012
130,130,"Jerry Kelly",84,32,"Back9LowestRound",2012
130,130,"Troy Kelly",68,32,"Back9LowestRound",2012
130,130,"JJ Killeen",101,32,"Back9LowestRound",2012
130,130,"Colt Knost",79,32,"Back9LowestRound",2012
130,130,"Jason Kokrak",79,32,"Back9LowestRound",2012
130,130,"Martin Laird",77,32,"Back9LowestRound",2012
130,130,"Danny Lee",74,32,"Back9LowestRound",2012
130,130,"Bill Lunde",83,32,"Back9LowestRound",2012
130,130,"Sean OHair",84,32,"Back9LowestRound",2012
130,130,"Nick OHern",78,32,"Back9LowestRound",2012
130,130,"DA Points",88,32,"Back9LowestRound",2012
130,130,"Dicky Pride",62,32,"Back9LowestRound",2012
130,130,"Kyle Reifers",86,32,"Back9LowestRound",2012
130,130,"Alexandre Rocha",62,32,"Back9LowestRound",2012
130,130,"Adam Scott",59,32,"Back9LowestRound",2012
130,130,"Patrick Sheehan",58,32,"Back9LowestRound",2012
130,130,"Kevin Stadler",85,32,"Back9LowestRound",2012
130,130,"Henrik Stenson",51,32,"Back9LowestRound",2012
130,130,"Vaughn Taylor",81,32,"Back9LowestRound",2012
130,130,"Jhonattan Vegas",77,32,"Back9LowestRound",2012
130,130,"Nick Watney",97,32,"Back9LowestRound",2012
130,130,"Lee Westwood",60,32,"Back9LowestRound",2012
130,130,"Steve Wheatcroft",56,32,"Back9LowestRound",2012
130,130,"Charlie Wi",86,32,"Back9LowestRound",2012
130,130,"YE Yang",64,32,"Back9LowestRound",2012
185,185,"Angel Cabrera",54,33,"Back9LowestRound",2012
185,185,"Stewart Cink",71,33,"Back9LowestRound",2012
185,185,"Stephen Gangluff",57,33,"Back9LowestRound",2012
185,185,"Hunter Haas",69,33,"Back9LowestRound",2012
185,185,"Billy Mayfair",90,33,"Back9LowestRound",2012
185,185,"John Merrick",83,33,"Back9LowestRound",2012
185,185,"Kyle Thompson",51,33,"Back9LowestRound",2012
