"DistancefromEdgeofFairway_RANKTHISWEEK_2009","DistancefromEdgeofFairway_RANKLASTWEEK_2009","DistancefromEdgeofFairway_PLAYERNAME_2009","DistancefromEdgeofFairway_EVENTS_2009","DistancefromEdgeofFairway_AVG_2009","DistancefromEdgeofFairway_TOTALDISTANCEFEET_2009","DistancefromEdgeofFairway_TOTALSTROKES_2009","stat_name","year"
66,66,"Steve Elkington",23,NA,6115.417,258,"DistancefromEdgeofFairway",2009
66,66,"Tim Petrovic",31,NA,8928.083,377,"DistancefromEdgeofFairway",2009
68,68,"Charles Howell III",29,NA,10363.417,436,"DistancefromEdgeofFairway",2009
68,68,"Will Ma Kenzie",24,NA,6489.833,273,"DistancefromEdgeofFairway",2009
70,70,"Mathew Goggin",26,NA,6144.917,258,"DistancefromEdgeofFairway",2009
70,70,"Spencer Levin",25,NA,7898.25,331,"DistancefromEdgeofFairway",2009
70,70,"Nick OHern",27,NA,8335.75,350,"DistancefromEdgeofFairway",2009
70,70,"Tom Pernice Jr",26,NA,8546.833,358,"DistancefromEdgeofFairway",2009
74,74,"Richard Johnson",26,NA,7457.083,312,"DistancefromEdgeofFairway",2009
75,75,"Jeff Maggert",28,NA,7450.583,310,"DistancefromEdgeofFairway",2009
75,75,"Rod Pampling",23,NA,7123.583,297,"DistancefromEdgeofFairway",2009
75,75,"Pat Perez",22,NA,6941.333,289,"DistancefromEdgeofFairway",2009
75,75,"John Rollins",27,NA,8215.75,342,"DistancefromEdgeofFairway",2009
75,75,"Brian Vranesh",20,NA,4893.083,204,"DistancefromEdgeofFairway",2009
80,80,"Steve Flesch",27,NA,7506.667,312,"DistancefromEdgeofFairway",2009
80,80,"Mark Wilson",28,NA,8578.917,356,"DistancefromEdgeofFairway",2009
82,82,"Chris DiMarco",29,NA,9174.917,380,"DistancefromEdgeofFairway",2009
82,82,"Ken Duke",29,NA,9111,377,"DistancefromEdgeofFairway",2009
82,82,"Bill Haas",29,NA,9721.667,402,"DistancefromEdgeofFairway",2009
85,85,"Stephen Ames",23,NA,6094,251,"DistancefromEdgeofFairway",2009
86,86,"Rick Price",21,NA,4253.417,175,"DistancefromEdgeofFairway",2009
86,86,"Kevin Stadler",20,NA,6375.583,262,"DistancefromEdgeofFairway",2009
86,86,"Bo Van Pelt",30,NA,9309.75,383,"DistancefromEdgeofFairway",2009
89,89,"David Mathis",27,NA,8517,349,"DistancefromEdgeofFairway",2009
90,90,"Greg Kraft",21,NA,4987.5,202,"DistancefromEdgeofFairway",2009
91,91,"Steve Marino",29,NA,9764.25,394,"DistancefromEdgeofFairway",2009
92,92,"Billy Mayfair",28,NA,6805.667,272,"DistancefromEdgeofFairway",2009
92,92,"Aron Price",27,NA,9213.417,369,"DistancefromEdgeofFairway",2009
92,92,"Nick Watney",24,NA,9496.083,380,"DistancefromEdgeofFairway",2009
95,95,"Bill Lunde",27,NA,8615.333,343,"DistancefromEdgeofFairway",2009
95,95,"Matt Weibring",22,NA,6228.167,248,"DistancefromEdgeofFairway",2009
97,97,"Chad Campbell",26,NA,8479.167,337,"DistancefromEdgeofFairway",2009
98,98,"John Senden",29,NA,10624.667,421,"DistancefromEdgeofFairway",2009
98,98,"Peter Tomasulo",25,NA,5207.5,206,"DistancefromEdgeofFairway",2009
100,100,"Kevin Streelman",29,NA,10782.583,426,"DistancefromEdgeofFairway",2009
101,101,"JJ Henry",28,NA,10480.917,412,"DistancefromEdgeofFairway",2009
101,101,"Justin Rose",22,NA,6817.083,268,"DistancefromEdgeofFairway",2009
103,103,"Nicholas Thompson",31,NA,10035.917,394,"DistancefromEdgeofFairway",2009
103,103,"Johnson Wagner",26,NA,8620.333,338,"DistancefromEdgeofFairway",2009
105,105,"Freddie Jacobson",25,NA,9976.083,390,"DistancefromEdgeofFairway",2009
105,105,"Michael Letzig",28,NA,11631.833,454,"DistancefromEdgeofFairway",2009
107,107,"Stewart Cink",22,NA,8329.083,324,"DistancefromEdgeofFairway",2009
107,107,"Carl Pettersson",29,NA,10254.25,400,"DistancefromEdgeofFairway",2009
107,107,"Kevin Sutherland",27,NA,9328.083,363,"DistancefromEdgeofFairway",2009
107,107,"Vaughn Taylor",28,NA,8714.333,340,"DistancefromEdgeofFairway",2009
111,111,"Fred Couples",16,NA,6336.75,246,"DistancefromEdgeofFairway",2009
111,111,"James Nitties",27,NA,9609.083,373,"DistancefromEdgeofFairway",2009
111,111,"Charles Warren",20,NA,6210.25,241,"DistancefromEdgeofFairway",2009
114,114,"Lee Janzen",23,NA,7495.333,290,"DistancefromEdgeofFairway",2009
114,114,"Bryce Molder",21,NA,5961.417,231,"DistancefromEdgeofFairway",2009
114,114,"Rory Sabbatini",25,NA,9438.917,365,"DistancefromEdgeofFairway",2009
117,117,"Ernie Els",19,NA,6534.75,252,"DistancefromEdgeofFairway",2009
117,117,"Dean Wilson",29,NA,8497.583,328,"DistancefromEdgeofFairway",2009
119,119,"Rich Beem",26,NA,6767,260,"DistancefromEdgeofFairway",2009
119,119,"Nathan Green",30,NA,12297.083,473,"DistancefromEdgeofFairway",2009
119,119,"Chris Stroud",28,NA,9307,358,"DistancefromEdgeofFairway",2009
122,122,"Ryuji Imada",25,NA,9450.667,362,"DistancefromEdgeofFairway",2009
122,122,"Martin Laird",24,NA,7565.25,290,"DistancefromEdgeofFairway",2009
124,124,"Mark Calcavecchia",23,NA,8580.75,327,"DistancefromEdgeofFairway",2009
125,125,"Kris Blanks",20,NA,5384,204,"DistancefromEdgeofFairway",2009
126,126,"Sergio Garcia",17,NA,5913.083,223,"DistancefromEdgeofFairway",2009
126,126,"Retief Goosen",20,NA,8233.583,311,"DistancefromEdgeofFairway",2009
126,126,"Todd Hamilton",29,NA,8489.667,320,"DistancefromEdgeofFairway",2009
129,129,"Camilo Villegas",21,NA,7445.917,280,"DistancefromEdgeofFairway",2009
130,130,"Jarrod Lyle",21,NA,7029.5,263,"DistancefromEdgeofFairway",2009
131,131,"Brendon de Jonge",29,NA,10339,385,"DistancefromEdgeofFairway",2009
131,131,"Bob Heintz",20,NA,5895.5,220,"DistancefromEdgeofFairway",2009
131,131,"John Merrick",28,NA,9273,346,"DistancefromEdgeofFairway",2009
134,134,"Brad Faxon",23,NA,7501.583,279,"DistancefromEdgeofFairway",2009
135,135,"Woody Austin",24,NA,9777.5,361,"DistancefromEdgeofFairway",2009
135,135,"Jonathan Byrd",25,NA,9284.417,343,"DistancefromEdgeofFairway",2009
135,135,"George McNeill",26,NA,10586.667,391,"DistancefromEdgeofFairway",2009
135,135,"Tiger Woods",17,NA,6174.083,228,"DistancefromEdgeofFairway",2009
139,139,"Greg Chalmers",26,NA,9187.75,338,"DistancefromEdgeofFairway",2009
140,140,"Ricky Barnes",23,NA,7586.667,278,"DistancefromEdgeofFairway",2009
141,141,"Casey Wittenberg",25,NA,7087.667,259,"DistancefromEdgeofFairway",2009
142,142,"Brad Adamonis",25,NA,9461,345,"DistancefromEdgeofFairway",2009
142,142,"Geoff Ogilvy",20,NA,8407.167,307,"DistancefromEdgeofFairway",2009
144,144,"Davis Love III",27,NA,11249.167,409,"DistancefromEdgeofFairway",2009
144,144,"Ryan Moore",27,NA,8862.167,322,"DistancefromEdgeofFairway",2009
146,146,"Stuart Appleby",25,NA,9314.583,334,"DistancefromEdgeofFairway",2009
147,147,"Jeff Overton",28,NA,12670.667,452,"DistancefromEdgeofFairway",2009
148,148,"Joe Ogilvie",29,NA,11931.917,425,"DistancefromEdgeofFairway",2009
149,149,"Luke Donald",21,NA,8823.667,313,"DistancefromEdgeofFairway",2009
150,150,"Brendon Todd",21,NA,6529.417,231,"DistancefromEdgeofFairway",2009
151,151,"Matt Bettencourt",31,NA,12972.75,458,"DistancefromEdgeofFairway",2009
151,151,"Vijay Singh",21,NA,7348.333,259,"DistancefromEdgeofFairway",2009
153,153,"Tag Ridings",16,NA,6442.333,226,"DistancefromEdgeofFairway",2009
154,154,"Troy Matteson",30,NA,13289.75,465,"DistancefromEdgeofFairway",2009
155,155,"Tim Herron",27,NA,12793.5,446,"DistancefromEdgeofFairway",2009
156,156,"Ryan Palmer",26,NA,10066.5,350,"DistancefromEdgeofFairway",2009
157,157,"Leif Olson",21,NA,6918.75,237,"DistancefromEdgeofFairway",2009
158,158,"Marc Leishman",28,NA,12669.583,431,"DistancefromEdgeofFairway",2009
159,159,"Webb Simpson",30,NA,13542.083,459,"DistancefromEdgeofFairway",2009
160,160,"Brett Quigley",28,NA,11870.167,401,"DistancefromEdgeofFairway",2009
161,161,"Adam Scott",19,NA,6612.5,223,"DistancefromEdgeofFairway",2009
162,162,"Derek Fathauer",25,NA,8799.083,295,"DistancefromEdgeofFairway",2009
163,163,"Aaron Baddeley",23,NA,9795,327,"DistancefromEdgeofFairway",2009
164,164,"Brian Bateman",25,NA,8279.917,275,"DistancefromEdgeofFairway",2009
165,165,"Daniel Chopra",28,NA,13699.75,454,"DistancefromEdgeofFairway",2009
166,166,"Charley Hoffman",27,NA,14291.417,472,"DistancefromEdgeofFairway",2009
167,167,"Jason Day",18,NA,7942.833,261,"DistancefromEdgeofFairway",2009
167,167,"Harrison Frazar",28,NA,15499.5,510,"DistancefromEdgeofFairway",2009
167,167,"Andres Romero",20,NA,7506.667,247,"DistancefromEdgeofFairway",2009
170,170,"Angel Cabrera",17,NA,7436,243,"DistancefromEdgeofFairway",2009
170,170,"Parker McLachlin",25,NA,12317.917,403,"DistancefromEdgeofFairway",2009
172,172,"Scott Piercy",28,NA,13243.75,429,"DistancefromEdgeofFairway",2009
173,173,"Dustin Johnson",25,NA,10571.417,341,"DistancefromEdgeofFairway",2009
174,174,"Robert Garrigus",25,NA,12227.583,393,"DistancefromEdgeofFairway",2009
175,175,"Phil Mickelson",18,NA,9318.25,296,"DistancefromEdgeofFairway",2009
175,175,"Bubba Watson",24,NA,10496.917,333,"DistancefromEdgeofFairway",2009
177,177,"Padraig Harrington",20,NA,9039.333,281,"DistancefromEdgeofFairway",2009
178,178,"Matt Jones",17,NA,8617.417,263,"DistancefromEdgeofFairway",2009
179,179,"David Duval",22,NA,8574.667,261,"DistancefromEdgeofFairway",2009
179,179,"Anthony Kim",22,NA,11299.667,344,"DistancefromEdgeofFairway",2009
181,181,"Eric Axley",30,NA,12588.833,367,"DistancefromEdgeofFairway",2009
182,182,"Jimmy Walker",24,NA,13373.667,379,"DistancefromEdgeofFairway",2009
183,183,"Gary Woodland",18,NA,7573.333,210,"DistancefromEdgeofFairway",2009
184,184,"JB Holmes",25,NA,15342,416,"DistancefromEdgeofFairway",2009
