"TotalEagles_RANKTHISWEEK_2006","TotalEagles_RANKLASTWEEK_2006","TotalEagles_PLAYERNAME_2006","TotalEagles_ROUNDS_2006","TotalEagles_TOTAL_2006","stat_name","year"
146,146,"Richard Johnson",94,4,"TotalEagles",2006
146,146,"Ryan Moore",68,4,"TotalEagles",2006
146,146,"Corey Pavin",74,4,"TotalEagles",2006
146,146,"Jerry Smith",94,4,"TotalEagles",2006
146,146,"Kirk Triplett",58,4,"TotalEagles",2006
146,146,"Duffy Waldorf",96,4,"TotalEagles",2006
161,161,"Tommy Armour III",65,3,"TotalEagles",2006
161,161,"Mark Brooks",90,3,"TotalEagles",2006
161,161,"Mark Calcavecchia",94,3,"TotalEagles",2006
161,161,"Greg Chalmers",71,3,"TotalEagles",2006
161,161,"Michael Connell",51,3,"TotalEagles",2006
161,161,"John Engler Jr",69,3,"TotalEagles",2006
161,161,"Brad Faxon",78,3,"TotalEagles",2006
161,161,"Ryan Hietala",61,3,"TotalEagles",2006
161,161,"Skip Kendall",72,3,"TotalEagles",2006
161,161,"Greg Kraft",79,3,"TotalEagles",2006
161,161,"Thomas Levet",53,3,"TotalEagles",2006
161,161,"JL Lewis",57,3,"TotalEagles",2006
161,161,"Len Mattiace",59,3,"TotalEagles",2006
161,161,"Bob May",65,3,"TotalEagles",2006
161,161,"Larry Mize",53,3,"TotalEagles",2006
161,161,"Justin Rose",98,3,"TotalEagles",2006
161,161,"Jeff Sluman",101,3,"TotalEagles",2006
161,161,"Mike Sposa",68,3,"TotalEagles",2006
161,161,"Omar Uresti",61,3,"TotalEagles",2006
161,161,"Tjaart van der Walt",60,3,"TotalEagles",2006
161,161,"Jimmy Walker",60,3,"TotalEagles",2006
182,182,"Ben Curtis",86,2,"TotalEagles",2006
182,182,"Danny Ellis",68,2,"TotalEagles",2006
182,182,"Jeff Gove",91,2,"TotalEagles",2006
182,182,"Paul Goydos",72,2,"TotalEagles",2006
182,182,"Padraig Harrington",54,2,"TotalEagles",2006
182,182,"JP Hayes",55,2,"TotalEagles",2006
182,182,"Steve Jones",83,2,"TotalEagles",2006
182,182,"Stephen Leaney",84,2,"TotalEagles",2006
182,182,"Hidemichi Tanaka",74,2,"TotalEagles",2006
182,182,"Ron Whittaker",81,2,"TotalEagles",2006
192,192,"Doug Barron",74,1,"TotalEagles",2006
192,192,"David Howell",52,1,"TotalEagles",2006
192,192,"Peter Lonard",77,1,"TotalEagles",2006
192,192,"Ian Poulter",53,1,"TotalEagles",2006
196,196,"Mark OMeara",52,NA,"TotalEagles",2006
