"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2013","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2013","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2013","AverageDistancetoHoleAfterTeeShot_ROUNDS_2013","AverageDistancetoHoleAfterTeeShot_AVG_2013","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2013","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2013","stat_name","year"
70,70,"Peter Hanson",45,175,2853144,453,"AverageDistancetoHoleAfterTeeShot",2013
72,72,"Phil Mickelson",78,175.1,4917849,780,"AverageDistancetoHoleAfterTeeShot",2013
73,73,"Henrik Stenson",65,175.2,3835125,608,"AverageDistancetoHoleAfterTeeShot",2013
74,74,"Ernie Els",63,175.3,4215540,668,"AverageDistancetoHoleAfterTeeShot",2013
74,74,"Bobby Gates",49,175.3,3237800,513,"AverageDistancetoHoleAfterTeeShot",2013
76,76,"Billy Horschel",96,175.4,7235940,1146,"AverageDistancetoHoleAfterTeeShot",2013
76,76,"Matt Jones",83,175.4,6112723,968,"AverageDistancetoHoleAfterTeeShot",2013
78,78,"Bill Haas",85,175.5,6078205,962,"AverageDistancetoHoleAfterTeeShot",2013
78,78,"Vaughn Taylor",50,175.5,3474650,550,"AverageDistancetoHoleAfterTeeShot",2013
80,80,"Vijay Singh",61,175.6,4196978,664,"AverageDistancetoHoleAfterTeeShot",2013
81,81,"Erik Compton",74,175.7,5660281,895,"AverageDistancetoHoleAfterTeeShot",2013
81,81,"Steve LeBrun",66,175.7,4637360,733,"AverageDistancetoHoleAfterTeeShot",2013
83,83,"Matt Kuchar",93,175.8,6018098,951,"AverageDistancetoHoleAfterTeeShot",2013
84,84,"Lucas Glover",65,176,4543905,717,"AverageDistancetoHoleAfterTeeShot",2013
84,84,"Henrik Norlander",70,176,5158244,814,"AverageDistancetoHoleAfterTeeShot",2013
86,86,"Camilo Villegas",79,176.4,5550840,874,"AverageDistancetoHoleAfterTeeShot",2013
87,87,"Steve Stricker",51,176.5,3120631,491,"AverageDistancetoHoleAfterTeeShot",2013
88,88,"Kevin Streelman",86,176.9,5992378,941,"AverageDistancetoHoleAfterTeeShot",2013
89,89,"Scott Brown",65,177,4829428,758,"AverageDistancetoHoleAfterTeeShot",2013
89,89,"Sergio Garcia",65,177,4122788,647,"AverageDistancetoHoleAfterTeeShot",2013
91,91,"Sangmoon Bae",83,177.2,6346641,995,"AverageDistancetoHoleAfterTeeShot",2013
91,91,"Rickie Fowler",75,177.2,5237795,821,"AverageDistancetoHoleAfterTeeShot",2013
93,93,"Ryan Moore",72,177.5,5072461,794,"AverageDistancetoHoleAfterTeeShot",2013
94,94,"YE Yang",56,177.6,3619677,566,"AverageDistancetoHoleAfterTeeShot",2013
95,95,"Martin Laird",68,177.7,4670676,730,"AverageDistancetoHoleAfterTeeShot",2013
96,96,"Tim Clark",64,177.8,3821493,597,"AverageDistancetoHoleAfterTeeShot",2013
97,97,"Brendon de Jonge",110,178,8600629,1342,"AverageDistancetoHoleAfterTeeShot",2013
98,98,"Tom Gillis",69,178.1,5308099,828,"AverageDistancetoHoleAfterTeeShot",2013
99,99,"Will Claxton",67,178.2,4952973,772,"AverageDistancetoHoleAfterTeeShot",2013
100,100,"Jonas Blixt",76,178.4,5910221,920,"AverageDistancetoHoleAfterTeeShot",2013
100,100,"Rod Pampling",46,178.4,3115295,485,"AverageDistancetoHoleAfterTeeShot",2013
100,100,"Bo Van Pelt",72,178.4,4791138,746,"AverageDistancetoHoleAfterTeeShot",2013
103,103,"Brandt Snedeker",79,178.5,5160891,803,"AverageDistancetoHoleAfterTeeShot",2013
104,104,"Fabian Gomez",65,178.6,4944156,769,"AverageDistancetoHoleAfterTeeShot",2013
104,104,"William McGirt",75,178.6,6248719,972,"AverageDistancetoHoleAfterTeeShot",2013
104,104,"Brendan Steele",86,178.6,6828831,1062,"AverageDistancetoHoleAfterTeeShot",2013
107,107,"Alistair Presnell",59,178.7,4034013,627,"AverageDistancetoHoleAfterTeeShot",2013
108,108,"James Hahn",78,178.8,5908067,918,"AverageDistancetoHoleAfterTeeShot",2013
108,108,"George McNeill",68,178.8,5696946,885,"AverageDistancetoHoleAfterTeeShot",2013
110,110,"Bud Cauley",67,178.9,4938619,767,"AverageDistancetoHoleAfterTeeShot",2013
111,111,"Tim Herron",45,179.1,3894839,604,"AverageDistancetoHoleAfterTeeShot",2013
111,111,"Zach Johnson",84,179.1,6027124,935,"AverageDistancetoHoleAfterTeeShot",2013
111,111,"Pat Perez",69,179.1,5596843,868,"AverageDistancetoHoleAfterTeeShot",2013
114,114,"Ricky Barnes",74,179.2,5773400,895,"AverageDistancetoHoleAfterTeeShot",2013
114,114,"Stewart Cink",71,179.2,4888966,758,"AverageDistancetoHoleAfterTeeShot",2013
116,116,"Stuart Appleby",88,179.3,6964405,1079,"AverageDistancetoHoleAfterTeeShot",2013
116,116,"Chad Campbell",78,179.3,6388800,990,"AverageDistancetoHoleAfterTeeShot",2013
118,118,"Geoff Ogilvy",57,179.4,3681722,570,"AverageDistancetoHoleAfterTeeShot",2013
119,119,"JJ Henry",83,179.5,6610806,1023,"AverageDistancetoHoleAfterTeeShot",2013
119,119,"Brandt Jobe",62,179.5,4716567,730,"AverageDistancetoHoleAfterTeeShot",2013
119,119,"Ted Potter Jr",65,179.5,4930856,763,"AverageDistancetoHoleAfterTeeShot",2013
122,122,"Roberto Castro",97,179.7,7512118,1161,"AverageDistancetoHoleAfterTeeShot",2013
122,122,"Robert Karlsson",56,179.7,3272538,506,"AverageDistancetoHoleAfterTeeShot",2013
122,122,"John Senden",79,179.7,5471755,846,"AverageDistancetoHoleAfterTeeShot",2013
125,125,"Aaron Baddeley",68,179.8,5151333,796,"AverageDistancetoHoleAfterTeeShot",2013
125,125,"Ben Crane",62,179.8,4905080,758,"AverageDistancetoHoleAfterTeeShot",2013
127,127,"David Lingmerth",68,179.9,5070743,783,"AverageDistancetoHoleAfterTeeShot",2013
127,127,"Jeff Maggert",63,179.9,5117630,790,"AverageDistancetoHoleAfterTeeShot",2013
129,129,"John Merrick",79,180.1,6121844,944,"AverageDistancetoHoleAfterTeeShot",2013
129,129,"Daniel Summerhays",83,180.1,6981442,1077,"AverageDistancetoHoleAfterTeeShot",2013
129,129,"Tiger Woods",61,180.1,3832818,591,"AverageDistancetoHoleAfterTeeShot",2013
132,132,"Mark Wilson",56,180.4,4527288,697,"AverageDistancetoHoleAfterTeeShot",2013
133,133,"Graeme McDowell",53,180.5,3353399,516,"AverageDistancetoHoleAfterTeeShot",2013
134,134,"James Driscoll",76,180.6,5584553,859,"AverageDistancetoHoleAfterTeeShot",2013
134,134,"John Huh",88,180.6,6781097,1043,"AverageDistancetoHoleAfterTeeShot",2013
134,134,"Chez Reavie",72,180.6,6034629,928,"AverageDistancetoHoleAfterTeeShot",2013
137,137,"Cameron Tringale",80,181.6,6715641,1027,"AverageDistancetoHoleAfterTeeShot",2013
138,138,"David Mathis",71,181.9,5579745,852,"AverageDistancetoHoleAfterTeeShot",2013
138,138,"Johnson Wagner",64,181.9,4707033,719,"AverageDistancetoHoleAfterTeeShot",2013
140,140,"Luke Guthrie",82,182.5,5839851,889,"AverageDistancetoHoleAfterTeeShot",2013
141,141,"KJ Choi",85,182.7,5748800,874,"AverageDistancetoHoleAfterTeeShot",2013
142,142,"Justin Bolli",59,183,4176222,634,"AverageDistancetoHoleAfterTeeShot",2013
142,142,"Justin Hicks",79,183,6020973,914,"AverageDistancetoHoleAfterTeeShot",2013
144,144,"David Hearn",88,183.1,6671965,1012,"AverageDistancetoHoleAfterTeeShot",2013
145,145,"Brian Davis",91,183.2,7597315,1152,"AverageDistancetoHoleAfterTeeShot",2013
145,145,"Darron Stiles",51,183.2,3831097,581,"AverageDistancetoHoleAfterTeeShot",2013
145,145,"Casey Wittenberg",72,183.2,5455534,827,"AverageDistancetoHoleAfterTeeShot",2013
148,148,"Michael Thompson",66,183.5,4810028,728,"AverageDistancetoHoleAfterTeeShot",2013
149,149,"Stephen Ames",49,183.6,3971877,601,"AverageDistancetoHoleAfterTeeShot",2013
149,149,"Charlie Wi",75,183.6,6009085,909,"AverageDistancetoHoleAfterTeeShot",2013
151,151,"Brian Stuard",78,183.8,5730847,866,"AverageDistancetoHoleAfterTeeShot",2013
152,152,"Michael Bradley",56,183.9,3853583,582,"AverageDistancetoHoleAfterTeeShot",2013
153,153,"DH Lee",65,184,5265177,795,"AverageDistancetoHoleAfterTeeShot",2013
154,154,"Chris Stroud",88,184.1,7043992,1063,"AverageDistancetoHoleAfterTeeShot",2013
155,155,"Brian Gay",79,184.3,6494565,979,"AverageDistancetoHoleAfterTeeShot",2013
156,156,"Jason Bohn",70,184.5,6057428,912,"AverageDistancetoHoleAfterTeeShot",2013
156,156,"Bob Estes",66,184.5,5678919,855,"AverageDistancetoHoleAfterTeeShot",2013
158,158,"DA Points",87,184.6,6235146,938,"AverageDistancetoHoleAfterTeeShot",2013
159,159,"Ben Curtis",59,184.7,4222880,635,"AverageDistancetoHoleAfterTeeShot",2013
159,159,"Ben Kohles",75,184.7,5643678,849,"AverageDistancetoHoleAfterTeeShot",2013
161,161,"Ken Duke",87,185,6933614,1041,"AverageDistancetoHoleAfterTeeShot",2013
161,161,"Trevor Immelman",73,185,5661094,850,"AverageDistancetoHoleAfterTeeShot",2013
161,161,"Aaron Watkins",46,185,3210602,482,"AverageDistancetoHoleAfterTeeShot",2013
164,164,"Lee Williams",62,185.1,4697500,705,"AverageDistancetoHoleAfterTeeShot",2013
165,165,"Greg Chalmers",77,185.2,6373143,956,"AverageDistancetoHoleAfterTeeShot",2013
165,165,"Scott Langley",79,185.2,5859767,879,"AverageDistancetoHoleAfterTeeShot",2013
167,167,"Robert Allenby",58,185.4,4757726,713,"AverageDistancetoHoleAfterTeeShot",2013
168,168,"Doug LaBelle II",72,185.5,5429340,813,"AverageDistancetoHoleAfterTeeShot",2013
169,169,"David Toms",49,185.6,2946784,441,"AverageDistancetoHoleAfterTeeShot",2013
170,170,"Dicky Pride",71,186,5458581,815,"AverageDistancetoHoleAfterTeeShot",2013
171,171,"David Lynn",70,186.2,5189658,774,"AverageDistancetoHoleAfterTeeShot",2013
172,172,"Jerry Kelly",75,186.3,5948394,887,"AverageDistancetoHoleAfterTeeShot",2013
172,172,"Richard Lee",81,186.3,6646309,991,"AverageDistancetoHoleAfterTeeShot",2013
174,174,"Luke Donald",60,186.4,4247569,633,"AverageDistancetoHoleAfterTeeShot",2013
175,175,"Justin Leonard",86,186.8,6946650,1033,"AverageDistancetoHoleAfterTeeShot",2013
176,176,"Bryce Molder",82,188.1,6595319,974,"AverageDistancetoHoleAfterTeeShot",2013
177,177,"Jim Furyk",80,188.5,6031406,889,"AverageDistancetoHoleAfterTeeShot",2013
178,178,"Jin Park",52,189,4042277,594,"AverageDistancetoHoleAfterTeeShot",2013
179,179,"Colt Knost",69,189.9,5413564,792,"AverageDistancetoHoleAfterTeeShot",2013
180,180,"Mike Weir",60,190.4,4358398,636,"AverageDistancetoHoleAfterTeeShot",2013
