"GIRPuttingInside5_RANKTHISWEEK_2011","GIRPuttingInside5_RANKLASTWEEK_2011","GIRPuttingInside5_PLAYERNAME_2011","GIRPuttingInside5_ROUNDS_2011","GIRPuttingInside5_Pct_2011","GIRPuttingInside5_ATTEMPTS_2011","GIRPuttingInside5_PUTTSMADE_2011","stat_name","year"
39,39,"Chris Kirk",87,87.23,47,41,"GIRPuttingInside5",2011
40,40,"JB Holmes",57,87.18,39,34,"GIRPuttingInside5",2011
41,41,"Josh Teater",104,87.04,54,47,"GIRPuttingInside5",2011
42,42,"Scott McCarron",65,86.96,23,20,"GIRPuttingInside5",2011
43,43,"Alex Prugh",82,86.84,38,33,"GIRPuttingInside5",2011
44,44,"Greg Chalmers",88,86.67,45,39,"GIRPuttingInside5",2011
44,44,"Steve Elkington",50,86.67,15,13,"GIRPuttingInside5",2011
44,44,"YE Yang",63,86.67,15,13,"GIRPuttingInside5",2011
47,47,"Steven Bowditch",86,86.54,52,45,"GIRPuttingInside5",2011
47,47,"Spencer Levin",113,86.54,52,45,"GIRPuttingInside5",2011
49,49,"Nathan Green",81,86.49,37,32,"GIRPuttingInside5",2011
50,50,"Phil Mickelson",79,86.44,59,51,"GIRPuttingInside5",2011
51,51,"Chad Campbell",99,86.27,51,44,"GIRPuttingInside5",2011
52,52,"Matt Jones",71,86.11,36,31,"GIRPuttingInside5",2011
53,53,"Aaron Baddeley",77,85.71,49,42,"GIRPuttingInside5",2011
53,53,"Luke Donald",73,85.71,35,30,"GIRPuttingInside5",2011
53,53,"Freddie Jacobson",92,85.71,42,36,"GIRPuttingInside5",2011
53,53,"Matt Kuchar",94,85.71,49,42,"GIRPuttingInside5",2011
53,53,"Garrett Willis",71,85.71,35,30,"GIRPuttingInside5",2011
58,58,"Ernie Els",71,85.29,34,29,"GIRPuttingInside5",2011
59,59,"Tommy Gainey",104,85.19,54,46,"GIRPuttingInside5",2011
60,60,"Michael Thompson",79,85,40,34,"GIRPuttingInside5",2011
61,61,"Jerry Kelly",85,84.62,39,33,"GIRPuttingInside5",2011
61,61,"Bio Kim",71,84.62,39,33,"GIRPuttingInside5",2011
61,61,"John Merrick",71,84.62,39,33,"GIRPuttingInside5",2011
61,61,"Bryce Molder",82,84.62,39,33,"GIRPuttingInside5",2011
65,65,"Jason Bohn",74,84.44,45,38,"GIRPuttingInside5",2011
66,66,"Dustin Johnson",72,84.21,38,32,"GIRPuttingInside5",2011
67,67,"Retief Goosen",50,84,25,21,"GIRPuttingInside5",2011
67,67,"Tim Herron",85,84,50,42,"GIRPuttingInside5",2011
69,69,"Brandt Jobe",100,83.93,56,47,"GIRPuttingInside5",2011
70,70,"Jason Dufner",78,83.87,31,26,"GIRPuttingInside5",2011
70,70,"Nate Smith",66,83.87,31,26,"GIRPuttingInside5",2011
72,72,"Kevin Stadler",88,83.78,37,31,"GIRPuttingInside5",2011
72,72,"Brendan Steele",89,83.78,37,31,"GIRPuttingInside5",2011
74,74,"Robert Allenby",84,83.72,43,36,"GIRPuttingInside5",2011
75,75,"Carl Pettersson",95,83.64,55,46,"GIRPuttingInside5",2011
76,76,"Ricky Barnes",78,83.33,42,35,"GIRPuttingInside5",2011
76,76,"Brendon de Jonge",105,83.33,54,45,"GIRPuttingInside5",2011
76,76,"Rickie Fowler",84,83.33,42,35,"GIRPuttingInside5",2011
76,76,"Robert Garrigus",83,83.33,42,35,"GIRPuttingInside5",2011
76,76,"Heath Slocum",89,83.33,42,35,"GIRPuttingInside5",2011
76,76,"Scott Stallings",84,83.33,36,30,"GIRPuttingInside5",2011
76,76,"Steve Stricker",70,83.33,42,35,"GIRPuttingInside5",2011
83,83,"Jason Day",76,82.86,35,29,"GIRPuttingInside5",2011
83,83,"Rod Pampling",72,82.86,35,29,"GIRPuttingInside5",2011
85,85,"Ben Martin",74,82.5,40,33,"GIRPuttingInside5",2011
86,86,"Colt Knost",80,82.35,34,28,"GIRPuttingInside5",2011
87,87,"Matt McQuillan",59,82.14,28,23,"GIRPuttingInside5",2011
87,87,"Johnson Wagner",81,82.14,28,23,"GIRPuttingInside5",2011
89,89,"Cameron Beckman",71,82,50,41,"GIRPuttingInside5",2011
90,90,"Brian Davis",105,81.82,66,54,"GIRPuttingInside5",2011
90,90,"Ian Poulter",52,81.82,22,18,"GIRPuttingInside5",2011
90,90,"Roland Thatcher",67,81.82,33,27,"GIRPuttingInside5",2011
93,93,"John Senden",94,81.63,49,40,"GIRPuttingInside5",2011
94,94,"Trevor Immelman",84,81.58,38,31,"GIRPuttingInside5",2011
95,95,"JJ Henry",96,81.4,43,35,"GIRPuttingInside5",2011
96,96,"Stewart Cink",72,81.25,32,26,"GIRPuttingInside5",2011
96,96,"Justin Rose",79,81.25,48,39,"GIRPuttingInside5",2011
98,98,"Zack Miller",86,81.08,37,30,"GIRPuttingInside5",2011
99,99,"KJ Choi",77,80.95,21,17,"GIRPuttingInside5",2011
99,99,"Bo Van Pelt",92,80.95,42,34,"GIRPuttingInside5",2011
99,99,"Nick Watney",80,80.95,42,34,"GIRPuttingInside5",2011
102,102,"Harrison Frazar",58,80.77,26,21,"GIRPuttingInside5",2011
102,102,"Shaun Micheel",77,80.77,26,21,"GIRPuttingInside5",2011
102,102,"Kevin Na",84,80.77,52,42,"GIRPuttingInside5",2011
105,105,"Michael Connell",76,80.56,36,29,"GIRPuttingInside5",2011
105,105,"Mark Wilson",89,80.56,36,29,"GIRPuttingInside5",2011
107,107,"Billy Horschel",75,80.49,41,33,"GIRPuttingInside5",2011
108,108,"Billy Mayfair",94,80.39,51,41,"GIRPuttingInside5",2011
108,108,"Cameron Tringale",110,80.39,51,41,"GIRPuttingInside5",2011
110,110,"Stephen Ames",69,80,30,24,"GIRPuttingInside5",2011
110,110,"Scott Gutschewski",67,80,25,20,"GIRPuttingInside5",2011
110,110,"Ryan Moore",79,80,30,24,"GIRPuttingInside5",2011
110,110,"Michael Putnam",67,80,40,32,"GIRPuttingInside5",2011
110,110,"John Rollins",85,80,45,36,"GIRPuttingInside5",2011
115,115,"Chris DiMarco",93,79.63,54,43,"GIRPuttingInside5",2011
116,116,"Ben Crane",76,79.41,34,27,"GIRPuttingInside5",2011
116,116,"James Driscoll",71,79.41,34,27,"GIRPuttingInside5",2011
118,118,"Charley Hoffman",93,79.25,53,42,"GIRPuttingInside5",2011
119,119,"Rocco Mediate",53,79.17,24,19,"GIRPuttingInside5",2011
120,120,"Kris Blanks",92,79.07,43,34,"GIRPuttingInside5",2011
121,121,"Arjun Atwal",91,78.95,57,45,"GIRPuttingInside5",2011
121,121,"Graeme McDowell",50,78.95,19,15,"GIRPuttingInside5",2011
121,121,"Alexandre Rocha",65,78.95,19,15,"GIRPuttingInside5",2011
121,121,"Camilo Villegas",69,78.95,38,30,"GIRPuttingInside5",2011
125,125,"Troy Matteson",91,78.72,47,37,"GIRPuttingInside5",2011
126,126,"Stuart Appleby",65,78.57,28,22,"GIRPuttingInside5",2011
126,126,"Aron Price",58,78.57,28,22,"GIRPuttingInside5",2011
126,126,"Daniel Summerhays",75,78.57,28,22,"GIRPuttingInside5",2011
129,129,"DA Points",89,78.38,37,29,"GIRPuttingInside5",2011
130,130,"Fabian Gomez",84,78.13,32,25,"GIRPuttingInside5",2011
130,130,"Troy Merritt",63,78.13,32,25,"GIRPuttingInside5",2011
132,132,"Michael Bradley",74,78.05,41,32,"GIRPuttingInside5",2011
132,132,"Paul Stankowski",78,78.05,41,32,"GIRPuttingInside5",2011
134,134,"Justin Hicks",60,77.78,18,14,"GIRPuttingInside5",2011
134,134,"Webb Simpson",98,77.78,63,49,"GIRPuttingInside5",2011
136,136,"Joe Ogilvie",75,77.5,40,31,"GIRPuttingInside5",2011
137,137,"David Toms",78,77.42,31,24,"GIRPuttingInside5",2011
138,138,"Ryan Palmer",82,77.14,35,27,"GIRPuttingInside5",2011
139,139,"Chris Riley",76,76.92,39,30,"GIRPuttingInside5",2011
139,139,"DJ Trahan",91,76.92,52,40,"GIRPuttingInside5",2011
141,141,"Matt Bettencourt",84,76.67,30,23,"GIRPuttingInside5",2011
142,142,"Chris Stroud",88,76.47,34,26,"GIRPuttingInside5",2011
143,143,"Joseph Bramlett",73,76.32,38,29,"GIRPuttingInside5",2011
143,143,"Tim Petrovic",88,76.32,38,29,"GIRPuttingInside5",2011
145,145,"Rich Beem",53,76.19,21,16,"GIRPuttingInside5",2011
145,145,"Jonathan Byrd",83,76.19,42,32,"GIRPuttingInside5",2011
147,147,"Ryuji Imada",83,76.09,46,35,"GIRPuttingInside5",2011
148,148,"Sean OHair",71,75.86,29,22,"GIRPuttingInside5",2011
149,149,"Marc Leishman",87,75.51,49,37,"GIRPuttingInside5",2011
150,150,"Joe Durant",71,75,28,21,"GIRPuttingInside5",2011
150,150,"Martin Piller",63,75,20,15,"GIRPuttingInside5",2011
150,150,"Bubba Watson",85,75,52,39,"GIRPuttingInside5",2011
153,153,"Vaughn Taylor",89,74.51,51,38,"GIRPuttingInside5",2011
154,154,"Paul Goydos",81,74.47,47,35,"GIRPuttingInside5",2011
155,155,"Steve Flesch",88,74.42,43,32,"GIRPuttingInside5",2011
155,155,"Tag Ridings",87,74.42,43,32,"GIRPuttingInside5",2011
157,157,"Jhonattan Vegas",84,74.19,31,23,"GIRPuttingInside5",2011
158,158,"Kent Jones",76,74.07,27,20,"GIRPuttingInside5",2011
159,159,"Ben Curtis",66,73.91,23,17,"GIRPuttingInside5",2011
159,159,"Dean Wilson",62,73.91,23,17,"GIRPuttingInside5",2011
161,161,"Steve Marino",76,73.68,38,28,"GIRPuttingInside5",2011
161,161,"Marc Turnesa",54,73.68,19,14,"GIRPuttingInside5",2011
163,163,"Kevin Chappell",78,72.73,44,32,"GIRPuttingInside5",2011
163,163,"Hunter Haas",96,72.73,44,32,"GIRPuttingInside5",2011
163,163,"Sung Kang",63,72.73,22,16,"GIRPuttingInside5",2011
163,163,"Pat Perez",76,72.73,33,24,"GIRPuttingInside5",2011
167,167,"Jim Herman",69,72.5,40,29,"GIRPuttingInside5",2011
168,168,"Robert Karlsson",61,72,25,18,"GIRPuttingInside5",2011
169,169,"Adam Scott",60,71.88,32,23,"GIRPuttingInside5",2011
170,170,"Tom Gillis",55,71.43,28,20,"GIRPuttingInside5",2011
170,170,"Justin Leonard",82,71.43,35,25,"GIRPuttingInside5",2011
170,170,"Jim Renner",65,71.43,35,25,"GIRPuttingInside5",2011
173,173,"Kyle Stanley",98,71.15,52,37,"GIRPuttingInside5",2011
174,174,"Gary Woodland",93,71.11,45,32,"GIRPuttingInside5",2011
175,175,"Bill Lunde",92,70.97,31,22,"GIRPuttingInside5",2011
176,176,"Vijay Singh",79,70.91,55,39,"GIRPuttingInside5",2011
177,177,"Kevin Kisner",70,70.37,27,19,"GIRPuttingInside5",2011
178,178,"Bobby Gates",82,70.27,37,26,"GIRPuttingInside5",2011
179,179,"Jim Furyk",87,68.89,45,31,"GIRPuttingInside5",2011
180,180,"Charl Schwartzel",58,68.75,16,11,"GIRPuttingInside5",2011
181,181,"Lucas Glover",74,68.57,35,24,"GIRPuttingInside5",2011
182,182,"Davis Love III",70,68.42,38,26,"GIRPuttingInside5",2011
183,183,"Nick OHern",89,68.29,41,28,"GIRPuttingInside5",2011
183,183,"Boo Weekley",66,68.29,41,28,"GIRPuttingInside5",2011
185,185,"Alex Cejka",59,68,25,17,"GIRPuttingInside5",2011
186,186,"David Duval",67,62.5,32,20,"GIRPuttingInside5",2011
