"ApproachesRightRoughRTPScore_RANKTHISWEEK_2013","ApproachesRightRoughRTPScore_RANKLASTWEEK_2013","ApproachesRightRoughRTPScore_PLAYERNAME_2013","ApproachesRightRoughRTPScore_ROUNDS_2013","ApproachesRightRoughRTPScore_AVGRTP_2013","stat_name","year"
51,51,"Charl Schwartzel",69,0.086,"ApproachesRightRoughRTPScore",2013
53,53,"Marc Leishman",77,0.087,"ApproachesRightRoughRTPScore",2013
54,54,"Ryan Palmer",79,0.088,"ApproachesRightRoughRTPScore",2013
55,55,"Alistair Presnell",59,0.091,"ApproachesRightRoughRTPScore",2013
55,55,"Lee Westwood",70,0.091,"ApproachesRightRoughRTPScore",2013
57,57,"Jason Kokrak",78,0.093,"ApproachesRightRoughRTPScore",2013
58,58,"Brendan Steele",86,0.094,"ApproachesRightRoughRTPScore",2013
59,59,"Tim Herron",45,0.095,"ApproachesRightRoughRTPScore",2013
60,60,"Troy Matteson",68,0.096,"ApproachesRightRoughRTPScore",2013
61,61,"Robert Garrigus",69,0.097,"ApproachesRightRoughRTPScore",2013
62,62,"Justin Leonard",86,0.098,"ApproachesRightRoughRTPScore",2013
63,63,"Bubba Watson",76,0.099,"ApproachesRightRoughRTPScore",2013
64,64,"Henrik Norlander",70,0.1,"ApproachesRightRoughRTPScore",2013
65,65,"Trevor Immelman",73,0.101,"ApproachesRightRoughRTPScore",2013
65,65,"Jeff Overton",78,0.101,"ApproachesRightRoughRTPScore",2013
67,67,"Matt Kuchar",93,0.102,"ApproachesRightRoughRTPScore",2013
68,68,"Charlie Beljan",62,0.103,"ApproachesRightRoughRTPScore",2013
69,69,"Matt Every",89,0.104,"ApproachesRightRoughRTPScore",2013
69,69,"Morgan Hoffmann",64,0.104,"ApproachesRightRoughRTPScore",2013
71,71,"John Huh",88,0.107,"ApproachesRightRoughRTPScore",2013
71,71,"Rory Sabbatini",86,0.107,"ApproachesRightRoughRTPScore",2013
71,71,"Vaughn Taylor",50,0.107,"ApproachesRightRoughRTPScore",2013
74,74,"Graeme McDowell",53,0.109,"ApproachesRightRoughRTPScore",2013
75,75,"DH Lee",65,0.11,"ApproachesRightRoughRTPScore",2013
75,75,"Pat Perez",69,0.11,"ApproachesRightRoughRTPScore",2013
75,75,"Dicky Pride",71,0.11,"ApproachesRightRoughRTPScore",2013
78,78,"Billy Horschel",96,0.115,"ApproachesRightRoughRTPScore",2013
79,79,"Carl Pettersson",82,0.116,"ApproachesRightRoughRTPScore",2013
79,79,"Daniel Summerhays",83,0.116,"ApproachesRightRoughRTPScore",2013
81,81,"John Senden",79,0.117,"ApproachesRightRoughRTPScore",2013
82,82,"Sean OHair",56,0.119,"ApproachesRightRoughRTPScore",2013
82,82,"DJ Trahan",48,0.119,"ApproachesRightRoughRTPScore",2013
84,84,"Michael Thompson",66,0.121,"ApproachesRightRoughRTPScore",2013
85,85,"Roberto Castro",97,0.122,"ApproachesRightRoughRTPScore",2013
86,86,"Erik Compton",74,0.123,"ApproachesRightRoughRTPScore",2013
87,87,"Jason Dufner",78,0.124,"ApproachesRightRoughRTPScore",2013
87,87,"Chez Reavie",72,0.124,"ApproachesRightRoughRTPScore",2013
89,89,"Steven Bowditch",67,0.125,"ApproachesRightRoughRTPScore",2013
90,90,"Lee Williams",62,0.126,"ApproachesRightRoughRTPScore",2013
91,91,"Gary Woodland",94,0.127,"ApproachesRightRoughRTPScore",2013
92,92,"Tom Gillis",69,0.128,"ApproachesRightRoughRTPScore",2013
92,92,"Mark Wilson",56,0.128,"ApproachesRightRoughRTPScore",2013
94,94,"Ryan Moore",72,0.129,"ApproachesRightRoughRTPScore",2013
94,94,"Ian Poulter",59,0.129,"ApproachesRightRoughRTPScore",2013
94,94,"Andrew Svoboda",46,0.129,"ApproachesRightRoughRTPScore",2013
97,97,"Kevin Stadler",83,0.13,"ApproachesRightRoughRTPScore",2013
98,98,"Scott Stallings",79,0.134,"ApproachesRightRoughRTPScore",2013
99,99,"Justin Hicks",79,0.135,"ApproachesRightRoughRTPScore",2013
99,99,"Mike Weir",60,0.135,"ApproachesRightRoughRTPScore",2013
101,101,"Stewart Cink",71,0.136,"ApproachesRightRoughRTPScore",2013
101,101,"Brandt Snedeker",79,0.136,"ApproachesRightRoughRTPScore",2013
103,103,"Aaron Baddeley",68,0.137,"ApproachesRightRoughRTPScore",2013
103,103,"Charlie Wi",75,0.137,"ApproachesRightRoughRTPScore",2013
105,105,"James Driscoll",76,0.138,"ApproachesRightRoughRTPScore",2013
105,105,"Brian Harman",89,0.138,"ApproachesRightRoughRTPScore",2013
107,107,"Steve LeBrun",66,0.14,"ApproachesRightRoughRTPScore",2013
108,108,"John Rollins",77,0.142,"ApproachesRightRoughRTPScore",2013
109,109,"Fabian Gomez",65,0.143,"ApproachesRightRoughRTPScore",2013
110,110,"JJ Henry",83,0.144,"ApproachesRightRoughRTPScore",2013
110,110,"Bryce Molder",82,0.144,"ApproachesRightRoughRTPScore",2013
112,112,"Lucas Glover",65,0.145,"ApproachesRightRoughRTPScore",2013
112,112,"James Hahn",78,0.145,"ApproachesRightRoughRTPScore",2013
114,114,"Nicolas Colsaerts",50,0.146,"ApproachesRightRoughRTPScore",2013
115,115,"Jim Herman",59,0.148,"ApproachesRightRoughRTPScore",2013
116,116,"Sangmoon Bae",83,0.15,"ApproachesRightRoughRTPScore",2013
116,116,"Martin Kaymer",61,0.15,"ApproachesRightRoughRTPScore",2013
118,118,"Brian Gay",79,0.152,"ApproachesRightRoughRTPScore",2013
119,119,"Scott Langley",79,0.153,"ApproachesRightRoughRTPScore",2013
120,120,"Geoff Ogilvy",57,0.159,"ApproachesRightRoughRTPScore",2013
121,121,"Stuart Appleby",88,0.162,"ApproachesRightRoughRTPScore",2013
121,121,"Jason Bohn",70,0.162,"ApproachesRightRoughRTPScore",2013
121,121,"Peter Hanson",45,0.162,"ApproachesRightRoughRTPScore",2013
121,121,"Martin Laird",68,0.162,"ApproachesRightRoughRTPScore",2013
125,125,"Angel Cabrera",73,0.163,"ApproachesRightRoughRTPScore",2013
125,125,"Eric Meierdierks",48,0.163,"ApproachesRightRoughRTPScore",2013
127,127,"Brad Fritsch",81,0.165,"ApproachesRightRoughRTPScore",2013
127,127,"Rod Pampling",46,0.165,"ApproachesRightRoughRTPScore",2013
129,129,"William McGirt",75,0.168,"ApproachesRightRoughRTPScore",2013
129,129,"Tag Ridings",69,0.168,"ApproachesRightRoughRTPScore",2013
131,131,"Greg Chalmers",77,0.169,"ApproachesRightRoughRTPScore",2013
132,132,"Jerry Kelly",75,0.17,"ApproachesRightRoughRTPScore",2013
133,133,"Kevin Chappell",80,0.171,"ApproachesRightRoughRTPScore",2013
133,133,"Tiger Woods",61,0.171,"ApproachesRightRoughRTPScore",2013
135,135,"Scott Brown",65,0.175,"ApproachesRightRoughRTPScore",2013
135,135,"Seung Yul Noh",71,0.175,"ApproachesRightRoughRTPScore",2013
137,137,"David Lynn",70,0.183,"ApproachesRightRoughRTPScore",2013
138,138,"Brian Davis",91,0.184,"ApproachesRightRoughRTPScore",2013
138,138,"Ted Potter Jr",65,0.184,"ApproachesRightRoughRTPScore",2013
140,140,"Jeff Maggert",63,0.185,"ApproachesRightRoughRTPScore",2013
140,140,"Casey Wittenberg",72,0.185,"ApproachesRightRoughRTPScore",2013
142,142,"Ricky Barnes",74,0.191,"ApproachesRightRoughRTPScore",2013
143,143,"Boo Weekley",100,0.193,"ApproachesRightRoughRTPScore",2013
144,144,"Derek Ernst",58,0.194,"ApproachesRightRoughRTPScore",2013
145,145,"Tommy Gainey",84,0.196,"ApproachesRightRoughRTPScore",2013
145,145,"Henrik Stenson",65,0.196,"ApproachesRightRoughRTPScore",2013
145,145,"David Toms",49,0.196,"ApproachesRightRoughRTPScore",2013
148,148,"Luke Donald",60,0.2,"ApproachesRightRoughRTPScore",2013
149,149,"Ben Crane",62,0.202,"ApproachesRightRoughRTPScore",2013
150,150,"George McNeill",68,0.204,"ApproachesRightRoughRTPScore",2013
151,151,"Bo Van Pelt",72,0.205,"ApproachesRightRoughRTPScore",2013
152,152,"Brian Stuard",78,0.206,"ApproachesRightRoughRTPScore",2013
153,153,"Ben Kohles",75,0.208,"ApproachesRightRoughRTPScore",2013
153,153,"YE Yang",56,0.208,"ApproachesRightRoughRTPScore",2013
155,155,"David Mathis",71,0.209,"ApproachesRightRoughRTPScore",2013
156,156,"Ben Curtis",59,0.212,"ApproachesRightRoughRTPScore",2013
157,157,"Jonas Blixt",76,0.213,"ApproachesRightRoughRTPScore",2013
158,158,"Jim Furyk",80,0.215,"ApproachesRightRoughRTPScore",2013
159,159,"David Hearn",88,0.218,"ApproachesRightRoughRTPScore",2013
159,159,"Aaron Watkins",46,0.218,"ApproachesRightRoughRTPScore",2013
161,161,"Nick Watney",88,0.22,"ApproachesRightRoughRTPScore",2013
162,162,"Darron Stiles",51,0.227,"ApproachesRightRoughRTPScore",2013
163,163,"Vijay Singh",61,0.232,"ApproachesRightRoughRTPScore",2013
164,164,"Robert Streb",75,0.234,"ApproachesRightRoughRTPScore",2013
165,165,"Ryo Ishikawa",72,0.238,"ApproachesRightRoughRTPScore",2013
166,166,"Rory McIlroy",56,0.243,"ApproachesRightRoughRTPScore",2013
167,167,"Greg Owen",73,0.25,"ApproachesRightRoughRTPScore",2013
168,168,"Jin Park",52,0.254,"ApproachesRightRoughRTPScore",2013
169,169,"Colt Knost",69,0.255,"ApproachesRightRoughRTPScore",2013
170,170,"Ken Duke",87,0.257,"ApproachesRightRoughRTPScore",2013
171,171,"Doug LaBelle II",72,0.263,"ApproachesRightRoughRTPScore",2013
172,172,"Chad Campbell",78,0.271,"ApproachesRightRoughRTPScore",2013
173,173,"Will Claxton",67,0.294,"ApproachesRightRoughRTPScore",2013
173,173,"Padraig Harrington",52,0.294,"ApproachesRightRoughRTPScore",2013
175,175,"Bud Cauley",67,0.295,"ApproachesRightRoughRTPScore",2013
176,176,"Robert Karlsson",56,0.302,"ApproachesRightRoughRTPScore",2013
177,177,"Brandt Jobe",62,0.313,"ApproachesRightRoughRTPScore",2013
178,178,"Justin Bolli",59,0.326,"ApproachesRightRoughRTPScore",2013
179,179,"Robert Allenby",58,0.329,"ApproachesRightRoughRTPScore",2013
180,180,"Bobby Gates",49,0.336,"ApproachesRightRoughRTPScore",2013
