"EaglesHolesper_RANKTHISWEEK_2012","EaglesHolesper_RANKLASTWEEK_2012","EaglesHolesper_PLAYERNAME_2012","EaglesHolesper_ROUNDS_2012","EaglesHolesper_FREQUENCY_2012","EaglesHolesper_OFHOLES_2012","EaglesHolesper_OFEAGLES_2012","stat_name","year"
32,32,"Bo Van Pelt",84,149.4,1494,10,"EaglesHolesper",2012
33,33,"Dustin Johnson",70,150.8,1206,8,"EaglesHolesper",2012
34,34,"Kyle Stanley",86,151.2,1512,10,"EaglesHolesper",2012
35,35,"Seung Yul Noh",105,151.5,1818,12,"EaglesHolesper",2012
36,36,"Rocco Mediate",70,153,1224,8,"EaglesHolesper",2012
37,37,"Zach Johnson",95,153.8,1692,11,"EaglesHolesper",2012
38,38,"Ken Duke",104,156,1872,12,"EaglesHolesper",2012
38,38,"Ryo Ishikawa",54,156,936,6,"EaglesHolesper",2012
38,38,"Steve Wheatcroft",56,156,936,6,"EaglesHolesper",2012
41,41,"Greg Chalmers",88,156.6,1566,10,"EaglesHolesper",2012
42,42,"Danny Lee",74,157.5,1260,8,"EaglesHolesper",2012
43,43,"Johnson Wagner",88,158.4,1584,10,"EaglesHolesper",2012
44,44,"Ryan Moore",89,160.2,1602,10,"EaglesHolesper",2012
45,45,"Louis Oosthuizen",65,162,1134,7,"EaglesHolesper",2012
45,45,"Vijay Singh",99,162,1782,11,"EaglesHolesper",2012
47,47,"Sung Kang",75,164.3,1314,8,"EaglesHolesper",2012
48,48,"Andres Romero",68,164.6,1152,7,"EaglesHolesper",2012
49,49,"Kris Blanks",65,167.1,1170,7,"EaglesHolesper",2012
50,50,"Sergio Garcia",57,168,1008,6,"EaglesHolesper",2012
50,50,"Sean OHair",84,168,1512,9,"EaglesHolesper",2012
52,52,"Jason Kokrak",79,168.8,1350,8,"EaglesHolesper",2012
53,53,"JB Holmes",90,172,1548,9,"EaglesHolesper",2012
54,54,"Kevin Chappell",91,174,1566,9,"EaglesHolesper",2012
55,55,"Chris Couch",61,177,1062,6,"EaglesHolesper",2012
55,55,"Billy Horschel",63,177,1062,6,"EaglesHolesper",2012
57,57,"Bill Lunde",83,177.8,1422,8,"EaglesHolesper",2012
58,58,"Tim Clark",60,180,1080,6,"EaglesHolesper",2012
58,58,"Boo Weekley",74,180,1260,7,"EaglesHolesper",2012
60,60,"Henrik Stenson",51,183.6,918,5,"EaglesHolesper",2012
61,61,"Rickie Fowler",84,186.8,1494,8,"EaglesHolesper",2012
61,61,"Jeff Maggert",83,186.8,1494,8,"EaglesHolesper",2012
63,63,"Brendan Steele",77,187.7,1314,7,"EaglesHolesper",2012
64,64,"Mathew Goggin",65,189,1134,6,"EaglesHolesper",2012
64,64,"Padraig Harrington",67,189,1134,6,"EaglesHolesper",2012
66,66,"Brendon Todd",78,190.3,1332,7,"EaglesHolesper",2012
67,67,"Matt Jones",53,190.8,954,5,"EaglesHolesper",2012
67,67,"Roland Thatcher",55,190.8,954,5,"EaglesHolesper",2012
69,69,"George McNeill",85,191.3,1530,8,"EaglesHolesper",2012
70,70,"Derek Lamely",64,192,1152,6,"EaglesHolesper",2012
71,71,"Charlie Wi",86,193.5,1548,8,"EaglesHolesper",2012
72,72,"Lee Westwood",60,194.4,972,5,"EaglesHolesper",2012
73,73,"Gary Christian",91,195.8,1566,8,"EaglesHolesper",2012
74,74,"Tommy Gainey",98,196,1764,9,"EaglesHolesper",2012
75,75,"Erik Compton",81,198,1386,7,"EaglesHolesper",2012
75,75,"Jason Day",57,198,990,5,"EaglesHolesper",2012
77,77,"Ernie Els",80,200.6,1404,7,"EaglesHolesper",2012
77,77,"John Senden",81,200.6,1404,7,"EaglesHolesper",2012
77,77,"Mark Wilson",84,200.6,1404,7,"EaglesHolesper",2012
80,80,"Stewart Cink",71,201,1206,6,"EaglesHolesper",2012
81,81,"Spencer Levin",81,203.1,1422,7,"EaglesHolesper",2012
82,82,"Justin Rose",69,204,1224,6,"EaglesHolesper",2012
83,83,"Brian Davis",91,204.8,1638,8,"EaglesHolesper",2012
84,84,"Michael Thompson",80,205.7,1440,7,"EaglesHolesper",2012
85,85,"John Daly",50,207,828,4,"EaglesHolesper",2012
86,86,"David Mathis",83,208.3,1458,7,"EaglesHolesper",2012
87,87,"Marco Dawson",60,208.8,1044,5,"EaglesHolesper",2012
87,87,"David Toms",60,208.8,1044,5,"EaglesHolesper",2012
89,89,"Steve Stricker",73,210,1260,6,"EaglesHolesper",2012
90,90,"Tommy Biershenk",74,216,1296,6,"EaglesHolesper",2012
91,91,"Harris English",98,220.5,1764,8,"EaglesHolesper",2012
91,91,"Troy Matteson",100,220.5,1764,8,"EaglesHolesper",2012
93,93,"Will Claxton",99,222.8,1782,8,"EaglesHolesper",2012
94,94,"Tim Herron",88,226.3,1584,7,"EaglesHolesper",2012
95,95,"Michael Bradley",63,226.8,1134,5,"EaglesHolesper",2012
96,96,"Jeff Overton",101,227.3,1818,8,"EaglesHolesper",2012
97,97,"Webb Simpson",77,228,1368,6,"EaglesHolesper",2012
98,98,"Roberto Castro",92,231.4,1620,7,"EaglesHolesper",2012
99,99,"Bill Haas",79,234,1404,6,"EaglesHolesper",2012
100,100,"John Merrick",83,237,1422,6,"EaglesHolesper",2012
100,100,"Phil Mickelson",79,237,1422,6,"EaglesHolesper",2012
100,100,"Vaughn Taylor",81,237,1422,6,"EaglesHolesper",2012
103,103,"Daniel Chopra",55,238.5,954,4,"EaglesHolesper",2012
103,103,"Scott Dunlap",57,238.5,954,4,"EaglesHolesper",2012
105,105,"Josh Teater",97,239.1,1674,7,"EaglesHolesper",2012
106,106,"Graeme McDowell",55,243,972,4,"EaglesHolesper",2012
106,106,"Daniel Summerhays",81,243,1458,6,"EaglesHolesper",2012
108,108,"Jonathan Byrd",69,244.8,1224,5,"EaglesHolesper",2012
108,108,"Billy Hurley III",70,244.8,1224,5,"EaglesHolesper",2012
110,110,"Jason Dufner",83,246,1476,6,"EaglesHolesper",2012
111,111,"Miguel Angel Carballo",73,248.4,1242,5,"EaglesHolesper",2012
112,112,"Chez Reavie",83,249,1494,6,"EaglesHolesper",2012
113,113,"KJ Choi",71,252,1260,5,"EaglesHolesper",2012
113,113,"Jim Furyk",85,252,1512,6,"EaglesHolesper",2012
113,113,"John Mallinger",74,252,1260,5,"EaglesHolesper",2012
113,113,"Ian Poulter",57,252,1008,4,"EaglesHolesper",2012
117,117,"Bud Cauley",99,254.6,1782,7,"EaglesHolesper",2012
117,117,"John Huh",99,254.6,1782,7,"EaglesHolesper",2012
119,119,"Geoff Ogilvy",73,259.2,1296,5,"EaglesHolesper",2012
120,120,"Tom Pernice Jr",62,261,1044,4,"EaglesHolesper",2012
120,120,"Dicky Pride",62,261,1044,4,"EaglesHolesper",2012
122,122,"Blake Adams",107,275.1,1926,7,"EaglesHolesper",2012
123,123,"Carl Pettersson",92,276,1656,6,"EaglesHolesper",2012
124,124,"Sangmoon Bae",81,277.2,1386,5,"EaglesHolesper",2012
124,124,"Cameron Beckman",81,277.2,1386,5,"EaglesHolesper",2012
124,124,"John Rollins",81,277.2,1386,5,"EaglesHolesper",2012
124,124,"Jhonattan Vegas",77,277.2,1386,5,"EaglesHolesper",2012
128,128,"Brandt Snedeker",81,280.8,1404,5,"EaglesHolesper",2012
129,129,"Davis Love III",64,288,1152,4,"EaglesHolesper",2012
130,130,"Chris DiMarco",83,291.6,1458,5,"EaglesHolesper",2012
131,131,"Hunter Haas",69,292.5,1170,4,"EaglesHolesper",2012
131,131,"Kevin Kisner",69,292.5,1170,4,"EaglesHolesper",2012
133,133,"Matt Kuchar",86,295.2,1476,5,"EaglesHolesper",2012
134,134,"Tiger Woods",69,301.5,1206,4,"EaglesHolesper",2012
135,135,"Chad Campbell",84,302.4,1512,5,"EaglesHolesper",2012
135,135,"Rod Pampling",88,302.4,1512,5,"EaglesHolesper",2012
135,135,"Rory Sabbatini",84,302.4,1512,5,"EaglesHolesper",2012
138,138,"Chris Stroud",86,309.6,1548,5,"EaglesHolesper",2012
139,139,"Nathan Green",73,310.5,1242,4,"EaglesHolesper",2012
140,140,"Ricky Barnes",92,316.8,1584,5,"EaglesHolesper",2012
140,140,"DA Points",88,316.8,1584,5,"EaglesHolesper",2012
142,142,"Stuart Appleby",75,319.5,1278,4,"EaglesHolesper",2012
143,143,"Martin Laird",77,328.5,1314,4,"EaglesHolesper",2012
144,144,"Stephen Gangluff",57,330,990,3,"EaglesHolesper",2012
145,145,"Patrick Sheehan",58,336,1008,3,"EaglesHolesper",2012
146,146,"Tom Gillis",75,337.5,1350,4,"EaglesHolesper",2012
147,147,"Martin Flores",95,342,1710,5,"EaglesHolesper",2012
147,147,"Brandt Jobe",57,342,1026,3,"EaglesHolesper",2012
149,149,"William McGirt",96,345.6,1728,5,"EaglesHolesper",2012
150,150,"Colt Knost",79,346.5,1386,4,"EaglesHolesper",2012
151,151,"Bob Estes",78,351,1404,4,"EaglesHolesper",2012
152,152,"Pat Perez",81,355.5,1422,4,"EaglesHolesper",2012
153,153,"Hunter Mahan",88,369,1476,4,"EaglesHolesper",2012
154,154,"Cameron Tringale",88,396,1584,4,"EaglesHolesper",2012
155,155,"Heath Slocum",93,400.5,1602,4,"EaglesHolesper",2012
156,156,"Aaron Baddeley",73,432,1296,3,"EaglesHolesper",2012
157,157,"JJ Killeen",101,436.5,1746,4,"EaglesHolesper",2012
158,158,"Nick OHern",78,444,1332,3,"EaglesHolesper",2012
159,159,"Matt Bettencourt",80,456,1368,3,"EaglesHolesper",2012
160,160,"Jason Bohn",81,462,1386,3,"EaglesHolesper",2012
160,160,"Ted Potter Jr",77,462,1386,3,"EaglesHolesper",2012
160,160,"Camilo Villegas",79,462,1386,3,"EaglesHolesper",2012
163,163,"Robert Karlsson",54,468,936,2,"EaglesHolesper",2012
164,164,"Bryce Molder",83,474,1422,3,"EaglesHolesper",2012
164,164,"Kevin Na",80,474,1422,3,"EaglesHolesper",2012
166,166,"Charl Schwartzel",56,486,972,2,"EaglesHolesper",2012
167,167,"Marc Leishman",84,504,1512,3,"EaglesHolesper",2012
168,168,"Billy Mayfair",90,516,1548,3,"EaglesHolesper",2012
169,169,"JJ Henry",93,534,1602,3,"EaglesHolesper",2012
169,169,"Kevin Streelman",89,534,1602,3,"EaglesHolesper",2012
171,171,"Freddie Jacobson",61,540,1080,2,"EaglesHolesper",2012
171,171,"Greg Owen",90,540,1620,3,"EaglesHolesper",2012
173,173,"Ben Curtis",62,558,1116,2,"EaglesHolesper",2012
174,174,"Gavin Coles",72,630,1260,2,"EaglesHolesper",2012
175,175,"Mark Anderson",75,657,1314,2,"EaglesHolesper",2012
176,176,"Justin Leonard",79,675,1350,2,"EaglesHolesper",2012
177,177,"Robert Allenby",76,684,1368,2,"EaglesHolesper",2012
177,177,"Trevor Immelman",76,684,1368,2,"EaglesHolesper",2012
179,179,"Kevin Stadler",85,729,1458,2,"EaglesHolesper",2012
180,180,"Jerry Kelly",84,756,1512,2,"EaglesHolesper",2012
181,181,"Brian Gay",91,783,1566,2,"EaglesHolesper",2012
182,182,"David Hearn",95,855,1710,2,"EaglesHolesper",2012
183,183,"Kyle Thompson",51,882,882,1,"EaglesHolesper",2012
184,184,"Alexandre Rocha",62,1044,1044,1,"EaglesHolesper",2012
185,185,"YE Yang",64,1116,1116,1,"EaglesHolesper",2012
186,186,"Richard Lee",71,1206,1206,1,"EaglesHolesper",2012
187,187,"DJ Trahan",73,1242,1242,1,"EaglesHolesper",2012
188,188,"Ryuji Imada",78,1368,1368,1,"EaglesHolesper",2012
189,189,"Ryan Palmer",81,1458,1458,1,"EaglesHolesper",2012
