"TotalDriving_RANKTHISWEEK_2013","TotalDriving_RANKLASTWEEK_2013","TotalDriving_PLAYERNAME_2013","TotalDriving_EVENTS_2013","TotalDriving_TOTAL_2013","TotalDriving_DISTANCERANK_2013","TotalDriving_ACCURACYRANK_2013","stat_name","year"
27,27,"Charl Schwartzel",19,139,29,110,"TotalDriving",2013
29,29,"Kyle Stanley",24,140,22,118,"TotalDriving",2013
29,29,"Robert Streb",25,140,24,116,"TotalDriving",2013
31,31,"George McNeill",21,142,106,36,"TotalDriving",2013
31,31,"Josh Teater",24,142,43,99,"TotalDriving",2013
33,33,"Charlie Beljan",24,143,32,111,"TotalDriving",2013
34,34,"Martin Laird",21,144,46,98,"TotalDriving",2013
35,35,"Henrik Norlander",22,145,36,109,"TotalDriving",2013
36,36,"Steve LeBrun",21,146,38,108,"TotalDriving",2013
36,36,"Ryan Moore",22,146,130,16,"TotalDriving",2013
38,38,"John Huh",28,147,133,14,"TotalDriving",2013
39,39,"Jason Dufner",22,148,107,41,"TotalDriving",2013
39,39,"Tom Gillis",22,148,104,44,"TotalDriving",2013
39,39,"Rory McIlroy",16,148,8,140,"TotalDriving",2013
42,42,"David Lingmerth",23,149,109,40,"TotalDriving",2013
43,43,"Gary Woodland",26,150,4,146,"TotalDriving",2013
44,44,"Roberto Castro",29,152,130,22,"TotalDriving",2013
45,45,"Scott Brown",21,154,78,76,"TotalDriving",2013
45,45,"Jason Day",21,154,16,138,"TotalDriving",2013
45,45,"Brendan Steele",26,154,68,86,"TotalDriving",2013
48,48,"Justin Hicks",25,155,146,9,"TotalDriving",2013
48,48,"Ryan Palmer",22,155,10,145,"TotalDriving",2013
50,50,"Sergio Garcia",17,156,64,92,"TotalDriving",2013
50,50,"Charley Hoffman",23,156,40,116,"TotalDriving",2013
50,50,"Eric Meierdierks",19,156,9,147,"TotalDriving",2013
50,50,"Scott Stallings",27,156,30,126,"TotalDriving",2013
54,54,"Cameron Tringale",24,157,98,59,"TotalDriving",2013
55,55,"JJ Henry",26,158,119,39,"TotalDriving",2013
55,55,"Bo Van Pelt",22,158,107,51,"TotalDriving",2013
57,57,"Mark Wilson",19,160,158,2,"TotalDriving",2013
58,58,"Fabian Gomez",23,161,78,83,"TotalDriving",2013
58,58,"Zach Johnson",24,161,153,8,"TotalDriving",2013
58,58,"Ted Potter Jr",22,161,144,17,"TotalDriving",2013
61,61,"Pat Perez",22,162,71,91,"TotalDriving",2013
61,61,"John Rollins",24,162,31,131,"TotalDriving",2013
63,63,"Brad Fritsch",24,163,26,137,"TotalDriving",2013
64,64,"Harris English",26,164,35,129,"TotalDriving",2013
64,64,"Rory Sabbatini",27,164,50,114,"TotalDriving",2013
66,66,"Greg Owen",24,165,53,112,"TotalDriving",2013
66,66,"Cameron Percy",21,165,45,120,"TotalDriving",2013
66,66,"YE Yang",19,165,101,64,"TotalDriving",2013
69,69,"Brian Davis",28,166,153,13,"TotalDriving",2013
69,69,"Derek Ernst",21,166,61,105,"TotalDriving",2013
69,69,"Doug LaBelle II",23,166,145,21,"TotalDriving",2013
69,69,"Webb Simpson",25,166,111,55,"TotalDriving",2013
69,69,"Brian Stuard",25,166,134,32,"TotalDriving",2013
74,74,"Bill Haas",25,167,90,77,"TotalDriving",2013
75,75,"Vijay Singh",19,168,91,77,"TotalDriving",2013
75,75,"Andrew Svoboda",18,168,71,97,"TotalDriving",2013
77,77,"Robert Garrigus",22,169,7,162,"TotalDriving",2013
78,78,"Nicolas Colsaerts",17,170,3,167,"TotalDriving",2013
78,78,"Ben Kohles",25,170,151,19,"TotalDriving",2013
78,78,"DH Lee",22,170,140,30,"TotalDriving",2013
81,81,"Bob Estes",18,171,115,56,"TotalDriving",2013
81,81,"Jeff Maggert",21,171,160,11,"TotalDriving",2013
83,83,"Sean OHair",22,172,14,158,"TotalDriving",2013
84,84,"Jim Furyk",22,173,169,4,"TotalDriving",2013
84,84,"Dustin Johnson",22,173,2,171,"TotalDriving",2013
84,84,"Richard Lee",24,173,149,24,"TotalDriving",2013
87,87,"Morgan Hoffmann",20,175,32,143,"TotalDriving",2013
88,88,"Martin Kaymer",17,176,87,89,"TotalDriving",2013
88,88,"Graeme McDowell",16,176,161,15,"TotalDriving",2013
90,90,"Will Claxton",24,178,116,62,"TotalDriving",2013
90,90,"James Hahn",26,178,48,130,"TotalDriving",2013
90,90,"Jerry Kelly",22,178,177,1,"TotalDriving",2013
90,90,"Jason Kokrak",25,178,6,172,"TotalDriving",2013
94,94,"Tim Clark",20,180,175,5,"TotalDriving",2013
94,94,"Ken Duke",28,180,170,10,"TotalDriving",2013
94,94,"Martin Flores",25,180,12,168,"TotalDriving",2013
97,97,"Luke List",24,181,1,180,"TotalDriving",2013
98,98,"Rickie Fowler",22,183,103,80,"TotalDriving",2013
99,99,"John Senden",25,184,82,102,"TotalDriving",2013
100,100,"Chad Campbell",25,185,85,100,"TotalDriving",2013
100,100,"Tag Ridings",24,185,15,170,"TotalDriving",2013
102,102,"Ricky Barnes",26,186,80,106,"TotalDriving",2013
103,103,"Stuart Appleby",25,187,119,68,"TotalDriving",2013
103,103,"Steven Bowditch",22,187,13,174,"TotalDriving",2013
103,103,"KJ Choi",24,187,156,31,"TotalDriving",2013
106,106,"Peter Hanson",15,188,34,154,"TotalDriving",2013
106,106,"David Toms",16,188,162,26,"TotalDriving",2013
108,108,"Jin Park",20,189,177,12,"TotalDriving",2013
108,108,"Carl Pettersson",24,189,70,119,"TotalDriving",2013
108,108,"Shawn Stefani",21,189,25,164,"TotalDriving",2013
111,111,"Scott Piercy",24,190,21,169,"TotalDriving",2013
111,111,"Darron Stiles",20,190,170,20,"TotalDriving",2013
111,111,"Camilo Villegas",23,190,59,131,"TotalDriving",2013
111,111,"Charlie Wi",23,190,132,58,"TotalDriving",2013
115,115,"Daniel Summerhays",26,191,110,81,"TotalDriving",2013
116,116,"DA Points",28,192,138,54,"TotalDriving",2013
117,117,"Brian Harman",29,195,94,101,"TotalDriving",2013
118,118,"Angel Cabrera",21,196,40,156,"TotalDriving",2013
118,118,"Seung Yul Noh",25,196,18,178,"TotalDriving",2013
118,118,"Jimmy Walker",24,196,20,176,"TotalDriving",2013
121,121,"Jeff Overton",24,197,55,142,"TotalDriving",2013
122,122,"Chris Kirk",24,198,83,115,"TotalDriving",2013
122,122,"Andres Romero",21,198,50,148,"TotalDriving",2013
124,124,"Troy Matteson",24,199,38,161,"TotalDriving",2013
125,125,"Jason Bohn",23,201,166,35,"TotalDriving",2013
126,126,"Rod Pampling",16,204,129,75,"TotalDriving",2013
126,126,"Brandt Snedeker",23,204,137,67,"TotalDriving",2013
128,128,"Erik Compton",24,205,54,151,"TotalDriving",2013
128,128,"Bobby Gates",20,205,28,177,"TotalDriving",2013
128,128,"Robert Karlsson",18,205,98,107,"TotalDriving",2013
131,131,"Colt Knost",25,206,179,27,"TotalDriving",2013
132,132,"Ian Poulter",16,207,136,71,"TotalDriving",2013
133,133,"Bryce Molder",24,209,176,33,"TotalDriving",2013
133,133,"Geoff Ogilvy",19,209,114,95,"TotalDriving",2013
135,135,"Charles Howell III",26,210,37,173,"TotalDriving",2013
136,136,"Brian Gay",24,212,170,42,"TotalDriving",2013
136,136,"Dicky Pride",23,212,174,38,"TotalDriving",2013
138,138,"David Mathis",24,213,142,71,"TotalDriving",2013
138,138,"William McGirt",24,213,134,79,"TotalDriving",2013
140,140,"Matt Every",28,214,91,123,"TotalDriving",2013
140,140,"Justin Leonard",24,214,166,48,"TotalDriving",2013
142,142,"Patrick Reed",26,215,58,157,"TotalDriving",2013
143,143,"Bud Cauley",24,216,94,122,"TotalDriving",2013
144,144,"Luke Donald",17,217,157,60,"TotalDriving",2013
144,144,"Tommy Gainey",28,217,64,153,"TotalDriving",2013
146,146,"Trevor Immelman",24,218,124,94,"TotalDriving",2013
147,147,"Ernie Els",19,220,77,143,"TotalDriving",2013
147,147,"Luke Guthrie",27,220,127,93,"TotalDriving",2013
147,147,"Aaron Watkins",19,220,163,57,"TotalDriving",2013
150,150,"Scott Gardiner",23,221,87,134,"TotalDriving",2013
150,150,"Ryo Ishikawa",23,221,62,159,"TotalDriving",2013
152,152,"Scott Langley",27,222,152,70,"TotalDriving",2013
153,153,"Stewart Cink",22,223,73,150,"TotalDriving",2013
154,154,"Padraig Harrington",17,224,89,135,"TotalDriving",2013
155,155,"John Merrick",23,226,122,104,"TotalDriving",2013
156,156,"Greg Chalmers",25,227,165,62,"TotalDriving",2013
156,156,"Marc Leishman",23,227,102,125,"TotalDriving",2013
158,158,"David Hearn",26,228,147,81,"TotalDriving",2013
159,159,"Ben Crane",21,234,139,95,"TotalDriving",2013
160,160,"Michael Thompson",22,236,148,88,"TotalDriving",2013
161,161,"Chris Stroud",26,237,164,73,"TotalDriving",2013
162,162,"Justin Bolli",23,238,149,89,"TotalDriving",2013
163,163,"Matt Kuchar",23,240,116,124,"TotalDriving",2013
164,164,"Phil Mickelson",21,242,93,149,"TotalDriving",2013
165,165,"Sangmoon Bae",26,247,112,135,"TotalDriving",2013
166,166,"Freddie Jacobson",19,252,97,155,"TotalDriving",2013
167,167,"Robert Allenby",24,257,116,141,"TotalDriving",2013
168,168,"Alistair Presnell",23,260,121,139,"TotalDriving",2013
169,169,"Aaron Baddeley",24,265,86,179,"TotalDriving",2013
170,170,"James Driscoll",23,266,100,166,"TotalDriving",2013
171,171,"Michael Bradley",21,272,112,160,"TotalDriving",2013
172,172,"Stephen Ames",19,274,141,133,"TotalDriving",2013
173,173,"Jonas Blixt",24,275,123,152,"TotalDriving",2013
174,174,"Ben Curtis",20,276,173,103,"TotalDriving",2013
175,175,"David Lynn",22,280,159,121,"TotalDriving",2013
175,175,"Lee Williams",22,280,168,112,"TotalDriving",2013
177,177,"Johnson Wagner",24,283,155,128,"TotalDriving",2013
178,178,"Tim Herron",15,299,124,175,"TotalDriving",2013
179,179,"Casey Wittenberg",27,308,143,165,"TotalDriving",2013
180,180,"Mike Weir",22,343,180,163,"TotalDriving",2013
