"BounceBack_RANKTHISWEEK_2012","BounceBack_RANKLASTWEEK_2012","BounceBack_PLAYERNAME_2012","BounceBack_ROUNDS_2012","BounceBack_Pct_2012","stat_name","year"
146,146,"Brian Davis",91,17.51,"BounceBack",2012
147,147,"Tommy Gainey",98,17.48,"BounceBack",2012
147,147,"Ted Potter Jr",77,17.48,"BounceBack",2012
147,147,"Boo Weekley",74,17.48,"BounceBack",2012
150,150,"Bill Haas",79,17.45,"BounceBack",2012
151,151,"Angel Cabrera",54,17.39,"BounceBack",2012
152,152,"Scott Stallings",78,17.32,"BounceBack",2012
153,153,"Gary Woodland",70,17.3,"BounceBack",2012
154,154,"Kyle Reifers",86,17.21,"BounceBack",2012
155,155,"Rocco Mediate",70,17.2,"BounceBack",2012
156,156,"Marco Dawson",60,17.02,"BounceBack",2012
157,157,"Tim Herron",88,16.94,"BounceBack",2012
158,158,"Ryuji Imada",78,16.87,"BounceBack",2012
159,159,"Billy Hurley III",70,16.81,"BounceBack",2012
159,159,"Jeff Maggert",83,16.81,"BounceBack",2012
161,161,"David Toms",60,16.77,"BounceBack",2012
161,161,"Steve Wheatcroft",56,16.77,"BounceBack",2012
163,163,"Colt Knost",79,16.73,"BounceBack",2012
164,164,"Scott Brown",65,16.67,"BounceBack",2012
165,165,"Spencer Levin",81,16.6,"BounceBack",2012
166,166,"Stuart Appleby",75,16.49,"BounceBack",2012
166,166,"John Mallinger",74,16.49,"BounceBack",2012
168,168,"Rod Pampling",88,16.47,"BounceBack",2012
168,168,"Chez Reavie",83,16.47,"BounceBack",2012
170,170,"Harrison Frazar",56,16.4,"BounceBack",2012
171,171,"Sung Kang",75,16.3,"BounceBack",2012
171,171,"John Rollins",81,16.3,"BounceBack",2012
171,171,"Kyle Thompson",51,16.3,"BounceBack",2012
174,174,"Matt Bettencourt",80,16.01,"BounceBack",2012
175,175,"Brian Harman",101,15.97,"BounceBack",2012
176,176,"Justin Rose",69,15.95,"BounceBack",2012
177,177,"Stephen Gangluff",57,15.84,"BounceBack",2012
178,178,"Gary Christian",91,15.71,"BounceBack",2012
179,179,"Roland Thatcher",55,15.7,"BounceBack",2012
180,180,"Scott Dunlap",57,15.43,"BounceBack",2012
181,181,"JJ Henry",93,15.32,"BounceBack",2012
182,182,"Stewart Cink",71,15.18,"BounceBack",2012
183,183,"Brendan Steele",77,15.15,"BounceBack",2012
184,184,"Ryo Ishikawa",54,14.77,"BounceBack",2012
185,185,"Justin Leonard",79,14.75,"BounceBack",2012
186,186,"Tim Clark",60,14.71,"BounceBack",2012
187,187,"Stephen Ames",54,14.45,"BounceBack",2012
188,188,"JJ Killeen",101,14.04,"BounceBack",2012
189,189,"Michael Bradley",63,13.57,"BounceBack",2012
190,190,"Marc Leishman",84,12.78,"BounceBack",2012
191,191,"Tom Pernice Jr",62,12.17,"BounceBack",2012
