"Scrambling_RANKTHISWEEK_2005","Scrambling_RANKLASTWEEK_2005","Scrambling_PLAYERNAME_2005","Scrambling_ROUNDS_2005","Scrambling_Pct_2005","Scrambling_PARORBETTER_2005","Scrambling_MISSEDGIR_2005","stat_name","year"
57,57,"Jesper Parnevik",84,59.41,341,574,"Scrambling",2005
58,58,"Stuart Appleby",84,59.33,283,477,"Scrambling",2005
59,59,"Arron Oberholser",65,59.31,223,376,"Scrambling",2005
60,60,"Marco Dawson",82,59.25,285,481,"Scrambling",2005
61,61,"Gavin Coles",70,59.24,282,476,"Scrambling",2005
62,62,"Hidemichi Tanaka",106,59.21,360,608,"Scrambling",2005
62,62,"Dean Wilson",86,59.21,315,532,"Scrambling",2005
64,64,"Justin Leonard",78,59.19,277,468,"Scrambling",2005
65,65,"James Driscoll",73,59.15,278,470,"Scrambling",2005
66,66,"Olin Browne",99,59.09,312,528,"Scrambling",2005
67,67,"Bob Tway",87,59.05,287,486,"Scrambling",2005
68,68,"Charles Howell III",95,59.02,324,549,"Scrambling",2005
69,69,"Jason Bohn",91,58.99,328,556,"Scrambling",2005
70,70,"Kenny Perry",82,58.91,248,421,"Scrambling",2005
71,71,"Jerry Kelly",101,58.87,355,603,"Scrambling",2005
72,72,"Aaron Baddeley",84,58.82,340,578,"Scrambling",2005
72,72,"Larry Mize",54,58.82,200,340,"Scrambling",2005
74,74,"Harrison Frazar",105,58.72,357,608,"Scrambling",2005
75,75,"Paul Gow",78,58.7,297,506,"Scrambling",2005
76,76,"Joey Sindelar",104,58.5,344,588,"Scrambling",2005
77,77,"Joe Ogilvie",103,58.47,397,679,"Scrambling",2005
78,78,"Brendan Jones",81,58.44,277,474,"Scrambling",2005
79,79,"Mark Brooks",72,58.43,305,522,"Scrambling",2005
80,80,"John Senden",101,58.42,333,570,"Scrambling",2005
81,81,"Mike Weir",71,58.41,264,452,"Scrambling",2005
82,82,"Todd Fischer",99,58.35,395,677,"Scrambling",2005
83,83,"Chris Riley",67,58.33,273,468,"Scrambling",2005
84,84,"Nick Watney",91,58.3,316,542,"Scrambling",2005
85,85,"Mario Tiziani",67,58.23,230,395,"Scrambling",2005
86,86,"Tim Clark",92,58.21,326,560,"Scrambling",2005
87,87,"JL Lewis",98,58.19,348,598,"Scrambling",2005
87,87,"Tim Petrovic",97,58.19,341,586,"Scrambling",2005
89,89,"KJ Choi",78,58.17,274,471,"Scrambling",2005
90,90,"Neal Lancaster",95,58.11,344,592,"Scrambling",2005
91,91,"Freddie Jacobson",72,58.09,280,482,"Scrambling",2005
92,92,"Geoff Ogilvy",97,58.06,324,558,"Scrambling",2005
93,93,"Robert Damron",89,58.03,336,579,"Scrambling",2005
94,94,"Tom Byrum",83,58.02,304,524,"Scrambling",2005
95,95,"Jeff Brehaut",71,58.01,210,362,"Scrambling",2005
96,96,"Bob Heintz",67,57.96,273,471,"Scrambling",2005
97,97,"Brad Faxon",75,57.94,281,485,"Scrambling",2005
98,98,"Vaughn Taylor",99,57.84,354,612,"Scrambling",2005
99,99,"Jonathan Byrd",103,57.78,364,630,"Scrambling",2005
100,100,"DA Points",94,57.75,328,568,"Scrambling",2005
101,101,"Lee Janzen",75,57.72,273,473,"Scrambling",2005
101,101,"Greg Owen",84,57.72,273,473,"Scrambling",2005
103,103,"Sean OHair",103,57.71,337,584,"Scrambling",2005
104,104,"Billy Andrade",83,57.7,311,539,"Scrambling",2005
105,105,"JJ Henry",102,57.51,314,546,"Scrambling",2005
106,106,"Matt Gogel",78,57.5,295,513,"Scrambling",2005
106,106,"Len Mattiace",86,57.5,387,673,"Scrambling",2005
108,108,"Rory Sabbatini",81,57.48,315,548,"Scrambling",2005
109,109,"Zach Johnson",96,57.37,327,570,"Scrambling",2005
110,110,"Mark Calcavecchia",92,57.32,317,553,"Scrambling",2005
111,111,"Scott Verplank",87,57.23,297,519,"Scrambling",2005
112,112,"Hunter Haas",83,57.14,292,511,"Scrambling",2005
113,113,"Tommy Armour III",103,57.12,337,590,"Scrambling",2005
114,114,"Bo Van Pelt",112,57.1,358,627,"Scrambling",2005
115,115,"Joe Durant",81,57.08,242,424,"Scrambling",2005
116,116,"Jay Haas",54,56.98,200,351,"Scrambling",2005
117,117,"Steve Allan",102,56.94,361,634,"Scrambling",2005
118,118,"David Toms",87,56.86,257,452,"Scrambling",2005
119,119,"Woody Austin",100,56.79,364,641,"Scrambling",2005
119,119,"Skip Kendall",80,56.79,297,523,"Scrambling",2005
121,121,"Tom Lehman",69,56.78,222,391,"Scrambling",2005
122,122,"Cameron Beckman",96,56.6,330,583,"Scrambling",2005
123,123,"Bart Bryant",91,56.58,288,509,"Scrambling",2005
124,124,"Brandt Jobe",96,56.57,323,571,"Scrambling",2005
125,125,"Franklin Langham",91,56.56,332,587,"Scrambling",2005
126,126,"Tjaart van der Walt",56,56.47,192,340,"Scrambling",2005
127,127,"Robert Gamez",91,56.43,329,583,"Scrambling",2005
128,128,"John Huston",90,56.37,314,557,"Scrambling",2005
129,129,"Lucas Glover",88,56.26,283,503,"Scrambling",2005
130,130,"Patrick Sheehan",114,56.18,409,728,"Scrambling",2005
131,131,"Retief Goosen",71,56.15,201,358,"Scrambling",2005
132,132,"Jonathan Kaye",77,56.08,249,444,"Scrambling",2005
133,133,"Roland Thatcher",75,56,224,400,"Scrambling",2005
134,134,"Rod Pampling",89,55.96,291,520,"Scrambling",2005
135,135,"Briny Baird",98,55.93,297,531,"Scrambling",2005
135,135,"Jim Carter",62,55.93,231,413,"Scrambling",2005
137,137,"Steve Lowery",100,55.9,341,610,"Scrambling",2005
138,138,"Kent Jones",99,55.89,337,603,"Scrambling",2005
139,139,"Andrew Magee",82,55.86,305,546,"Scrambling",2005
140,140,"Paul Azinger",66,55.82,259,464,"Scrambling",2005
140,140,"Will Ma Kenzie",75,55.82,254,455,"Scrambling",2005
142,142,"Alex Cejka",84,55.73,282,506,"Scrambling",2005
143,143,"Steve Jones",56,55.7,210,377,"Scrambling",2005
144,144,"Justin Bolli",65,55.66,246,442,"Scrambling",2005
144,144,"Chad Campbell",95,55.66,290,521,"Scrambling",2005
146,146,"Paul Claxton",79,55.49,278,501,"Scrambling",2005
147,147,"Michael Allen",90,55.45,336,606,"Scrambling",2005
148,148,"Duffy Waldorf",86,55.44,275,496,"Scrambling",2005
149,149,"Danny Briggs",70,55.43,245,442,"Scrambling",2005
150,150,"Adam Scott",72,55.36,222,401,"Scrambling",2005
151,151,"Bill Glasson",54,55.26,184,333,"Scrambling",2005
152,152,"Peter Lonard",85,55.19,298,540,"Scrambling",2005
153,153,"Chris Anderson",66,55.17,240,435,"Scrambling",2005
153,153,"Tom Gillis",77,55.17,267,484,"Scrambling",2005
155,155,"Matt Davidson",53,55.05,207,376,"Scrambling",2005
156,156,"Brett Wetterich",76,54.98,232,422,"Scrambling",2005
157,157,"Shaun Micheel",81,54.93,273,497,"Scrambling",2005
158,158,"Ted Purdy",122,54.89,421,767,"Scrambling",2005
159,159,"Steve Flesch",90,54.85,311,567,"Scrambling",2005
160,160,"Scott Gutschewski",86,54.81,262,478,"Scrambling",2005
161,161,"Scott McCarron",78,54.77,270,493,"Scrambling",2005
162,162,"Arjun Atwal",65,54.74,225,411,"Scrambling",2005
163,163,"Tag Ridings",93,54.72,313,572,"Scrambling",2005
164,164,"Brent Geiberger",61,54.64,212,388,"Scrambling",2005
165,165,"Kevin Stadler",96,54.61,320,586,"Scrambling",2005
166,166,"Rob Rashell",65,54.51,260,477,"Scrambling",2005
167,167,"Jeff Maggert",79,54.47,250,459,"Scrambling",2005
168,168,"Fred Couples",72,54.38,211,388,"Scrambling",2005
168,168,"DJ Trahan",81,54.38,242,445,"Scrambling",2005
170,170,"Padraig Harrington",50,54.35,175,322,"Scrambling",2005
171,171,"Ryan Palmer",101,54.3,328,604,"Scrambling",2005
172,172,"Craig Barlow",81,54.11,250,462,"Scrambling",2005
173,173,"Glen Hnatiuk",59,54.09,172,318,"Scrambling",2005
174,174,"Robert Allenby",95,53.99,264,489,"Scrambling",2005
175,175,"John Rollins",97,53.92,316,586,"Scrambling",2005
176,176,"Brian Bateman",98,53.59,321,599,"Scrambling",2005
176,176,"Ben Curtis",65,53.59,239,446,"Scrambling",2005
178,178,"Lee Westwood",50,53.53,167,312,"Scrambling",2005
179,179,"Michael Long",72,53.15,236,444,"Scrambling",2005
180,180,"Ian Poulter",62,53.13,204,384,"Scrambling",2005
181,181,"Todd Hamilton",94,53.11,316,595,"Scrambling",2005
182,182,"Hank Kuehne",84,53.06,295,556,"Scrambling",2005
182,182,"Joey Snyder III",102,53.06,295,556,"Scrambling",2005
184,184,"Jason Allred",75,53.01,282,532,"Scrambling",2005
185,185,"John Cook",72,52.97,241,455,"Scrambling",2005
186,186,"Frank Lickliter II",100,52.94,315,595,"Scrambling",2005
187,187,"Bradley Hughes",52,52.89,174,329,"Scrambling",2005
188,188,"David Hearn",68,52.82,206,390,"Scrambling",2005
189,189,"Rich Beem",66,52.57,215,409,"Scrambling",2005
190,190,"Hideto Tanihara",50,52.52,177,337,"Scrambling",2005
191,191,"Dennis Paulson",63,52.34,224,428,"Scrambling",2005
192,192,"John Daly",78,52.06,265,509,"Scrambling",2005
193,193,"DJ Brigman",76,51.81,243,469,"Scrambling",2005
194,194,"Hunter Mahan",103,51.74,313,605,"Scrambling",2005
195,195,"Thomas Levet",54,51.49,190,369,"Scrambling",2005
196,196,"Scott Hend",75,51.45,249,484,"Scrambling",2005
197,197,"Brenden Pappas",51,51.39,166,323,"Scrambling",2005
198,198,"Mark Hensby",70,50.88,231,454,"Scrambling",2005
199,199,"John Elliott",58,50.61,208,411,"Scrambling",2005
200,200,"Charles Warren",89,50.52,245,485,"Scrambling",2005
201,201,"Chris Smith",93,50.1,258,515,"Scrambling",2005
202,202,"Craig Perks",67,47.75,212,444,"Scrambling",2005
