"BirdieorBetterPercentageRough_RANKTHISWEEK_2005","BirdieorBetterPercentageRough_RANKLASTWEEK_2005","BirdieorBetterPercentageRough_PLAYERNAME_2005","BirdieorBetterPercentageRough_ROUNDS_2005","BirdieorBetterPercentageRough_Pct_2005","BirdieorBetterPercentageRough_TOTALBIRDIES_2005","BirdieorBetterPercentageRough_TOTALHOLES_2005","stat_name","year"
132,132,"Brad Faxon",75,13.15,28,213,"BirdieorBetterPercentageRough",2005
132,132,"Mathias Gronberg",60,13.15,28,213,"BirdieorBetterPercentageRough",2005
132,132,"Adam Scott",72,13.15,28,213,"BirdieorBetterPercentageRough",2005
135,135,"Greg Owen",84,13.11,32,244,"BirdieorBetterPercentageRough",2005
135,135,"Rob Rashell",65,13.11,27,206,"BirdieorBetterPercentageRough",2005
137,137,"Brian Davis",75,13.1,22,168,"BirdieorBetterPercentageRough",2005
137,137,"David Hearn",68,13.1,22,168,"BirdieorBetterPercentageRough",2005
139,139,"Patrick Sheehan",114,13.08,42,321,"BirdieorBetterPercentageRough",2005
140,140,"Jay Haas",54,13.04,15,115,"BirdieorBetterPercentageRough",2005
141,141,"Tommy Armour III",103,13,39,300,"BirdieorBetterPercentageRough",2005
142,142,"Brian Bateman",98,12.96,39,301,"BirdieorBetterPercentageRough",2005
143,143,"Vaughn Taylor",99,12.95,36,278,"BirdieorBetterPercentageRough",2005
144,144,"Andrew Magee",82,12.86,36,280,"BirdieorBetterPercentageRough",2005
145,145,"Rory Sabbatini",81,12.8,32,250,"BirdieorBetterPercentageRough",2005
146,146,"Dudley Hart",84,12.77,30,235,"BirdieorBetterPercentageRough",2005
147,147,"Shigeki Maruyama",99,12.73,41,322,"BirdieorBetterPercentageRough",2005
148,148,"Frank Lickliter II",100,12.63,36,285,"BirdieorBetterPercentageRough",2005
149,149,"Tom Gillis",77,12.62,26,206,"BirdieorBetterPercentageRough",2005
150,150,"Joey Sindelar",104,12.54,37,295,"BirdieorBetterPercentageRough",2005
151,151,"Luke Donald",67,12.5,17,136,"BirdieorBetterPercentageRough",2005
152,152,"Stewart Cink",98,12.45,31,249,"BirdieorBetterPercentageRough",2005
153,153,"Paul Azinger",66,12.44,26,209,"BirdieorBetterPercentageRough",2005
153,153,"Mark Wilson",74,12.44,25,201,"BirdieorBetterPercentageRough",2005
155,155,"Tim Petrovic",97,12.38,39,315,"BirdieorBetterPercentageRough",2005
156,156,"Carlos Franco",78,12.3,31,252,"BirdieorBetterPercentageRough",2005
156,156,"Craig Perks",67,12.3,31,252,"BirdieorBetterPercentageRough",2005
158,158,"Brian Gay",101,12.13,33,272,"BirdieorBetterPercentageRough",2005
159,159,"Steve Flesch",90,12.12,24,198,"BirdieorBetterPercentageRough",2005
159,159,"Todd Hamilton",94,12.12,32,264,"BirdieorBetterPercentageRough",2005
161,161,"Bart Bryant",91,12.11,23,190,"BirdieorBetterPercentageRough",2005
162,162,"Jeff Sluman",94,12.1,30,248,"BirdieorBetterPercentageRough",2005
163,163,"James Driscoll",73,12.08,32,265,"BirdieorBetterPercentageRough",2005
164,164,"John Cook",72,12.07,21,174,"BirdieorBetterPercentageRough",2005
165,165,"Sean OHair",103,11.99,38,317,"BirdieorBetterPercentageRough",2005
166,166,"Brendan Jones",81,11.95,35,293,"BirdieorBetterPercentageRough",2005
167,167,"Robert Damron",89,11.94,24,201,"BirdieorBetterPercentageRough",2005
167,167,"Thomas Levet",54,11.94,16,134,"BirdieorBetterPercentageRough",2005
169,169,"Joe Ogilvie",103,11.91,33,277,"BirdieorBetterPercentageRough",2005
170,170,"Mark Brooks",72,11.89,22,185,"BirdieorBetterPercentageRough",2005
171,171,"Chad Campbell",95,11.83,31,262,"BirdieorBetterPercentageRough",2005
172,172,"Jay Williamson",53,11.68,16,137,"BirdieorBetterPercentageRough",2005
173,173,"Bradley Hughes",52,11.49,17,148,"BirdieorBetterPercentageRough",2005
174,174,"Matt Gogel",78,11.48,24,209,"BirdieorBetterPercentageRough",2005
175,175,"JL Lewis",98,11.35,26,229,"BirdieorBetterPercentageRough",2005
176,176,"Mark Hensby",70,11.25,18,160,"BirdieorBetterPercentageRough",2005
177,177,"Paul Claxton",79,11.11,19,171,"BirdieorBetterPercentageRough",2005
177,177,"Steve Elkington",67,11.11,20,180,"BirdieorBetterPercentageRough",2005
177,177,"Chris Riley",67,11.11,15,135,"BirdieorBetterPercentageRough",2005
180,180,"Loren Roberts",54,11.03,16,145,"BirdieorBetterPercentageRough",2005
181,181,"Charlie Wi",67,11,22,200,"BirdieorBetterPercentageRough",2005
182,182,"Hideto Tanihara",50,10.91,18,165,"BirdieorBetterPercentageRough",2005
183,183,"Justin Bolli",65,10.73,22,205,"BirdieorBetterPercentageRough",2005
184,184,"Paul Gow",78,10.39,24,231,"BirdieorBetterPercentageRough",2005
184,184,"Jerry Kelly",101,10.39,24,231,"BirdieorBetterPercentageRough",2005
186,186,"Jim Furyk",94,10.28,22,214,"BirdieorBetterPercentageRough",2005
187,187,"Tom Byrum",83,10.22,23,225,"BirdieorBetterPercentageRough",2005
188,188,"Matt Kuchar",60,10.07,14,139,"BirdieorBetterPercentageRough",2005
189,189,"Robert Gamez",91,10,24,240,"BirdieorBetterPercentageRough",2005
190,190,"Corey Pavin",77,9.9,19,192,"BirdieorBetterPercentageRough",2005
191,191,"Lee Westwood",50,9.84,12,122,"BirdieorBetterPercentageRough",2005
192,192,"Alex Cejka",84,9.76,20,205,"BirdieorBetterPercentageRough",2005
193,193,"Bill Glasson",54,9.74,15,154,"BirdieorBetterPercentageRough",2005
194,194,"Stephen Ames",82,9.5,21,221,"BirdieorBetterPercentageRough",2005
195,195,"Chris DiMarco",83,9.05,20,221,"BirdieorBetterPercentageRough",2005
196,196,"Steve Jones",56,8.97,13,145,"BirdieorBetterPercentageRough",2005
197,197,"KJ Choi",78,8.74,16,183,"BirdieorBetterPercentageRough",2005
198,198,"Tom Lehman",69,7.87,14,178,"BirdieorBetterPercentageRough",2005
199,199,"Mark OMeara",66,7.43,13,175,"BirdieorBetterPercentageRough",2005
200,200,"Fred Funk",102,7.41,14,189,"BirdieorBetterPercentageRough",2005
201,201,"Ben Curtis",65,7.38,11,149,"BirdieorBetterPercentageRough",2005
202,202,"Jim Carter",62,6.94,12,173,"BirdieorBetterPercentageRough",2005
