"ReverseBounceBack_RANKTHISWEEK_2007","ReverseBounceBack_RANKLASTWEEK_2007","ReverseBounceBack_PLAYERNAME_2007","ReverseBounceBack_ROUNDS_2007","ReverseBounceBack_PctUNDERTHENOVERPAR_2007","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2007","ReverseBounceBack_UNDERPAR_2007","stat_name","year"
50,50,"Lucas Glover",98,15.41,55,357,"ReverseBounceBack",2007
51,51,"Stewart Cink",91,15.44,46,298,"ReverseBounceBack",2007
51,51,"Ryan Palmer",91,15.44,44,285,"ReverseBounceBack",2007
53,53,"Trevor Immelman",74,15.46,30,194,"ReverseBounceBack",2007
54,54,"Michael Boyd",61,15.47,28,181,"ReverseBounceBack",2007
55,55,"Ryan Moore",92,15.48,48,310,"ReverseBounceBack",2007
56,56,"Craig Kanada",109,15.56,54,347,"ReverseBounceBack",2007
56,56,"George McNeill",95,15.56,49,315,"ReverseBounceBack",2007
58,58,"Mark Wilson",87,15.61,42,269,"ReverseBounceBack",2007
59,59,"Carl Pettersson",111,15.63,60,384,"ReverseBounceBack",2007
60,60,"Parker McLachlin",83,15.67,42,268,"ReverseBounceBack",2007
61,61,"Charlie Wi",90,15.74,48,305,"ReverseBounceBack",2007
62,62,"Hunter Mahan",91,15.76,49,311,"ReverseBounceBack",2007
63,63,"Sean OHair",98,15.9,55,346,"ReverseBounceBack",2007
64,64,"Justin Rose",63,15.91,35,220,"ReverseBounceBack",2007
65,65,"Mathew Goggin",97,15.92,50,314,"ReverseBounceBack",2007
66,66,"Aaron Baddeley",83,15.93,43,270,"ReverseBounceBack",2007
67,67,"Steve Elkington",87,15.94,44,276,"ReverseBounceBack",2007
68,68,"Scott Gutschewski",67,15.98,35,219,"ReverseBounceBack",2007
69,69,"Robert Gamez",88,16,44,275,"ReverseBounceBack",2007
70,70,"Tim Herron",98,16.01,49,306,"ReverseBounceBack",2007
71,71,"Freddie Jacobson",70,16.04,43,268,"ReverseBounceBack",2007
72,72,"Gavin Coles",87,16.09,42,261,"ReverseBounceBack",2007
73,73,"Kevin Na",84,16.12,49,304,"ReverseBounceBack",2007
74,74,"John Mallinger",96,16.17,49,303,"ReverseBounceBack",2007
75,75,"Kyle Reifers",71,16.18,33,204,"ReverseBounceBack",2007
76,76,"Joe Durant",88,16.19,40,247,"ReverseBounceBack",2007
77,77,"Vijay Singh",102,16.2,58,358,"ReverseBounceBack",2007
78,78,"Tripp Isenhour",86,16.22,42,259,"ReverseBounceBack",2007
79,79,"Jason Dufner",100,16.41,53,323,"ReverseBounceBack",2007
80,80,"Cameron Beckman",96,16.42,55,335,"ReverseBounceBack",2007
81,81,"Kevin Stadler",95,16.43,47,286,"ReverseBounceBack",2007
82,82,"Steve Lowery",74,16.47,41,249,"ReverseBounceBack",2007
82,82,"Paul Stankowski",52,16.47,28,170,"ReverseBounceBack",2007
84,84,"Daniel Chopra",106,16.49,61,370,"ReverseBounceBack",2007
85,85,"Luke Donald",69,16.51,36,218,"ReverseBounceBack",2007
85,85,"Steve Flesch",100,16.51,52,315,"ReverseBounceBack",2007
85,85,"Jeff Overton",60,16.51,35,212,"ReverseBounceBack",2007
85,85,"Dicky Pride",71,16.51,36,218,"ReverseBounceBack",2007
89,89,"Brian Gay",107,16.52,58,351,"ReverseBounceBack",2007
90,90,"Brandt Snedeker",105,16.57,57,344,"ReverseBounceBack",2007
91,91,"John Senden",97,16.62,54,325,"ReverseBounceBack",2007
91,91,"Charles Warren",101,16.62,62,373,"ReverseBounceBack",2007
93,93,"DJ Brigman",67,16.67,35,210,"ReverseBounceBack",2007
93,93,"JB Holmes",71,16.67,43,258,"ReverseBounceBack",2007
93,93,"Frank Lickliter II",95,16.67,53,318,"ReverseBounceBack",2007
93,93,"Pat Perez",84,16.67,48,288,"ReverseBounceBack",2007
97,97,"Ernie Els",59,16.83,35,208,"ReverseBounceBack",2007
98,98,"Steve Marino",106,16.85,61,362,"ReverseBounceBack",2007
99,99,"Craig Lile",77,16.87,41,243,"ReverseBounceBack",2007
100,100,"Jarrod Lyle",77,16.99,44,259,"ReverseBounceBack",2007
100,100,"Daisuke Maruyama",86,16.99,44,259,"ReverseBounceBack",2007
102,102,"Andrew Buckle",77,17,42,247,"ReverseBounceBack",2007
103,103,"Bob Tway",103,17.02,56,329,"ReverseBounceBack",2007
104,104,"Adam Scott",69,17.05,44,258,"ReverseBounceBack",2007
105,105,"Alex Cejka",80,17.1,46,269,"ReverseBounceBack",2007
106,106,"Jose Coceres",50,17.11,26,152,"ReverseBounceBack",2007
107,107,"Jeff Gove",103,17.13,56,327,"ReverseBounceBack",2007
108,108,"Troy Matteson",87,17.2,48,279,"ReverseBounceBack",2007
109,109,"Joe Ogilvie",102,17.3,64,370,"ReverseBounceBack",2007
110,110,"Jonathan Byrd",73,17.33,48,277,"ReverseBounceBack",2007
111,111,"Chris Tidland",59,17.34,30,173,"ReverseBounceBack",2007
112,112,"Bob Heintz",85,17.35,51,294,"ReverseBounceBack",2007
113,113,"Boo Weekley",101,17.37,58,334,"ReverseBounceBack",2007
114,114,"Robert Allenby",90,17.49,53,303,"ReverseBounceBack",2007
115,115,"Stephen Ames",81,17.52,41,234,"ReverseBounceBack",2007
116,116,"Ted Purdy",102,17.59,57,324,"ReverseBounceBack",2007
117,117,"Tom Byrum",50,17.6,22,125,"ReverseBounceBack",2007
118,118,"Vaughn Taylor",91,17.65,57,323,"ReverseBounceBack",2007
119,119,"JJ Henry",86,17.67,47,266,"ReverseBounceBack",2007
119,119,"Brett Wetterich",88,17.67,53,300,"ReverseBounceBack",2007
121,121,"Jesper Parnevik",88,17.68,58,328,"ReverseBounceBack",2007
122,122,"Jerry Kelly",101,17.7,57,322,"ReverseBounceBack",2007
123,123,"Briny Baird",115,17.72,70,395,"ReverseBounceBack",2007
124,124,"Brendon de Jonge",76,17.74,47,265,"ReverseBounceBack",2007
125,125,"Brian Davis",101,17.78,61,343,"ReverseBounceBack",2007
126,126,"Matt Hendrix",63,17.84,33,185,"ReverseBounceBack",2007
127,127,"Camilo Villegas",82,17.88,49,274,"ReverseBounceBack",2007
128,128,"Johnson Wagner",97,17.89,56,313,"ReverseBounceBack",2007
129,129,"Mike Weir",82,17.91,48,268,"ReverseBounceBack",2007
130,130,"Tom Pernice Jr",104,17.93,59,329,"ReverseBounceBack",2007
130,130,"Dean Wilson",92,17.93,52,290,"ReverseBounceBack",2007
132,132,"Kent Jones",97,17.96,60,334,"ReverseBounceBack",2007
133,133,"DJ Trahan",99,17.97,55,306,"ReverseBounceBack",2007
134,134,"Jeff Maggert",79,18.04,46,255,"ReverseBounceBack",2007
135,135,"Ryuji Imada",104,18.06,65,360,"ReverseBounceBack",2007
136,136,"Charley Hoffman",97,18.08,62,343,"ReverseBounceBack",2007
137,137,"Jim Rutledge",59,18.12,27,149,"ReverseBounceBack",2007
137,137,"Jaco Van Zyl",51,18.12,25,138,"ReverseBounceBack",2007
139,139,"Glen Day",85,18.15,49,270,"ReverseBounceBack",2007
140,140,"Michael Allen",74,18.18,44,242,"ReverseBounceBack",2007
141,141,"Geoff Ogilvy",84,18.21,51,280,"ReverseBounceBack",2007
142,142,"Rory Sabbatini",81,18.22,49,269,"ReverseBounceBack",2007
143,143,"Jason Schultz",63,18.38,34,185,"ReverseBounceBack",2007
144,144,"Craig Bowden",78,18.4,46,250,"ReverseBounceBack",2007
145,145,"Brett Quigley",79,18.41,44,239,"ReverseBounceBack",2007
146,146,"Rod Pampling",92,18.44,52,282,"ReverseBounceBack",2007
147,147,"Eric Axley",107,18.61,59,317,"ReverseBounceBack",2007
147,147,"John Merrick",92,18.61,59,317,"ReverseBounceBack",2007
149,149,"Jason Gore",86,18.64,55,295,"ReverseBounceBack",2007
150,150,"Shigeki Maruyama",84,18.73,50,267,"ReverseBounceBack",2007
151,151,"Mathias Gronberg",95,18.81,60,319,"ReverseBounceBack",2007
152,152,"Stuart Appleby",74,18.83,42,223,"ReverseBounceBack",2007
152,152,"Anthony Kim",93,18.83,61,324,"ReverseBounceBack",2007
154,154,"Tom Lehman",62,18.88,37,196,"ReverseBounceBack",2007
155,155,"Paul Gow",70,18.96,40,211,"ReverseBounceBack",2007
156,156,"Jose Maria Olazabal",52,19.12,26,136,"ReverseBounceBack",2007
157,157,"Kevin Sutherland",85,19.27,53,275,"ReverseBounceBack",2007
158,158,"Peter Lonard",85,19.48,52,267,"ReverseBounceBack",2007
159,159,"Mark Calcavecchia",93,19.6,68,347,"ReverseBounceBack",2007
160,160,"Harrison Frazar",88,19.66,58,295,"ReverseBounceBack",2007
161,161,"Jason Bohn",57,19.78,36,182,"ReverseBounceBack",2007
162,162,"Nick Watney",87,19.81,61,308,"ReverseBounceBack",2007
163,163,"Bubba Watson",80,20,56,280,"ReverseBounceBack",2007
164,164,"Ryan Armour",107,20.06,70,349,"ReverseBounceBack",2007
165,165,"Greg Owen",81,20.08,52,259,"ReverseBounceBack",2007
166,166,"Tag Ridings",52,20.11,36,179,"ReverseBounceBack",2007
167,167,"Kirk Triplett",77,20.17,48,238,"ReverseBounceBack",2007
168,168,"Ben Curtis",80,20.26,46,227,"ReverseBounceBack",2007
169,169,"Henrik Stenson",52,20.3,27,133,"ReverseBounceBack",2007
170,170,"Craig Barlow",52,20.45,36,176,"ReverseBounceBack",2007
171,171,"Bob Estes",88,20.61,61,296,"ReverseBounceBack",2007
172,172,"Corey Pavin",81,20.8,47,226,"ReverseBounceBack",2007
173,173,"Rich Barcelo",80,21.03,53,252,"ReverseBounceBack",2007
174,174,"David Branshaw",83,21.05,48,228,"ReverseBounceBack",2007
175,175,"Tom Johnson",74,21.07,51,242,"ReverseBounceBack",2007
176,176,"John Daly",59,21.15,44,208,"ReverseBounceBack",2007
177,177,"Rich Beem",89,21.54,67,311,"ReverseBounceBack",2007
178,178,"Will Ma Kenzie",100,21.71,76,350,"ReverseBounceBack",2007
179,179,"Chad Campbell",96,21.77,59,271,"ReverseBounceBack",2007
180,180,"Brian Bateman",55,21.82,36,165,"ReverseBounceBack",2007
181,181,"Bubba Dickerson",51,21.92,32,146,"ReverseBounceBack",2007
182,182,"Shaun Micheel",91,21.93,59,269,"ReverseBounceBack",2007
183,183,"Jeff Sluman",60,22.02,37,168,"ReverseBounceBack",2007
184,184,"Joey Sindelar",75,22.03,52,236,"ReverseBounceBack",2007
185,185,"Davis Love III",66,22.11,42,190,"ReverseBounceBack",2007
186,186,"Steve Allan",63,22.12,50,226,"ReverseBounceBack",2007
187,187,"Charles Howell III",89,22.14,58,262,"ReverseBounceBack",2007
188,188,"Billy Andrade",88,22.15,66,298,"ReverseBounceBack",2007
189,189,"Retief Goosen",50,22.86,32,140,"ReverseBounceBack",2007
190,190,"Duffy Waldorf",69,23.18,51,220,"ReverseBounceBack",2007
191,191,"Bryce Molder",56,23.6,38,161,"ReverseBounceBack",2007
192,192,"Chris Couch",76,24.36,57,234,"ReverseBounceBack",2007
193,193,"Darron Stiles",65,24.44,55,225,"ReverseBounceBack",2007
194,194,"Steve Wheatcroft",73,24.56,56,228,"ReverseBounceBack",2007
195,195,"Chris DiMarco",79,24.66,55,223,"ReverseBounceBack",2007
196,196,"Todd Hamilton",76,28.27,54,191,"ReverseBounceBack",2007
