"ApproachesRightRoughRTPScore_RANKTHISWEEK_2007","ApproachesRightRoughRTPScore_RANKLASTWEEK_2007","ApproachesRightRoughRTPScore_PLAYERNAME_2007","ApproachesRightRoughRTPScore_ROUNDS_2007","ApproachesRightRoughRTPScore_AVGRTP_2007","stat_name","year"
82,82,"Eric Axley",107,0.116,"ApproachesRightRoughRTPScore",2007
82,82,"Ryuji Imada",104,0.116,"ApproachesRightRoughRTPScore",2007
82,82,"Jeff Quinney",95,0.116,"ApproachesRightRoughRTPScore",2007
85,85,"Bill Haas",93,0.119,"ApproachesRightRoughRTPScore",2007
85,85,"Boo Weekley",101,0.119,"ApproachesRightRoughRTPScore",2007
87,87,"Tim Petrovic",106,0.121,"ApproachesRightRoughRTPScore",2007
88,88,"Mark Brooks",53,0.122,"ApproachesRightRoughRTPScore",2007
89,89,"Peter Lonard",85,0.123,"ApproachesRightRoughRTPScore",2007
89,89,"DJ Trahan",99,0.123,"ApproachesRightRoughRTPScore",2007
91,91,"Steve Lowery",74,0.124,"ApproachesRightRoughRTPScore",2007
91,91,"Dean Wilson",92,0.124,"ApproachesRightRoughRTPScore",2007
93,93,"Marco Dawson",73,0.126,"ApproachesRightRoughRTPScore",2007
94,94,"Tom Johnson",74,0.128,"ApproachesRightRoughRTPScore",2007
94,94,"Bryce Molder",56,0.128,"ApproachesRightRoughRTPScore",2007
94,94,"Camilo Villegas",82,0.128,"ApproachesRightRoughRTPScore",2007
97,97,"Scott Verplank",82,0.129,"ApproachesRightRoughRTPScore",2007
98,98,"Robert Allenby",90,0.131,"ApproachesRightRoughRTPScore",2007
98,98,"Alex Cejka",80,0.131,"ApproachesRightRoughRTPScore",2007
98,98,"Lucas Glover",98,0.131,"ApproachesRightRoughRTPScore",2007
98,98,"Craig Lile",77,0.131,"ApproachesRightRoughRTPScore",2007
102,102,"Bob Heintz",85,0.132,"ApproachesRightRoughRTPScore",2007
103,103,"KJ Choi",87,0.133,"ApproachesRightRoughRTPScore",2007
104,104,"Cameron Beckman",96,0.134,"ApproachesRightRoughRTPScore",2007
104,104,"Charley Hoffman",97,0.134,"ApproachesRightRoughRTPScore",2007
104,104,"Jeff Sluman",60,0.134,"ApproachesRightRoughRTPScore",2007
107,107,"Kevin Stadler",95,0.135,"ApproachesRightRoughRTPScore",2007
108,108,"Michael Boyd",61,0.138,"ApproachesRightRoughRTPScore",2007
108,108,"Michael Sim",52,0.138,"ApproachesRightRoughRTPScore",2007
110,110,"Harrison Frazar",88,0.14,"ApproachesRightRoughRTPScore",2007
110,110,"Brian Gay",107,0.14,"ApproachesRightRoughRTPScore",2007
112,112,"Steve Flesch",100,0.142,"ApproachesRightRoughRTPScore",2007
113,113,"Bob Estes",88,0.144,"ApproachesRightRoughRTPScore",2007
114,114,"Rich Beem",89,0.146,"ApproachesRightRoughRTPScore",2007
115,115,"Andrew Buckle",77,0.147,"ApproachesRightRoughRTPScore",2007
115,115,"Chris Tidland",59,0.147,"ApproachesRightRoughRTPScore",2007
117,117,"Woody Austin",95,0.149,"ApproachesRightRoughRTPScore",2007
117,117,"Steve Elkington",87,0.149,"ApproachesRightRoughRTPScore",2007
119,119,"Will Ma Kenzie",100,0.15,"ApproachesRightRoughRTPScore",2007
120,120,"Mathias Gronberg",95,0.151,"ApproachesRightRoughRTPScore",2007
121,121,"Tom Byrum",50,0.152,"ApproachesRightRoughRTPScore",2007
121,121,"Hunter Mahan",91,0.152,"ApproachesRightRoughRTPScore",2007
123,123,"Bart Bryant",87,0.153,"ApproachesRightRoughRTPScore",2007
124,124,"JP Hayes",89,0.154,"ApproachesRightRoughRTPScore",2007
124,124,"Nick Watney",87,0.154,"ApproachesRightRoughRTPScore",2007
126,126,"Stuart Appleby",74,0.155,"ApproachesRightRoughRTPScore",2007
126,126,"Mark Hensby",81,0.155,"ApproachesRightRoughRTPScore",2007
128,128,"Nathan Green",103,0.157,"ApproachesRightRoughRTPScore",2007
129,129,"Joey Sindelar",75,0.158,"ApproachesRightRoughRTPScore",2007
129,129,"Charlie Wi",90,0.158,"ApproachesRightRoughRTPScore",2007
131,131,"Paul Gow",70,0.159,"ApproachesRightRoughRTPScore",2007
131,131,"Freddie Jacobson",70,0.159,"ApproachesRightRoughRTPScore",2007
133,133,"Briny Baird",115,0.16,"ApproachesRightRoughRTPScore",2007
133,133,"Dicky Pride",71,0.16,"ApproachesRightRoughRTPScore",2007
135,135,"Johnson Wagner",97,0.163,"ApproachesRightRoughRTPScore",2007
136,136,"Corey Pavin",81,0.164,"ApproachesRightRoughRTPScore",2007
137,137,"Anders Hansen",55,0.167,"ApproachesRightRoughRTPScore",2007
137,137,"Tag Ridings",52,0.167,"ApproachesRightRoughRTPScore",2007
139,139,"Retief Goosen",50,0.169,"ApproachesRightRoughRTPScore",2007
140,140,"Jeff Gove",103,0.173,"ApproachesRightRoughRTPScore",2007
140,140,"Tom Pernice Jr",104,0.173,"ApproachesRightRoughRTPScore",2007
142,142,"Shaun Micheel",91,0.181,"ApproachesRightRoughRTPScore",2007
142,142,"Henrik Stenson",52,0.181,"ApproachesRightRoughRTPScore",2007
142,142,"Kevin Sutherland",85,0.181,"ApproachesRightRoughRTPScore",2007
142,142,"Mark Wilson",87,0.181,"ApproachesRightRoughRTPScore",2007
146,146,"Craig Barlow",52,0.183,"ApproachesRightRoughRTPScore",2007
146,146,"Jason Schultz",63,0.183,"ApproachesRightRoughRTPScore",2007
146,146,"Steve Wheatcroft",73,0.183,"ApproachesRightRoughRTPScore",2007
149,149,"Ryan Moore",92,0.186,"ApproachesRightRoughRTPScore",2007
150,150,"Billy Andrade",88,0.188,"ApproachesRightRoughRTPScore",2007
150,150,"Parker McLachlin",83,0.188,"ApproachesRightRoughRTPScore",2007
152,152,"Jaco Van Zyl",51,0.19,"ApproachesRightRoughRTPScore",2007
153,153,"Kirk Triplett",77,0.192,"ApproachesRightRoughRTPScore",2007
154,154,"Rod Pampling",92,0.193,"ApproachesRightRoughRTPScore",2007
155,155,"Jay Williamson",50,0.194,"ApproachesRightRoughRTPScore",2007
156,156,"Jason Gore",86,0.195,"ApproachesRightRoughRTPScore",2007
156,156,"Trevor Immelman",74,0.195,"ApproachesRightRoughRTPScore",2007
156,156,"Kent Jones",97,0.195,"ApproachesRightRoughRTPScore",2007
156,156,"Brett Quigley",79,0.195,"ApproachesRightRoughRTPScore",2007
160,160,"Rocco Mediate",72,0.198,"ApproachesRightRoughRTPScore",2007
161,161,"Craig Kanada",109,0.199,"ApproachesRightRoughRTPScore",2007
162,162,"Ben Curtis",80,0.2,"ApproachesRightRoughRTPScore",2007
163,163,"John Mallinger",96,0.201,"ApproachesRightRoughRTPScore",2007
164,164,"Mike Weir",82,0.202,"ApproachesRightRoughRTPScore",2007
165,165,"Tim Clark",66,0.203,"ApproachesRightRoughRTPScore",2007
165,165,"Daisuke Maruyama",86,0.203,"ApproachesRightRoughRTPScore",2007
167,167,"Doug LaBelle II",104,0.205,"ApproachesRightRoughRTPScore",2007
168,168,"Shigeki Maruyama",84,0.206,"ApproachesRightRoughRTPScore",2007
169,169,"Michael Allen",74,0.212,"ApproachesRightRoughRTPScore",2007
170,170,"Jason Dufner",100,0.214,"ApproachesRightRoughRTPScore",2007
171,171,"Jose Coceres",50,0.216,"ApproachesRightRoughRTPScore",2007
172,172,"Darron Stiles",65,0.217,"ApproachesRightRoughRTPScore",2007
173,173,"Chris Stroud",66,0.222,"ApproachesRightRoughRTPScore",2007
174,174,"Frank Lickliter II",95,0.223,"ApproachesRightRoughRTPScore",2007
174,174,"Charles Warren",101,0.223,"ApproachesRightRoughRTPScore",2007
176,176,"Rich Barcelo",80,0.224,"ApproachesRightRoughRTPScore",2007
176,176,"Jim Rutledge",59,0.224,"ApproachesRightRoughRTPScore",2007
178,178,"Ryan Armour",107,0.227,"ApproachesRightRoughRTPScore",2007
179,179,"Tom Lehman",62,0.23,"ApproachesRightRoughRTPScore",2007
180,180,"Kyle Reifers",71,0.233,"ApproachesRightRoughRTPScore",2007
181,181,"Robert Gamez",88,0.238,"ApproachesRightRoughRTPScore",2007
181,181,"Zach Johnson",76,0.238,"ApproachesRightRoughRTPScore",2007
183,183,"Todd Hamilton",76,0.242,"ApproachesRightRoughRTPScore",2007
184,184,"Chad Campbell",96,0.248,"ApproachesRightRoughRTPScore",2007
185,185,"Richard Johnson",93,0.25,"ApproachesRightRoughRTPScore",2007
186,186,"Luke Donald",69,0.254,"ApproachesRightRoughRTPScore",2007
186,186,"Greg Owen",81,0.254,"ApproachesRightRoughRTPScore",2007
188,188,"Brendon de Jonge",76,0.258,"ApproachesRightRoughRTPScore",2007
189,189,"Jonathan Byrd",73,0.266,"ApproachesRightRoughRTPScore",2007
190,190,"Lee Janzen",66,0.284,"ApproachesRightRoughRTPScore",2007
191,191,"Jason Bohn",57,0.29,"ApproachesRightRoughRTPScore",2007
192,192,"Tripp Isenhour",86,0.291,"ApproachesRightRoughRTPScore",2007
193,193,"Fred Funk",65,0.293,"ApproachesRightRoughRTPScore",2007
194,194,"Chris DiMarco",79,0.31,"ApproachesRightRoughRTPScore",2007
195,195,"Matt Hendrix",63,0.341,"ApproachesRightRoughRTPScore",2007
196,196,"Paul Goydos",60,0.364,"ApproachesRightRoughRTPScore",2007
