"PuttingAverage_RANKTHISWEEK_2008","PuttingAverage_RANKLASTWEEK_2008","PuttingAverage_PLAYERNAME_2008","PuttingAverage_ROUNDS_2008","PuttingAverage_AVG_2008","PuttingAverage_GIRPUTTS_2008","PuttingAverage_GREENSHIT_2008","PuttingAverage_BIRDIECONVERSION_2008","PuttingAverage_GIRRANK_2008","stat_name","year"
107,107,"Lucas Glover",91,1.792,1919,1071,28.25,86,"PuttingAverage",2008
107,107,"Matt Jones",95,1.792,1824,1018,28.9,164,"PuttingAverage",2008
107,107,"Rory Sabbatini",77,1.792,1620,904,30.04,65,"PuttingAverage",2008
107,107,"Vijay Singh",82,1.792,1722,961,28.84,12,"PuttingAverage",2008
112,112,"Chris DiMarco",87,1.793,1779,992,26.9,142,"PuttingAverage",2008
112,112,"Tommy Gainey",60,1.793,1126,628,30.46,36,"PuttingAverage",2008
112,112,"Steve Lowery",74,1.793,1418,791,28.26,193,"PuttingAverage",2008
112,112,"Chez Reavie",102,1.793,2107,1175,26.05,54,"PuttingAverage",2008
116,116,"Robert Allenby",108,1.794,2432,1356,27.76,2,"PuttingAverage",2008
116,116,"Todd Demsey",80,1.794,1645,917,27.38,87,"PuttingAverage",2008
116,116,"Bob Estes",90,1.794,1952,1088,25.6,11,"PuttingAverage",2008
116,116,"Paul Goydos",78,1.794,1586,884,26.13,151,"PuttingAverage",2008
116,116,"JB Holmes",86,1.794,1728,963,31.57,152,"PuttingAverage",2008
116,116,"Adam Scott",51,1.794,1008,562,30.3,128,"PuttingAverage",2008
122,122,"Brad Elder",67,1.795,1280,713,25.67,99,"PuttingAverage",2008
123,123,"Steve Allan",58,1.796,1074,598,28.4,59,"PuttingAverage",2008
123,123,"Robert Garrigus",90,1.796,1979,1102,30.82,21,"PuttingAverage",2008
123,123,"Peter Lonard",92,1.796,1846,1028,27.56,100,"PuttingAverage",2008
123,123,"Jeff Maggert",86,1.796,1845,1027,27.88,61,"PuttingAverage",2008
127,127,"Ernie Els",51,1.797,992,552,27.82,178,"PuttingAverage",2008
127,127,"Rocco Mediate",87,1.797,1761,980,26.07,157,"PuttingAverage",2008
127,127,"Tom Scherrer",56,1.797,1064,592,27.7,71,"PuttingAverage",2008
127,127,"Nick Watney",96,1.797,2119,1179,28.94,16,"PuttingAverage",2008
127,127,"YE Yang",89,1.797,1856,1033,27.64,67,"PuttingAverage",2008
132,132,"Bob Sowards",61,1.798,1129,628,25.36,139,"PuttingAverage",2008
133,133,"Paul Claxton",63,1.799,1200,667,25.08,97,"PuttingAverage",2008
134,134,"Charley Hoffman",94,1.8,1975,1097,28.62,63,"PuttingAverage",2008
134,134,"Lee Janzen",89,1.8,1732,962,27.75,114,"PuttingAverage",2008
134,134,"Hunter Mahan",87,1.8,1917,1065,27.26,7,"PuttingAverage",2008
134,134,"Omar Uresti",74,1.8,1478,821,26.19,91,"PuttingAverage",2008
138,138,"Fred Couples",60,1.801,1273,707,29.26,83,"PuttingAverage",2008
138,138,"Will Ma Kenzie",62,1.801,1300,722,26.15,107,"PuttingAverage",2008
138,138,"Jim McGovern",75,1.801,1464,813,25.89,83,"PuttingAverage",2008
138,138,"Nicholas Thompson",113,1.801,2190,1216,29.46,145,"PuttingAverage",2008
142,142,"Woody Austin",109,1.802,2321,1288,27.27,18,"PuttingAverage",2008
142,142,"Bart Bryant",81,1.802,1705,946,24.55,101,"PuttingAverage",2008
142,142,"Kenneth Ferrie",72,1.802,1346,747,27.61,102,"PuttingAverage",2008
145,145,"Retief Goosen",59,1.803,1118,620,27.3,192,"PuttingAverage",2008
145,145,"Mathias Gronberg",87,1.803,1691,938,29.26,154,"PuttingAverage",2008
145,145,"JP Hayes",67,1.803,1327,736,25.68,181,"PuttingAverage",2008
145,145,"Charles Howell III",101,1.803,2145,1190,27.27,48,"PuttingAverage",2008
145,145,"Cliff Kresge",84,1.803,1688,936,25.51,98,"PuttingAverage",2008
145,145,"Doug LaBelle II",65,1.803,1217,675,25.93,108,"PuttingAverage",2008
145,145,"Jin Park",85,1.803,1570,871,25.32,153,"PuttingAverage",2008
145,145,"John Riegger",73,1.803,1511,838,26.67,8,"PuttingAverage",2008
153,153,"John Rollins",94,1.804,1937,1074,26.8,136,"PuttingAverage",2008
154,154,"Davis Love III",78,1.805,1641,909,28.45,106,"PuttingAverage",2008
154,154,"John Merrick",98,1.805,1980,1097,26.87,25,"PuttingAverage",2008
156,156,"Alex Cejka",75,1.806,1416,784,26.53,146,"PuttingAverage",2008
156,156,"Cody Freeman",66,1.806,1235,684,26.79,179,"PuttingAverage",2008
156,156,"Jerry Kelly",89,1.806,1730,958,25.18,140,"PuttingAverage",2008
156,156,"Bo Van Pelt",101,1.806,2122,1175,27.51,34,"PuttingAverage",2008
160,160,"Robert Gamez",79,1.808,1654,915,27.13,66,"PuttingAverage",2008
161,161,"Heath Slocum",104,1.809,2261,1250,24.44,50,"PuttingAverage",2008
162,162,"Mark Calcavecchia",67,1.81,1385,765,27.14,114,"PuttingAverage",2008
163,163,"Jason Allred",63,1.812,1165,643,29.64,155,"PuttingAverage",2008
163,163,"Angel Cabrera",55,1.812,1042,575,28.05,156,"PuttingAverage",2008
163,163,"Trevor Immelman",70,1.812,1399,772,24.77,148,"PuttingAverage",2008
163,163,"Troy Matteson",94,1.812,2066,1140,27.66,32,"PuttingAverage",2008
163,163,"Bubba Watson",97,1.812,2095,1156,28.83,27,"PuttingAverage",2008
168,168,"Justin Bolli",87,1.813,1746,963,25.6,44,"PuttingAverage",2008
168,168,"Nick Flanagan",89,1.813,1775,979,27.53,123,"PuttingAverage",2008
170,170,"Jon Mills",95,1.814,1867,1029,25.34,74,"PuttingAverage",2008
170,170,"Sean OHair",81,1.814,1705,940,25.51,113,"PuttingAverage",2008
170,170,"Chris Stroud",81,1.814,1656,913,25.38,26,"PuttingAverage",2008
173,173,"Briny Baird",113,1.815,2401,1323,25.25,5,"PuttingAverage",2008
173,173,"Shigeki Maruyama",50,1.815,882,486,23.97,187,"PuttingAverage",2008
173,173,"John Senden",93,1.815,2076,1144,25.35,10,"PuttingAverage",2008
176,176,"Billy Mayfair",103,1.817,2295,1263,24.68,19,"PuttingAverage",2008
177,177,"Charles Warren",79,1.818,1729,951,26.82,44,"PuttingAverage",2008
178,178,"David Duval",51,1.819,966,531,25.85,197,"PuttingAverage",2008
178,178,"JJ Henry",108,1.819,2446,1345,23.68,9,"PuttingAverage",2008
178,178,"Scott Sterling",89,1.819,1844,1014,25.12,22,"PuttingAverage",2008
178,178,"Jay Williamson",96,1.819,1923,1057,23.93,52,"PuttingAverage",2008
183,183,"Stephen Leaney",53,1.821,996,547,22.53,166,"PuttingAverage",2008
183,183,"Kyle Thompson",70,1.821,1309,719,25.07,160,"PuttingAverage",2008
185,185,"Ron Whittaker",54,1.822,1031,566,25.31,79,"PuttingAverage",2008
186,186,"Harrison Frazar",73,1.823,1500,823,26.31,3,"PuttingAverage",2008
186,186,"Brandt Jobe",52,1.823,1134,622,26.21,58,"PuttingAverage",2008
188,188,"Boo Weekley",86,1.83,1856,1014,27.51,22,"PuttingAverage",2008
189,189,"Billy Andrade",71,1.834,1405,766,23.56,135,"PuttingAverage",2008
189,189,"Tom Lehman",51,1.834,1005,548,25.36,165,"PuttingAverage",2008
191,191,"Olin Browne",77,1.836,1627,886,21.81,76,"PuttingAverage",2008
191,191,"Ted Purdy",68,1.836,1370,746,23.28,46,"PuttingAverage",2008
193,193,"Paul Casey",55,1.837,1130,615,27.52,74,"PuttingAverage",2008
193,193,"David Lutterus",59,1.837,1093,595,25.38,161,"PuttingAverage",2008
195,195,"Jeff Gove",50,1.84,1034,562,23.49,22,"PuttingAverage",2008
196,196,"Joe Durant",92,1.842,1980,1075,26,1,"PuttingAverage",2008
197,197,"Travis Perkins",53,1.844,957,519,25.05,177,"PuttingAverage",2008
