"FedExCupStandings_RANKTHISWEEK_2008","FedExCupStandings_RANKLASTWEEK_2008","FedExCupStandings_PLAYERNAME_2008","FedExCupStandings_EVENTS_2008","FedExCupStandings_POINTS_2008","FedExCupStandings_OFWINS_2008","FedExCupStandings_OFTOP10S_2008","FedExCupStandings_POINTSBEHINDLEAD_2008","FedExCupStandings_RESETPOINTS_2008","stat_name","year"
49,49,"Jerry Kelly",26,11185,NA,4,30450,96390,"FedExCupStandings",2008
50,50,"Freddie Jacobson",23,11166,NA,1,30469,95990,"FedExCupStandings",2008
51,51,"Woody Austin",25,11067,NA,4,30568,96470,"FedExCupStandings",2008
52,52,"Mark Wilson",25,10913,NA,4,30722,94630,"FedExCupStandings",2008
53,53,"Chez Reavie",27,10869,1,2,30766,96430,"FedExCupStandings",2008
54,54,"Lucas Glover",26,10781,NA,2,30854,94030,"FedExCupStandings",2008
55,55,"Scott Verplank",21,10779,NA,2,30856,93830,"FedExCupStandings",2008
56,56,"Mathew Goggin",23,10734,NA,1,30901,94790,"FedExCupStandings",2008
57,57,"Tim Herron",24,10663,NA,1,30972,92510,"FedExCupStandings",2008
58,58,"Ben Crane",22,10578,NA,1,31057,95230,"FedExCupStandings",2008
59,59,"Jonathan Byrd",25,10500,NA,2,31135,94430,"FedExCupStandings",2008
60,60,"Johnson Wagner",25,10446,1,1,31189,95750,"FedExCupStandings",2008
61,61,"Brian Davis",27,10431,NA,2,31204,94390,"FedExCupStandings",2008
62,62,"Heath Slocum",24,10429,NA,5,31206,95710,"FedExCupStandings",2008
63,63,"Tommy Armour III",21,10382,NA,5,31253,95910,"FedExCupStandings",2008
64,64,"Eric Axley",28,10218,NA,3,31417,93870,"FedExCupStandings",2008
65,65,"John Mallinger",25,10136,NA,3,31499,94150,"FedExCupStandings",2008
66,66,"Angel Cabrera",17,10088,NA,1,31547,92590,"FedExCupStandings",2008
67,67,"Rory Sabbatini",19,10035,NA,2,31600,95630,"FedExCupStandings",2008
68,68,"Martin Laird",22,9986,NA,1,31649,92710,"FedExCupStandings",2008
69,69,"Jay Williamson",26,9974,NA,1,31661,93910,"FedExCupStandings",2008
70,70,"Charley Hoffman",26,9833,NA,3,31802,93630,"FedExCupStandings",2008
71,71,"Sean OHair",22,9029,1,3,32606,97675,"FedExCupStandings",2008
72,72,"Pat Perez",23,7611,NA,3,34024,95350,"FedExCupStandings",2008
73,73,"Bill Haas",26,7384,NA,1,34251,93550,"FedExCupStandings",2008
74,74,"Brett Quigley",19,7353,NA,2,34282,93110,"FedExCupStandings",2008
75,75,"Peter Lonard",24,7343,NA,3,34292,95470,"FedExCupStandings",2008
76,76,"Jeff Quinney",25,7329,NA,3,34306,97000,"FedExCupStandings",2008
77,77,"Paul Casey",16,7259,NA,1,34376,94230,"FedExCupStandings",2008
78,78,"Rocco Mediate",25,7251,NA,2,34384,95390,"FedExCupStandings",2008
79,79,"Richard Johnson",17,7111,1,1,34524,92950,"FedExCupStandings",2008
80,80,"Tom Pernice Jr",25,7069,NA,5,34566,95150,"FedExCupStandings",2008
81,81,"Bo Van Pelt",25,7006,NA,1,34629,93190,"FedExCupStandings",2008
82,82,"Rod Pampling",24,6856,NA,5,34779,96510,"FedExCupStandings",2008
83,83,"Steve Flesch",25,6821,NA,2,34814,94470,"FedExCupStandings",2008
84,84,"Tim Petrovic",25,6790,NA,2,34845,92790,"FedExCupStandings",2008
85,85,"Steve Elkington",20,6744,NA,3,34891,94990,"FedExCupStandings",2008
86,86,"Jason Day",21,6726,NA,2,34909,92750,"FedExCupStandings",2008
87,87,"Nick OHern",22,6671,NA,3,34964,94870,"FedExCupStandings",2008
88,88,"Paul Goydos",22,6665,NA,2,34970,94950,"FedExCupStandings",2008
89,89,"Ryan Moore",20,6651,NA,3,34984,94910,"FedExCupStandings",2008
90,90,"Michael Allen",22,6583,NA,1,35052,92470,"FedExCupStandings",2008
91,91,"Scott McCarron",19,6538,NA,2,35097,94750,"FedExCupStandings",2008
92,92,"JJ Henry",27,6485,NA,1,35150,92430,"FedExCupStandings",2008
93,93,"Jesper Parnevik",22,6472,NA,NA,35163,92270,"FedExCupStandings",2008
94,94,"Ryan Palmer",17,6381,NA,2,35254,92550,"FedExCupStandings",2008
95,95,"Daniel Chopra",23,6375,1,1,35260,96230,"FedExCupStandings",2008
96,96,"Kevin Na",25,6336,NA,3,35299,94510,"FedExCupStandings",2008
97,97,"Charles Howell III",25,6323,NA,2,35312,94670,"FedExCupStandings",2008
98,98,"John Rollins",24,6274,NA,2,35361,94550,"FedExCupStandings",2008
99,99,"Frank Lickliter II",25,6192,NA,NA,35443,92390,"FedExCupStandings",2008
100,100,"Steve Lowery",19,6164,1,2,35471,96190,"FedExCupStandings",2008
101,101,"Jeff Overton",26,6050,NA,1,35585,92150,"FedExCupStandings",2008
102,102,"Luke Donald",11,6001,NA,3,35634,96070,"FedExCupStandings",2008
103,103,"Corey Pavin",20,5989,NA,2,35646,94350,"FedExCupStandings",2008
104,104,"Justin Bolli",22,5979,NA,1,35656,92190,"FedExCupStandings",2008
105,105,"George McNeill",24,5693,NA,2,35942,93790,"FedExCupStandings",2008
106,106,"Lee Westwood",10,5626,NA,2,36009,95830,"FedExCupStandings",2008
107,107,"Parker McLachlin",23,5502,1,3,36133,95670,"FedExCupStandings",2008
108,108,"Retief Goosen",18,5372,NA,2,36263,95510,"FedExCupStandings",2008
109,109,"Nick Watney",22,5144,NA,1,36491,93390,"FedExCupStandings",2008
110,110,"Ian Poulter",15,5073,NA,1,36562,95310,"FedExCupStandings",2008
111,111,"Rich Beem",22,4945,NA,1,36690,93270,"FedExCupStandings",2008
112,112,"Patrick Sheehan",28,4936,NA,2,36699,93030,"FedExCupStandings",2008
113,113,"Cliff Kresge",24,4487,NA,4,37148,94830,"FedExCupStandings",2008
114,114,"Justin Rose",15,4278,NA,2,37357,94710,"FedExCupStandings",2008
115,115,"Glen Day",16,4123,NA,1,37512,92110,"FedExCupStandings",2008
116,116,"Matt Kuchar",24,4084,NA,4,37551,94590,"FedExCupStandings",2008
117,117,"Michael Letzig",24,3879,NA,4,37756,94310,"FedExCupStandings",2008
118,118,"Lee Janzen",22,3846,NA,1,37789,92070,"FedExCupStandings",2008
119,119,"Fred Couples",16,3837,NA,3,37798,94270,"FedExCupStandings",2008
120,120,"Alex Cejka",23,3802,NA,4,37833,94190,"FedExCupStandings",2008
121,121,"Brad Adamonis",22,3707,NA,2,37928,94110,"FedExCupStandings",2008
122,122,"Nathan Green",24,3698,NA,1,37937,94070,"FedExCupStandings",2008
123,123,"Jason Bohn",13,3582,NA,2,38053,93990,"FedExCupStandings",2008
124,124,"Troy Matteson",24,3524,NA,3,38111,93950,"FedExCupStandings",2008
125,125,"Greg Kraft",15,3319,1,2,38316,93710,"FedExCupStandings",2008
126,126,"Mark Calcavecchia",23,3304,NA,2,38331,93670,"FedExCupStandings",2008
127,127,"Matt Jones",24,3273,NA,2,38362,93590,"FedExCupStandings",2008
128,128,"Shane Bertsch",23,3153,NA,1,38482,93510,"FedExCupStandings",2008
129,129,"Joe Ogilvie",24,3094,NA,3,38541,93470,"FedExCupStandings",2008
130,130,"Tim Wilkinson",23,3086,NA,2,38549,93430,"FedExCupStandings",2008
131,131,"Zach Johnson",21,2968,NA,1,38667,93350,"FedExCupStandings",2008
132,132,"Vaughn Taylor",25,2901,NA,1,38734,93310,"FedExCupStandings",2008
133,133,"Charles Warren",23,2769,NA,1,38866,93230,"FedExCupStandings",2008
134,134,"Dustin Johnson",25,2679,NA,2,38956,93150,"FedExCupStandings",2008
135,135,"Bob Tway",15,2615,NA,1,39020,93070,"FedExCupStandings",2008
136,136,"David Toms",18,2520,NA,NA,39115,92990,"FedExCupStandings",2008
137,137,"James Driscoll",22,2457,NA,1,39178,92910,"FedExCupStandings",2008
138,138,"Bob Estes",21,2423,NA,1,39212,92870,"FedExCupStandings",2008
139,139,"Tom Lehman",17,2420,NA,2,39215,92830,"FedExCupStandings",2008
140,140,"Joe Durant",22,2264,NA,1,39371,92670,"FedExCupStandings",2008
141,141,"Jason Gore",26,2258,NA,2,39377,92630,"FedExCupStandings",2008
142,142,"Jon Mills",25,1964,NA,NA,39671,92350,"FedExCupStandings",2008
143,143,"Chris DiMarco",23,1871,NA,NA,39764,92310,"FedExCupStandings",2008
144,144,"Roland Thatcher",15,1777,NA,2,39858,92230,"FedExCupStandings",2008
145,145,"YE Yang",22,1701,NA,1,39934,NA,"FedExCupStandings",2008
146,146,"Gavin Coles",13,1699,NA,1,39936,NA,"FedExCupStandings",2008
147,147,"Tag Ridings",22,1679,NA,1,39956,NA,"FedExCupStandings",2008
148,148,"Todd Hamilton",23,1648,NA,NA,39987,NA,"FedExCupStandings",2008
149,149,"Brett Rumford",19,1624,NA,1,40011,NA,"FedExCupStandings",2008
150,150,"Marco Dawson",17,1622,NA,2,40013,NA,"FedExCupStandings",2008
151,151,"Kevin Stadler",23,1622,NA,1,40013,NA,"FedExCupStandings",2008
152,152,"Craig Kanada",17,1604,NA,NA,40031,NA,"FedExCupStandings",2008
153,153,"Greg Norman",4,1595,NA,1,40040,NA,"FedExCupStandings",2008
154,154,"Davis Love III",17,1512,NA,NA,40123,NA,"FedExCupStandings",2008
155,155,"John Huston",14,1488,NA,NA,40147,NA,"FedExCupStandings",2008
156,156,"Robert Garrigus",22,1468,NA,NA,40167,NA,"FedExCupStandings",2008
157,157,"Scott Sterling",21,1467,NA,NA,40168,NA,"FedExCupStandings",2008
158,158,"Ryan Armour",25,1427,NA,NA,40208,NA,"FedExCupStandings",2008
159,159,"Carlos Franco",19,1372,NA,NA,40263,NA,"FedExCupStandings",2008
160,160,"Nick Flanagan",22,1316,NA,1,40319,NA,"FedExCupStandings",2008
161,161,"Jeff Gove",14,1308,NA,1,40327,NA,"FedExCupStandings",2008
162,162,"Will Ma Kenzie",16,1289,NA,1,40346,NA,"FedExCupStandings",2008
163,163,"Jeff Maggert",21,1287,NA,NA,40348,NA,"FedExCupStandings",2008
164,164,"Chris Riley",13,1277,NA,1,40358,NA,"FedExCupStandings",2008
165,165,"JP Hayes",20,1275,NA,1,40360,NA,"FedExCupStandings",2008
166,166,"Cameron Beckman",22,1262,NA,NA,40373,NA,"FedExCupStandings",2008
167,167,"Mark Hensby",19,1261,NA,1,40374,NA,"FedExCupStandings",2008
168,168,"Marc Turnesa",23,1174,NA,NA,40461,NA,"FedExCupStandings",2008
169,169,"Bob Heintz",12,1164,NA,NA,40471,NA,"FedExCupStandings",2008
170,170,"Omar Uresti",17,1154,NA,NA,40481,NA,"FedExCupStandings",2008
171,171,"Doug LaBelle II",17,1102,NA,1,40533,NA,"FedExCupStandings",2008
172,172,"Jason Dufner",12,1082,NA,NA,40553,NA,"FedExCupStandings",2008
173,173,"Jin Park",23,1047,NA,NA,40588,NA,"FedExCupStandings",2008
174,174,"Harrison Frazar",17,1043,NA,1,40592,NA,"FedExCupStandings",2008
175,175,"Fred Funk",13,1038,NA,1,40597,NA,"FedExCupStandings",2008
176,176,"Jose Coceres",13,1008,NA,NA,40627,NA,"FedExCupStandings",2008
177,177,"Kenneth Ferrie",19,1000,NA,NA,40635,NA,"FedExCupStandings",2008
178,178,"John Riegger",17,993,NA,NA,40642,NA,"FedExCupStandings",2008
179,179,"Brenden Pappas",17,962,NA,1,40673,NA,"FedExCupStandings",2008
180,180,"Ted Purdy",19,962,NA,1,40673,NA,"FedExCupStandings",2008
181,181,"Kent Jones",16,957,NA,NA,40678,NA,"FedExCupStandings",2008
182,182,"Billy Andrade",20,949,NA,NA,40686,NA,"FedExCupStandings",2008
183,183,"Brandt Jobe",17,940,NA,NA,40695,NA,"FedExCupStandings",2008
184,184,"Bob Sowards",15,920,NA,1,40715,NA,"FedExCupStandings",2008
185,185,"Brian Bateman",17,832,NA,NA,40803,NA,"FedExCupStandings",2008
186,186,"Arron Oberholser",8,775,NA,NA,40860,NA,"FedExCupStandings",2008
187,187,"Garrett Willis",10,766,NA,NA,40869,NA,"FedExCupStandings",2008
188,188,"Robert Gamez",20,749,NA,NA,40886,NA,"FedExCupStandings",2008
189,189,"Shigeki Maruyama",18,721,NA,NA,40914,NA,"FedExCupStandings",2008
190,190,"Mathias Gronberg",23,715,NA,NA,40920,NA,"FedExCupStandings",2008
191,191,"Larry Mize",15,704,NA,1,40931,NA,"FedExCupStandings",2008
192,192,"Jimmy Walker",17,703,NA,NA,40932,NA,"FedExCupStandings",2008
193,193,"Brent Geiberger",11,694,NA,1,40941,NA,"FedExCupStandings",2008
194,194,"Andrew Buckle",12,693,NA,NA,40942,NA,"FedExCupStandings",2008
195,195,"Stephen Leaney",17,678,NA,NA,40957,NA,"FedExCupStandings",2008
196,196,"Shaun Micheel",16,641,NA,NA,40994,NA,"FedExCupStandings",2008
197,197,"Chad Collins",17,632,NA,NA,41003,NA,"FedExCupStandings",2008
198,198,"Dan Forsman",10,623,NA,NA,41012,NA,"FedExCupStandings",2008
199,199,"Steve Allan",16,595,NA,1,41040,NA,"FedExCupStandings",2008
200,200,"Craig Barlow",15,567,NA,NA,41068,NA,"FedExCupStandings",2008
201,201,"David Lutterus",16,566,NA,NA,41069,NA,"FedExCupStandings",2008
202,202,"Todd Demsey",18,551,NA,NA,41084,NA,"FedExCupStandings",2008
204,204,"Olin Browne",23,515,NA,NA,41120,NA,"FedExCupStandings",2008
205,205,"Chris Stroud",22,499,NA,NA,41136,NA,"FedExCupStandings",2008
206,206,"Alejandro Canizares",11,497,NA,NA,41138,NA,"FedExCupStandings",2008
207,207,"Paul Stankowski",12,488,NA,NA,41147,NA,"FedExCupStandings",2008
208,208,"Jim McGovern",19,488,NA,NA,41147,NA,"FedExCupStandings",2008
209,209,"Kyle Thompson",19,461,NA,NA,41174,NA,"FedExCupStandings",2008
210,210,"Bob May",4,450,NA,NA,41185,NA,"FedExCupStandings",2008
211,211,"Bernhard Langer",2,426,NA,NA,41209,NA,"FedExCupStandings",2008
212,212,"Paul Claxton",16,420,NA,NA,41215,NA,"FedExCupStandings",2008
213,213,"Brett Wetterich",11,417,NA,NA,41218,NA,"FedExCupStandings",2008
214,214,"Daisuke Maruyama",4,417,NA,NA,41218,NA,"FedExCupStandings",2008
215,215,"Mark Brooks",16,410,NA,NA,41225,NA,"FedExCupStandings",2008
216,216,"Robert Damron",8,365,NA,NA,41270,NA,"FedExCupStandings",2008
217,217,"Tom Byrum",11,343,NA,NA,41292,NA,"FedExCupStandings",2008
218,218,"Dicky Pride",11,322,NA,NA,41313,NA,"FedExCupStandings",2008
219,219,"Michael Bradley",9,321,NA,NA,41314,NA,"FedExCupStandings",2008
220,220,"Jason Allred",16,286,NA,NA,41349,NA,"FedExCupStandings",2008
221,221,"Ian Leggatt",5,269,NA,NA,41366,NA,"FedExCupStandings",2008
222,222,"Tom Scherrer",14,267,NA,NA,41368,NA,"FedExCupStandings",2008
223,223,"Michael Sim",5,256,NA,NA,41379,NA,"FedExCupStandings",2008
224,224,"Jose Maria Olazabal",4,235,NA,NA,41400,NA,"FedExCupStandings",2008
225,225,"Neal Lancaster",8,227,NA,NA,41408,NA,"FedExCupStandings",2008
226,226,"Cody Freeman",19,214,NA,NA,41421,NA,"FedExCupStandings",2008
227,227,"Brad Elder",16,212,NA,NA,41423,NA,"FedExCupStandings",2008
228,228,"Jay Delsing",7,200,NA,NA,41435,NA,"FedExCupStandings",2008
229,229,"Paul Azinger",8,190,NA,NA,41445,NA,"FedExCupStandings",2008
230,230,"John Daly",15,182,NA,NA,41453,NA,"FedExCupStandings",2008
231,231,"Jonathan Kaye",8,177,NA,NA,41458,NA,"FedExCupStandings",2008
232,232,"Travis Perkins",17,152,NA,NA,41483,NA,"FedExCupStandings",2008
233,233,"Craig Parry",4,152,NA,NA,41483,NA,"FedExCupStandings",2008
234,234,"David Duval",15,149,NA,NA,41486,NA,"FedExCupStandings",2008
235,235,"Ron Whittaker",16,140,NA,NA,41495,NA,"FedExCupStandings",2008
236,236,"Tommy Gainey",18,119,NA,NA,41516,NA,"FedExCupStandings",2008
237,237,"Len Mattiace",10,116,NA,NA,41519,NA,"FedExCupStandings",2008
238,238,"JL Lewis",14,114,NA,NA,41521,NA,"FedExCupStandings",2008
239,239,"John Morse",6,103,NA,NA,41532,NA,"FedExCupStandings",2008
240,240,"Sandy Lyle",2,91,NA,NA,41544,NA,"FedExCupStandings",2008
241,241,"Kirk Triplett",4,87,NA,NA,41548,NA,"FedExCupStandings",2008
242,242,"Notah Begay III",6,82,NA,NA,41553,NA,"FedExCupStandings",2008
243,243,"Chris Smith",5,81,NA,NA,41554,NA,"FedExCupStandings",2008
244,244,"Joey Sindelar",4,80,NA,NA,41555,NA,"FedExCupStandings",2008
245,245,"David Frost",3,64,NA,NA,41571,NA,"FedExCupStandings",2008
246,246,"Guy Boros",5,57,NA,NA,41578,NA,"FedExCupStandings",2008
247,247,"Gabriel Hjertstedt",3,52,NA,NA,41583,NA,"FedExCupStandings",2008
247,247,"Andrew Magee",3,52,NA,NA,41583,NA,"FedExCupStandings",2008
247,247,"Grant Waite",5,52,NA,NA,41583,NA,"FedExCupStandings",2008
250,250,"Mark OMeara",5,52,NA,NA,41583,NA,"FedExCupStandings",2008
251,251,"Scott Hoch",1,52,NA,NA,41583,NA,"FedExCupStandings",2008
252,252,"Fulton Allem",1,47,NA,NA,41588,NA,"FedExCupStandings",2008
253,253,"Ronnie Black",2,44,NA,NA,41591,NA,"FedExCupStandings",2008
254,254,"Nick Price",1,43,NA,NA,41592,NA,"FedExCupStandings",2008
255,255,"Skip Kendall",6,28,NA,NA,41607,NA,"FedExCupStandings",2008
256,256,"Dennis Paulson",1,27,NA,NA,41608,NA,"FedExCupStandings",2008
256,256,"Ted Schulz",1,27,NA,NA,41608,NA,"FedExCupStandings",2008
258,258,"Duffy Waldorf",4,26,NA,NA,41609,NA,"FedExCupStandings",2008
259,259,"Spike McRoy",3,26,NA,NA,41609,NA,"FedExCupStandings",2008
260,260,"Rick Fehr",1,25,NA,NA,41610,NA,"FedExCupStandings",2008
261,261,"Bob Burns",6,24,NA,NA,41611,NA,"FedExCupStandings",2008
262,262,"Jim Gallagher Jr",6,24,NA,NA,41611,NA,"FedExCupStandings",2008
