"BirdieorBetterPercentage_RANKTHISWEEK_2009","BirdieorBetterPercentage_RANKLASTWEEK_2009","BirdieorBetterPercentage_PLAYERNAME_2009","BirdieorBetterPercentage_ROUNDS_2009","BirdieorBetterPercentage_Pct_2009","BirdieorBetterPercentage_TOTALBIRDIES_2009","BirdieorBetterPercentage_TOTALHOLES_2009","BirdieorBetterPercentage_GIRRANK_2009","stat_name","year"
34,34,"Matt Jones",56,21.33,215,1008,38,"BirdieorBetterPercentage",2009
35,35,"Jim Furyk",86,21.22,317,1494,98,"BirdieorBetterPercentage",2009
35,35,"Robert Garrigus",83,21.22,317,1494,4,"BirdieorBetterPercentage",2009
35,35,"Ryan Moore",89,21.22,340,1602,77,"BirdieorBetterPercentage",2009
38,38,"Matt Kuchar",82,21.21,313,1476,132,"BirdieorBetterPercentage",2009
38,38,"Chris Stroud",88,21.21,336,1584,12,"BirdieorBetterPercentage",2009
40,40,"Matt Bettencourt",98,21.2,374,1764,155,"BirdieorBetterPercentage",2009
40,40,"Kris Blanks",60,21.2,229,1080,70,"BirdieorBetterPercentage",2009
42,42,"Rory Sabbatini",81,21.18,305,1440,96,"BirdieorBetterPercentage",2009
43,43,"Jerry Kelly",90,21.17,343,1620,124,"BirdieorBetterPercentage",2009
44,44,"Vaughn Taylor",88,21.15,335,1584,110,"BirdieorBetterPercentage",2009
45,45,"Bill Haas",91,21.12,346,1638,34,"BirdieorBetterPercentage",2009
46,46,"YE Yang",83,21.08,315,1494,76,"BirdieorBetterPercentage",2009
47,47,"Michael Letzig",96,21.06,364,1728,126,"BirdieorBetterPercentage",2009
48,48,"Joe Ogilvie",85,21.05,322,1530,171,"BirdieorBetterPercentage",2009
49,49,"Charlie Wi",92,21.01,348,1656,120,"BirdieorBetterPercentage",2009
50,50,"Kevin Na",91,21,344,1638,131,"BirdieorBetterPercentage",2009
50,50,"Kenny Perry",92,21,344,1638,36,"BirdieorBetterPercentage",2009
52,52,"David Toms",98,20.98,370,1764,20,"BirdieorBetterPercentage",2009
53,53,"Ben Crane",93,20.97,351,1674,113,"BirdieorBetterPercentage",2009
54,54,"Justin Rose",71,20.95,264,1260,83,"BirdieorBetterPercentage",2009
55,55,"Brendon de Jonge",90,20.93,339,1620,57,"BirdieorBetterPercentage",2009
55,55,"Camilo Villegas",76,20.93,275,1314,57,"BirdieorBetterPercentage",2009
57,57,"Scott Verplank",88,20.9,331,1584,47,"BirdieorBetterPercentage",2009
58,58,"Nicholas Thompson",96,20.89,361,1728,42,"BirdieorBetterPercentage",2009
59,59,"Steve Marino",98,20.86,368,1764,21,"BirdieorBetterPercentage",2009
60,60,"Mark Calcavecchia",72,20.83,270,1296,100,"BirdieorBetterPercentage",2009
60,60,"Pat Perez",74,20.83,270,1296,151,"BirdieorBetterPercentage",2009
62,62,"Chris Riley",77,20.78,288,1386,115,"BirdieorBetterPercentage",2009
63,63,"Andres Romero",58,20.76,213,1026,112,"BirdieorBetterPercentage",2009
64,64,"DA Points",99,20.71,369,1782,71,"BirdieorBetterPercentage",2009
65,65,"Jason Dufner",90,20.68,335,1620,49,"BirdieorBetterPercentage",2009
66,66,"George McNeill",82,20.66,305,1476,142,"BirdieorBetterPercentage",2009
66,66,"Rod Pampling",72,20.66,264,1278,85,"BirdieorBetterPercentage",2009
68,68,"Gary Woodland",53,20.65,197,954,107,"BirdieorBetterPercentage",2009
69,69,"Charles Warren",63,20.63,234,1134,14,"BirdieorBetterPercentage",2009
70,70,"Marc Leishman",91,20.57,337,1638,39,"BirdieorBetterPercentage",2009
70,70,"John Merrick",91,20.57,337,1638,111,"BirdieorBetterPercentage",2009
70,70,"Webb Simpson",94,20.57,348,1692,166,"BirdieorBetterPercentage",2009
73,73,"Chad Campbell",90,20.56,333,1620,9,"BirdieorBetterPercentage",2009
74,74,"John Senden",100,20.44,368,1800,1,"BirdieorBetterPercentage",2009
75,75,"Aaron Baddeley",66,20.43,239,1170,181,"BirdieorBetterPercentage",2009
76,76,"Greg Owen",97,20.39,356,1746,6,"BirdieorBetterPercentage",2009
77,77,"Angel Cabrera",55,20.37,198,972,169,"BirdieorBetterPercentage",2009
78,78,"Luke Donald",79,20.32,278,1368,157,"BirdieorBetterPercentage",2009
78,78,"Paul Goydos",79,20.32,289,1422,145,"BirdieorBetterPercentage",2009
80,80,"Mike Weir",85,20.3,307,1512,156,"BirdieorBetterPercentage",2009
81,81,"Briny Baird",89,20.29,325,1602,10,"BirdieorBetterPercentage",2009
81,81,"Jeff Overton",92,20.29,336,1656,174,"BirdieorBetterPercentage",2009
83,83,"Jason Bohn",88,20.27,321,1584,8,"BirdieorBetterPercentage",2009
84,84,"Alex Cejka",82,20.26,299,1476,63,"BirdieorBetterPercentage",2009
85,85,"Tim Herron",87,20.24,317,1566,138,"BirdieorBetterPercentage",2009
86,86,"James Nitties",86,20.22,313,1548,147,"BirdieorBetterPercentage",2009
87,87,"Kevin Sutherland",96,20.18,345,1710,54,"BirdieorBetterPercentage",2009
88,88,"Woody Austin",84,20.17,305,1512,106,"BirdieorBetterPercentage",2009
89,89,"Jeff Quinney",78,20.16,283,1404,146,"BirdieorBetterPercentage",2009
90,90,"Michael Allen",73,20.09,264,1314,37,"BirdieorBetterPercentage",2009
90,90,"Ryan Palmer",78,20.09,282,1404,104,"BirdieorBetterPercentage",2009
90,90,"Mark Wilson",99,20.09,358,1782,64,"BirdieorBetterPercentage",2009
93,93,"Bryce Molder",69,20.05,249,1242,40,"BirdieorBetterPercentage",2009
93,93,"Tim Petrovic",97,20.05,350,1746,102,"BirdieorBetterPercentage",2009
95,95,"Boo Weekley",79,19.99,277,1386,52,"BirdieorBetterPercentage",2009
96,96,"Lee Janzen",74,19.97,266,1332,136,"BirdieorBetterPercentage",2009
97,97,"Ernie Els",70,19.95,237,1188,79,"BirdieorBetterPercentage",2009
97,97,"Freddie Jacobson",83,19.95,298,1494,148,"BirdieorBetterPercentage",2009
97,97,"Steve Lowery",83,19.95,298,1494,135,"BirdieorBetterPercentage",2009
100,100,"Scott McCarron",91,19.9,326,1638,104,"BirdieorBetterPercentage",2009
101,101,"Bob Heintz",59,19.87,211,1062,121,"BirdieorBetterPercentage",2009
101,101,"Charles Howell III",99,19.87,354,1782,41,"BirdieorBetterPercentage",2009
101,101,"Brett Quigley",92,19.87,329,1656,82,"BirdieorBetterPercentage",2009
104,104,"Davis Love III",89,19.86,311,1566,50,"BirdieorBetterPercentage",2009
105,105,"Brandt Snedeker",81,19.82,289,1458,138,"BirdieorBetterPercentage",2009
106,106,"Kirk Triplett",60,19.72,213,1080,29,"BirdieorBetterPercentage",2009
107,107,"Troy Matteson",95,19.71,337,1710,18,"BirdieorBetterPercentage",2009
108,108,"Rich Beem",77,19.7,273,1386,17,"BirdieorBetterPercentage",2009
109,109,"John Mallinger",90,19.69,319,1620,115,"BirdieorBetterPercentage",2009
110,110,"John Rollins",92,19.63,325,1656,134,"BirdieorBetterPercentage",2009
111,111,"JB Holmes",74,19.59,261,1332,176,"BirdieorBetterPercentage",2009
112,112,"Brian Gay",96,19.56,338,1728,168,"BirdieorBetterPercentage",2009
113,113,"Bill Lunde",83,19.54,292,1494,46,"BirdieorBetterPercentage",2009
114,114,"Patrick Sheehan",51,19.5,179,918,15,"BirdieorBetterPercentage",2009
115,115,"Corey Pavin",73,19.48,256,1314,158,"BirdieorBetterPercentage",2009
116,116,"Bob Estes",78,19.44,273,1404,129,"BirdieorBetterPercentage",2009
116,116,"Sergio Garcia",59,19.44,203,1044,95,"BirdieorBetterPercentage",2009
116,116,"Cliff Kresge",78,19.44,273,1404,141,"BirdieorBetterPercentage",2009
119,119,"Colt Knost",71,19.41,248,1278,73,"BirdieorBetterPercentage",2009
119,119,"Johnson Wagner",81,19.41,283,1458,89,"BirdieorBetterPercentage",2009
121,121,"Mathew Goggin",76,19.37,258,1332,93,"BirdieorBetterPercentage",2009
122,122,"Nick OHern",90,19.32,313,1620,54,"BirdieorBetterPercentage",2009
123,123,"Heath Slocum",95,19.3,330,1710,32,"BirdieorBetterPercentage",2009
124,124,"Jimmy Walker",74,19.29,257,1332,149,"BirdieorBetterPercentage",2009
125,125,"Leif Olson",51,19.28,177,918,177,"BirdieorBetterPercentage",2009
126,126,"Retief Goosen",74,19.25,253,1314,170,"BirdieorBetterPercentage",2009
126,126,"Ian Poulter",59,19.25,194,1008,178,"BirdieorBetterPercentage",2009
128,128,"Vijay Singh",71,19.24,239,1242,75,"BirdieorBetterPercentage",2009
129,129,"Padraig Harrington",66,19.23,225,1170,175,"BirdieorBetterPercentage",2009
130,130,"Jeff Maggert",79,19.2,273,1422,22,"BirdieorBetterPercentage",2009
131,131,"Tommy Armour III",58,19.16,200,1044,44,"BirdieorBetterPercentage",2009
131,131,"Cameron Beckman",87,19.16,300,1566,98,"BirdieorBetterPercentage",2009
133,133,"Steve Elkington",70,19.13,241,1260,33,"BirdieorBetterPercentage",2009
134,134,"Tom Pernice Jr",82,19.11,282,1476,118,"BirdieorBetterPercentage",2009
135,135,"Scott Sterling",51,19.06,175,918,13,"BirdieorBetterPercentage",2009
136,136,"Ryuji Imada",85,19.02,291,1530,172,"BirdieorBetterPercentage",2009
136,136,"Richard Johnson",85,19.02,291,1530,103,"BirdieorBetterPercentage",2009
138,138,"Jason Gore",74,18.99,253,1332,93,"BirdieorBetterPercentage",2009
139,139,"David Duval",56,18.95,191,1008,179,"BirdieorBetterPercentage",2009
140,140,"Parker McLachlin",71,18.94,242,1278,182,"BirdieorBetterPercentage",2009
141,141,"Will Ma Kenzie",69,18.92,235,1242,26,"BirdieorBetterPercentage",2009
142,142,"Jeff Klauk",97,18.9,330,1746,66,"BirdieorBetterPercentage",2009
143,143,"Kevin Stadler",65,18.89,221,1170,51,"BirdieorBetterPercentage",2009
144,144,"JJ Henry",97,18.73,327,1746,24,"BirdieorBetterPercentage",2009
145,145,"Chris DiMarco",97,18.67,326,1746,125,"BirdieorBetterPercentage",2009
146,146,"Derek Fathauer",63,18.61,211,1134,180,"BirdieorBetterPercentage",2009
147,147,"Jay Williamson",69,18.6,231,1242,5,"BirdieorBetterPercentage",2009
148,148,"Adam Scott",53,18.59,174,936,162,"BirdieorBetterPercentage",2009
148,148,"Darron Stiles",52,18.59,174,936,90,"BirdieorBetterPercentage",2009
150,150,"Nathan Green",104,18.54,347,1872,161,"BirdieorBetterPercentage",2009
151,151,"Peter Tomasulo",61,18.49,203,1098,121,"BirdieorBetterPercentage",2009
152,152,"Carl Pettersson",86,18.48,286,1548,167,"BirdieorBetterPercentage",2009
153,153,"David Mathis",82,18.43,272,1476,154,"BirdieorBetterPercentage",2009
154,154,"Brian Vranesh",51,18.41,169,918,140,"BirdieorBetterPercentage",2009
155,155,"Chez Reavie",81,18.38,268,1458,83,"BirdieorBetterPercentage",2009
156,156,"Glen Day",79,18.35,261,1422,62,"BirdieorBetterPercentage",2009
156,156,"Rocco Mediate",79,18.35,261,1422,90,"BirdieorBetterPercentage",2009
156,156,"Aron Price",89,18.35,294,1602,86,"BirdieorBetterPercentage",2009
159,159,"Steve Flesch",77,18.33,254,1386,57,"BirdieorBetterPercentage",2009
160,160,"Spencer Levin",75,18.3,247,1350,34,"BirdieorBetterPercentage",2009
161,161,"Stewart Cink",79,18.26,240,1314,144,"BirdieorBetterPercentage",2009
161,161,"Kent Jones",73,18.26,240,1314,96,"BirdieorBetterPercentage",2009
163,163,"Robert Allenby",71,18.25,230,1260,24,"BirdieorBetterPercentage",2009
164,164,"KJ Choi",65,18.06,208,1152,81,"BirdieorBetterPercentage",2009
165,165,"Casey Wittenberg",71,17.92,229,1278,31,"BirdieorBetterPercentage",2009
166,166,"Bart Bryant",58,17.91,187,1044,163,"BirdieorBetterPercentage",2009
167,167,"Mark Brooks",55,17.88,177,990,137,"BirdieorBetterPercentage",2009
168,168,"Ken Duke",87,17.82,279,1566,153,"BirdieorBetterPercentage",2009
169,169,"Rick Price",54,17.8,173,972,69,"BirdieorBetterPercentage",2009
170,170,"Brad Adamonis",70,17.7,223,1260,158,"BirdieorBetterPercentage",2009
171,171,"Todd Hamilton",83,17.67,264,1494,143,"BirdieorBetterPercentage",2009
172,172,"Ben Curtis",63,17.56,196,1116,129,"BirdieorBetterPercentage",2009
173,173,"Peter Lonard",86,17.51,271,1548,114,"BirdieorBetterPercentage",2009
174,174,"Ricky Barnes",67,17.5,211,1206,23,"BirdieorBetterPercentage",2009
175,175,"Brian Bateman",55,17.27,171,990,119,"BirdieorBetterPercentage",2009
176,176,"Billy Mayfair",83,17.2,257,1494,68,"BirdieorBetterPercentage",2009
177,177,"Stuart Appleby",79,16.95,238,1404,150,"BirdieorBetterPercentage",2009
178,178,"Eric Axley",71,16.9,216,1278,183,"BirdieorBetterPercentage",2009
179,179,"Jarrod Lyle",65,16.67,195,1170,108,"BirdieorBetterPercentage",2009
180,180,"Brendon Todd",53,16.35,156,954,172,"BirdieorBetterPercentage",2009
181,181,"Marc Turnesa",77,16.09,223,1386,158,"BirdieorBetterPercentage",2009
182,182,"Greg Kraft",51,15.9,146,918,165,"BirdieorBetterPercentage",2009
183,183,"Tom Lehman",55,15.56,154,990,10,"BirdieorBetterPercentage",2009
184,184,"Brad Faxon",59,15.54,165,1062,184,"BirdieorBetterPercentage",2009
