"AverageApproachShotDistance_RANKTHISWEEK_2012","AverageApproachShotDistance_RANKLASTWEEK_2012","AverageApproachShotDistance_PLAYERNAME_2012","AverageApproachShotDistance_ROUNDS_2012","AverageApproachShotDistance_AVG_2012","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2012","AverageApproachShotDistance_TOTALHOLES_2012","stat_name","year"
45,45,"William McGirt",96,163.7,8333938,1414,"AverageApproachShotDistance",2012
48,48,"David Mathis",83,164,7303459,1237,"AverageApproachShotDistance",2012
48,48,"Adam Scott",59,164,4351743,737,"AverageApproachShotDistance",2012
48,48,"Kyle Thompson",51,164,3908826,662,"AverageApproachShotDistance",2012
51,51,"Davis Love III",64,164.1,5511268,933,"AverageApproachShotDistance",2012
51,51,"Chris Stroud",86,164.1,7940269,1344,"AverageApproachShotDistance",2012
53,53,"Matt Jones",53,164.2,4668808,790,"AverageApproachShotDistance",2012
53,53,"Carl Pettersson",92,164.2,8470383,1433,"AverageApproachShotDistance",2012
53,53,"Josh Teater",97,164.2,8780341,1485,"AverageApproachShotDistance",2012
56,56,"David Hearn",95,164.3,9340022,1579,"AverageApproachShotDistance",2012
56,56,"Charles Howell III",98,164.3,8167387,1381,"AverageApproachShotDistance",2012
58,58,"Brandt Jobe",57,164.4,4757061,804,"AverageApproachShotDistance",2012
59,59,"Matt Every",80,164.5,6792722,1147,"AverageApproachShotDistance",2012
59,59,"Rory McIlroy",60,164.5,4246812,717,"AverageApproachShotDistance",2012
59,59,"Scott Stallings",78,164.5,7195041,1215,"AverageApproachShotDistance",2012
62,62,"Will Claxton",99,164.6,9133420,1541,"AverageApproachShotDistance",2012
62,62,"Matt Kuchar",86,164.6,7020973,1185,"AverageApproachShotDistance",2012
62,62,"Heath Slocum",93,164.6,7964297,1344,"AverageApproachShotDistance",2012
65,65,"Russell Knox",72,164.7,5951668,1004,"AverageApproachShotDistance",2012
66,66,"Brian Davis",91,164.8,8393789,1415,"AverageApproachShotDistance",2012
66,66,"Greg Owen",90,164.8,8186651,1380,"AverageApproachShotDistance",2012
66,66,"Rod Pampling",88,164.8,7328708,1235,"AverageApproachShotDistance",2012
69,69,"Ryan Palmer",81,164.9,7523358,1267,"AverageApproachShotDistance",2012
70,70,"Matt Bettencourt",80,165,6361531,1071,"AverageApproachShotDistance",2012
70,70,"Ben Curtis",62,165,5127290,863,"AverageApproachShotDistance",2012
72,72,"Jason Bohn",81,165.1,7019323,1181,"AverageApproachShotDistance",2012
72,72,"Bob Estes",78,165.1,6925362,1165,"AverageApproachShotDistance",2012
72,72,"Stephen Gangluff",57,165.1,4575522,770,"AverageApproachShotDistance",2012
72,72,"Derek Lamely",64,165.1,5913431,995,"AverageApproachShotDistance",2012
72,72,"John Rollins",81,165.1,7555952,1271,"AverageApproachShotDistance",2012
77,77,"Graeme McDowell",55,165.2,4019544,676,"AverageApproachShotDistance",2012
77,77,"Rocco Mediate",70,165.2,6178403,1039,"AverageApproachShotDistance",2012
79,79,"Sung Kang",75,165.3,6611780,1111,"AverageApproachShotDistance",2012
79,79,"Jeff Maggert",83,165.3,8320817,1398,"AverageApproachShotDistance",2012
79,79,"Dicky Pride",62,165.3,5223429,878,"AverageApproachShotDistance",2012
82,82,"Jason Dufner",83,165.4,6794486,1141,"AverageApproachShotDistance",2012
82,82,"Chris Kirk",93,165.4,9082236,1525,"AverageApproachShotDistance",2012
82,82,"Danny Lee",74,165.4,6268599,1053,"AverageApproachShotDistance",2012
82,82,"Charlie Wi",86,165.4,7799342,1310,"AverageApproachShotDistance",2012
82,82,"YE Yang",64,165.4,5109265,858,"AverageApproachShotDistance",2012
87,87,"Roberto Castro",92,165.5,7999216,1343,"AverageApproachShotDistance",2012
87,87,"Jason Day",57,165.5,5005018,840,"AverageApproachShotDistance",2012
87,87,"Nick OHern",78,165.5,7278884,1222,"AverageApproachShotDistance",2012
90,90,"JJ Killeen",101,165.6,8960668,1503,"AverageApproachShotDistance",2012
90,90,"Garth Mulroy",59,165.6,4871022,817,"AverageApproachShotDistance",2012
90,90,"Ted Potter Jr",77,165.6,6520205,1094,"AverageApproachShotDistance",2012
90,90,"Chez Reavie",83,165.6,7064539,1185,"AverageApproachShotDistance",2012
90,90,"Rory Sabbatini",84,165.6,7684666,1289,"AverageApproachShotDistance",2012
90,90,"Michael Thompson",80,165.6,6945701,1165,"AverageApproachShotDistance",2012
96,96,"Graham DeLaet",79,165.7,7609382,1276,"AverageApproachShotDistance",2012
96,96,"John Mallinger",74,165.7,6739394,1130,"AverageApproachShotDistance",2012
96,96,"Geoff Ogilvy",73,165.7,5888778,987,"AverageApproachShotDistance",2012
96,96,"Louis Oosthuizen",65,165.7,5238966,878,"AverageApproachShotDistance",2012
96,96,"Kevin Streelman",89,165.7,8213008,1377,"AverageApproachShotDistance",2012
101,101,"Gary Christian",91,165.8,8044640,1348,"AverageApproachShotDistance",2012
101,101,"Ryuji Imada",78,165.8,7357855,1233,"AverageApproachShotDistance",2012
101,101,"Nick Watney",97,165.8,8112552,1359,"AverageApproachShotDistance",2012
104,104,"Trevor Immelman",76,165.9,6104070,1022,"AverageApproachShotDistance",2012
104,104,"Daniel Summerhays",81,165.9,7280795,1219,"AverageApproachShotDistance",2012
106,106,"Harris English",98,166,9291727,1555,"AverageApproachShotDistance",2012
106,106,"Ryan Moore",89,166,8659030,1449,"AverageApproachShotDistance",2012
106,106,"Bo Van Pelt",84,166,6948498,1163,"AverageApproachShotDistance",2012
106,106,"Mark Wilson",84,166,7261619,1215,"AverageApproachShotDistance",2012
110,110,"Chris DiMarco",83,166.1,7725506,1292,"AverageApproachShotDistance",2012
110,110,"Padraig Harrington",67,166.1,4820977,806,"AverageApproachShotDistance",2012
110,110,"Bubba Watson",68,166.1,5441483,910,"AverageApproachShotDistance",2012
113,113,"Camilo Villegas",79,166.2,7836641,1310,"AverageApproachShotDistance",2012
114,114,"Scott Brown",65,166.3,5446769,910,"AverageApproachShotDistance",2012
114,114,"Sean OHair",84,166.3,8159691,1363,"AverageApproachShotDistance",2012
114,114,"Brendan Steele",77,166.3,6844011,1143,"AverageApproachShotDistance",2012
117,117,"Robert Allenby",76,166.4,7091574,1184,"AverageApproachShotDistance",2012
117,117,"Jim Furyk",85,166.4,6990247,1167,"AverageApproachShotDistance",2012
117,117,"Robert Karlsson",54,166.4,4367415,729,"AverageApproachShotDistance",2012
117,117,"Richard Lee",71,166.4,6123014,1022,"AverageApproachShotDistance",2012
117,117,"John Merrick",83,166.4,7716164,1288,"AverageApproachShotDistance",2012
122,122,"Scott Dunlap",57,166.5,4940332,824,"AverageApproachShotDistance",2012
123,123,"Ricky Barnes",92,166.6,8805625,1468,"AverageApproachShotDistance",2012
123,123,"Bobby Gates",87,166.6,8164213,1361,"AverageApproachShotDistance",2012
123,123,"DJ Trahan",73,166.6,6652446,1109,"AverageApproachShotDistance",2012
126,126,"Blake Adams",107,166.7,9458820,1576,"AverageApproachShotDistance",2012
126,126,"Sangmoon Bae",81,166.7,6117029,1019,"AverageApproachShotDistance",2012
126,126,"Jonas Blixt",72,166.7,6863876,1144,"AverageApproachShotDistance",2012
126,126,"Luke Donald",63,166.7,5172698,862,"AverageApproachShotDistance",2012
126,126,"Ernie Els",80,166.7,6983416,1164,"AverageApproachShotDistance",2012
126,126,"Mathew Goggin",65,166.7,5891874,982,"AverageApproachShotDistance",2012
126,126,"Seung Yul Noh",105,166.7,9113389,1519,"AverageApproachShotDistance",2012
126,126,"Scott Piercy",95,166.7,9227473,1538,"AverageApproachShotDistance",2012
126,126,"Ian Poulter",57,166.7,4063869,677,"AverageApproachShotDistance",2012
135,135,"Stewart Cink",71,166.9,5821679,969,"AverageApproachShotDistance",2012
135,135,"Hunter Mahan",88,166.9,6897075,1148,"AverageApproachShotDistance",2012
135,135,"Jeff Overton",101,166.9,9905623,1649,"AverageApproachShotDistance",2012
138,138,"Ben Crane",73,167,6641670,1105,"AverageApproachShotDistance",2012
138,138,"Charl Schwartzel",56,167,4286387,713,"AverageApproachShotDistance",2012
138,138,"Brandt Snedeker",81,167,7002311,1165,"AverageApproachShotDistance",2012
141,141,"Kevin Chappell",91,167.1,7758979,1290,"AverageApproachShotDistance",2012
141,141,"Erik Compton",81,167.1,6846995,1138,"AverageApproachShotDistance",2012
141,141,"Ken Duke",104,167.1,9710015,1614,"AverageApproachShotDistance",2012
144,144,"Chad Campbell",84,167.2,7892289,1311,"AverageApproachShotDistance",2012
144,144,"Jerry Kelly",84,167.2,7897377,1312,"AverageApproachShotDistance",2012
144,144,"Johnson Wagner",88,167.2,8208941,1364,"AverageApproachShotDistance",2012
147,147,"Troy Matteson",100,167.3,8973653,1490,"AverageApproachShotDistance",2012
148,148,"Angel Cabrera",54,167.4,3982941,661,"AverageApproachShotDistance",2012
148,148,"Rickie Fowler",84,167.4,7117984,1181,"AverageApproachShotDistance",2012
150,150,"Robert Garrigus",89,167.5,7982177,1324,"AverageApproachShotDistance",2012
150,150,"Tiger Woods",69,167.5,5204486,863,"AverageApproachShotDistance",2012
152,152,"Arjun Atwal",79,167.6,7153715,1186,"AverageApproachShotDistance",2012
152,152,"Cameron Tringale",88,167.6,8345796,1383,"AverageApproachShotDistance",2012
154,154,"KJ Choi",71,167.7,6032316,999,"AverageApproachShotDistance",2012
154,154,"Tom Gillis",75,167.7,7439031,1232,"AverageApproachShotDistance",2012
156,156,"Justin Rose",69,167.9,5748944,951,"AverageApproachShotDistance",2012
157,157,"Greg Chalmers",88,168.1,8126628,1343,"AverageApproachShotDistance",2012
157,157,"Chris Couch",61,168.1,5789807,957,"AverageApproachShotDistance",2012
157,157,"Hunter Haas",69,168.1,5616343,928,"AverageApproachShotDistance",2012
157,157,"Spencer Levin",81,168.1,7153668,1182,"AverageApproachShotDistance",2012
157,157,"Kevin Stadler",85,168.1,7574997,1252,"AverageApproachShotDistance",2012
162,162,"Marc Leishman",84,168.2,8245695,1362,"AverageApproachShotDistance",2012
163,163,"Keegan Bradley",90,168.3,7700800,1271,"AverageApproachShotDistance",2012
163,163,"Jonathan Byrd",69,168.3,6095308,1006,"AverageApproachShotDistance",2012
163,163,"Kyle Stanley",86,168.3,7599426,1254,"AverageApproachShotDistance",2012
163,163,"Jhonattan Vegas",77,168.3,7476015,1234,"AverageApproachShotDistance",2012
167,167,"Tom Pernice Jr",62,168.4,5644748,931,"AverageApproachShotDistance",2012
167,167,"Vijay Singh",99,168.4,8776332,1448,"AverageApproachShotDistance",2012
169,169,"Zach Johnson",95,168.5,8047802,1327,"AverageApproachShotDistance",2012
170,170,"Charley Hoffman",88,168.6,8253362,1360,"AverageApproachShotDistance",2012
170,170,"Phil Mickelson",79,168.6,6514414,1073,"AverageApproachShotDistance",2012
172,172,"Bill Haas",79,168.7,6639824,1093,"AverageApproachShotDistance",2012
172,172,"Billy Mayfair",90,168.7,8488942,1398,"AverageApproachShotDistance",2012
174,174,"Brendon de Jonge",115,168.8,11099455,1827,"AverageApproachShotDistance",2012
174,174,"Martin Laird",77,168.8,5876089,967,"AverageApproachShotDistance",2012
176,176,"Gary Woodland",70,169,5763057,947,"AverageApproachShotDistance",2012
177,177,"Kris Blanks",65,169.1,6557019,1077,"AverageApproachShotDistance",2012
178,178,"Henrik Stenson",51,169.2,4574511,751,"AverageApproachShotDistance",2012
179,179,"John Huh",99,169.3,9275544,1522,"AverageApproachShotDistance",2012
179,179,"Pat Perez",81,169.3,7526751,1235,"AverageApproachShotDistance",2012
181,181,"Webb Simpson",77,169.6,7191377,1178,"AverageApproachShotDistance",2012
182,182,"Kevin Na",80,169.9,7102596,1161,"AverageApproachShotDistance",2012
183,183,"George McNeill",85,170,7745974,1266,"AverageApproachShotDistance",2012
183,183,"DA Points",88,170,8752369,1430,"AverageApproachShotDistance",2012
185,185,"Jimmy Walker",101,170.1,9959159,1626,"AverageApproachShotDistance",2012
186,186,"Sergio Garcia",57,170.2,4835428,789,"AverageApproachShotDistance",2012
187,187,"Andres Romero",68,170.7,5929989,965,"AverageApproachShotDistance",2012
187,187,"Lee Westwood",60,170.7,4411261,718,"AverageApproachShotDistance",2012
189,189,"James Driscoll",83,170.9,7726864,1256,"AverageApproachShotDistance",2012
190,190,"John Senden",81,171.1,6837414,1110,"AverageApproachShotDistance",2012
191,191,"Nathan Green",73,171.6,6299682,1020,"AverageApproachShotDistance",2012
