"BirdieorBetterPercentageRough_RANKTHISWEEK_2006","BirdieorBetterPercentageRough_RANKLASTWEEK_2006","BirdieorBetterPercentageRough_PLAYERNAME_2006","BirdieorBetterPercentageRough_ROUNDS_2006","BirdieorBetterPercentageRough_Pct_2006","BirdieorBetterPercentageRough_TOTALBIRDIES_2006","BirdieorBetterPercentageRough_TOTALHOLES_2006","stat_name","year"
25,25,"Jeff Brehaut",100,16.98,45,265,"BirdieorBetterPercentageRough",2006
26,26,"Jason Gore",86,16.86,43,255,"BirdieorBetterPercentageRough",2006
27,27,"Henrik Bjornstad",97,16.83,52,309,"BirdieorBetterPercentageRough",2006
27,27,"Nick Watney",97,16.83,53,315,"BirdieorBetterPercentageRough",2006
29,29,"Retief Goosen",68,16.76,31,185,"BirdieorBetterPercentageRough",2006
30,30,"Roger Tambellini",64,16.74,37,221,"BirdieorBetterPercentageRough",2006
31,31,"Trevor Immelman",86,16.73,44,263,"BirdieorBetterPercentageRough",2006
32,32,"Marco Dawson",87,16.48,43,261,"BirdieorBetterPercentageRough",2006
33,33,"John Senden",96,16.41,42,256,"BirdieorBetterPercentageRough",2006
34,34,"Alex Aragon",63,16.39,39,238,"BirdieorBetterPercentageRough",2006
35,35,"Jesper Parnevik",84,16.3,45,276,"BirdieorBetterPercentageRough",2006
36,36,"Brett Wetterich",82,16.22,42,259,"BirdieorBetterPercentageRough",2006
37,37,"Todd Fischer",101,16.17,49,303,"BirdieorBetterPercentageRough",2006
38,38,"Mark Wilson",79,16.16,32,198,"BirdieorBetterPercentageRough",2006
39,39,"Kris Cox",83,16.15,42,260,"BirdieorBetterPercentageRough",2006
40,40,"Charles Warren",93,16.14,41,254,"BirdieorBetterPercentageRough",2006
41,41,"Mathias Gronberg",92,16.09,42,261,"BirdieorBetterPercentageRough",2006
42,42,"Michael Allen",84,16.04,47,293,"BirdieorBetterPercentageRough",2006
43,43,"Chris DiMarco",83,16,32,200,"BirdieorBetterPercentageRough",2006
44,44,"Davis Love III",85,15.98,35,219,"BirdieorBetterPercentageRough",2006
45,45,"Tom Lehman",70,15.95,26,163,"BirdieorBetterPercentageRough",2006
46,46,"Fred Funk",106,15.93,29,182,"BirdieorBetterPercentageRough",2006
47,47,"Daisuke Maruyama",83,15.87,30,189,"BirdieorBetterPercentageRough",2006
47,47,"Mike Sposa",68,15.87,30,189,"BirdieorBetterPercentageRough",2006
49,49,"Joe Durant",101,15.84,32,202,"BirdieorBetterPercentageRough",2006
50,50,"Charley Hoffman",100,15.8,55,348,"BirdieorBetterPercentageRough",2006
51,51,"Ryan Moore",68,15.79,30,190,"BirdieorBetterPercentageRough",2006
52,52,"Dudley Hart",83,15.77,44,279,"BirdieorBetterPercentageRough",2006
53,53,"Greg Owen",79,15.76,32,203,"BirdieorBetterPercentageRough",2006
54,54,"JB Holmes",81,15.75,40,254,"BirdieorBetterPercentageRough",2006
55,55,"Chris Couch",75,15.69,40,255,"BirdieorBetterPercentageRough",2006
55,55,"John Daly",51,15.69,24,153,"BirdieorBetterPercentageRough",2006
57,57,"Nathan Green",108,15.64,48,307,"BirdieorBetterPercentageRough",2006
58,58,"Sergio Garcia",59,15.63,20,128,"BirdieorBetterPercentageRough",2006
59,59,"Ian Poulter",53,15.6,17,109,"BirdieorBetterPercentageRough",2006
60,60,"Bernhard Langer",77,15.59,29,186,"BirdieorBetterPercentageRough",2006
61,61,"Arron Oberholser",82,15.58,36,231,"BirdieorBetterPercentageRough",2006
62,62,"Jeff Gove",91,15.53,41,264,"BirdieorBetterPercentageRough",2006
63,63,"Steve Stricker",64,15.48,24,155,"BirdieorBetterPercentageRough",2006
64,64,"Duffy Waldorf",96,15.38,38,247,"BirdieorBetterPercentageRough",2006
65,65,"Tag Ridings",103,15.36,57,371,"BirdieorBetterPercentageRough",2006
66,66,"Mike Weir",88,15.28,33,216,"BirdieorBetterPercentageRough",2006
67,67,"Frank Lickliter II",99,15.27,40,262,"BirdieorBetterPercentageRough",2006
67,67,"Carl Pettersson",95,15.27,42,275,"BirdieorBetterPercentageRough",2006
69,69,"Justin Leonard",83,15.25,27,177,"BirdieorBetterPercentageRough",2006
69,69,"Brett Quigley",109,15.25,52,341,"BirdieorBetterPercentageRough",2006
71,71,"Chris Smith",67,15.18,29,191,"BirdieorBetterPercentageRough",2006
72,72,"Danny Ellis",68,15.17,32,211,"BirdieorBetterPercentageRough",2006
73,73,"John Rollins",93,15.04,34,226,"BirdieorBetterPercentageRough",2006
74,74,"Tom Pernice Jr",108,15.03,46,306,"BirdieorBetterPercentageRough",2006
75,75,"Charles Howell III",96,14.97,50,334,"BirdieorBetterPercentageRough",2006
76,76,"Patrick Sheehan",104,14.96,38,254,"BirdieorBetterPercentageRough",2006
77,77,"Jonathan Byrd",66,14.94,26,174,"BirdieorBetterPercentageRough",2006
77,77,"Rory Sabbatini",84,14.94,39,261,"BirdieorBetterPercentageRough",2006
79,79,"Shaun Micheel",96,14.93,43,288,"BirdieorBetterPercentageRough",2006
80,80,"Wes Short Jr",96,14.89,49,329,"BirdieorBetterPercentageRough",2006
81,81,"Vance Veazey",59,14.87,29,195,"BirdieorBetterPercentageRough",2006
82,82,"Ted Purdy",103,14.86,37,249,"BirdieorBetterPercentageRough",2006
83,83,"Shigeki Maruyama",94,14.85,45,303,"BirdieorBetterPercentageRough",2006
84,84,"Tim Petrovic",95,14.8,41,277,"BirdieorBetterPercentageRough",2006
85,85,"Harrison Frazar",95,14.79,42,284,"BirdieorBetterPercentageRough",2006
86,86,"Jeff Sluman",101,14.75,41,278,"BirdieorBetterPercentageRough",2006
87,87,"Eric Axley",91,14.74,37,251,"BirdieorBetterPercentageRough",2006
88,88,"Tjaart van der Walt",60,14.67,22,150,"BirdieorBetterPercentageRough",2006
89,89,"Phil Mickelson",74,14.52,27,186,"BirdieorBetterPercentageRough",2006
90,90,"Matt Hansen",68,14.48,32,221,"BirdieorBetterPercentageRough",2006
91,91,"Bart Bryant",87,14.44,27,187,"BirdieorBetterPercentageRough",2006
92,92,"Rich Beem",85,14.35,34,237,"BirdieorBetterPercentageRough",2006
93,93,"Craig Barlow",77,14.29,31,217,"BirdieorBetterPercentageRough",2006
94,94,"Troy Matteson",101,14.21,51,359,"BirdieorBetterPercentageRough",2006
95,95,"Adam Scott",70,14.2,25,176,"BirdieorBetterPercentageRough",2006
95,95,"Bubba Watson",83,14.2,45,317,"BirdieorBetterPercentageRough",2006
97,97,"Chris Riley",86,14.14,27,191,"BirdieorBetterPercentageRough",2006
98,98,"Tommy Armour III",65,14.12,24,170,"BirdieorBetterPercentageRough",2006
99,99,"Bill Haas",99,14.11,46,326,"BirdieorBetterPercentageRough",2006
99,99,"Pat Perez",50,14.11,23,163,"BirdieorBetterPercentageRough",2006
101,101,"Brian Davis",92,14.04,32,228,"BirdieorBetterPercentageRough",2006
102,102,"Mark OMeara",52,14.02,23,164,"BirdieorBetterPercentageRough",2006
103,103,"Kevin Sutherland",100,13.99,41,293,"BirdieorBetterPercentageRough",2006
104,104,"Chad Campbell",91,13.94,35,251,"BirdieorBetterPercentageRough",2006
105,105,"Steve Flesch",119,13.93,45,323,"BirdieorBetterPercentageRough",2006
106,106,"Brad Faxon",78,13.9,41,295,"BirdieorBetterPercentageRough",2006
107,107,"Brian Bateman",69,13.82,30,217,"BirdieorBetterPercentageRough",2006
107,107,"Len Mattiace",59,13.82,30,217,"BirdieorBetterPercentageRough",2006
109,109,"Mathew Goggin",72,13.81,29,210,"BirdieorBetterPercentageRough",2006
109,109,"Kenny Perry",73,13.81,25,181,"BirdieorBetterPercentageRough",2006
111,111,"Carlos Franco",86,13.8,41,297,"BirdieorBetterPercentageRough",2006
112,112,"Scott Verplank",88,13.75,22,160,"BirdieorBetterPercentageRough",2006
113,113,"David Duval",71,13.72,31,226,"BirdieorBetterPercentageRough",2006
114,114,"Bubba Dickerson",98,13.68,39,285,"BirdieorBetterPercentageRough",2006
115,115,"John Huston",74,13.64,33,242,"BirdieorBetterPercentageRough",2006
115,115,"Steve Lowery",99,13.64,39,286,"BirdieorBetterPercentageRough",2006
117,117,"Shane Bertsch",104,13.62,38,279,"BirdieorBetterPercentageRough",2006
118,118,"Luke Donald",66,13.6,17,125,"BirdieorBetterPercentageRough",2006
119,119,"Ben Crane",85,13.51,25,185,"BirdieorBetterPercentageRough",2006
119,119,"Tim Herron",82,13.51,35,259,"BirdieorBetterPercentageRough",2006
121,121,"Dean Wilson",115,13.48,43,319,"BirdieorBetterPercentageRough",2006
122,122,"Stephen Ames",63,13.46,21,156,"BirdieorBetterPercentageRough",2006
123,123,"Scott Gutschewski",53,13.43,18,134,"BirdieorBetterPercentageRough",2006
124,124,"Steve Elkington",52,13.39,17,127,"BirdieorBetterPercentageRough",2006
125,125,"Jim Furyk",89,13.29,21,158,"BirdieorBetterPercentageRough",2006
125,125,"Lucas Glover",105,13.29,38,286,"BirdieorBetterPercentageRough",2006
127,127,"Alex Cejka",93,13.21,35,265,"BirdieorBetterPercentageRough",2006
127,127,"Robert Damron",91,13.21,35,265,"BirdieorBetterPercentageRough",2006
129,129,"JJ Henry",96,13.17,37,281,"BirdieorBetterPercentageRough",2006
130,130,"Rod Pampling",89,13.15,28,213,"BirdieorBetterPercentageRough",2006
131,131,"Tim Clark",80,13.1,22,168,"BirdieorBetterPercentageRough",2006
131,131,"DA Points",82,13.1,33,252,"BirdieorBetterPercentageRough",2006
133,133,"Stewart Cink",93,13.06,35,268,"BirdieorBetterPercentageRough",2006
134,134,"Paul Stankowski",70,13.04,27,207,"BirdieorBetterPercentageRough",2006
135,135,"Jeff Overton",95,12.97,45,347,"BirdieorBetterPercentageRough",2006
136,136,"Ryan Palmer",101,12.95,36,278,"BirdieorBetterPercentageRough",2006
137,137,"Jimmy Walker",60,12.92,31,240,"BirdieorBetterPercentageRough",2006
138,138,"Nicholas Thompson",96,12.9,32,248,"BirdieorBetterPercentageRough",2006
139,139,"Kent Jones",103,12.85,32,249,"BirdieorBetterPercentageRough",2006
140,140,"Aaron Baddeley",78,12.83,34,265,"BirdieorBetterPercentageRough",2006
141,141,"Lee Janzen",79,12.79,33,258,"BirdieorBetterPercentageRough",2006
141,141,"Bob Tway",81,12.79,28,219,"BirdieorBetterPercentageRough",2006
143,143,"Jonathan Kaye",95,12.77,35,274,"BirdieorBetterPercentageRough",2006
144,144,"David McKenzie",82,12.74,27,212,"BirdieorBetterPercentageRough",2006
145,145,"Joe Ogilvie",95,12.71,37,291,"BirdieorBetterPercentageRough",2006
145,145,"Jerry Smith",94,12.71,30,236,"BirdieorBetterPercentageRough",2006
147,147,"KJ Choi",93,12.6,33,262,"BirdieorBetterPercentageRough",2006
148,148,"Brent Geiberger",99,12.59,34,270,"BirdieorBetterPercentageRough",2006
149,149,"Billy Andrade",78,12.5,27,216,"BirdieorBetterPercentageRough",2006
149,149,"Woody Austin",107,12.5,41,328,"BirdieorBetterPercentageRough",2006
149,149,"Freddie Jacobson",56,12.5,24,192,"BirdieorBetterPercentageRough",2006
149,149,"Will Ma Kenzie",91,12.5,30,240,"BirdieorBetterPercentageRough",2006
153,153,"Arjun Atwal",97,12.45,34,273,"BirdieorBetterPercentageRough",2006
154,154,"Paul Azinger",87,12.42,37,298,"BirdieorBetterPercentageRough",2006
155,155,"DJ Trahan",92,12.31,32,260,"BirdieorBetterPercentageRough",2006
156,156,"Greg Chalmers",71,12.29,29,236,"BirdieorBetterPercentageRough",2006
157,157,"Hidemichi Tanaka",74,12.28,28,228,"BirdieorBetterPercentageRough",2006
158,158,"Peter Lonard",77,12.25,25,204,"BirdieorBetterPercentageRough",2006
159,159,"Paul Goydos",72,12.21,21,172,"BirdieorBetterPercentageRough",2006
160,160,"Steve Jones",83,12.15,26,214,"BirdieorBetterPercentageRough",2006
160,160,"Ian Leggatt",80,12.15,35,288,"BirdieorBetterPercentageRough",2006
162,162,"Jason Bohn",104,12.06,31,257,"BirdieorBetterPercentageRough",2006
163,163,"Joey Sindelar",90,12.02,28,233,"BirdieorBetterPercentageRough",2006
164,164,"Jason Schultz",77,11.92,31,260,"BirdieorBetterPercentageRough",2006
165,165,"John Cook",67,11.84,18,152,"BirdieorBetterPercentageRough",2006
166,166,"Doug Barron",74,11.82,24,203,"BirdieorBetterPercentageRough",2006
167,167,"Hunter Mahan",98,11.72,32,273,"BirdieorBetterPercentageRough",2006
168,168,"Greg Kraft",79,11.7,22,188,"BirdieorBetterPercentageRough",2006
169,169,"Brian Gay",107,11.63,35,301,"BirdieorBetterPercentageRough",2006
169,169,"David Howell",52,11.63,10,86,"BirdieorBetterPercentageRough",2006
171,171,"Olin Browne",108,11.57,28,242,"BirdieorBetterPercentageRough",2006
172,172,"Todd Hamilton",72,11.48,24,209,"BirdieorBetterPercentageRough",2006
173,173,"David Branshaw",98,11.45,30,262,"BirdieorBetterPercentageRough",2006
174,174,"Brandt Jobe",91,11.39,27,237,"BirdieorBetterPercentageRough",2006
175,175,"Ryuji Imada",105,11.21,38,339,"BirdieorBetterPercentageRough",2006
176,176,"Skip Kendall",72,11.19,16,143,"BirdieorBetterPercentageRough",2006
177,177,"Ben Curtis",86,11.17,23,206,"BirdieorBetterPercentageRough",2006
178,178,"Ryan Hietala",61,11.06,26,235,"BirdieorBetterPercentageRough",2006
179,179,"Richard Johnson",94,11.03,29,263,"BirdieorBetterPercentageRough",2006
180,180,"Zach Johnson",98,11.01,25,227,"BirdieorBetterPercentageRough",2006
181,181,"Jeff Maggert",81,10.77,21,195,"BirdieorBetterPercentageRough",2006
182,182,"John Engler Jr",69,10.5,25,238,"BirdieorBetterPercentageRough",2006
183,183,"Corey Pavin",74,10.18,17,167,"BirdieorBetterPercentageRough",2006
184,184,"Jerry Kelly",100,10.08,24,238,"BirdieorBetterPercentageRough",2006
185,185,"Jose Maria Olazabal",62,10,12,120,"BirdieorBetterPercentageRough",2006
186,186,"JL Lewis",57,9.88,16,162,"BirdieorBetterPercentageRough",2006
187,187,"Robert Gamez",94,9.43,20,212,"BirdieorBetterPercentageRough",2006
188,188,"Michael Connell",51,9.4,14,149,"BirdieorBetterPercentageRough",2006
189,189,"Stephen Leaney",84,9.28,22,237,"BirdieorBetterPercentageRough",2006
190,190,"Mark Brooks",90,9.09,21,231,"BirdieorBetterPercentageRough",2006
191,191,"Geoff Ogilvy",76,8.84,16,181,"BirdieorBetterPercentageRough",2006
192,192,"Ron Whittaker",81,8.64,19,220,"BirdieorBetterPercentageRough",2006
193,193,"Jon Mills",68,8.33,16,192,"BirdieorBetterPercentageRough",2006
194,194,"Thomas Levet",53,7.55,12,159,"BirdieorBetterPercentageRough",2006
195,195,"Larry Mize",53,6.67,7,105,"BirdieorBetterPercentageRough",2006
196,196,"Omar Uresti",61,6.34,9,142,"BirdieorBetterPercentageRough",2006
