"LeftRoughTendencyRTPScore_RANKTHISWEEK_2015","LeftRoughTendencyRTPScore_RANKLASTWEEK_2015","LeftRoughTendencyRTPScore_PLAYERNAME_2015","LeftRoughTendencyRTPScore_ROUNDS_2015","LeftRoughTendencyRTPScore_RTPSCORE_2015","stat_name","year"
143,143,"Lee Westwood",56,0.133,"LeftRoughTendencyRTPScore",2015
145,145,"Sergio Garcia",59,0.134,"LeftRoughTendencyRTPScore",2015
145,145,"Kevin Kisner",104,0.134,"LeftRoughTendencyRTPScore",2015
145,145,"Spencer Levin",99,0.134,"LeftRoughTendencyRTPScore",2015
148,148,"Chesson Hadley",101,0.136,"LeftRoughTendencyRTPScore",2015
149,149,"Jim Herman",88,0.142,"LeftRoughTendencyRTPScore",2015
150,150,"Brice Garnett",81,0.143,"LeftRoughTendencyRTPScore",2015
150,150,"Ryan Moore",81,0.143,"LeftRoughTendencyRTPScore",2015
152,152,"John Merrick",78,0.144,"LeftRoughTendencyRTPScore",2015
153,153,"Tim Wilkinson",73,0.148,"LeftRoughTendencyRTPScore",2015
154,154,"Patrick Rodgers",57,0.149,"LeftRoughTendencyRTPScore",2015
155,155,"JJ Henry",94,0.15,"LeftRoughTendencyRTPScore",2015
156,156,"Roberto Castro",54,0.153,"LeftRoughTendencyRTPScore",2015
157,157,"Brian Davis",86,0.157,"LeftRoughTendencyRTPScore",2015
158,158,"Jonas Blixt",78,0.158,"LeftRoughTendencyRTPScore",2015
159,159,"Francesco Molinari",56,0.161,"LeftRoughTendencyRTPScore",2015
160,160,"David Toms",62,0.163,"LeftRoughTendencyRTPScore",2015
161,161,"Charlie Beljan",76,0.173,"LeftRoughTendencyRTPScore",2015
162,162,"Scott Brown",97,0.174,"LeftRoughTendencyRTPScore",2015
162,162,"Billy Hurley III",83,0.174,"LeftRoughTendencyRTPScore",2015
164,164,"Ben Martin",93,0.177,"LeftRoughTendencyRTPScore",2015
164,164,"Roger Sloan",56,0.177,"LeftRoughTendencyRTPScore",2015
164,164,"Johnson Wagner",68,0.177,"LeftRoughTendencyRTPScore",2015
167,167,"John Senden",80,0.183,"LeftRoughTendencyRTPScore",2015
168,168,"John Huh",102,0.189,"LeftRoughTendencyRTPScore",2015
169,169,"Adam Scott",51,0.194,"LeftRoughTendencyRTPScore",2015
170,170,"Russell Henley",87,0.197,"LeftRoughTendencyRTPScore",2015
171,171,"Justin Leonard",61,0.2,"LeftRoughTendencyRTPScore",2015
172,172,"Jon Curran",83,0.203,"LeftRoughTendencyRTPScore",2015
173,173,"Andrew Svoboda",80,0.211,"LeftRoughTendencyRTPScore",2015
174,174,"Chad Collins",79,0.212,"LeftRoughTendencyRTPScore",2015
175,175,"Mark Wilson",89,0.218,"LeftRoughTendencyRTPScore",2015
176,176,"Jim Renner",68,0.229,"LeftRoughTendencyRTPScore",2015
177,177,"Heath Slocum",57,0.233,"LeftRoughTendencyRTPScore",2015
178,178,"Fabian Gomez",83,0.236,"LeftRoughTendencyRTPScore",2015
178,178,"Bo Van Pelt",81,0.236,"LeftRoughTendencyRTPScore",2015
180,180,"Robert Allenby",63,0.237,"LeftRoughTendencyRTPScore",2015
181,181,"Colt Knost",90,0.239,"LeftRoughTendencyRTPScore",2015
182,182,"Mark Hubbard",79,0.242,"LeftRoughTendencyRTPScore",2015
183,183,"Steven Alker",62,0.296,"LeftRoughTendencyRTPScore",2015
184,184,"Bill Lunde",50,0.388,"LeftRoughTendencyRTPScore",2015
