"ScoringAverage_RANKTHISWEEK_2013","ScoringAverage_RANKLASTWEEK_2013","ScoringAverage_PLAYERNAME_2013","ScoringAverage_ROUNDS_2013","ScoringAverage_AVG_2013","ScoringAverage_TOTALSTROKES_2013","ScoringAverage_TOTALADJUSTMENT_2013","ScoringAverage_TOTALROUNDS_2013","stat_name","year"
31,31,"Kevin Streelman",86,70.267,6072,NA,86,"ScoringAverage",2013
32,32,"Charles Howell III",87,70.272,5956,17.151,85,"ScoringAverage",2013
33,33,"Bubba Watson",76,70.276,5161,NA,73,"ScoringAverage",2013
34,34,"Rory McIlroy",56,70.288,3911,NA,55,"ScoringAverage",2013
35,35,"KJ Choi",85,70.322,5946,NA,84,"ScoringAverage",2013
36,36,"Jimmy Walker",84,70.332,5914,NA,84,"ScoringAverage",2013
37,37,"Bob Estes",66,70.361,4648,NA,66,"ScoringAverage",2013
38,38,"Peter Hanson",45,70.368,3066,NA,43,"ScoringAverage",2013
39,39,"Ian Poulter",59,70.382,3772,NA,53,"ScoringAverage",2013
40,40,"Harris English",95,70.438,6694,NA,95,"ScoringAverage",2013
41,41,"Ernie Els",63,70.491,4416,NA,62,"ScoringAverage",2013
42,42,"Roberto Castro",97,70.494,6824,13.895,97,"ScoringAverage",2013
43,43,"Charley Hoffman",84,70.497,5947,NA,84,"ScoringAverage",2013
44,44,"Graeme McDowell",53,70.503,3496,NA,49,"ScoringAverage",2013
45,45,"Rory Sabbatini",86,70.511,5761,20.879,82,"ScoringAverage",2013
46,46,"Bryce Molder",82,70.52,5621,20.597,80,"ScoringAverage",2013
47,47,"Jerry Kelly",75,70.522,5291,NA,75,"ScoringAverage",2013
48,48,"Marc Leishman",77,70.532,5477,NA,77,"ScoringAverage",2013
49,49,"Chris Stroud",88,70.546,6206,2.036,88,"ScoringAverage",2013
50,50,"Martin Kaymer",61,70.559,4148,NA,58,"ScoringAverage",2013
51,51,"Russell Henley",80,70.57,5531,NA,78,"ScoringAverage",2013
52,52,"Camilo Villegas",79,70.586,5291,2.921,75,"ScoringAverage",2013
53,53,"Chez Reavie",72,70.6,5081,2.23,72,"ScoringAverage",2013
54,54,"Boo Weekley",100,70.611,7071,NA,100,"ScoringAverage",2013
55,55,"Morgan Hoffmann",64,70.613,4506,13.201,64,"ScoringAverage",2013
56,56,"Ted Potter Jr",65,70.615,4332,NA,61,"ScoringAverage",2013
57,57,"Kevin Stadler",83,70.632,5558,21.944,79,"ScoringAverage",2013
58,58,"Stewart Cink",71,70.633,5052,NA,71,"ScoringAverage",2013
59,59,"Martin Flores",83,70.676,5847,19.119,83,"ScoringAverage",2013
60,60,"Brian Davis",91,70.69,6440,NA,91,"ScoringAverage",2013
61,61,"Tim Clark",64,70.693,4330,NA,61,"ScoringAverage",2013
62,62,"Cameron Tringale",80,70.724,5651,6.897,80,"ScoringAverage",2013
63,63,"Gary Woodland",94,70.733,6372,NA,90,"ScoringAverage",2013
64,64,"John Merrick",79,70.736,5587,1.116,79,"ScoringAverage",2013
65,65,"David Hearn",88,70.738,6226,NA,88,"ScoringAverage",2013
66,66,"John Huh",88,70.758,6264,NA,88,"ScoringAverage",2013
67,67,"John Rollins",77,70.779,5155,11.876,73,"ScoringAverage",2013
68,68,"Nick Watney",88,70.78,6103,NA,86,"ScoringAverage",2013
69,69,"Patrick Reed",83,70.807,5870,6.991,83,"ScoringAverage",2013
70,70,"Daniel Summerhays",83,70.813,5863,14.441,83,"ScoringAverage",2013
71,71,"Ryan Moore",72,70.825,5058,NA,71,"ScoringAverage",2013
72,72,"Stuart Appleby",88,70.834,5938,12.053,84,"ScoringAverage",2013
73,73,"Pat Perez",69,70.835,4888,NA,69,"ScoringAverage",2013
74,74,"Justin Leonard",86,70.863,6089,5.225,86,"ScoringAverage",2013
74,74,"Jeff Overton",78,70.863,5514,13.287,78,"ScoringAverage",2013
76,76,"Ben Crane",62,70.864,4114,NA,58,"ScoringAverage",2013
77,77,"Brian Stuard",78,70.869,5244,0.329,74,"ScoringAverage",2013
78,78,"George McNeill",68,70.876,4823,NA,68,"ScoringAverage",2013
79,79,"James Driscoll",76,70.888,5110,NA,72,"ScoringAverage",2013
80,80,"Angel Cabrera",73,70.897,5206,NA,73,"ScoringAverage",2013
80,80,"Vaughn Taylor",50,70.897,3260,1.257,46,"ScoringAverage",2013
82,82,"Josh Teater",86,70.904,5840,NA,82,"ScoringAverage",2013
83,83,"Richard Lee",81,70.912,5452,8.231,77,"ScoringAverage",2013
84,84,"Mark Wilson",56,70.916,3696,NA,52,"ScoringAverage",2013
85,85,"Nicholas Thompson",99,70.92,7020,1.109,99,"ScoringAverage",2013
86,86,"Jason Kokrak",78,70.924,5522,10.079,78,"ScoringAverage",2013
87,87,"Kevin Chappell",80,70.927,5685,NA,80,"ScoringAverage",2013
88,88,"John Senden",79,70.97,5574,NA,78,"ScoringAverage",2013
89,89,"JJ Henry",83,70.992,5757,NA,81,"ScoringAverage",2013
90,90,"Vijay Singh",61,70.995,4366,NA,61,"ScoringAverage",2013
91,91,"David Lingmerth",68,70.996,4848,NA,68,"ScoringAverage",2013
92,92,"William McGirt",75,71,5315,10.01,75,"ScoringAverage",2013
93,93,"Erik Compton",74,71.011,5251,3.777,74,"ScoringAverage",2013
94,94,"David Lynn",70,71.016,4927,NA,69,"ScoringAverage",2013
95,95,"Padraig Harrington",52,71.017,3522,NA,49,"ScoringAverage",2013
96,96,"Matt Every",89,71.023,6306,15.013,89,"ScoringAverage",2013
97,97,"Ken Duke",87,71.025,6198,NA,87,"ScoringAverage",2013
98,98,"Martin Laird",68,71.029,4880,NA,68,"ScoringAverage",2013
99,99,"Jim Herman",59,71.045,3912,NA,55,"ScoringAverage",2013
100,100,"Brendan Steele",86,71.053,5825,1.343,82,"ScoringAverage",2013
101,101,"Robert Garrigus",69,71.058,4636,NA,65,"ScoringAverage",2013
102,102,"Bo Van Pelt",72,71.08,5009,NA,70,"ScoringAverage",2013
103,103,"Brad Fritsch",81,71.085,5465,8.56,77,"ScoringAverage",2013
104,104,"Nicolas Colsaerts",50,71.088,3387,NA,47,"ScoringAverage",2013
105,105,"Robert Streb",75,71.089,5033,14.333,71,"ScoringAverage",2013
106,106,"Jason Bohn",70,71.101,4967,10.064,70,"ScoringAverage",2013
107,107,"Cameron Percy",68,71.106,4678,14.991,66,"ScoringAverage",2013
108,108,"Jonas Blixt",76,71.11,5425,NA,76,"ScoringAverage",2013
109,109,"Sangmoon Bae",83,71.111,5909,NA,83,"ScoringAverage",2013
110,110,"Shawn Stefani",63,71.114,4483,NA,63,"ScoringAverage",2013
111,111,"DA Points",87,71.116,6216,NA,87,"ScoringAverage",2013
112,112,"David Toms",49,71.134,3132,NA,44,"ScoringAverage",2013
113,113,"Scott Stallings",79,71.135,5644,NA,79,"ScoringAverage",2013
114,114,"Justin Hicks",79,71.138,5350,NA,75,"ScoringAverage",2013
115,115,"Luke Guthrie",82,71.139,5855,NA,82,"ScoringAverage",2013
116,116,"Brian Gay",79,71.16,5615,6.642,79,"ScoringAverage",2013
117,117,"Tag Ridings",69,71.162,4619,6.537,65,"ScoringAverage",2013
118,118,"Charlie Wi",75,71.174,5045,8.355,71,"ScoringAverage",2013
119,119,"Brandt Jobe",62,71.175,4142,NA,58,"ScoringAverage",2013
120,120,"DH Lee",65,71.187,4608,19.174,65,"ScoringAverage",2013
121,121,"Jeff Maggert",63,71.208,4465,21.135,63,"ScoringAverage",2013
122,122,"James Hahn",78,71.222,5261,9.404,74,"ScoringAverage",2013
123,123,"Greg Chalmers",77,71.228,5186,13.632,73,"ScoringAverage",2013
124,124,"Chad Campbell",78,71.234,5387,26.784,76,"ScoringAverage",2013
125,125,"Scott Brown",65,71.25,4645,NA,65,"ScoringAverage",2013
126,126,"Andres Romero",63,71.256,4200,4.079,59,"ScoringAverage",2013
127,127,"Scott Langley",79,71.269,5351,NA,75,"ScoringAverage",2013
128,128,"Carl Pettersson",82,71.273,5726,NA,80,"ScoringAverage",2013
128,128,"Scott Piercy",78,71.273,5366,NA,75,"ScoringAverage",2013
130,130,"Brian Harman",89,71.29,6051,8.673,85,"ScoringAverage",2013
131,131,"Dicky Pride",71,71.293,4758,18.664,67,"ScoringAverage",2013
132,132,"Michael Thompson",66,71.298,4744,NA,66,"ScoringAverage",2013
133,133,"Doug LaBelle II",72,71.317,4984,8.186,70,"ScoringAverage",2013
134,134,"Fabian Gomez",65,71.33,4620,16.434,65,"ScoringAverage",2013
135,135,"Steven Bowditch",67,71.335,4613,23.802,65,"ScoringAverage",2013
136,136,"Ricky Barnes",74,71.341,4980,13.876,70,"ScoringAverage",2013
137,137,"YE Yang",56,71.348,4013,NA,56,"ScoringAverage",2013
138,138,"Henrik Norlander",70,71.36,4834,18.467,68,"ScoringAverage",2013
139,139,"DJ Trahan",48,71.429,3263,22.738,46,"ScoringAverage",2013
140,140,"Bud Cauley",67,71.445,4513,NA,63,"ScoringAverage",2013
141,141,"Stephen Ames",49,71.454,3483,18.251,49,"ScoringAverage",2013
142,142,"Tim Herron",45,71.479,3224,NA,45,"ScoringAverage",2013
143,143,"Robert Karlsson",56,71.482,3737,NA,52,"ScoringAverage",2013
144,144,"Ben Kohles",75,71.488,5070,5.675,71,"ScoringAverage",2013
145,145,"Trevor Immelman",73,71.491,4949,NA,69,"ScoringAverage",2013
146,146,"Aaron Baddeley",68,71.503,4724,NA,66,"ScoringAverage",2013
147,147,"Ryo Ishikawa",72,71.515,5015,NA,70,"ScoringAverage",2013
148,148,"Ben Curtis",59,71.531,4120,NA,57,"ScoringAverage",2013
149,149,"Steve LeBrun",66,71.551,4410,26.147,62,"ScoringAverage",2013
150,150,"Greg Owen",73,71.554,5070,10.369,71,"ScoringAverage",2013
151,151,"Tom Gillis",69,71.559,4660,NA,65,"ScoringAverage",2013
152,152,"Lucas Glover",65,71.577,4676,NA,65,"ScoringAverage",2013
153,153,"Geoff Ogilvy",57,71.588,4120,NA,57,"ScoringAverage",2013
154,154,"Seung Yul Noh",71,71.625,4803,NA,67,"ScoringAverage",2013
155,155,"Mike Weir",60,71.643,4166,NA,58,"ScoringAverage",2013
156,156,"Casey Wittenberg",72,71.659,5024,NA,70,"ScoringAverage",2013
157,157,"Andrew Svoboda",46,71.747,3140,16.878,44,"ScoringAverage",2013
158,158,"Aaron Watkins",46,71.77,3137,20.887,44,"ScoringAverage",2013
159,159,"Jin Park",52,71.777,3580,8.834,50,"ScoringAverage",2013
160,160,"Lee Williams",62,71.792,4275,32.534,60,"ScoringAverage",2013
161,161,"Charlie Beljan",62,71.839,4457,NA,62,"ScoringAverage",2013
162,162,"Kyle Stanley",71,71.842,5119,NA,71,"ScoringAverage",2013
163,163,"Will Claxton",67,71.889,4519,9.991,63,"ScoringAverage",2013
163,163,"Troy Matteson",68,71.889,4720,24.695,66,"ScoringAverage",2013
165,165,"Tommy Gainey",84,71.892,6047,NA,84,"ScoringAverage",2013
166,166,"Rod Pampling",46,71.943,3007,14.618,42,"ScoringAverage",2013
167,167,"Darron Stiles",51,71.947,3509,16.415,49,"ScoringAverage",2013
168,168,"Alistair Presnell",59,71.951,4095,6.185,57,"ScoringAverage",2013
169,169,"Johnson Wagner",64,72.013,4333,NA,60,"ScoringAverage",2013
170,170,"Justin Bolli",59,72.034,3961,0.845,55,"ScoringAverage",2013
171,171,"Robert Allenby",58,72.056,4043,NA,56,"ScoringAverage",2013
172,172,"Scott Gardiner",61,72.082,4239,13.832,59,"ScoringAverage",2013
173,173,"Sean OHair",56,72.107,4042,NA,56,"ScoringAverage",2013
174,174,"David Mathis",71,72.222,4812,26.868,67,"ScoringAverage",2013
175,175,"Colt Knost",69,72.264,4671,26.131,65,"ScoringAverage",2013
176,176,"Derek Ernst",58,72.271,4189,2.71,58,"ScoringAverage",2013
177,177,"Michael Bradley",56,72.345,3745,16.933,52,"ScoringAverage",2013
178,178,"Eric Meierdierks",48,72.414,3313,18.031,46,"ScoringAverage",2013
179,179,"Luke List",65,72.444,4396,23.094,61,"ScoringAverage",2013
180,180,"Bobby Gates",49,72.59,3249,17.564,45,"ScoringAverage",2013
