"PuttingfromGrtr10_RANKTHISWEEK_2011","PuttingfromGrtr10_RANKLASTWEEK_2011","PuttingfromGrtr10_PLAYERNAME_2011","PuttingfromGrtr10_ROUNDS_2011","PuttingfromGrtr10_PctMADE_2011","PuttingfromGrtr10_ATTEMPTS_2011","PuttingfromGrtr10_PUTTSMADE_2011","stat_name","year"
25,25,"Cameron Beckman",71,17.08,691,118,"PuttingfromGrtr10",2011
26,26,"Ryan Moore",79,17.07,627,107,"PuttingfromGrtr10",2011
27,27,"Bryce Molder",82,17.06,756,129,"PuttingfromGrtr10",2011
27,27,"Nick Watney",80,17.06,639,109,"PuttingfromGrtr10",2011
29,29,"Luke Donald",73,17.05,516,88,"PuttingfromGrtr10",2011
30,30,"Brian Gay",90,16.99,777,132,"PuttingfromGrtr10",2011
31,31,"Shane Bertsch",62,16.91,538,91,"PuttingfromGrtr10",2011
32,32,"Aaron Baddeley",77,16.9,639,108,"PuttingfromGrtr10",2011
33,33,"Hunter Mahan",92,16.83,826,139,"PuttingfromGrtr10",2011
34,34,"Sergio Garcia",61,16.77,465,78,"PuttingfromGrtr10",2011
34,34,"Kevin Streelman",90,16.77,781,131,"PuttingfromGrtr10",2011
36,36,"Michael Thompson",79,16.71,748,125,"PuttingfromGrtr10",2011
37,37,"Sung Kang",63,16.67,558,93,"PuttingfromGrtr10",2011
37,37,"Roland Thatcher",67,16.67,660,110,"PuttingfromGrtr10",2011
39,39,"David Hearn",88,16.65,853,142,"PuttingfromGrtr10",2011
39,39,"Webb Simpson",98,16.65,847,141,"PuttingfromGrtr10",2011
41,41,"Freddie Jacobson",92,16.62,722,120,"PuttingfromGrtr10",2011
42,42,"Jim Renner",65,16.61,560,93,"PuttingfromGrtr10",2011
43,43,"Harrison Frazar",58,16.59,416,69,"PuttingfromGrtr10",2011
44,44,"Brian Davis",105,16.53,950,157,"PuttingfromGrtr10",2011
45,45,"Martin Piller",63,16.52,569,94,"PuttingfromGrtr10",2011
46,46,"Geoff Ogilvy",69,16.51,545,90,"PuttingfromGrtr10",2011
47,47,"Kent Jones",76,16.49,746,123,"PuttingfromGrtr10",2011
48,48,"Retief Goosen",50,16.48,437,72,"PuttingfromGrtr10",2011
49,49,"Arjun Atwal",91,16.47,850,140,"PuttingfromGrtr10",2011
50,50,"Rod Pampling",72,16.45,626,103,"PuttingfromGrtr10",2011
51,51,"Camilo Villegas",69,16.44,590,97,"PuttingfromGrtr10",2011
52,52,"Blake Adams",116,16.43,1114,183,"PuttingfromGrtr10",2011
52,52,"Bio Kim",71,16.43,572,94,"PuttingfromGrtr10",2011
54,54,"John Merrick",71,16.39,671,110,"PuttingfromGrtr10",2011
55,55,"Tag Ridings",87,16.37,782,128,"PuttingfromGrtr10",2011
56,56,"Scott McCarron",65,16.32,570,93,"PuttingfromGrtr10",2011
57,57,"John Rollins",85,16.31,797,130,"PuttingfromGrtr10",2011
58,58,"Chez Reavie",92,16.22,894,145,"PuttingfromGrtr10",2011
58,58,"YE Yang",63,16.22,444,72,"PuttingfromGrtr10",2011
60,60,"Mark Wilson",89,16.18,748,121,"PuttingfromGrtr10",2011
61,61,"Kevin Kisner",70,16.16,594,96,"PuttingfromGrtr10",2011
62,62,"Paul Stankowski",78,16.15,675,109,"PuttingfromGrtr10",2011
63,63,"Angel Cabrera",50,16.12,366,59,"PuttingfromGrtr10",2011
63,63,"Nick OHern",89,16.12,819,132,"PuttingfromGrtr10",2011
65,65,"Padraig Harrington",60,16.04,455,73,"PuttingfromGrtr10",2011
66,66,"Matt Jones",71,15.98,651,104,"PuttingfromGrtr10",2011
67,67,"Zach Johnson",79,15.96,664,106,"PuttingfromGrtr10",2011
68,68,"Johnson Wagner",81,15.84,789,125,"PuttingfromGrtr10",2011
69,69,"Robert Karlsson",61,15.83,436,69,"PuttingfromGrtr10",2011
70,70,"Bill Lunde",92,15.8,848,134,"PuttingfromGrtr10",2011
71,71,"Carl Pettersson",95,15.69,943,148,"PuttingfromGrtr10",2011
72,72,"Ian Poulter",52,15.67,402,63,"PuttingfromGrtr10",2011
72,72,"Dean Wilson",62,15.67,600,94,"PuttingfromGrtr10",2011
74,74,"Brandt Jobe",100,15.65,882,138,"PuttingfromGrtr10",2011
74,74,"Marc Turnesa",54,15.65,543,85,"PuttingfromGrtr10",2011
76,76,"Tommy Gainey",104,15.64,1010,158,"PuttingfromGrtr10",2011
77,77,"Scott Piercy",78,15.61,660,103,"PuttingfromGrtr10",2011
77,77,"Vijay Singh",79,15.61,743,116,"PuttingfromGrtr10",2011
79,79,"Dustin Johnson",72,15.6,564,88,"PuttingfromGrtr10",2011
80,80,"Keegan Bradley",91,15.58,828,129,"PuttingfromGrtr10",2011
81,81,"Steven Bowditch",86,15.56,797,124,"PuttingfromGrtr10",2011
82,82,"DJ Brigman",67,15.53,573,89,"PuttingfromGrtr10",2011
83,83,"Martin Laird",77,15.52,638,99,"PuttingfromGrtr10",2011
84,84,"Ben Curtis",66,15.51,677,105,"PuttingfromGrtr10",2011
85,85,"Jeff Overton",92,15.49,768,119,"PuttingfromGrtr10",2011
86,86,"Robert Garrigus",83,15.47,711,110,"PuttingfromGrtr10",2011
87,87,"Matt Kuchar",94,15.42,707,109,"PuttingfromGrtr10",2011
87,87,"Will Strickler",51,15.42,467,72,"PuttingfromGrtr10",2011
89,89,"Michael Putnam",67,15.41,584,90,"PuttingfromGrtr10",2011
90,90,"Anthony Kim",72,15.4,578,89,"PuttingfromGrtr10",2011
90,90,"John Senden",94,15.4,948,146,"PuttingfromGrtr10",2011
92,92,"Chris Kirk",87,15.38,800,123,"PuttingfromGrtr10",2011
92,92,"Chris Stroud",88,15.38,845,130,"PuttingfromGrtr10",2011
94,94,"Steve Flesch",88,15.33,783,120,"PuttingfromGrtr10",2011
95,95,"Garrett Willis",71,15.25,669,102,"PuttingfromGrtr10",2011
96,96,"Cameron Tringale",110,15.19,1080,164,"PuttingfromGrtr10",2011
97,97,"Woody Austin",59,15.13,509,77,"PuttingfromGrtr10",2011
97,97,"Ben Crane",76,15.13,661,100,"PuttingfromGrtr10",2011
99,99,"Robert Allenby",84,15.1,768,116,"PuttingfromGrtr10",2011
99,99,"Marc Leishman",87,15.1,861,130,"PuttingfromGrtr10",2011
99,99,"George McNeill",69,15.1,596,90,"PuttingfromGrtr10",2011
102,102,"William McGirt",103,15.03,1051,158,"PuttingfromGrtr10",2011
103,103,"David Duval",67,15.02,606,91,"PuttingfromGrtr10",2011
104,104,"Tim Petrovic",88,14.98,781,117,"PuttingfromGrtr10",2011
105,105,"Kyle Stanley",98,14.97,835,125,"PuttingfromGrtr10",2011
106,106,"Charl Schwartzel",58,14.96,421,63,"PuttingfromGrtr10",2011
106,106,"Jimmy Walker",79,14.96,762,114,"PuttingfromGrtr10",2011
108,108,"Stewart Cink",72,14.95,555,83,"PuttingfromGrtr10",2011
109,109,"Nate Smith",66,14.94,542,81,"PuttingfromGrtr10",2011
110,110,"Nathan Green",81,14.92,717,107,"PuttingfromGrtr10",2011
111,111,"Charles Howell III",108,14.91,1006,150,"PuttingfromGrtr10",2011
111,111,"Ryuji Imada",83,14.91,751,112,"PuttingfromGrtr10",2011
113,113,"Shaun Micheel",77,14.9,698,104,"PuttingfromGrtr10",2011
114,114,"DA Points",89,14.85,761,113,"PuttingfromGrtr10",2011
115,115,"Bill Haas",93,14.83,789,117,"PuttingfromGrtr10",2011
116,116,"Sean OHair",71,14.82,641,95,"PuttingfromGrtr10",2011
117,117,"Steve Elkington",50,14.77,440,65,"PuttingfromGrtr10",2011
118,118,"Bobby Gates",82,14.76,725,107,"PuttingfromGrtr10",2011
119,119,"Vaughn Taylor",89,14.69,858,126,"PuttingfromGrtr10",2011
120,120,"Billy Mayfair",94,14.63,923,135,"PuttingfromGrtr10",2011
121,121,"Stephen Ames",69,14.62,636,93,"PuttingfromGrtr10",2011
121,121,"Bubba Watson",85,14.62,636,93,"PuttingfromGrtr10",2011
123,123,"Chris DiMarco",93,14.61,849,124,"PuttingfromGrtr10",2011
124,124,"Aron Price",58,14.59,514,75,"PuttingfromGrtr10",2011
125,125,"James Driscoll",71,14.58,638,93,"PuttingfromGrtr10",2011
126,126,"Jarrod Lyle",83,14.53,757,110,"PuttingfromGrtr10",2011
126,126,"Ben Martin",74,14.53,709,103,"PuttingfromGrtr10",2011
128,128,"Briny Baird",60,14.52,558,81,"PuttingfromGrtr10",2011
128,128,"Kevin Chappell",78,14.52,599,87,"PuttingfromGrtr10",2011
130,130,"Justin Leonard",82,14.5,786,114,"PuttingfromGrtr10",2011
131,131,"Tim Herron",85,14.44,824,119,"PuttingfromGrtr10",2011
132,132,"Kris Blanks",92,14.43,901,130,"PuttingfromGrtr10",2011
132,132,"Kevin Stadler",88,14.43,783,113,"PuttingfromGrtr10",2011
134,134,"Jason Dufner",78,14.41,673,97,"PuttingfromGrtr10",2011
135,135,"Jim Furyk",87,14.38,758,109,"PuttingfromGrtr10",2011
136,136,"Paul Goydos",81,14.34,753,108,"PuttingfromGrtr10",2011
136,136,"Rocco Mediate",53,14.34,495,71,"PuttingfromGrtr10",2011
138,138,"Jonathan Byrd",83,14.32,733,105,"PuttingfromGrtr10",2011
138,138,"Charley Hoffman",93,14.32,747,107,"PuttingfromGrtr10",2011
140,140,"Tom Gillis",55,14.31,538,77,"PuttingfromGrtr10",2011
141,141,"Josh Teater",104,14.29,1008,144,"PuttingfromGrtr10",2011
142,142,"Gary Woodland",93,14.25,779,111,"PuttingfromGrtr10",2011
143,143,"Richard Johnson",64,14.24,604,86,"PuttingfromGrtr10",2011
144,144,"Chris Riley",76,14.17,713,101,"PuttingfromGrtr10",2011
145,145,"Alexandre Rocha",65,14.09,575,81,"PuttingfromGrtr10",2011
146,146,"Rich Beem",53,14.08,476,67,"PuttingfromGrtr10",2011
147,147,"Scott Stallings",84,14.06,754,106,"PuttingfromGrtr10",2011
148,148,"Jerry Kelly",85,14.04,741,104,"PuttingfromGrtr10",2011
149,149,"Joe Durant",71,13.99,715,100,"PuttingfromGrtr10",2011
150,150,"Zack Miller",86,13.95,767,107,"PuttingfromGrtr10",2011
151,151,"Bo Van Pelt",92,13.9,734,102,"PuttingfromGrtr10",2011
152,152,"Ernie Els",71,13.89,655,91,"PuttingfromGrtr10",2011
153,153,"Andres Gonzales",60,13.88,490,68,"PuttingfromGrtr10",2011
154,154,"Jhonattan Vegas",84,13.82,767,106,"PuttingfromGrtr10",2011
155,155,"Alex Cejka",59,13.79,486,67,"PuttingfromGrtr10",2011
156,156,"Michael Bradley",74,13.74,655,90,"PuttingfromGrtr10",2011
157,157,"Phil Mickelson",79,13.7,584,80,"PuttingfromGrtr10",2011
158,158,"Trevor Immelman",84,13.64,755,103,"PuttingfromGrtr10",2011
159,159,"Billy Horschel",75,13.62,690,94,"PuttingfromGrtr10",2011
160,160,"Spencer Levin",113,13.61,1021,139,"PuttingfromGrtr10",2011
161,161,"Jason Bohn",74,13.6,706,96,"PuttingfromGrtr10",2011
162,162,"Colt Knost",80,13.57,715,97,"PuttingfromGrtr10",2011
163,163,"Adam Scott",60,13.56,472,64,"PuttingfromGrtr10",2011
164,164,"Rory Sabbatini",85,13.55,605,82,"PuttingfromGrtr10",2011
165,165,"Joseph Bramlett",73,13.32,668,89,"PuttingfromGrtr10",2011
166,166,"JB Holmes",57,13.31,496,66,"PuttingfromGrtr10",2011
167,167,"Michael Connell",76,13.3,767,102,"PuttingfromGrtr10",2011
168,168,"JJ Henry",96,13.25,921,122,"PuttingfromGrtr10",2011
169,169,"Davis Love III",70,13.24,559,74,"PuttingfromGrtr10",2011
170,170,"Derek Lamely",65,13.19,637,84,"PuttingfromGrtr10",2011
171,171,"Chad Campbell",99,13.09,970,127,"PuttingfromGrtr10",2011
172,172,"Troy Matteson",91,13.08,856,112,"PuttingfromGrtr10",2011
173,173,"Stuart Appleby",65,12.87,606,78,"PuttingfromGrtr10",2011
174,174,"Boo Weekley",66,12.79,649,83,"PuttingfromGrtr10",2011
175,175,"Troy Merritt",63,12.78,618,79,"PuttingfromGrtr10",2011
176,176,"Brendan Steele",89,12.66,853,108,"PuttingfromGrtr10",2011
177,177,"Ryan Palmer",82,12.65,601,76,"PuttingfromGrtr10",2011
178,178,"Ricky Barnes",78,12.61,690,87,"PuttingfromGrtr10",2011
179,179,"Justin Rose",79,12.54,670,84,"PuttingfromGrtr10",2011
180,180,"Heath Slocum",89,12.35,810,100,"PuttingfromGrtr10",2011
181,181,"Jim Herman",69,12.15,634,77,"PuttingfromGrtr10",2011
181,181,"Justin Hicks",60,12.15,494,60,"PuttingfromGrtr10",2011
183,183,"Scott Gutschewski",67,11.99,567,68,"PuttingfromGrtr10",2011
184,184,"Daniel Summerhays",75,11.93,704,84,"PuttingfromGrtr10",2011
185,185,"DJ Trahan",91,11.36,889,101,"PuttingfromGrtr10",2011
186,186,"Alex Prugh",82,11.32,786,89,"PuttingfromGrtr10",2011
