"3PuttAvoidance_RANKTHISWEEK_2011","3PuttAvoidance_RANKLASTWEEK_2011","3PuttAvoidance_PLAYERNAME_2011","3PuttAvoidance_ROUNDS_2011","3PuttAvoidance_Pct_2011","3PuttAvoidance_TOTAL3PUTTS_2011","3PuttAvoidance_TOTALHOLESOVERALL_2011","stat_name","year"
32,32,"Lee Janzen",62,2.42,27,1116,"3PuttAvoidance",2011
33,33,"Steve Elkington",50,2.44,22,900,"3PuttAvoidance",2011
34,34,"Michael Bradley",74,2.48,33,1332,"3PuttAvoidance",2011
35,35,"David Toms",78,2.49,35,1404,"3PuttAvoidance",2011
36,36,"Ian Poulter",52,2.51,23,918,"3PuttAvoidance",2011
37,37,"Joe Ogilvie",75,2.52,34,1350,"3PuttAvoidance",2011
38,38,"Aaron Baddeley",77,2.53,35,1386,"3PuttAvoidance",2011
39,39,"Brandt Snedeker",85,2.55,39,1530,"3PuttAvoidance",2011
40,40,"Paul Stankowski",78,2.56,36,1404,"3PuttAvoidance",2011
41,41,"Steve Flesch",88,2.59,41,1584,"3PuttAvoidance",2011
42,42,"Jerry Kelly",85,2.61,40,1530,"3PuttAvoidance",2011
43,43,"Chris Kirk",87,2.62,41,1566,"3PuttAvoidance",2011
43,43,"Brendan Steele",89,2.62,42,1602,"3PuttAvoidance",2011
45,45,"Blake Adams",116,2.63,55,2088,"3PuttAvoidance",2011
46,46,"William McGirt",103,2.64,49,1854,"3PuttAvoidance",2011
46,46,"Matt McQuillan",59,2.64,28,1062,"3PuttAvoidance",2011
46,46,"YE Yang",63,2.64,28,1062,"3PuttAvoidance",2011
49,49,"Michael Putnam",67,2.65,32,1206,"3PuttAvoidance",2011
50,50,"Hunter Haas",96,2.66,46,1728,"3PuttAvoidance",2011
51,51,"David Mathis",83,2.68,40,1494,"3PuttAvoidance",2011
52,52,"Shane Bertsch",62,2.69,30,1116,"3PuttAvoidance",2011
53,53,"Martin Laird",77,2.7,37,1368,"3PuttAvoidance",2011
54,54,"Justin Leonard",82,2.71,40,1476,"3PuttAvoidance",2011
55,55,"Keegan Bradley",91,2.75,45,1638,"3PuttAvoidance",2011
55,55,"Chris DiMarco",93,2.75,46,1674,"3PuttAvoidance",2011
55,55,"Tim Herron",85,2.75,42,1530,"3PuttAvoidance",2011
58,58,"Jim Furyk",87,2.78,43,1548,"3PuttAvoidance",2011
58,58,"David Hearn",88,2.78,44,1584,"3PuttAvoidance",2011
58,58,"Charles Howell III",108,2.78,54,1944,"3PuttAvoidance",2011
58,58,"Ryan Palmer",82,2.78,40,1440,"3PuttAvoidance",2011
58,58,"Rod Pampling",72,2.78,36,1296,"3PuttAvoidance",2011
58,58,"John Senden",94,2.78,47,1692,"3PuttAvoidance",2011
58,58,"Josh Teater",104,2.78,52,1872,"3PuttAvoidance",2011
65,65,"Sung Kang",63,2.82,32,1134,"3PuttAvoidance",2011
65,65,"Scott McCarron",65,2.82,33,1170,"3PuttAvoidance",2011
67,67,"JB Holmes",57,2.83,27,954,"3PuttAvoidance",2011
68,68,"Kevin Streelman",90,2.84,46,1620,"3PuttAvoidance",2011
69,69,"Brian Davis",105,2.86,54,1890,"3PuttAvoidance",2011
69,69,"Davis Love III",70,2.86,36,1260,"3PuttAvoidance",2011
71,71,"Jeff Overton",92,2.87,47,1638,"3PuttAvoidance",2011
72,72,"Michael Thompson",79,2.88,41,1422,"3PuttAvoidance",2011
73,73,"Jason Day",76,2.89,38,1314,"3PuttAvoidance",2011
74,74,"Stuart Appleby",65,2.91,34,1170,"3PuttAvoidance",2011
75,75,"Ben Martin",74,2.93,39,1332,"3PuttAvoidance",2011
75,75,"Nick OHern",89,2.93,47,1602,"3PuttAvoidance",2011
75,75,"Cameron Tringale",110,2.93,58,1980,"3PuttAvoidance",2011
78,78,"Stewart Cink",72,2.94,37,1260,"3PuttAvoidance",2011
78,78,"Rory Sabbatini",85,2.94,45,1530,"3PuttAvoidance",2011
80,80,"Andres Gonzales",60,2.96,32,1080,"3PuttAvoidance",2011
80,80,"Bill Haas",93,2.96,49,1656,"3PuttAvoidance",2011
82,82,"Heath Slocum",89,2.97,47,1584,"3PuttAvoidance",2011
83,83,"Troy Matteson",91,2.99,49,1638,"3PuttAvoidance",2011
84,84,"Angel Cabrera",50,3,27,900,"3PuttAvoidance",2011
84,84,"Martin Piller",63,3,34,1134,"3PuttAvoidance",2011
84,84,"Mark Wilson",89,3,47,1566,"3PuttAvoidance",2011
87,87,"Ryuji Imada",83,3.01,45,1494,"3PuttAvoidance",2011
88,88,"Jimmy Walker",79,3.02,43,1422,"3PuttAvoidance",2011
89,89,"Andres Romero",77,3.03,42,1386,"3PuttAvoidance",2011
89,89,"Kevin Stadler",88,3.03,48,1584,"3PuttAvoidance",2011
91,91,"Arjun Atwal",91,3.05,50,1638,"3PuttAvoidance",2011
91,91,"James Driscoll",71,3.05,39,1278,"3PuttAvoidance",2011
91,91,"Alex Prugh",82,3.05,45,1476,"3PuttAvoidance",2011
94,94,"Briny Baird",60,3.06,33,1080,"3PuttAvoidance",2011
94,94,"Kevin Chappell",78,3.06,43,1404,"3PuttAvoidance",2011
94,94,"Retief Goosen",50,3.06,27,882,"3PuttAvoidance",2011
97,97,"Michael Connell",76,3.07,42,1368,"3PuttAvoidance",2011
98,98,"Lucas Glover",74,3.08,41,1332,"3PuttAvoidance",2011
98,98,"Jim Renner",65,3.08,36,1170,"3PuttAvoidance",2011
100,100,"Rickie Fowler",84,3.09,45,1458,"3PuttAvoidance",2011
100,100,"Johnson Wagner",81,3.09,45,1458,"3PuttAvoidance",2011
102,102,"Matt Bettencourt",84,3.11,47,1512,"3PuttAvoidance",2011
102,102,"Alex Cejka",59,3.11,33,1062,"3PuttAvoidance",2011
102,102,"KJ Choi",77,3.11,42,1350,"3PuttAvoidance",2011
102,102,"Fabian Gomez",84,3.11,47,1512,"3PuttAvoidance",2011
102,102,"Robert Karlsson",61,3.11,33,1062,"3PuttAvoidance",2011
102,102,"Geoff Ogilvy",69,3.11,37,1188,"3PuttAvoidance",2011
108,108,"Marc Leishman",87,3.13,49,1566,"3PuttAvoidance",2011
109,109,"Stephen Ames",69,3.14,39,1242,"3PuttAvoidance",2011
110,110,"Aron Price",58,3.16,33,1044,"3PuttAvoidance",2011
111,111,"Billy Horschel",75,3.19,43,1350,"3PuttAvoidance",2011
111,111,"Marc Turnesa",54,3.19,31,972,"3PuttAvoidance",2011
111,111,"Camilo Villegas",69,3.19,39,1224,"3PuttAvoidance",2011
114,114,"Ben Crane",76,3.2,42,1314,"3PuttAvoidance",2011
114,114,"Ben Curtis",66,3.2,38,1188,"3PuttAvoidance",2011
116,116,"Anthony Kim",72,3.21,41,1278,"3PuttAvoidance",2011
116,116,"Bio Kim",71,3.21,41,1278,"3PuttAvoidance",2011
118,118,"Chris Riley",76,3.22,44,1368,"3PuttAvoidance",2011
119,119,"Jason Bohn",74,3.23,43,1332,"3PuttAvoidance",2011
120,120,"Bobby Gates",82,3.25,48,1476,"3PuttAvoidance",2011
121,121,"Charl Schwartzel",58,3.27,33,1008,"3PuttAvoidance",2011
122,122,"Steven Bowditch",86,3.29,51,1548,"3PuttAvoidance",2011
122,122,"Paul Goydos",81,3.29,48,1458,"3PuttAvoidance",2011
122,122,"Kent Jones",76,3.29,45,1368,"3PuttAvoidance",2011
122,122,"John Merrick",71,3.29,42,1278,"3PuttAvoidance",2011
126,126,"Woody Austin",59,3.3,35,1062,"3PuttAvoidance",2011
126,126,"Ernie Els",71,3.3,41,1242,"3PuttAvoidance",2011
126,126,"Padraig Harrington",60,3.3,35,1062,"3PuttAvoidance",2011
129,129,"DA Points",89,3.31,53,1602,"3PuttAvoidance",2011
130,130,"Charley Hoffman",93,3.32,55,1656,"3PuttAvoidance",2011
131,131,"Brandt Jobe",100,3.33,60,1800,"3PuttAvoidance",2011
132,132,"Pat Perez",76,3.36,46,1368,"3PuttAvoidance",2011
132,132,"Garrett Willis",71,3.36,43,1278,"3PuttAvoidance",2011
134,134,"Scott Stallings",84,3.37,51,1512,"3PuttAvoidance",2011
135,135,"Shaun Micheel",77,3.39,47,1386,"3PuttAvoidance",2011
136,136,"DJ Brigman",67,3.4,41,1206,"3PuttAvoidance",2011
137,137,"Sean OHair",71,3.41,43,1260,"3PuttAvoidance",2011
137,137,"Daniel Summerhays",75,3.41,46,1350,"3PuttAvoidance",2011
139,139,"Scott Piercy",78,3.42,48,1404,"3PuttAvoidance",2011
140,140,"Nathan Green",81,3.43,50,1458,"3PuttAvoidance",2011
141,141,"Chris Stroud",88,3.47,55,1584,"3PuttAvoidance",2011
142,142,"Roland Thatcher",67,3.48,42,1206,"3PuttAvoidance",2011
143,143,"Kris Blanks",92,3.5,58,1656,"3PuttAvoidance",2011
143,143,"Bill Lunde",92,3.5,58,1656,"3PuttAvoidance",2011
145,145,"Tommy Gainey",104,3.53,66,1872,"3PuttAvoidance",2011
145,145,"John Rollins",85,3.53,54,1530,"3PuttAvoidance",2011
147,147,"Phil Mickelson",79,3.54,49,1386,"3PuttAvoidance",2011
148,148,"Graeme McDowell",50,3.55,30,846,"3PuttAvoidance",2011
149,149,"Robert Garrigus",83,3.61,54,1494,"3PuttAvoidance",2011
149,149,"Justin Rose",79,3.61,50,1386,"3PuttAvoidance",2011
151,151,"Hunter Mahan",92,3.62,58,1602,"3PuttAvoidance",2011
152,152,"Jason Dufner",78,3.63,51,1404,"3PuttAvoidance",2011
153,153,"David Duval",67,3.65,44,1206,"3PuttAvoidance",2011
154,154,"Bubba Watson",85,3.66,52,1422,"3PuttAvoidance",2011
155,155,"Alexandre Rocha",65,3.68,43,1170,"3PuttAvoidance",2011
156,156,"Ricky Barnes",78,3.7,52,1404,"3PuttAvoidance",2011
157,157,"Billy Mayfair",94,3.72,63,1692,"3PuttAvoidance",2011
158,158,"Rich Beem",53,3.77,36,954,"3PuttAvoidance",2011
158,158,"JP Hayes",56,3.77,38,1008,"3PuttAvoidance",2011
160,160,"Jim Herman",69,3.78,47,1242,"3PuttAvoidance",2011
161,161,"Chez Reavie",92,3.8,63,1656,"3PuttAvoidance",2011
162,162,"Scott Gutschewski",67,3.81,46,1206,"3PuttAvoidance",2011
163,163,"Cameron Beckman",71,3.83,49,1278,"3PuttAvoidance",2011
164,164,"Vijay Singh",79,3.87,55,1422,"3PuttAvoidance",2011
165,165,"Rocco Mediate",53,3.88,37,954,"3PuttAvoidance",2011
165,165,"Gary Woodland",93,3.88,65,1674,"3PuttAvoidance",2011
167,167,"Harrison Frazar",58,3.93,41,1044,"3PuttAvoidance",2011
168,168,"Troy Merritt",63,3.97,45,1134,"3PuttAvoidance",2011
168,168,"Kyle Stanley",98,3.97,70,1764,"3PuttAvoidance",2011
170,170,"Chad Campbell",99,3.98,71,1782,"3PuttAvoidance",2011
171,171,"Dustin Johnson",72,3.99,51,1278,"3PuttAvoidance",2011
172,172,"Bo Van Pelt",92,4.01,65,1620,"3PuttAvoidance",2011
173,173,"Steve Marino",76,4.02,55,1368,"3PuttAvoidance",2011
174,174,"Zack Miller",86,4.07,63,1548,"3PuttAvoidance",2011
175,175,"Robert Allenby",84,4.08,61,1494,"3PuttAvoidance",2011
175,175,"Jarrod Lyle",83,4.08,61,1494,"3PuttAvoidance",2011
177,177,"Joseph Bramlett",73,4.11,54,1314,"3PuttAvoidance",2011
178,178,"Adam Scott",60,4.14,44,1062,"3PuttAvoidance",2011
179,179,"Derek Lamely",65,4.19,49,1170,"3PuttAvoidance",2011
180,180,"Will Strickler",51,4.36,40,918,"3PuttAvoidance",2011
181,181,"DJ Trahan",91,4.46,73,1638,"3PuttAvoidance",2011
182,182,"Jhonattan Vegas",84,4.76,72,1512,"3PuttAvoidance",2011
183,183,"Joe Durant",71,4.85,62,1278,"3PuttAvoidance",2011
184,184,"Tom Gillis",55,4.95,49,990,"3PuttAvoidance",2011
185,185,"Justin Hicks",60,5.19,56,1080,"3PuttAvoidance",2011
186,186,"Boo Weekley",66,5.56,66,1188,"3PuttAvoidance",2011
