"OnePuttPercentageRound1_RANKTHISWEEK_2016","OnePuttPercentageRound1_RANKLASTWEEK_2016","OnePuttPercentageRound1_PLAYERNAME_2016","OnePuttPercentageRound1_ROUNDS_2016","OnePuttPercentageRound1_Pct_2016","OnePuttPercentageRound1_OF1PUTTS_2016","OnePuttPercentageRound1_OFHOLES_2016","stat_name","year"
23,31,"Tyrone Van Aswegen",67,43.61,157,360,"OnePuttPercentageRound1",2016
24,38,"DH Lee",35,43.59,102,234,"OnePuttPercentageRound1",2016
25,21,"Peter Malnati",53,43.57,149,342,"OnePuttPercentageRound1",2016
26,22,"Derek Fathauer",58,43.52,141,324,"OnePuttPercentageRound1",2016
27,10,"Davis Love III",40,43.43,86,198,"OnePuttPercentageRound1",2016
28,27,"Si Woo Kim",63,43.27,148,342,"OnePuttPercentageRound1",2016
29,23,"Adam Scott",39,43.21,70,162,"OnePuttPercentageRound1",2016
30,38,"Martin Laird",46,43.16,101,234,"OnePuttPercentageRound1",2016
31,32,"Danny Lee",53,42.96,116,270,"OnePuttPercentageRound1",2016
32,29,"Brian Harman",60,42.9,139,324,"OnePuttPercentageRound1",2016
32,35,"Michael Kim",62,42.9,139,324,"OnePuttPercentageRound1",2016
34,32,"DJ Trahan",23,42.86,54,126,"OnePuttPercentageRound1",2016
35,30,"Jamie Lovemark",57,42.81,131,306,"OnePuttPercentageRound1",2016
36,36,"Charley Hoffman",49,42.74,100,234,"OnePuttPercentageRound1",2016
36,36,"Brandt Snedeker",47,42.74,100,234,"OnePuttPercentageRound1",2016
38,38,"Ryan Palmer",46,42.59,92,216,"OnePuttPercentageRound1",2016
38,61,"Justin Rose",35,42.59,69,162,"OnePuttPercentageRound1",2016
38,53,"Brendon Todd",43,42.59,138,324,"OnePuttPercentageRound1",2016
41,83,"Tim Wilkinson",40,42.42,84,198,"OnePuttPercentageRound1",2016
42,53,"David Hearn",55,41.98,136,324,"OnePuttPercentageRound1",2016
43,46,"Marc Leishman",41,41.92,83,198,"OnePuttPercentageRound1",2016
44,42,"Jason Gore",51,41.85,113,270,"OnePuttPercentageRound1",2016
45,58,"Scott Brown",59,41.83,128,306,"OnePuttPercentageRound1",2016
45,64,"Andres Gonzales",46,41.83,128,306,"OnePuttPercentageRound1",2016
47,14,"Byeong Hun An",23,41.67,45,108,"OnePuttPercentageRound1",2016
47,47,"Jon Curran",55,41.67,135,324,"OnePuttPercentageRound1",2016
47,47,"Jason Day",36,41.67,60,144,"OnePuttPercentageRound1",2016
47,47,"Bryce Molder",50,41.67,120,288,"OnePuttPercentageRound1",2016
47,38,"Francesco Molinari",36,41.67,75,180,"OnePuttPercentageRound1",2016
47,47,"Andres Romero",22,41.67,60,144,"OnePuttPercentageRound1",2016
47,47,"Jordan Spieth",34,41.67,60,144,"OnePuttPercentageRound1",2016
47,47,"Darron Stiles",28,41.67,75,180,"OnePuttPercentageRound1",2016
47,43,"Camilo Villegas",50,41.67,120,288,"OnePuttPercentageRound1",2016
56,32,"Colt Knost",56,41.48,112,270,"OnePuttPercentageRound1",2016
57,56,"Dicky Pride",33,41.45,97,234,"OnePuttPercentageRound1",2016
58,57,"Billy Horschel",45,41.41,82,198,"OnePuttPercentageRound1",2016
59,70,"JB Holmes",39,41.36,67,162,"OnePuttPercentageRound1",2016
60,60,"Roberto Castro",55,41.32,119,288,"OnePuttPercentageRound1",2016
60,58,"Freddie Jacobson",54,41.32,119,288,"OnePuttPercentageRound1",2016
62,72,"Jhonattan Vegas",49,41.27,104,252,"OnePuttPercentageRound1",2016
63,83,"DA Points",32,40.91,81,198,"OnePuttPercentageRound1",2016
64,62,"Troy Merritt",41,40.87,103,252,"OnePuttPercentageRound1",2016
65,67,"Derek Ernst",36,40.74,88,216,"OnePuttPercentageRound1",2016
65,44,"Morgan Hoffmann",43,40.74,110,270,"OnePuttPercentageRound1",2016
65,90,"Anirban Lahiri",44,40.74,88,216,"OnePuttPercentageRound1",2016
68,55,"Adam Hadwin",53,40.63,117,288,"OnePuttPercentageRound1",2016
69,66,"Rory Sabbatini",40,40.48,102,252,"OnePuttPercentageRound1",2016
69,63,"Ollie Schniederjans",23,40.48,51,126,"OnePuttPercentageRound1",2016
71,67,"Scott Piercy",45,40.4,80,198,"OnePuttPercentageRound1",2016
72,44,"Brian Stuard",24,40.28,58,144,"OnePuttPercentageRound1",2016
73,73,"Shane Bertsch",30,40.12,65,162,"OnePuttPercentageRound1",2016
74,87,"Kevin Chappell",49,40.08,101,252,"OnePuttPercentageRound1",2016
75,75,"Graeme McDowell",33,40,72,180,"OnePuttPercentageRound1",2016
76,106,"Dawie van der Walt",48,39.93,115,288,"OnePuttPercentageRound1",2016
77,78,"Abraham Ancer",26,39.9,79,198,"OnePuttPercentageRound1",2016
77,78,"Matt Kuchar",46,39.9,79,198,"OnePuttPercentageRound1",2016
77,113,"Vaughn Taylor",30,39.9,79,198,"OnePuttPercentageRound1",2016
80,70,"Stuart Appleby",39,39.74,93,234,"OnePuttPercentageRound1",2016
81,69,"Mark Hubbard",73,39.72,143,360,"OnePuttPercentageRound1",2016
82,80,"Jamie Donaldson",28,39.68,50,126,"OnePuttPercentageRound1",2016
82,82,"Jason Dufner",53,39.68,100,252,"OnePuttPercentageRound1",2016
84,75,"Sung Kang",51,39.58,114,288,"OnePuttPercentageRound1",2016
85,105,"Scott Stallings",46,39.54,121,306,"OnePuttPercentageRound1",2016
85,77,"Nick Taylor",57,39.54,121,306,"OnePuttPercentageRound1",2016
87,103,"Hiroshi Iwata",51,39.51,128,324,"OnePuttPercentageRound1",2016
87,90,"Harold Varner III",58,39.51,128,324,"OnePuttPercentageRound1",2016
89,83,"Rickie Fowler",42,39.39,78,198,"OnePuttPercentageRound1",2016
89,113,"Bill Haas",42,39.39,78,198,"OnePuttPercentageRound1",2016
91,86,"Jerry Kelly",44,39.35,85,216,"OnePuttPercentageRound1",2016
92,90,"Daniel Berger",52,39.29,99,252,"OnePuttPercentageRound1",2016
92,126,"Sean OHair",45,39.29,99,252,"OnePuttPercentageRound1",2016
92,65,"Michael Thompson",46,39.29,99,252,"OnePuttPercentageRound1",2016
95,108,"Patton Kizzire",57,39.26,106,270,"OnePuttPercentageRound1",2016
95,108,"John Senden",48,39.26,106,270,"OnePuttPercentageRound1",2016
97,90,"Chesson Hadley",51,39.24,113,288,"OnePuttPercentageRound1",2016
97,89,"Chez Reavie",56,39.24,113,288,"OnePuttPercentageRound1",2016
99,80,"Luke Donald",49,38.89,91,234,"OnePuttPercentageRound1",2016
99,90,"Matt Every",34,38.89,91,234,"OnePuttPercentageRound1",2016
99,116,"Tony Finau",49,38.89,105,270,"OnePuttPercentageRound1",2016
99,90,"Branden Grace",31,38.89,56,144,"OnePuttPercentageRound1",2016
99,111,"Kelly Kraft",35,38.89,84,216,"OnePuttPercentageRound1",2016
99,90,"Kevin Na",52,38.89,91,234,"OnePuttPercentageRound1",2016
99,130,"Henrik Norlander",41,38.89,91,234,"OnePuttPercentageRound1",2016
99,121,"Rob Oppenheim",37,38.89,77,198,"OnePuttPercentageRound1",2016
99,90,"Kyle Stanley",57,38.89,119,306,"OnePuttPercentageRound1",2016
99,122,"Kevin Streelman",46,38.89,105,270,"OnePuttPercentageRound1",2016
99,90,"Andy Sullivan",25,38.89,42,108,"OnePuttPercentageRound1",2016
99,110,"Cameron Tringale",47,38.89,98,252,"OnePuttPercentageRound1",2016
99,115,"Steve Wheatcroft",53,38.89,112,288,"OnePuttPercentageRound1",2016
112,102,"Spencer Levin",62,38.6,132,342,"OnePuttPercentageRound1",2016
113,119,"Luke List",51,38.56,118,306,"OnePuttPercentageRound1",2016
113,90,"Chris Stroud",52,38.56,118,306,"OnePuttPercentageRound1",2016
115,106,"Smylie Kaufman",57,38.52,104,270,"OnePuttPercentageRound1",2016
116,90,"Steve Marino",40,38.49,97,252,"OnePuttPercentageRound1",2016
117,130,"Vijay Singh",42,38.46,90,234,"OnePuttPercentageRound1",2016
118,140,"Martin Piller",37,38.43,83,216,"OnePuttPercentageRound1",2016
119,111,"Zach Johnson",42,38.38,76,198,"OnePuttPercentageRound1",2016
120,73,"Ryan Moore",40,38.33,69,180,"OnePuttPercentageRound1",2016
121,103,"Zac Blair",56,38.27,124,324,"OnePuttPercentageRound1",2016
121,129,"Chad Campbell",54,38.27,124,324,"OnePuttPercentageRound1",2016
123,143,"Blayne Barber",44,38.19,110,288,"OnePuttPercentageRound1",2016
124,116,"Tom Hoge",47,38.15,103,270,"OnePuttPercentageRound1",2016
125,87,"Hunter Mahan",43,38.1,96,252,"OnePuttPercentageRound1",2016
125,135,"Ben Martin",48,38.1,96,252,"OnePuttPercentageRound1",2016
125,116,"Charl Schwartzel",29,38.1,48,126,"OnePuttPercentageRound1",2016
128,130,"Thomas Aiken",42,38.03,89,234,"OnePuttPercentageRound1",2016
128,130,"Kevin Kisner",49,38.03,89,234,"OnePuttPercentageRound1",2016
128,136,"Patrick Reed",53,38.03,89,234,"OnePuttPercentageRound1",2016
131,119,"Bronson Burgoon",53,37.91,116,306,"OnePuttPercentageRound1",2016
132,134,"Sam Saunders",40,37.78,102,270,"OnePuttPercentageRound1",2016
133,124,"Kyle Reifers",63,37.72,129,342,"OnePuttPercentageRound1",2016
134,126,"Fabian Gomez",49,37.7,95,252,"OnePuttPercentageRound1",2016
134,126,"Justin Thomas",53,37.7,95,252,"OnePuttPercentageRound1",2016
136,158,"Scott Langley",41,37.61,88,234,"OnePuttPercentageRound1",2016
137,151,"Brendon de Jonge",55,37.43,128,342,"OnePuttPercentageRound1",2016
138,122,"Erik Compton",45,37.41,101,270,"OnePuttPercentageRound1",2016
138,158,"William McGirt",54,37.41,101,270,"OnePuttPercentageRound1",2016
140,153,"Steven Bowditch",40,37.3,94,252,"OnePuttPercentageRound1",2016
140,153,"Johnson Wagner",44,37.3,94,252,"OnePuttPercentageRound1",2016
142,124,"Paul Casey",39,37.22,67,180,"OnePuttPercentageRound1",2016
143,138,"Tyler Aldridge",53,37.04,120,324,"OnePuttPercentageRound1",2016
143,146,"Whee Kim",54,37.04,120,324,"OnePuttPercentageRound1",2016
143,136,"Andrew Landry",24,37.04,60,162,"OnePuttPercentageRound1",2016
143,141,"Shane Lowry",35,37.04,60,162,"OnePuttPercentageRound1",2016
147,149,"Carlos Ortiz",47,36.93,113,306,"OnePuttPercentageRound1",2016
147,141,"Jeff Overton",51,36.93,113,306,"OnePuttPercentageRound1",2016
149,143,"Brooks Koepka",39,36.67,66,180,"OnePuttPercentageRound1",2016
149,143,"Louis Oosthuizen",25,36.67,33,90,"OnePuttPercentageRound1",2016
151,149,"Jim Herman",55,36.6,112,306,"OnePuttPercentageRound1",2016
152,153,"JJ Henry",44,36.51,92,252,"OnePuttPercentageRound1",2016
152,153,"Matt Jones",45,36.51,92,252,"OnePuttPercentageRound1",2016
152,147,"Cameron Percy",22,36.51,46,126,"OnePuttPercentageRound1",2016
152,170,"Cameron Smith",45,36.51,92,252,"OnePuttPercentageRound1",2016
152,147,"Bubba Watson",30,36.51,46,126,"OnePuttPercentageRound1",2016
157,162,"Chad Collins",45,36.46,105,288,"OnePuttPercentageRound1",2016
158,151,"Brice Garnett",29,36.42,59,162,"OnePuttPercentageRound1",2016
159,168,"David Toms",38,36.36,72,198,"OnePuttPercentageRound1",2016
160,139,"Robert Streb",51,36.3,98,270,"OnePuttPercentageRound1",2016
161,158,"Brett Stegmaier",57,36.26,124,342,"OnePuttPercentageRound1",2016
162,183,"Justin Hicks",26,36.11,65,180,"OnePuttPercentageRound1",2016
162,158,"Billy Hurley III",22,36.11,52,144,"OnePuttPercentageRound1",2016
162,157,"Scott Pinckney",53,36.11,117,324,"OnePuttPercentageRound1",2016
162,183,"Ian Poulter",37,36.11,65,180,"OnePuttPercentageRound1",2016
162,186,"Patrick Rodgers",49,36.11,104,288,"OnePuttPercentageRound1",2016
162,174,"Webb Simpson",34,36.11,65,180,"OnePuttPercentageRound1",2016
162,170,"Brendan Steele",48,36.11,91,252,"OnePuttPercentageRound1",2016
169,176,"Boo Weekley",53,35.95,110,306,"OnePuttPercentageRound1",2016
170,173,"James Hahn",45,35.93,97,270,"OnePuttPercentageRound1",2016
171,163,"Rhein Gibson",36,35.9,84,234,"OnePuttPercentageRound1",2016
172,168,"Robert Garrigus",34,35.86,71,198,"OnePuttPercentageRound1",2016
172,164,"Pat Perez",28,35.86,71,198,"OnePuttPercentageRound1",2016
174,165,"Keegan Bradley",40,35.71,90,252,"OnePuttPercentageRound1",2016
174,165,"Sergio Garcia",28,35.71,45,126,"OnePuttPercentageRound1",2016
174,165,"Chris Kirk",51,35.71,90,252,"OnePuttPercentageRound1",2016
177,186,"Robert Allenby",35,35.42,102,288,"OnePuttPercentageRound1",2016
178,198,"Jason Bohn",37,35.35,70,198,"OnePuttPercentageRound1",2016
178,172,"Luke Guthrie",31,35.35,70,198,"OnePuttPercentageRound1",2016
180,177,"David Lingmerth",54,35.32,89,252,"OnePuttPercentageRound1",2016
181,174,"Ken Duke",26,35.19,57,162,"OnePuttPercentageRound1",2016
182,190,"Mark Wilson",42,35.04,82,234,"OnePuttPercentageRound1",2016
183,192,"Geoff Ogilvy",37,34.92,88,252,"OnePuttPercentageRound1",2016
184,196,"Lucas Glover",53,34.72,100,288,"OnePuttPercentageRound1",2016
184,178,"Wes Roach",33,34.72,75,216,"OnePuttPercentageRound1",2016
186,178,"Will Ma Kenzie",54,34.64,106,306,"OnePuttPercentageRound1",2016
186,180,"Seung Yul Noh",54,34.64,106,306,"OnePuttPercentageRound1",2016
188,181,"Charlie Beljan",26,34.62,81,234,"OnePuttPercentageRound1",2016
188,181,"Russell Knox",48,34.62,81,234,"OnePuttPercentageRound1",2016
190,185,"KJ Choi",47,34.52,87,252,"OnePuttPercentageRound1",2016
191,188,"John Huh",51,34.38,99,288,"OnePuttPercentageRound1",2016
191,196,"Shawn Stefani",45,34.38,99,288,"OnePuttPercentageRound1",2016
193,190,"Bernd Wiesberger",23,34.26,37,108,"OnePuttPercentageRound1",2016
194,193,"Russell Henley",42,34.13,86,252,"OnePuttPercentageRound1",2016
195,193,"Rory McIlroy",37,34.03,49,144,"OnePuttPercentageRound1",2016
196,207,"Ernie Els",34,33.89,61,180,"OnePuttPercentageRound1",2016
197,199,"Miguel Angel Carballo",24,33.84,67,198,"OnePuttPercentageRound1",2016
198,200,"Matthew Fitzpatrick",23,33.33,36,108,"OnePuttPercentageRound1",2016
198,189,"Emiliano Grillo",47,33.33,72,216,"OnePuttPercentageRound1",2016
198,201,"Greg Owen",56,33.33,108,324,"OnePuttPercentageRound1",2016
198,193,"Henrik Stenson",30,33.33,48,144,"OnePuttPercentageRound1",2016
202,202,"Graham DeLaet",50,32.94,83,252,"OnePuttPercentageRound1",2016
203,205,"Padraig Harrington",38,32.83,65,198,"OnePuttPercentageRound1",2016
204,204,"Jason Kokrak",52,32.35,99,306,"OnePuttPercentageRound1",2016
205,206,"Lucas Lee",22,31.48,51,162,"OnePuttPercentageRound1",2016
205,203,"Gary Woodland",45,31.48,68,216,"OnePuttPercentageRound1",2016
207,208,"Stewart Cink",45,29.37,74,252,"OnePuttPercentageRound1",2016
