"Top10Finishes_RANKTHISWEEK_2012","Top10Finishes_RANKLASTWEEK_2012","Top10Finishes_PLAYERNAME_2012","Top10Finishes_EVENTS_2012","Top10Finishes_TOP10_2012","Top10Finishes_1ST_2012","Top10Finishes_2ND_2012","Top10Finishes_3RD_2012","stat_name","year"
124,124,"Freddie Jacobson",17,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Lee Janzen",12,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Brandt Jobe",18,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Matt Jones",19,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Martin Kaymer",8,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Jerry Kelly",26,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Troy Kelly",23,1,NA,1,NA,"Top10Finishes",2012
124,124,"JJ Killeen",33,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Kevin Kisner",24,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Paul Lawrie",6,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Richard Lee",24,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Bill Lunde",25,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Jarrod Lyle",7,1,NA,NA,NA,"Top10Finishes",2012
124,124,"David Lynn",1,1,NA,1,NA,"Top10Finishes",2012
124,124,"Jeff Maggert",27,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Billy Mayfair",28,1,NA,NA,NA,"Top10Finishes",2012
124,124,"George McNeill",25,1,1,NA,NA,"Top10Finishes",2012
124,124,"Alexander Noren",4,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Nick OHern",26,1,NA,NA,1,"Top10Finishes",2012
124,124,"Geoff Ogilvy",20,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Thorbjorn Olesen",2,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Rod Pampling",26,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Pat Perez",23,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Tom Pernice Jr",23,1,NA,NA,NA,"Top10Finishes",2012
124,124,"John Peterson",9,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Tim Petrovic",17,1,NA,1,NA,"Top10Finishes",2012
124,124,"Ted Potter Jr",25,1,1,NA,NA,"Top10Finishes",2012
124,124,"Lee Slattery",3,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Joey Snyder III",8,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Henrik Stenson",15,1,NA,NA,1,"Top10Finishes",2012
124,124,"Roland Thatcher",21,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Brendon Todd",29,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Casey Wittenberg",1,1,NA,NA,NA,"Top10Finishes",2012
124,124,"Gary Woodland",22,1,NA,NA,NA,"Top10Finishes",2012
