"BonusPutting_RANKTHISWEEK_2008","BonusPutting_RANKLASTWEEK_2008","BonusPutting_PLAYERNAME_2008","BonusPutting_ROUNDS_2008","BonusPutting_VALUE_2008","BonusPutting_ATTEMPTS_2008","BonusPutting_TOTMADE20_2008","BonusPutting_TOTMADE_2008","stat_name","year"
47,47,"Dudley Hart",74,99.89,936,32,903,"BonusPutting",2008
48,48,"Phil Mickelson",80,99.88,829,24,804,"BonusPutting",2008
49,49,"Bob Sowards",61,99.87,745,25,719,"BonusPutting",2008
50,50,"Nathan Green",95,99.84,1266,45,1219,"BonusPutting",2008
50,50,"Joe Ogilvie",100,99.84,1223,40,1181,"BonusPutting",2008
52,52,"Stuart Appleby",87,99.79,931,30,899,"BonusPutting",2008
53,53,"Stewart Cink",87,99.78,904,31,871,"BonusPutting",2008
54,54,"Kevin Sutherland",98,99.76,1254,43,1208,"BonusPutting",2008
55,55,"Glen Day",64,99.75,814,26,786,"BonusPutting",2008
56,56,"Pat Perez",93,99.73,1117,43,1071,"BonusPutting",2008
57,57,"Michael Letzig",88,99.72,1077,32,1042,"BonusPutting",2008
58,58,"John Huston",56,99.71,679,18,659,"BonusPutting",2008
58,58,"Andres Romero",69,99.71,678,23,653,"BonusPutting",2008
60,60,"Zach Johnson",85,99.7,1007,32,972,"BonusPutting",2008
61,61,"Shane Bertsch",96,99.69,1283,38,1241,"BonusPutting",2008
61,61,"Stephen Leaney",53,99.69,637,17,618,"BonusPutting",2008
63,63,"Retief Goosen",59,99.67,608,20,586,"BonusPutting",2008
64,64,"John Mallinger",95,99.66,1175,38,1133,"BonusPutting",2008
65,65,"Brad Elder",67,99.61,770,24,743,"BonusPutting",2008
66,66,"Justin Leonard",101,99.6,1007,28,975,"BonusPutting",2008
67,67,"Richard Johnson",60,99.56,687,21,663,"BonusPutting",2008
68,68,"Bill Haas",99,99.55,1328,43,1279,"BonusPutting",2008
68,68,"Carl Pettersson",110,99.55,1344,37,1301,"BonusPutting",2008
70,70,"Martin Laird",98,99.51,1221,33,1182,"BonusPutting",2008
71,71,"Matt Kuchar",88,99.5,1008,34,969,"BonusPutting",2008
72,72,"Michael Allen",91,99.47,1132,32,1094,"BonusPutting",2008
73,73,"Troy Matteson",94,99.46,1287,34,1246,"BonusPutting",2008
74,74,"Stephen Ames",83,99.45,916,23,888,"BonusPutting",2008
74,74,"Jim Furyk",95,99.45,1089,33,1050,"BonusPutting",2008
74,74,"Charlie Wi",97,99.45,1282,39,1236,"BonusPutting",2008
77,77,"Jeff Gove",50,99.4,669,23,642,"BonusPutting",2008
78,78,"Tim Petrovic",97,99.39,1149,46,1096,"BonusPutting",2008
78,78,"Tim Wilkinson",95,99.39,1139,32,1100,"BonusPutting",2008
80,80,"JJ Henry",108,99.37,1434,35,1390,"BonusPutting",2008
81,81,"JP Hayes",67,99.35,924,32,886,"BonusPutting",2008
82,82,"Tim Clark",90,99.33,1043,32,1004,"BonusPutting",2008
83,83,"JB Holmes",86,99.29,982,26,949,"BonusPutting",2008
84,84,"Johnson Wagner",83,99.28,970,34,929,"BonusPutting",2008
85,85,"Jerry Kelly",89,99.25,1070,28,1034,"BonusPutting",2008
86,86,"Peter Lonard",92,99.23,1162,35,1118,"BonusPutting",2008
86,86,"Brenden Pappas",66,99.23,779,24,749,"BonusPutting",2008
88,88,"Jay Williamson",96,99.22,1161,33,1119,"BonusPutting",2008
89,89,"Ian Poulter",51,99.2,501,9,488,"BonusPutting",2008
90,90,"Nick Watney",96,99.16,1197,33,1154,"BonusPutting",2008
91,91,"Sergio Garcia",72,99.15,823,25,791,"BonusPutting",2008
91,91,"Cliff Kresge",84,99.15,1056,28,1019,"BonusPutting",2008
93,93,"Mark Hensby",71,99.13,915,38,869,"BonusPutting",2008
93,93,"Vijay Singh",82,99.13,923,24,891,"BonusPutting",2008
95,95,"Steve Allan",58,99.12,685,24,655,"BonusPutting",2008
96,96,"Mathias Gronberg",87,99.11,1122,42,1070,"BonusPutting",2008
97,97,"Chris Stroud",81,99.09,989,30,950,"BonusPutting",2008
98,98,"Charles Howell III",101,99.08,1302,36,1254,"BonusPutting",2008
98,98,"George McNeill",97,99.08,1298,35,1251,"BonusPutting",2008
100,100,"Tom Pernice Jr",104,99.07,1404,40,1351,"BonusPutting",2008
101,101,"Ernie Els",51,99.06,532,10,517,"BonusPutting",2008
102,102,"Nick Flanagan",89,99.05,1162,42,1109,"BonusPutting",2008
103,103,"Greg Kraft",63,99.01,709,23,679,"BonusPutting",2008
104,104,"Brandt Jobe",52,99,699,19,673,"BonusPutting",2008
105,105,"Mathew Goggin",91,98.99,1189,34,1143,"BonusPutting",2008
106,106,"Ryan Armour",87,98.98,1081,36,1034,"BonusPutting",2008
107,107,"Robert Allenby",108,98.96,1251,36,1202,"BonusPutting",2008
108,108,"Rich Beem",90,98.95,1143,30,1101,"BonusPutting",2008
108,108,"John Merrick",98,98.95,1143,31,1100,"BonusPutting",2008
110,110,"Brett Quigley",80,98.94,1040,26,1003,"BonusPutting",2008
110,110,"Vaughn Taylor",103,98.94,1319,34,1271,"BonusPutting",2008
113,113,"Anthony Kim",81,98.89,904,26,868,"BonusPutting",2008
114,114,"Ryan Palmer",69,98.88,806,21,776,"BonusPutting",2008
115,115,"Ryan Moore",72,98.87,883,25,848,"BonusPutting",2008
116,116,"Lucas Glover",91,98.84,1205,29,1162,"BonusPutting",2008
116,116,"Dustin Johnson",92,98.84,1207,35,1158,"BonusPutting",2008
116,116,"Jeff Maggert",86,98.84,1124,32,1079,"BonusPutting",2008
119,119,"Marco Dawson",64,98.83,767,21,737,"BonusPutting",2008
119,119,"Kenneth Ferrie",72,98.83,857,27,820,"BonusPutting",2008
121,121,"Shigeki Maruyama",50,98.82,594,13,574,"BonusPutting",2008
122,122,"Jim McGovern",75,98.81,924,26,887,"BonusPutting",2008
123,123,"Paul Claxton",63,98.77,734,20,705,"BonusPutting",2008
123,123,"Sean OHair",81,98.77,974,23,939,"BonusPutting",2008
125,125,"Paul Goydos",78,98.75,963,24,927,"BonusPutting",2008
126,126,"Billy Mayfair",103,98.72,1403,40,1345,"BonusPutting",2008
127,127,"Kevin Na",97,98.7,1308,39,1252,"BonusPutting",2008
127,127,"Scott Sterling",89,98.7,1081,26,1041,"BonusPutting",2008
129,129,"Camilo Villegas",79,98.69,916,31,873,"BonusPutting",2008
130,130,"Cameron Beckman",87,98.68,1063,29,1020,"BonusPutting",2008
131,131,"Briny Baird",113,98.66,1422,39,1364,"BonusPutting",2008
131,131,"Jimmy Walker",73,98.66,896,24,860,"BonusPutting",2008
133,133,"Chris DiMarco",87,98.61,1079,34,1030,"BonusPutting",2008
134,134,"YE Yang",89,98.6,1145,25,1104,"BonusPutting",2008
135,135,"Heath Slocum",104,98.59,1276,29,1229,"BonusPutting",2008
136,136,"Carlos Franco",73,98.58,915,33,869,"BonusPutting",2008
137,137,"Kevin Streelman",114,98.57,1396,33,1343,"BonusPutting",2008
138,138,"Olin Browne",77,98.56,1045,29,1001,"BonusPutting",2008
138,138,"Jonathan Byrd",88,98.56,1108,37,1055,"BonusPutting",2008
140,140,"David Toms",70,98.54,822,23,787,"BonusPutting",2008
141,141,"Justin Bolli",87,98.52,1078,22,1040,"BonusPutting",2008
142,142,"Omar Uresti",74,98.5,934,22,898,"BonusPutting",2008
143,143,"John Rollins",94,98.48,1117,25,1075,"BonusPutting",2008
144,144,"Bo Van Pelt",101,98.43,1341,39,1281,"BonusPutting",2008
145,145,"Gavin Coles",54,98.42,633,11,612,"BonusPutting",2008
145,145,"Jon Mills",95,98.42,1137,34,1085,"BonusPutting",2008
145,145,"Tom Scherrer",56,98.42,634,16,608,"BonusPutting",2008
148,148,"Kyle Thompson",70,98.35,849,24,811,"BonusPutting",2008
149,149,"Rory Sabbatini",77,98.33,897,28,854,"BonusPutting",2008
150,150,"Davis Love III",78,98.32,954,27,911,"BonusPutting",2008
150,150,"Chez Reavie",102,98.32,1312,39,1251,"BonusPutting",2008
152,152,"Charley Hoffman",94,98.31,1240,26,1193,"BonusPutting",2008
152,152,"Rod Pampling",83,98.31,1004,23,964,"BonusPutting",2008
154,154,"Chris Riley",51,98.28,580,15,555,"BonusPutting",2008
155,155,"Ron Whittaker",54,98.27,578,16,552,"BonusPutting",2008
156,156,"Boo Weekley",86,98.25,915,23,876,"BonusPutting",2008
157,157,"Mike Weir",88,98.2,943,23,903,"BonusPutting",2008
158,158,"Tag Ridings",88,98.1,1157,29,1106,"BonusPutting",2008
159,159,"Jason Gore",94,98.09,1203,30,1150,"BonusPutting",2008
160,160,"Padraig Harrington",52,98.07,467,14,444,"BonusPutting",2008
161,161,"Steve Flesch",95,98.06,1185,35,1127,"BonusPutting",2008
162,162,"Brandt Snedeker",85,98.03,963,21,923,"BonusPutting",2008
163,163,"Todd Demsey",80,98.01,1053,27,1005,"BonusPutting",2008
164,164,"Robert Garrigus",90,97.82,1236,39,1170,"BonusPutting",2008
164,164,"Bubba Watson",97,97.82,1192,23,1143,"BonusPutting",2008
166,166,"Scott Verplank",82,97.81,958,16,921,"BonusPutting",2008
167,167,"John Riegger",73,97.77,942,23,898,"BonusPutting",2008
168,168,"Alex Cejka",75,97.72,878,22,836,"BonusPutting",2008
169,169,"Mark Calcavecchia",67,97.7,784,21,745,"BonusPutting",2008
170,170,"Rocco Mediate",87,97.62,1007,21,962,"BonusPutting",2008
171,171,"Fred Couples",60,97.61,752,20,714,"BonusPutting",2008
171,171,"John Senden",93,97.61,1214,27,1158,"BonusPutting",2008
173,173,"Angel Cabrera",55,97.59,580,9,557,"BonusPutting",2008
174,174,"David Duval",51,97.57,577,12,551,"BonusPutting",2008
175,175,"Travis Perkins",53,97.43,584,12,557,"BonusPutting",2008
176,176,"Kevin Stadler",90,97.38,1070,22,1020,"BonusPutting",2008
177,177,"David Lutterus",59,97.29,738,15,703,"BonusPutting",2008
178,178,"Brad Adamonis",87,97.28,1140,23,1086,"BonusPutting",2008
179,179,"Cody Freeman",66,97.26,802,25,755,"BonusPutting",2008
180,180,"Will Ma Kenzie",62,97.18,850,21,805,"BonusPutting",2008
181,181,"Billy Andrade",71,97.14,909,29,854,"BonusPutting",2008
182,182,"Jason Allred",63,97.09,721,16,684,"BonusPutting",2008
182,182,"Ted Purdy",68,97.09,895,19,850,"BonusPutting",2008
184,184,"Brian Davis",108,97.08,1473,34,1396,"BonusPutting",2008
185,185,"Tommy Gainey",60,96.96,691,23,647,"BonusPutting",2008
186,186,"Nicholas Thompson",113,96.87,1375,33,1299,"BonusPutting",2008
187,187,"Trevor Immelman",70,96.85,826,18,782,"BonusPutting",2008
188,188,"Harrison Frazar",73,96.75,955,18,906,"BonusPutting",2008
189,189,"DJ Trahan",94,96.7,1153,19,1096,"BonusPutting",2008
190,190,"Brett Rumford",72,96.68,903,11,862,"BonusPutting",2008
191,191,"Frank Lickliter II",107,96.64,1459,33,1377,"BonusPutting",2008
192,192,"Kent Jones",68,96.54,809,17,764,"BonusPutting",2008
193,193,"Tom Lehman",51,96.49,569,12,537,"BonusPutting",2008
194,194,"Charles Warren",79,96.32,1115,20,1054,"BonusPutting",2008
195,195,"Robert Gamez",79,95.84,1057,26,987,"BonusPutting",2008
196,196,"Adam Scott",51,95.42,524,13,487,"BonusPutting",2008
197,197,"Joe Durant",92,95.06,1214,36,1118,"BonusPutting",2008
