"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2011","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2011","GIRPercentagefromOtherthanFairway_PLAYERNAME_2011","GIRPercentagefromOtherthanFairway_ROUNDS_2011","GIRPercentagefromOtherthanFairway_Pct_2011","GIRPercentagefromOtherthanFairway_GREENSHIT_2011","GIRPercentagefromOtherthanFairway_OFHOLES_2011","stat_name","year"
70,70,"Luke Donald",73,51.64,173,335,"GIRPercentagefromOtherthanFairway",2011
70,70,"Rory Sabbatini",85,51.64,252,488,"GIRPercentagefromOtherthanFairway",2011
72,72,"Spencer Levin",113,51.62,286,554,"GIRPercentagefromOtherthanFairway",2011
73,73,"Geoff Ogilvy",69,51.61,176,341,"GIRPercentagefromOtherthanFairway",2011
74,74,"Robert Karlsson",61,51.54,184,357,"GIRPercentagefromOtherthanFairway",2011
75,75,"Matt Kuchar",94,51.49,224,435,"GIRPercentagefromOtherthanFairway",2011
76,76,"George McNeill",69,51.47,175,340,"GIRPercentagefromOtherthanFairway",2011
77,77,"Kevin Chappell",78,51.46,212,412,"GIRPercentagefromOtherthanFairway",2011
78,78,"Brandt Jobe",100,51.42,235,457,"GIRPercentagefromOtherthanFairway",2011
79,79,"Nathan Green",81,51.38,224,436,"GIRPercentagefromOtherthanFairway",2011
80,80,"Charl Schwartzel",58,51.33,154,300,"GIRPercentagefromOtherthanFairway",2011
81,81,"Joe Durant",71,51.28,120,234,"GIRPercentagefromOtherthanFairway",2011
82,82,"Michael Putnam",67,51.26,204,398,"GIRPercentagefromOtherthanFairway",2011
83,83,"Blake Adams",116,50.94,272,534,"GIRPercentagefromOtherthanFairway",2011
84,84,"Carl Pettersson",95,50.92,250,491,"GIRPercentagefromOtherthanFairway",2011
85,85,"Alex Cejka",59,50.91,140,275,"GIRPercentagefromOtherthanFairway",2011
86,86,"Jeff Overton",92,50.89,256,503,"GIRPercentagefromOtherthanFairway",2011
87,87,"Roland Thatcher",67,50.83,184,362,"GIRPercentagefromOtherthanFairway",2011
88,88,"Matt Jones",71,50.8,223,439,"GIRPercentagefromOtherthanFairway",2011
89,89,"Scott Piercy",78,50.78,227,447,"GIRPercentagefromOtherthanFairway",2011
89,89,"Cameron Tringale",110,50.78,293,577,"GIRPercentagefromOtherthanFairway",2011
91,91,"KJ Choi",77,50.75,202,398,"GIRPercentagefromOtherthanFairway",2011
92,92,"Brandt Snedeker",85,50.7,216,426,"GIRPercentagefromOtherthanFairway",2011
93,93,"David Toms",78,50.69,147,290,"GIRPercentagefromOtherthanFairway",2011
94,94,"Rocco Mediate",53,50.65,117,231,"GIRPercentagefromOtherthanFairway",2011
95,95,"James Driscoll",71,50.37,202,401,"GIRPercentagefromOtherthanFairway",2011
96,96,"Tom Gillis",55,50.36,139,276,"GIRPercentagefromOtherthanFairway",2011
97,97,"Jason Day",76,50.32,233,463,"GIRPercentagefromOtherthanFairway",2011
98,98,"Paul Goydos",81,50.29,176,350,"GIRPercentagefromOtherthanFairway",2011
99,99,"Harrison Frazar",58,50.26,197,392,"GIRPercentagefromOtherthanFairway",2011
100,100,"Paul Stankowski",78,50.24,207,412,"GIRPercentagefromOtherthanFairway",2011
101,101,"Michael Thompson",79,50.12,204,407,"GIRPercentagefromOtherthanFairway",2011
102,102,"Jimmy Walker",79,50.1,259,517,"GIRPercentagefromOtherthanFairway",2011
103,103,"Alexandre Rocha",65,49.83,150,301,"GIRPercentagefromOtherthanFairway",2011
104,104,"Woody Austin",59,49.8,124,249,"GIRPercentagefromOtherthanFairway",2011
104,104,"Ian Poulter",52,49.8,126,253,"GIRPercentagefromOtherthanFairway",2011
106,106,"Vaughn Taylor",89,49.77,221,444,"GIRPercentagefromOtherthanFairway",2011
107,107,"Lucas Glover",74,49.75,200,402,"GIRPercentagefromOtherthanFairway",2011
108,108,"Anthony Kim",72,49.72,263,529,"GIRPercentagefromOtherthanFairway",2011
109,109,"YE Yang",63,49.68,155,312,"GIRPercentagefromOtherthanFairway",2011
110,110,"Robert Allenby",84,49.65,214,431,"GIRPercentagefromOtherthanFairway",2011
110,110,"John Merrick",71,49.65,143,288,"GIRPercentagefromOtherthanFairway",2011
112,112,"Steve Elkington",50,49.53,105,212,"GIRPercentagefromOtherthanFairway",2011
113,113,"Steve Marino",76,49.52,205,414,"GIRPercentagefromOtherthanFairway",2011
114,114,"Zack Miller",86,49.39,242,490,"GIRPercentagefromOtherthanFairway",2011
115,115,"Charlie Wi",83,49.33,221,448,"GIRPercentagefromOtherthanFairway",2011
116,116,"JJ Henry",96,49.3,212,430,"GIRPercentagefromOtherthanFairway",2011
117,117,"JP Hayes",56,49.25,132,268,"GIRPercentagefromOtherthanFairway",2011
118,118,"Pat Perez",76,49.09,189,385,"GIRPercentagefromOtherthanFairway",2011
119,119,"Angel Cabrera",50,48.97,142,290,"GIRPercentagefromOtherthanFairway",2011
120,120,"Troy Merritt",63,48.92,158,323,"GIRPercentagefromOtherthanFairway",2011
121,121,"Graeme McDowell",50,48.88,109,223,"GIRPercentagefromOtherthanFairway",2011
122,122,"Scott Gutschewski",67,48.84,169,346,"GIRPercentagefromOtherthanFairway",2011
122,122,"Padraig Harrington",60,48.84,189,387,"GIRPercentagefromOtherthanFairway",2011
124,124,"Jarrod Lyle",83,48.79,221,453,"GIRPercentagefromOtherthanFairway",2011
125,125,"Joseph Bramlett",73,48.77,179,367,"GIRPercentagefromOtherthanFairway",2011
125,125,"Joe Ogilvie",75,48.77,198,406,"GIRPercentagefromOtherthanFairway",2011
127,127,"Johnson Wagner",81,48.72,171,351,"GIRPercentagefromOtherthanFairway",2011
127,127,"Mark Wilson",89,48.72,191,392,"GIRPercentagefromOtherthanFairway",2011
129,129,"Alex Prugh",82,48.71,226,464,"GIRPercentagefromOtherthanFairway",2011
130,130,"Freddie Jacobson",92,48.7,224,460,"GIRPercentagefromOtherthanFairway",2011
131,131,"DA Points",89,48.68,203,417,"GIRPercentagefromOtherthanFairway",2011
132,132,"Bryce Molder",82,48.66,182,374,"GIRPercentagefromOtherthanFairway",2011
132,132,"Rod Pampling",72,48.66,145,298,"GIRPercentagefromOtherthanFairway",2011
134,134,"Ben Curtis",66,48.65,126,259,"GIRPercentagefromOtherthanFairway",2011
135,135,"Billy Horschel",75,48.62,158,325,"GIRPercentagefromOtherthanFairway",2011
136,136,"Fabian Gomez",84,48.59,190,391,"GIRPercentagefromOtherthanFairway",2011
137,137,"Tag Ridings",87,48.56,236,486,"GIRPercentagefromOtherthanFairway",2011
138,138,"Nick OHern",89,48.51,163,336,"GIRPercentagefromOtherthanFairway",2011
138,138,"Marc Turnesa",54,48.51,130,268,"GIRPercentagefromOtherthanFairway",2011
140,140,"Camilo Villegas",69,48.5,194,400,"GIRPercentagefromOtherthanFairway",2011
141,141,"Kevin Na",84,48.48,240,495,"GIRPercentagefromOtherthanFairway",2011
142,142,"Shaun Micheel",77,48.22,217,450,"GIRPercentagefromOtherthanFairway",2011
143,143,"Greg Chalmers",88,48.12,217,451,"GIRPercentagefromOtherthanFairway",2011
144,144,"Lee Janzen",62,48.1,139,289,"GIRPercentagefromOtherthanFairway",2011
145,145,"Sean OHair",71,47.92,207,432,"GIRPercentagefromOtherthanFairway",2011
146,146,"Brian Davis",105,47.7,207,434,"GIRPercentagefromOtherthanFairway",2011
147,147,"Andres Gonzales",60,47.5,133,280,"GIRPercentagefromOtherthanFairway",2011
148,148,"Kent Jones",76,47.46,159,335,"GIRPercentagefromOtherthanFairway",2011
149,149,"Andres Romero",77,47.39,209,441,"GIRPercentagefromOtherthanFairway",2011
150,150,"David Mathis",83,47.34,169,357,"GIRPercentagefromOtherthanFairway",2011
151,151,"Keegan Bradley",91,47.32,221,467,"GIRPercentagefromOtherthanFairway",2011
152,152,"Bio Kim",71,47.31,202,427,"GIRPercentagefromOtherthanFairway",2011
152,152,"Brendan Steele",89,47.31,202,427,"GIRPercentagefromOtherthanFairway",2011
154,154,"Jim Renner",65,47.24,154,326,"GIRPercentagefromOtherthanFairway",2011
155,155,"Justin Leonard",82,47.22,187,396,"GIRPercentagefromOtherthanFairway",2011
155,155,"Tim Petrovic",88,47.22,195,413,"GIRPercentagefromOtherthanFairway",2011
157,157,"Kevin Kisner",70,46.99,164,349,"GIRPercentagefromOtherthanFairway",2011
158,158,"Richard Johnson",64,46.96,139,296,"GIRPercentagefromOtherthanFairway",2011
159,159,"Ben Martin",74,46.93,168,358,"GIRPercentagefromOtherthanFairway",2011
160,160,"Shane Bertsch",62,46.9,121,258,"GIRPercentagefromOtherthanFairway",2011
161,161,"Stuart Appleby",65,46.84,178,380,"GIRPercentagefromOtherthanFairway",2011
162,162,"Matt Bettencourt",84,46.58,238,511,"GIRPercentagefromOtherthanFairway",2011
163,163,"Derek Lamely",65,46.56,203,436,"GIRPercentagefromOtherthanFairway",2011
164,164,"Scott McCarron",65,46.51,140,301,"GIRPercentagefromOtherthanFairway",2011
165,165,"Dean Wilson",62,46.49,139,299,"GIRPercentagefromOtherthanFairway",2011
166,166,"Arjun Atwal",91,46.32,258,557,"GIRPercentagefromOtherthanFairway",2011
167,167,"Steve Flesch",88,46.24,209,452,"GIRPercentagefromOtherthanFairway",2011
168,168,"Justin Hicks",60,46.12,101,219,"GIRPercentagefromOtherthanFairway",2011
169,169,"Rich Beem",53,46.07,123,267,"GIRPercentagefromOtherthanFairway",2011
170,170,"Zach Johnson",79,45.89,145,316,"GIRPercentagefromOtherthanFairway",2011
171,171,"Cameron Beckman",71,45.75,167,365,"GIRPercentagefromOtherthanFairway",2011
172,172,"Brian Gay",90,45.71,149,326,"GIRPercentagefromOtherthanFairway",2011
173,173,"Daniel Summerhays",75,45.5,172,378,"GIRPercentagefromOtherthanFairway",2011
174,174,"Chris Riley",76,45.48,136,299,"GIRPercentagefromOtherthanFairway",2011
175,175,"Michael Connell",76,45.45,165,363,"GIRPercentagefromOtherthanFairway",2011
176,176,"Martin Piller",63,45.38,172,379,"GIRPercentagefromOtherthanFairway",2011
177,177,"Aron Price",58,45.37,98,216,"GIRPercentagefromOtherthanFairway",2011
178,178,"Jim Furyk",87,45.19,174,385,"GIRPercentagefromOtherthanFairway",2011
179,179,"Garrett Willis",71,44.98,139,309,"GIRPercentagefromOtherthanFairway",2011
180,180,"Nate Smith",66,44.95,147,327,"GIRPercentagefromOtherthanFairway",2011
181,181,"Sung Kang",63,44.76,141,315,"GIRPercentagefromOtherthanFairway",2011
182,182,"Colt Knost",80,44.73,157,351,"GIRPercentagefromOtherthanFairway",2011
183,183,"DJ Brigman",67,44.44,164,369,"GIRPercentagefromOtherthanFairway",2011
184,184,"Jerry Kelly",85,43.96,131,298,"GIRPercentagefromOtherthanFairway",2011
185,185,"Ryan Moore",79,43.78,169,386,"GIRPercentagefromOtherthanFairway",2011
186,186,"Matt McQuillan",59,42.49,116,273,"GIRPercentagefromOtherthanFairway",2011
