"SandSavePercentage_RANKTHISWEEK_2005","SandSavePercentage_RANKLASTWEEK_2005","SandSavePercentage_PLAYERNAME_2005","SandSavePercentage_ROUNDS_2005","SandSavePercentage_Pct_2005","SandSavePercentage_SAVES_2005","SandSavePercentage_BUNKERS_2005","SandSavePercentage_TOTALOUPAR_2005","stat_name","year"
105,105,"Scott Hend",75,48.57,68,140,32,"SandSavePercentage",2005
106,106,"Steve Stricker",62,48.48,48,99,45,"SandSavePercentage",2005
107,107,"Mark Hensby",70,48.45,47,97,45,"SandSavePercentage",2005
108,108,"Todd Fischer",99,48.37,74,153,49,"SandSavePercentage",2005
109,109,"Vaughn Taylor",99,48.3,71,147,46,"SandSavePercentage",2005
110,110,"Bob Estes",92,48.28,70,145,50,"SandSavePercentage",2005
111,111,"Dudley Hart",84,48.21,54,112,46,"SandSavePercentage",2005
112,112,"Ian Poulter",62,48.18,53,110,49,"SandSavePercentage",2005
113,113,"Tom Gillis",77,48.06,62,129,49,"SandSavePercentage",2005
113,113,"Heath Slocum",103,48.06,62,129,54,"SandSavePercentage",2005
115,115,"Robert Gamez",91,48,72,150,60,"SandSavePercentage",2005
116,116,"Danny Briggs",70,47.9,57,119,49,"SandSavePercentage",2005
117,117,"DJ Trahan",81,47.83,55,115,26,"SandSavePercentage",2005
118,118,"Greg Owen",84,47.79,65,136,42,"SandSavePercentage",2005
119,119,"Kent Jones",99,47.74,74,155,56,"SandSavePercentage",2005
120,120,"Jeff Hart",63,47.62,40,84,35,"SandSavePercentage",2005
120,120,"Hideto Tanihara",50,47.62,40,84,37,"SandSavePercentage",2005
120,120,"David Toms",87,47.62,50,105,37,"SandSavePercentage",2005
123,123,"Robert Allenby",95,47.41,55,116,37,"SandSavePercentage",2005
124,124,"Neal Lancaster",95,47.4,73,154,47,"SandSavePercentage",2005
125,125,"Ted Purdy",122,47.34,89,188,59,"SandSavePercentage",2005
126,126,"Padraig Harrington",50,47.06,32,68,19,"SandSavePercentage",2005
127,127,"Paul Gow",78,46.97,62,132,42,"SandSavePercentage",2005
128,128,"Jay Williamson",53,46.88,45,96,29,"SandSavePercentage",2005
129,129,"Paul Azinger",66,46.85,52,111,50,"SandSavePercentage",2005
130,130,"Steve Elkington",67,46.67,49,105,39,"SandSavePercentage",2005
131,131,"Tim Petrovic",97,46.62,69,148,61,"SandSavePercentage",2005
132,132,"Michael Allen",90,46.48,66,142,48,"SandSavePercentage",2005
133,133,"Tom Pernice Jr",111,46.47,79,170,61,"SandSavePercentage",2005
134,134,"Hunter Haas",83,46.32,63,136,50,"SandSavePercentage",2005
135,135,"Woody Austin",100,46.06,76,165,72,"SandSavePercentage",2005
136,136,"Hank Kuehne",84,46,69,150,61,"SandSavePercentage",2005
137,137,"Chris Anderson",66,45.95,51,111,53,"SandSavePercentage",2005
138,138,"Bob Heintz",67,45.9,56,122,49,"SandSavePercentage",2005
139,139,"Tom Lehman",69,45.79,49,107,47,"SandSavePercentage",2005
139,139,"Jeff Maggert",79,45.79,49,107,38,"SandSavePercentage",2005
141,141,"John Huston",90,45.58,67,147,59,"SandSavePercentage",2005
142,142,"Tommy Armour III",103,45.52,61,134,54,"SandSavePercentage",2005
143,143,"Matt Gogel",78,45.38,59,130,73,"SandSavePercentage",2005
144,144,"Jerry Kelly",101,45.26,62,137,54,"SandSavePercentage",2005
145,145,"Bo Van Pelt",112,45.06,73,162,45,"SandSavePercentage",2005
146,146,"Michael Long",72,44.95,49,109,43,"SandSavePercentage",2005
146,146,"Dennis Paulson",63,44.95,49,109,48,"SandSavePercentage",2005
148,148,"Steve Lowery",100,44.87,70,156,45,"SandSavePercentage",2005
149,149,"Will Ma Kenzie",75,44.58,37,83,35,"SandSavePercentage",2005
150,150,"Alex Cejka",84,44.44,60,135,45,"SandSavePercentage",2005
151,151,"Chad Campbell",95,44.37,63,142,50,"SandSavePercentage",2005
152,152,"Jay Haas",54,44.32,39,88,43,"SandSavePercentage",2005
153,153,"Arjun Atwal",65,44.25,50,113,37,"SandSavePercentage",2005
154,154,"John Cook",72,44.17,53,120,49,"SandSavePercentage",2005
155,155,"Matt Davidson",53,44.09,41,93,44,"SandSavePercentage",2005
156,156,"Nick Watney",91,43.85,57,130,40,"SandSavePercentage",2005
157,157,"Jim Carter",62,43.81,46,105,56,"SandSavePercentage",2005
158,158,"Skip Kendall",80,43.75,56,128,65,"SandSavePercentage",2005
159,159,"Scott Gutschewski",86,43.59,51,117,36,"SandSavePercentage",2005
160,160,"Todd Hamilton",94,43.45,63,145,74,"SandSavePercentage",2005
161,161,"Kevin Stadler",96,43.23,67,155,79,"SandSavePercentage",2005
162,162,"Duffy Waldorf",86,43.2,54,125,55,"SandSavePercentage",2005
163,163,"Hunter Mahan",103,42.86,69,161,65,"SandSavePercentage",2005
163,163,"Brett Wetterich",76,42.86,48,112,34,"SandSavePercentage",2005
165,165,"Rocco Mediate",73,42.71,41,96,46,"SandSavePercentage",2005
166,166,"Paul Claxton",79,42.64,55,129,51,"SandSavePercentage",2005
167,167,"Lucas Glover",88,41.96,60,143,52,"SandSavePercentage",2005
168,168,"Jesper Parnevik",84,41.91,57,136,59,"SandSavePercentage",2005
169,169,"Peter Lonard",85,41.67,55,132,61,"SandSavePercentage",2005
169,169,"Chris Smith",93,41.67,55,132,52,"SandSavePercentage",2005
171,171,"Briny Baird",98,41.55,59,142,67,"SandSavePercentage",2005
172,172,"Jeff Brehaut",71,41.46,34,82,35,"SandSavePercentage",2005
173,173,"Bart Bryant",91,41.35,55,133,58,"SandSavePercentage",2005
174,174,"JJ Henry",102,41.01,57,139,49,"SandSavePercentage",2005
175,175,"Joey Sindelar",104,40.94,61,149,67,"SandSavePercentage",2005
176,176,"Kenny Perry",82,40.86,38,93,35,"SandSavePercentage",2005
177,177,"Ben Curtis",65,40.52,47,116,69,"SandSavePercentage",2005
178,178,"John Rollins",97,40.49,66,163,60,"SandSavePercentage",2005
179,179,"Frank Lickliter II",100,40.41,59,146,70,"SandSavePercentage",2005
180,180,"Jason Allred",75,40.3,54,134,54,"SandSavePercentage",2005
181,181,"Harrison Frazar",105,40.26,62,154,70,"SandSavePercentage",2005
182,182,"Jonathan Kaye",77,40.18,45,112,52,"SandSavePercentage",2005
183,183,"Mathias Gronberg",60,39.77,35,88,31,"SandSavePercentage",2005
184,184,"Joe Durant",81,39.67,48,121,44,"SandSavePercentage",2005
185,185,"Scott McCarron",78,39.46,58,147,67,"SandSavePercentage",2005
186,186,"Brian Bateman",98,39.39,52,132,60,"SandSavePercentage",2005
186,186,"Steve Jones",56,39.39,39,99,52,"SandSavePercentage",2005
188,188,"Adam Scott",72,39.29,33,84,45,"SandSavePercentage",2005
189,189,"Thomas Levet",54,39.24,31,79,42,"SandSavePercentage",2005
190,190,"Shaun Micheel",81,39,39,100,46,"SandSavePercentage",2005
191,191,"Charles Warren",89,38.76,50,129,50,"SandSavePercentage",2005
192,192,"Roland Thatcher",75,38.61,39,101,35,"SandSavePercentage",2005
193,193,"Rob Rashell",65,37.74,40,106,53,"SandSavePercentage",2005
194,194,"John Elliott",58,37.38,40,107,53,"SandSavePercentage",2005
195,195,"David Hearn",68,37.23,35,94,42,"SandSavePercentage",2005
196,196,"Bradley Hughes",52,36.78,32,87,42,"SandSavePercentage",2005
197,197,"DJ Brigman",76,35.85,38,106,58,"SandSavePercentage",2005
198,198,"Brandt Jobe",96,35.51,49,138,62,"SandSavePercentage",2005
199,199,"Lee Westwood",50,35.48,22,62,40,"SandSavePercentage",2005
200,200,"Bill Glasson",54,34.33,23,67,42,"SandSavePercentage",2005
201,201,"Patrick Sheehan",114,34.32,58,169,90,"SandSavePercentage",2005
202,202,"Joey Snyder III",102,32.47,50,154,73,"SandSavePercentage",2005
