"OnePuttPercentageRound1_RANKTHISWEEK_2012","OnePuttPercentageRound1_RANKLASTWEEK_2012","OnePuttPercentageRound1_PLAYERNAME_2012","OnePuttPercentageRound1_ROUNDS_2012","OnePuttPercentageRound1_Pct_2012","OnePuttPercentageRound1_OF1PUTTS_2012","OnePuttPercentageRound1_OFHOLES_2012","stat_name","year"
126,126,"Roland Thatcher",55,36.39,131,360,"OnePuttPercentageRound1",2012
128,128,"Bill Haas",79,36.36,144,396,"OnePuttPercentageRound1",2012
129,129,"Erik Compton",81,36.34,157,432,"OnePuttPercentageRound1",2012
130,130,"Will Claxton",99,36.31,183,504,"OnePuttPercentageRound1",2012
131,131,"Geoff Ogilvy",73,36.26,124,342,"OnePuttPercentageRound1",2012
132,132,"John Rollins",81,36.22,163,450,"OnePuttPercentageRound1",2012
133,133,"Charles Howell III",98,36.21,189,522,"OnePuttPercentageRound1",2012
134,134,"Jason Kokrak",79,36.11,169,468,"OnePuttPercentageRound1",2012
134,134,"Kevin Streelman",89,36.11,169,468,"OnePuttPercentageRound1",2012
134,134,"Daniel Summerhays",81,36.11,169,468,"OnePuttPercentageRound1",2012
134,134,"Cameron Tringale",88,36.11,169,468,"OnePuttPercentageRound1",2012
138,138,"Jeff Overton",101,36.02,188,522,"OnePuttPercentageRound1",2012
139,139,"Jeff Maggert",83,36.01,175,486,"OnePuttPercentageRound1",2012
140,140,"Adam Scott",59,35.93,97,270,"OnePuttPercentageRound1",2012
140,140,"Henrik Stenson",51,35.93,97,270,"OnePuttPercentageRound1",2012
142,142,"Kyle Stanley",86,35.9,168,468,"OnePuttPercentageRound1",2012
143,143,"Trevor Immelman",76,35.88,155,432,"OnePuttPercentageRound1",2012
144,144,"Rickie Fowler",84,35.86,142,396,"OnePuttPercentageRound1",2012
145,145,"KJ Choi",71,35.83,129,360,"OnePuttPercentageRound1",2012
146,146,"Harris English",98,35.8,174,486,"OnePuttPercentageRound1",2012
147,147,"Ted Potter Jr",77,35.78,161,450,"OnePuttPercentageRound1",2012
148,148,"Sean OHair",84,35.75,148,414,"OnePuttPercentageRound1",2012
149,149,"Camilo Villegas",79,35.65,154,432,"OnePuttPercentageRound1",2012
150,150,"Ricky Barnes",92,35.6,173,486,"OnePuttPercentageRound1",2012
151,151,"Angel Cabrera",54,35.56,128,360,"OnePuttPercentageRound1",2012
152,152,"Tim Herron",88,35.39,172,486,"OnePuttPercentageRound1",2012
153,153,"Stephen Gangluff",57,35.35,140,396,"OnePuttPercentageRound1",2012
154,154,"DJ Trahan",73,35.33,159,450,"OnePuttPercentageRound1",2012
155,155,"Daniel Chopra",55,35.28,127,360,"OnePuttPercentageRound1",2012
156,156,"Chad Campbell",84,35.19,171,486,"OnePuttPercentageRound1",2012
156,156,"Matt Jones",53,35.19,114,324,"OnePuttPercentageRound1",2012
158,158,"Kevin Kisner",69,35.02,145,414,"OnePuttPercentageRound1",2012
159,159,"Stewart Cink",71,34.92,132,378,"OnePuttPercentageRound1",2012
159,159,"Steve Wheatcroft",56,34.92,132,378,"OnePuttPercentageRound1",2012
161,161,"John Merrick",83,34.89,157,450,"OnePuttPercentageRound1",2012
162,162,"DA Points",88,34.87,182,522,"OnePuttPercentageRound1",2012
163,163,"Hunter Haas",69,34.85,138,396,"OnePuttPercentageRound1",2012
164,164,"Ben Curtis",62,34.8,119,342,"OnePuttPercentageRound1",2012
165,165,"Robert Allenby",76,34.77,169,486,"OnePuttPercentageRound1",2012
165,165,"Jason Bohn",81,34.77,169,486,"OnePuttPercentageRound1",2012
167,167,"Charley Hoffman",88,34.57,168,486,"OnePuttPercentageRound1",2012
168,168,"Roberto Castro",92,34.4,161,468,"OnePuttPercentageRound1",2012
169,169,"Dicky Pride",62,34.26,111,324,"OnePuttPercentageRound1",2012
170,170,"Cameron Beckman",81,34.22,154,450,"OnePuttPercentageRound1",2012
171,171,"Robert Garrigus",89,34.19,160,468,"OnePuttPercentageRound1",2012
172,172,"Gary Christian",91,34.16,166,486,"OnePuttPercentageRound1",2012
173,173,"Miguel Angel Carballo",73,34.03,147,432,"OnePuttPercentageRound1",2012
174,174,"Scott Brown",65,33.57,139,414,"OnePuttPercentageRound1",2012
174,174,"Richard Lee",71,33.57,139,414,"OnePuttPercentageRound1",2012
176,176,"Alexandre Rocha",62,33.33,120,360,"OnePuttPercentageRound1",2012
177,177,"Kyle Reifers",86,33.13,161,486,"OnePuttPercentageRound1",2012
178,178,"Jhonattan Vegas",77,33.11,149,450,"OnePuttPercentageRound1",2012
179,179,"Bobby Gates",87,32.74,165,504,"OnePuttPercentageRound1",2012
180,180,"Hunter Mahan",88,32.32,128,396,"OnePuttPercentageRound1",2012
181,181,"JJ Henry",93,32.3,157,486,"OnePuttPercentageRound1",2012
182,182,"Chez Reavie",83,32.26,151,468,"OnePuttPercentageRound1",2012
183,183,"Heath Slocum",93,32.14,162,504,"OnePuttPercentageRound1",2012
184,184,"Edward Loar",59,32.07,127,396,"OnePuttPercentageRound1",2012
185,185,"Kris Blanks",65,31.4,130,414,"OnePuttPercentageRound1",2012
186,186,"Charlie Beljan",61,31.22,118,378,"OnePuttPercentageRound1",2012
186,186,"Kyle Thompson",51,31.22,118,378,"OnePuttPercentageRound1",2012
188,188,"Kevin Stadler",85,31.02,134,432,"OnePuttPercentageRound1",2012
189,189,"Scott Dunlap",57,30.41,104,342,"OnePuttPercentageRound1",2012
190,190,"Michael Bradley",63,30.19,125,414,"OnePuttPercentageRound1",2012
191,191,"Boo Weekley",74,29.63,128,432,"OnePuttPercentageRound1",2012
