"OnePuttPercentageRound1_RANKTHISWEEK_2007","OnePuttPercentageRound1_RANKLASTWEEK_2007","OnePuttPercentageRound1_PLAYERNAME_2007","OnePuttPercentageRound1_ROUNDS_2007","OnePuttPercentageRound1_Pct_2007","OnePuttPercentageRound1_OF1PUTTS_2007","OnePuttPercentageRound1_OFHOLES_2007","stat_name","year"
144,144,"Robert Garrigus",95,35.32,178,504,"OnePuttPercentageRound1",2007
145,145,"Nick Watney",87,35.26,165,468,"OnePuttPercentageRound1",2007
146,146,"Mark Brooks",53,35.19,114,324,"OnePuttPercentageRound1",2007
146,146,"Bill Haas",93,35.19,190,540,"OnePuttPercentageRound1",2007
146,146,"Brett Quigley",79,35.19,152,432,"OnePuttPercentageRound1",2007
149,149,"Mike Weir",82,35.1,139,396,"OnePuttPercentageRound1",2007
150,150,"John Merrick",92,35.06,183,522,"OnePuttPercentageRound1",2007
151,151,"Anthony Kim",93,35.04,164,468,"OnePuttPercentageRound1",2007
152,152,"Brett Wetterich",88,34.98,170,486,"OnePuttPercentageRound1",2007
153,153,"Kenny Perry",83,34.95,151,432,"OnePuttPercentageRound1",2007
154,154,"Vaughn Taylor",91,34.92,176,504,"OnePuttPercentageRound1",2007
155,155,"Jeff Maggert",79,34.89,157,450,"OnePuttPercentageRound1",2007
156,156,"Boo Weekley",101,34.87,182,522,"OnePuttPercentageRound1",2007
157,157,"John Daly",59,34.85,138,396,"OnePuttPercentageRound1",2007
158,158,"Glen Day",85,34.77,169,486,"OnePuttPercentageRound1",2007
159,159,"Shaun Micheel",91,34.72,175,504,"OnePuttPercentageRound1",2007
160,160,"Joey Sindelar",75,34.67,156,450,"OnePuttPercentageRound1",2007
160,160,"Kirk Triplett",77,34.67,156,450,"OnePuttPercentageRound1",2007
162,162,"Robert Gamez",88,34.63,187,540,"OnePuttPercentageRound1",2007
162,162,"Billy Mayfair",98,34.63,187,540,"OnePuttPercentageRound1",2007
162,162,"Ryan Palmer",91,34.63,187,540,"OnePuttPercentageRound1",2007
165,165,"Jason Schultz",63,34.6,137,396,"OnePuttPercentageRound1",2007
166,166,"Alex Cejka",80,34.49,149,432,"OnePuttPercentageRound1",2007
167,167,"Tom Byrum",50,34.44,124,360,"OnePuttPercentageRound1",2007
168,168,"Robert Allenby",90,34.36,167,486,"OnePuttPercentageRound1",2007
169,169,"Matt Hendrix",63,34.26,148,432,"OnePuttPercentageRound1",2007
169,169,"Paul Stankowski",52,34.26,111,324,"OnePuttPercentageRound1",2007
171,171,"Richard Johnson",93,34.2,197,576,"OnePuttPercentageRound1",2007
172,172,"Michael Putnam",96,34.1,178,522,"OnePuttPercentageRound1",2007
173,173,"Jim Rutledge",59,34.06,141,414,"OnePuttPercentageRound1",2007
174,174,"Harrison Frazar",88,33.85,195,576,"OnePuttPercentageRound1",2007
175,175,"Charles Warren",101,33.72,176,522,"OnePuttPercentageRound1",2007
176,176,"Michael Allen",74,33.59,133,396,"OnePuttPercentageRound1",2007
176,176,"Fred Funk",65,33.59,133,396,"OnePuttPercentageRound1",2007
178,178,"Jeff Brehaut",59,33.33,126,378,"OnePuttPercentageRound1",2007
178,178,"Davis Love III",66,33.33,120,360,"OnePuttPercentageRound1",2007
180,180,"Greg Owen",81,33.14,173,522,"OnePuttPercentageRound1",2007
181,181,"Chad Campbell",96,33.13,161,486,"OnePuttPercentageRound1",2007
182,182,"Darron Stiles",65,33.1,143,432,"OnePuttPercentageRound1",2007
183,183,"Tom Lehman",62,33.04,113,342,"OnePuttPercentageRound1",2007
184,184,"David Branshaw",83,32.96,178,540,"OnePuttPercentageRound1",2007
185,185,"Peter Lonard",85,32.92,160,486,"OnePuttPercentageRound1",2007
186,186,"Scott Gutschewski",67,32.83,130,396,"OnePuttPercentageRound1",2007
187,187,"JJ Henry",86,32.67,147,450,"OnePuttPercentageRound1",2007
187,187,"Mark Wilson",87,32.67,147,450,"OnePuttPercentageRound1",2007
189,189,"Jaco Van Zyl",51,32.28,122,378,"OnePuttPercentageRound1",2007
190,190,"Kevin Stadler",95,31.72,177,558,"OnePuttPercentageRound1",2007
191,191,"Trevor Immelman",74,31.11,112,360,"OnePuttPercentageRound1",2007
192,192,"Joe Durant",88,31.07,151,486,"OnePuttPercentageRound1",2007
193,193,"Jeff Gove",103,30.56,165,540,"OnePuttPercentageRound1",2007
193,193,"JB Holmes",71,30.56,132,432,"OnePuttPercentageRound1",2007
193,193,"Chris Stroud",66,30.56,132,432,"OnePuttPercentageRound1",2007
196,196,"Tommy Armour III",81,30.09,130,432,"OnePuttPercentageRound1",2007
