"RoughTendency_RANKTHISWEEK_2010","RoughTendency_RANKLASTWEEK_2010","RoughTendency_PLAYERNAME_2010","RoughTendency_ROUNDS_2010","RoughTendency_Pct_2010","RoughTendency_TOTALROUGH_2010","RoughTendency_POSSIBLEFWYS_2010","RoughTendency_RELATIVETOPAR_2010","stat_name","year"
88,88,"Jerod Turner",54,27.24,149,547,2.01,"RoughTendency",2010
89,89,"JJ Henry",92,27.37,297,1085,0.3,"RoughTendency",2010
90,90,"Greg Owen",69,27.39,232,847,1.68,"RoughTendency",2010
91,91,"Kevin Stadler",86,27.45,272,991,0.96,"RoughTendency",2010
92,92,"Mathias Gronberg",61,27.5,190,691,1.11,"RoughTendency",2010
93,93,"Trevor Immelman",55,27.57,161,584,0.12,"RoughTendency",2010
94,94,"Freddie Jacobson",83,27.58,294,1066,1.02,"RoughTendency",2010
94,94,"Chris Stroud",90,27.58,273,990,0.4,"RoughTendency",2010
96,96,"Bo Van Pelt",104,27.59,333,1207,0.42,"RoughTendency",2010
97,97,"Dean Wilson",54,27.69,180,650,-0.22,"RoughTendency",2010
98,98,"Jeff Gove",57,27.7,169,610,2.31,"RoughTendency",2010
99,99,"JP Hayes",79,27.74,261,941,1,"RoughTendency",2010
100,100,"Ted Purdy",86,27.84,282,1013,1.45,"RoughTendency",2010
101,101,"Charley Hoffman",85,27.86,295,1059,0.58,"RoughTendency",2010
102,102,"Kevin Na",94,27.87,291,1044,0.55,"RoughTendency",2010
103,103,"Michael Sim",64,27.91,204,731,0.34,"RoughTendency",2010
104,104,"Robert Allenby",76,27.93,236,845,0.42,"RoughTendency",2010
104,104,"DA Points",90,27.93,305,1092,0.89,"RoughTendency",2010
106,106,"Briny Baird",87,27.99,304,1086,1.02,"RoughTendency",2010
107,107,"Chris Tidland",77,28.09,264,940,0.68,"RoughTendency",2010
108,108,"Lucas Glover",75,28.19,230,816,0.57,"RoughTendency",2010
109,109,"Matt Every",60,28.22,197,698,1.22,"RoughTendency",2010
110,110,"Sergio Garcia",58,28.25,139,492,-0.22,"RoughTendency",2010
111,111,"Cameron Beckman",68,28.31,231,816,1.43,"RoughTendency",2010
112,112,"Michael Connell",89,28.36,302,1065,1.09,"RoughTendency",2010
113,113,"Steve Lowery",67,28.38,216,761,1.2,"RoughTendency",2010
114,114,"Brian Stuard",81,28.47,277,973,1.23,"RoughTendency",2010
115,115,"Bryce Molder",84,28.59,287,1004,0.56,"RoughTendency",2010
116,116,"Mark Calcavecchia",50,28.6,131,458,1.22,"RoughTendency",2010
117,117,"Chad Collins",87,28.65,296,1033,1.22,"RoughTendency",2010
118,118,"Shaun Micheel",70,28.79,211,733,1.04,"RoughTendency",2010
119,119,"Bill Lunde",79,28.8,265,920,1.02,"RoughTendency",2010
120,120,"Roger Tambellini",77,28.94,246,850,1.42,"RoughTendency",2010
121,121,"Greg Kraft",52,28.97,155,535,2.32,"RoughTendency",2010
122,122,"Ryuji Imada",90,29.03,335,1154,0.93,"RoughTendency",2010
123,123,"Bob Estes",79,29.07,282,970,0.04,"RoughTendency",2010
124,124,"Garth Mulroy",53,29.12,168,577,1.01,"RoughTendency",2010
125,125,"Jonathan Byrd",85,29.14,329,1129,0.24,"RoughTendency",2010
126,126,"Andrew McLardy",52,29.16,177,607,0.85,"RoughTendency",2010
127,127,"Rory Sabbatini",79,29.17,271,929,0.22,"RoughTendency",2010
128,128,"Brett Quigley",96,29.26,352,1203,0.6,"RoughTendency",2010
129,129,"Michael Bradley",77,29.41,275,935,0.8,"RoughTendency",2010
130,130,"Stewart Cink",84,29.46,264,896,0.15,"RoughTendency",2010
131,131,"Steve Marino",81,29.51,257,871,0.7,"RoughTendency",2010
132,132,"Sean OHair",84,29.68,268,903,0.49,"RoughTendency",2010
133,133,"Paul Casey",64,29.8,183,614,-0.05,"RoughTendency",2010
134,134,"Ian Poulter",55,29.89,139,465,1.37,"RoughTendency",2010
135,135,"Stuart Appleby",101,29.97,362,1208,0.41,"RoughTendency",2010
136,136,"Chris Wilson",65,30,213,710,0.99,"RoughTendency",2010
137,137,"Cameron Tringale",55,30.06,187,622,0.8,"RoughTendency",2010
138,138,"Nathan Green",86,30.08,336,1117,1.43,"RoughTendency",2010
139,139,"Roland Thatcher",72,30.29,282,931,0.92,"RoughTendency",2010
140,140,"Nick Watney",91,30.42,292,960,-0.07,"RoughTendency",2010
141,141,"Rory McIlroy",54,30.56,169,553,0.24,"RoughTendency",2010
142,142,"Brad Faxon",58,30.61,202,660,2.62,"RoughTendency",2010
143,143,"Cameron Percy",73,30.63,249,813,0.16,"RoughTendency",2010
144,144,"Vijay Singh",75,30.7,241,785,0.41,"RoughTendency",2010
145,145,"Troy Merritt",86,30.71,324,1055,0.99,"RoughTendency",2010
146,146,"Greg Chalmers",93,30.72,368,1198,0.6,"RoughTendency",2010
146,146,"Webb Simpson",98,30.72,388,1263,0.44,"RoughTendency",2010
148,148,"Adam Scott",70,30.78,221,718,-0.05,"RoughTendency",2010
149,149,"Jeev Milkha Singh",59,30.81,220,714,0.68,"RoughTendency",2010
150,150,"Joe Ogilvie",99,30.87,364,1179,0.74,"RoughTendency",2010
151,151,"Matt Jones",89,31.06,341,1098,0.41,"RoughTendency",2010
152,152,"DJ Trahan",92,31.12,351,1128,0.11,"RoughTendency",2010
153,153,"Troy Matteson",84,31.22,339,1086,0.53,"RoughTendency",2010
154,154,"James Driscoll",78,31.24,318,1018,0.22,"RoughTendency",2010
155,155,"Camilo Villegas",78,31.27,242,774,0.62,"RoughTendency",2010
156,156,"Ricky Barnes",103,31.3,354,1131,0.42,"RoughTendency",2010
157,157,"Luke Donald",71,31.31,227,725,-0.4,"RoughTendency",2010
158,158,"Jason Day",82,31.49,307,975,0.75,"RoughTendency",2010
159,159,"Lee Janzen",77,31.6,303,959,0.92,"RoughTendency",2010
160,160,"Brett Wetterich",54,31.65,232,733,-0.22,"RoughTendency",2010
161,161,"Martin Laird",91,31.99,348,1088,0.6,"RoughTendency",2010
162,162,"David Duval",71,32.01,241,753,1,"RoughTendency",2010
163,163,"Vance Veazey",58,32.06,210,655,1.62,"RoughTendency",2010
164,164,"Scott Piercy",88,32.16,355,1104,0.9,"RoughTendency",2010
165,165,"Matt Bettencourt",91,32.39,309,954,0.97,"RoughTendency",2010
166,166,"Aaron Baddeley",94,32.61,390,1196,-0.18,"RoughTendency",2010
167,167,"Marc Leishman",87,32.62,322,987,0.53,"RoughTendency",2010
168,168,"Alex Prugh",88,32.76,359,1096,0.72,"RoughTendency",2010
169,169,"Ryan Palmer",84,32.79,319,973,0.5,"RoughTendency",2010
170,170,"Ernie Els",72,32.81,250,762,-0.2,"RoughTendency",2010
171,171,"David Lutterus",69,32.99,253,767,1.11,"RoughTendency",2010
172,172,"Brenden Pappas",66,33.33,250,750,1.28,"RoughTendency",2010
173,173,"Geoff Ogilvy",62,33.38,230,689,0.17,"RoughTendency",2010
174,174,"Andres Romero",73,33.5,331,988,0.82,"RoughTendency",2010
175,175,"Robert Garrigus",71,33.53,280,835,0.93,"RoughTendency",2010
176,176,"Rich Barcelo",70,33.85,264,780,1.7,"RoughTendency",2010
177,177,"JB Holmes",100,33.92,406,1197,0.1,"RoughTendency",2010
178,178,"Padraig Harrington",57,34,204,600,0.05,"RoughTendency",2010
179,179,"Charles Howell III",103,34.12,419,1228,-0.17,"RoughTendency",2010
179,179,"Jeff Overton",89,34.12,331,970,0.51,"RoughTendency",2010
181,181,"George McNeill",79,34.41,330,959,0.15,"RoughTendency",2010
182,182,"Bubba Watson",77,34.46,316,917,-0.6,"RoughTendency",2010
183,183,"Dustin Johnson",83,34.49,297,861,0.37,"RoughTendency",2010
184,184,"Mike Weir",59,34.74,189,544,1.69,"RoughTendency",2010
185,185,"Derek Lamely",81,34.94,305,873,1.11,"RoughTendency",2010
186,186,"Tim Herron",79,35.16,333,947,1.17,"RoughTendency",2010
187,187,"Daniel Chopra",74,35.75,325,909,0.34,"RoughTendency",2010
188,188,"John Daly",63,36.95,235,636,1.06,"RoughTendency",2010
189,189,"Phil Mickelson",76,37.32,290,777,0.17,"RoughTendency",2010
190,190,"Jimmy Walker",82,37.77,355,940,-0.25,"RoughTendency",2010
191,191,"Angel Cabrera",64,37.8,265,701,0,"RoughTendency",2010
192,192,"Martin Flores",75,38.18,331,867,0.66,"RoughTendency",2010
