"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2010","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2010","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2010","AverageApproachDistanceBirdieorBetter_ROUNDS_2010","AverageApproachDistanceBirdieorBetter_AVGYARDS_2010","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2010","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2010","stat_name","year"
37,NA,"Cliff Kresge",50,164.9,843086,142,"AverageApproachDistanceBirdieorBetter",2010
38,NA,"Heath Slocum",97,165,1520455,256,"AverageApproachDistanceBirdieorBetter",2010
39,NA,"Vijay Singh",75,165.1,1284155,216,"AverageApproachDistanceBirdieorBetter",2010
40,NA,"Michael Connell",89,165.2,1665637,280,"AverageApproachDistanceBirdieorBetter",2010
40,NA,"Tim Petrovic",105,165.2,1951147,328,"AverageApproachDistanceBirdieorBetter",2010
42,NA,"Jim Furyk",76,165.3,1321034,222,"AverageApproachDistanceBirdieorBetter",2010
42,NA,"Jeff Overton",89,165.3,1659808,279,"AverageApproachDistanceBirdieorBetter",2010
42,NA,"Carl Pettersson",99,165.3,1796948,302,"AverageApproachDistanceBirdieorBetter",2010
45,NA,"Blake Adams",84,165.4,1589404,267,"AverageApproachDistanceBirdieorBetter",2010
46,NA,"Joe Durant",67,165.6,1240154,208,"AverageApproachDistanceBirdieorBetter",2010
47,NA,"Alex Cejka",81,165.8,1372466,230,"AverageApproachDistanceBirdieorBetter",2010
48,NA,"Spencer Levin",110,166,2138903,358,"AverageApproachDistanceBirdieorBetter",2010
48,NA,"Geoff Ogilvy",62,166,1237397,207,"AverageApproachDistanceBirdieorBetter",2010
50,NA,"Steve Flesch",78,166.3,1299271,217,"AverageApproachDistanceBirdieorBetter",2010
50,NA,"Tim Herron",79,166.3,1406955,235,"AverageApproachDistanceBirdieorBetter",2010
50,NA,"Charlie Wi",95,166.3,1934021,323,"AverageApproachDistanceBirdieorBetter",2010
53,NA,"Mike Weir",59,166.4,814779,136,"AverageApproachDistanceBirdieorBetter",2010
54,NA,"Ernie Els",72,166.7,1307878,218,"AverageApproachDistanceBirdieorBetter",2010
54,NA,"Greg Owen",69,166.7,1242569,207,"AverageApproachDistanceBirdieorBetter",2010
56,NA,"JJ Henry",92,167.2,1595561,265,"AverageApproachDistanceBirdieorBetter",2010
57,NA,"Woody Austin",93,167.3,1806797,300,"AverageApproachDistanceBirdieorBetter",2010
58,NA,"Bob Estes",79,167.5,1459070,242,"AverageApproachDistanceBirdieorBetter",2010
59,NA,"Shaun Micheel",70,167.6,1128473,187,"AverageApproachDistanceBirdieorBetter",2010
60,NA,"Chad Campbell",95,167.7,1738289,288,"AverageApproachDistanceBirdieorBetter",2010
61,NA,"Luke Donald",71,167.8,1238042,205,"AverageApproachDistanceBirdieorBetter",2010
61,NA,"Matt Every",60,167.8,1202046,199,"AverageApproachDistanceBirdieorBetter",2010
63,NA,"David Duval",71,168,1263914,209,"AverageApproachDistanceBirdieorBetter",2010
63,NA,"Zach Johnson",93,168,1833063,303,"AverageApproachDistanceBirdieorBetter",2010
65,NA,"Steve Stricker",73,168.1,1434578,237,"AverageApproachDistanceBirdieorBetter",2010
66,NA,"Jason Bohn",84,168.2,1725228,285,"AverageApproachDistanceBirdieorBetter",2010
67,NA,"Lee Janzen",77,168.4,1467055,242,"AverageApproachDistanceBirdieorBetter",2010
68,NA,"Chad Collins",87,168.5,1541058,254,"AverageApproachDistanceBirdieorBetter",2010
68,NA,"Roland Thatcher",72,168.5,1298377,214,"AverageApproachDistanceBirdieorBetter",2010
70,NA,"Will Ma Kenzie",72,168.6,1456403,240,"AverageApproachDistanceBirdieorBetter",2010
71,NA,"Billy Mayfair",78,169.4,1292915,212,"AverageApproachDistanceBirdieorBetter",2010
72,NA,"Jarrod Lyle",54,169.5,933863,153,"AverageApproachDistanceBirdieorBetter",2010
72,NA,"Brenden Pappas",66,169.5,1129104,185,"AverageApproachDistanceBirdieorBetter",2010
74,NA,"KJ Choi",82,169.6,1391894,228,"AverageApproachDistanceBirdieorBetter",2010
75,NA,"Scott Piercy",88,169.7,1955308,320,"AverageApproachDistanceBirdieorBetter",2010
76,NA,"Brendon de Jonge",114,169.9,2122096,347,"AverageApproachDistanceBirdieorBetter",2010
77,NA,"Stephen Ames",75,170,1554706,254,"AverageApproachDistanceBirdieorBetter",2010
77,NA,"Stuart Appleby",101,170,1824155,298,"AverageApproachDistanceBirdieorBetter",2010
77,NA,"Brian Davis",101,170,1848621,302,"AverageApproachDistanceBirdieorBetter",2010
77,NA,"Rickie Fowler",98,170,1890716,309,"AverageApproachDistanceBirdieorBetter",2010
81,NA,"Ryan Palmer",84,170.1,1727221,282,"AverageApproachDistanceBirdieorBetter",2010
82,NA,"Matt Kuchar",97,170.2,1966997,321,"AverageApproachDistanceBirdieorBetter",2010
82,NA,"Rocco Mediate",71,170.2,1213418,198,"AverageApproachDistanceBirdieorBetter",2010
82,NA,"Jimmy Walker",82,170.2,1544303,252,"AverageApproachDistanceBirdieorBetter",2010
85,NA,"Ricky Barnes",103,170.4,1895152,309,"AverageApproachDistanceBirdieorBetter",2010
85,NA,"Jerry Kelly",99,170.4,1760911,287,"AverageApproachDistanceBirdieorBetter",2010
87,NA,"Kevin Sutherland",86,170.5,1638929,267,"AverageApproachDistanceBirdieorBetter",2010
88,NA,"Briny Baird",87,170.6,1553664,253,"AverageApproachDistanceBirdieorBetter",2010
88,NA,"Andrew McLardy",52,170.6,835430,136,"AverageApproachDistanceBirdieorBetter",2010
90,NA,"Jonathan Byrd",85,170.9,1888371,307,"AverageApproachDistanceBirdieorBetter",2010
90,NA,"Michael Sim",64,170.9,1156764,188,"AverageApproachDistanceBirdieorBetter",2010
92,NA,"Cameron Beckman",68,171,1175961,191,"AverageApproachDistanceBirdieorBetter",2010
92,NA,"Robert Garrigus",71,171,1453101,236,"AverageApproachDistanceBirdieorBetter",2010
92,NA,"Ian Poulter",55,171,658747,107,"AverageApproachDistanceBirdieorBetter",2010
92,NA,"Justin Rose",78,171,1711084,278,"AverageApproachDistanceBirdieorBetter",2010
96,NA,"Chris Stroud",90,171.3,1584718,257,"AverageApproachDistanceBirdieorBetter",2010
96,NA,"Vaughn Taylor",87,171.3,1862705,302,"AverageApproachDistanceBirdieorBetter",2010
98,NA,"John Mallinger",78,171.5,1426040,231,"AverageApproachDistanceBirdieorBetter",2010
99,NA,"Matt Bettencourt",91,171.7,1520335,246,"AverageApproachDistanceBirdieorBetter",2010
99,NA,"Steve Marino",81,171.7,1539198,249,"AverageApproachDistanceBirdieorBetter",2010
99,NA,"Boo Weekley",88,171.7,1545454,250,"AverageApproachDistanceBirdieorBetter",2010
102,NA,"Brian Stuard",81,171.8,1447505,234,"AverageApproachDistanceBirdieorBetter",2010
103,NA,"Josh Teater",101,171.9,1955765,316,"AverageApproachDistanceBirdieorBetter",2010
104,NA,"Stewart Cink",84,172,1560592,252,"AverageApproachDistanceBirdieorBetter",2010
104,NA,"Bill Haas",87,172,1777573,287,"AverageApproachDistanceBirdieorBetter",2010
104,NA,"Mark Wilson",87,172,1659852,268,"AverageApproachDistanceBirdieorBetter",2010
107,NA,"Mathias Gronberg",61,172.1,1134038,183,"AverageApproachDistanceBirdieorBetter",2010
107,NA,"Nick Watney",91,172.1,1809488,292,"AverageApproachDistanceBirdieorBetter",2010
109,NA,"Mark Calcavecchia",50,172.2,700442,113,"AverageApproachDistanceBirdieorBetter",2010
109,NA,"James Nitties",92,172.2,1828462,295,"AverageApproachDistanceBirdieorBetter",2010
111,NA,"Joe Ogilvie",99,172.6,1913868,308,"AverageApproachDistanceBirdieorBetter",2010
111,NA,"YE Yang",72,172.6,1379667,222,"AverageApproachDistanceBirdieorBetter",2010
113,NA,"Michael Letzig",84,172.7,1865026,300,"AverageApproachDistanceBirdieorBetter",2010
114,NA,"Troy Matteson",84,172.8,1624043,261,"AverageApproachDistanceBirdieorBetter",2010
115,NA,"Derek Lamely",81,172.9,1300787,209,"AverageApproachDistanceBirdieorBetter",2010
116,NA,"Kenny Perry",69,173,1232946,198,"AverageApproachDistanceBirdieorBetter",2010
116,NA,"Kevin Streelman",90,173,1874773,301,"AverageApproachDistanceBirdieorBetter",2010
118,NA,"Nicholas Thompson",88,173.1,1639304,263,"AverageApproachDistanceBirdieorBetter",2010
119,NA,"David Lutterus",69,173.2,1022282,164,"AverageApproachDistanceBirdieorBetter",2010
120,NA,"Roger Tambellini",77,173.3,1172869,188,"AverageApproachDistanceBirdieorBetter",2010
120,NA,"Brett Wetterich",54,173.3,1204362,193,"AverageApproachDistanceBirdieorBetter",2010
122,NA,"Dustin Johnson",83,173.4,1679048,269,"AverageApproachDistanceBirdieorBetter",2010
122,NA,"Cameron Tringale",55,173.4,936295,150,"AverageApproachDistanceBirdieorBetter",2010
124,NA,"Robert Allenby",76,173.5,1543023,247,"AverageApproachDistanceBirdieorBetter",2010
124,NA,"DA Points",90,173.5,1730318,277,"AverageApproachDistanceBirdieorBetter",2010
124,NA,"John Rollins",81,173.5,1842655,295,"AverageApproachDistanceBirdieorBetter",2010
127,NA,"Kevin Na",94,173.6,1818975,291,"AverageApproachDistanceBirdieorBetter",2010
128,NA,"Steve Elkington",74,173.9,1233322,197,"AverageApproachDistanceBirdieorBetter",2010
128,NA,"George McNeill",79,173.9,1696323,271,"AverageApproachDistanceBirdieorBetter",2010
128,NA,"Ryan Moore",80,173.9,1439879,230,"AverageApproachDistanceBirdieorBetter",2010
131,NA,"Marc Leishman",87,174,1722154,275,"AverageApproachDistanceBirdieorBetter",2010
132,NA,"Cameron Percy",73,174.4,1324778,211,"AverageApproachDistanceBirdieorBetter",2010
133,NA,"Garrett Willis",82,174.7,1654062,263,"AverageApproachDistanceBirdieorBetter",2010
134,NA,"Graham DeLaet",88,174.9,1870229,297,"AverageApproachDistanceBirdieorBetter",2010
134,NA,"Nathan Green",86,174.9,1706026,271,"AverageApproachDistanceBirdieorBetter",2010
134,NA,"Aron Price",70,174.9,1473185,234,"AverageApproachDistanceBirdieorBetter",2010
137,NA,"Kris Blanks",91,175,1543392,245,"AverageApproachDistanceBirdieorBetter",2010
137,NA,"Trevor Immelman",55,175,831703,132,"AverageApproachDistanceBirdieorBetter",2010
139,NA,"John Daly",63,175.1,1109346,176,"AverageApproachDistanceBirdieorBetter",2010
140,NA,"Tom Gillis",97,175.2,2315095,367,"AverageApproachDistanceBirdieorBetter",2010
141,NA,"Steve Lowery",67,175.3,1110481,176,"AverageApproachDistanceBirdieorBetter",2010
142,NA,"Alex Prugh",88,175.4,1837576,291,"AverageApproachDistanceBirdieorBetter",2010
143,NA,"Paul Stankowski",62,175.5,1352149,214,"AverageApproachDistanceBirdieorBetter",2010
143,NA,"Chris Tidland",77,175.5,1547776,245,"AverageApproachDistanceBirdieorBetter",2010
145,NA,"Rich Barcelo",70,175.7,1239735,196,"AverageApproachDistanceBirdieorBetter",2010
146,NA,"Bill Lunde",79,175.8,1335035,211,"AverageApproachDistanceBirdieorBetter",2010
147,NA,"Sergio Garcia",58,175.9,798059,126,"AverageApproachDistanceBirdieorBetter",2010
147,NA,"Charles Howell III",103,175.9,2019948,319,"AverageApproachDistanceBirdieorBetter",2010
147,NA,"Bo Van Pelt",104,175.9,2178504,344,"AverageApproachDistanceBirdieorBetter",2010
150,NA,"Sean OHair",84,176.1,1413779,223,"AverageApproachDistanceBirdieorBetter",2010
150,NA,"Charles Warren",64,176.1,1382179,218,"AverageApproachDistanceBirdieorBetter",2010
152,NA,"Daniel Chopra",74,176.3,1428121,225,"AverageApproachDistanceBirdieorBetter",2010
152,NA,"DJ Trahan",92,176.3,2018669,318,"AverageApproachDistanceBirdieorBetter",2010
154,NA,"Adam Scott",70,176.5,1270915,200,"AverageApproachDistanceBirdieorBetter",2010
154,NA,"Johnson Wagner",85,176.5,1639374,258,"AverageApproachDistanceBirdieorBetter",2010
154,NA,"Steve Wheatcroft",74,176.5,1327891,209,"AverageApproachDistanceBirdieorBetter",2010
157,NA,"Aaron Baddeley",94,176.6,2231435,351,"AverageApproachDistanceBirdieorBetter",2010
158,NA,"Bubba Watson",77,176.8,1693093,266,"AverageApproachDistanceBirdieorBetter",2010
159,NA,"Phil Mickelson",76,176.9,1477557,232,"AverageApproachDistanceBirdieorBetter",2010
159,NA,"John Senden",103,176.9,2018317,317,"AverageApproachDistanceBirdieorBetter",2010
161,NA,"Padraig Harrington",57,177.3,995834,156,"AverageApproachDistanceBirdieorBetter",2010
161,NA,"Chris Wilson",65,177.3,1072520,168,"AverageApproachDistanceBirdieorBetter",2010
163,NA,"Paul Casey",64,177.6,1157045,181,"AverageApproachDistanceBirdieorBetter",2010
163,NA,"Lucas Glover",75,177.6,1483268,232,"AverageApproachDistanceBirdieorBetter",2010
165,NA,"Davis Love III",79,177.8,1580875,247,"AverageApproachDistanceBirdieorBetter",2010
165,NA,"Rod Pampling",77,177.8,1343882,210,"AverageApproachDistanceBirdieorBetter",2010
165,NA,"Kevin Stadler",86,177.8,1670879,261,"AverageApproachDistanceBirdieorBetter",2010
168,NA,"John Merrick",109,178.2,2097767,327,"AverageApproachDistanceBirdieorBetter",2010
169,NA,"Troy Merritt",86,178.3,1900310,296,"AverageApproachDistanceBirdieorBetter",2010
169,NA,"Pat Perez",90,178.3,2093108,326,"AverageApproachDistanceBirdieorBetter",2010
171,NA,"Jason Day",82,178.5,1690427,263,"AverageApproachDistanceBirdieorBetter",2010
171,NA,"Jason Dufner",87,178.5,1490693,232,"AverageApproachDistanceBirdieorBetter",2010
173,NA,"Brett Quigley",96,179,1984275,308,"AverageApproachDistanceBirdieorBetter",2010
174,NA,"Angel Cabrera",64,179.1,1199480,186,"AverageApproachDistanceBirdieorBetter",2010
174,NA,"Matt Jones",89,179.1,1966735,305,"AverageApproachDistanceBirdieorBetter",2010
176,NA,"Scott McCarron",90,179.3,1845570,286,"AverageApproachDistanceBirdieorBetter",2010
177,NA,"Chris Couch",66,179.4,1588772,246,"AverageApproachDistanceBirdieorBetter",2010
177,NA,"Retief Goosen",75,179.4,1349899,209,"AverageApproachDistanceBirdieorBetter",2010
179,NA,"James Driscoll",78,179.6,1700747,263,"AverageApproachDistanceBirdieorBetter",2010
179,NA,"JB Holmes",100,179.6,2204493,341,"AverageApproachDistanceBirdieorBetter",2010
181,NA,"Garth Mulroy",53,180,952783,147,"AverageApproachDistanceBirdieorBetter",2010
182,NA,"Mathew Goggin",85,180.2,1628564,251,"AverageApproachDistanceBirdieorBetter",2010
182,NA,"Hunter Mahan",85,180.2,1583094,244,"AverageApproachDistanceBirdieorBetter",2010
184,NA,"Rory Sabbatini",79,180.3,1784494,275,"AverageApproachDistanceBirdieorBetter",2010
185,NA,"Andres Romero",73,182,1716429,262,"AverageApproachDistanceBirdieorBetter",2010
186,NA,"Rory McIlroy",54,182.8,934555,142,"AverageApproachDistanceBirdieorBetter",2010
186,NA,"Camilo Villegas",78,182.8,1335942,203,"AverageApproachDistanceBirdieorBetter",2010
188,NA,"Henrik Bjornstad",72,183.2,1385028,210,"AverageApproachDistanceBirdieorBetter",2010
189,NA,"Charley Hoffman",85,183.3,2071460,314,"AverageApproachDistanceBirdieorBetter",2010
190,NA,"Martin Laird",91,183.6,1943597,294,"AverageApproachDistanceBirdieorBetter",2010
191,NA,"Martin Flores",75,184.4,1520273,229,"AverageApproachDistanceBirdieorBetter",2010
192,NA,"Ted Purdy",86,187.8,1609249,238,"AverageApproachDistanceBirdieorBetter",2010
