"DistancefromEdgeofFairway_RANKTHISWEEK_2016","DistancefromEdgeofFairway_RANKLASTWEEK_2016","DistancefromEdgeofFairway_PLAYERNAME_2016","DistancefromEdgeofFairway_EVENTS_2016","DistancefromEdgeofFairway_AVG_2016","DistancefromEdgeofFairway_TOTALDISTANCEFEET_2016","DistancefromEdgeofFairway_TOTALSTROKES_2016","stat_name","year"
64,65,"Ben Crane",17,NA,4436.083,177,"DistancefromEdgeofFairway",2016
64,81,"David Lingmerth",15,NA,3889.833,155,"DistancefromEdgeofFairway",2016
66,68,"Miguel Angel Carballo",11,NA,2161.417,86,"DistancefromEdgeofFairway",2016
66,68,"Louis Oosthuizen",6,NA,1359.917,54,"DistancefromEdgeofFairway",2016
66,68,"Rory Sabbatini",14,NA,3216.5,128,"DistancefromEdgeofFairway",2016
69,95,"Alex Cejka",15,NA,3755.083,148,"DistancefromEdgeofFairway",2016
69,72,"Marc Leishman",12,NA,3116.25,123,"DistancefromEdgeofFairway",2016
69,72,"Scott Piercy",12,NA,3602.833,142,"DistancefromEdgeofFairway",2016
72,49,"Danny Lee",16,NA,3811.667,150,"DistancefromEdgeofFairway",2016
73,65,"Daniel Berger",15,NA,5151.917,201,"DistancefromEdgeofFairway",2016
73,72,"Vijay Singh",13,NA,5259.25,205,"DistancefromEdgeofFairway",2016
73,78,"Andy Sullivan",7,NA,1821.5,71,"DistancefromEdgeofFairway",2016
76,85,"Keegan Bradley",14,NA,3319.25,128,"DistancefromEdgeofFairway",2016
77,89,"Tyler Aldridge",18,NA,6299.083,242,"DistancefromEdgeofFairway",2016
77,88,"Brendon de Jonge",19,NA,5430.25,209,"DistancefromEdgeofFairway",2016
77,76,"Henrik Stenson",8,NA,1848.5,71,"DistancefromEdgeofFairway",2016
80,77,"David Hearn",18,NA,4690.833,180,"DistancefromEdgeofFairway",2016
80,81,"Mark Hubbard",20,NA,6849.583,263,"DistancefromEdgeofFairway",2016
80,78,"Hiroshi Iwata",18,NA,5286.75,203,"DistancefromEdgeofFairway",2016
80,105,"DH Lee",13,NA,3680.667,141,"DistancefromEdgeofFairway",2016
84,93,"John Huh",16,NA,5134.667,196,"DistancefromEdgeofFairway",2016
84,100,"Anirban Lahiri",13,NA,4271.75,163,"DistancefromEdgeofFairway",2016
84,100,"Adam Scott",10,NA,3509.917,134,"DistancefromEdgeofFairway",2016
87,89,"Jason Gore",15,NA,4841.167,184,"DistancefromEdgeofFairway",2016
88,93,"Si Woo Kim",19,NA,6722.833,254,"DistancefromEdgeofFairway",2016
88,64,"George McNeill",13,NA,4129.333,156,"DistancefromEdgeofFairway",2016
90,97,"Charley Hoffman",14,NA,5985.417,225,"DistancefromEdgeofFairway",2016
90,97,"Freddie Jacobson",16,NA,6066.5,228,"DistancefromEdgeofFairway",2016
92,115,"Byeong Hun An",7,NA,1765.167,66,"DistancefromEdgeofFairway",2016
92,89,"Graham DeLaet",14,NA,6291.333,235,"DistancefromEdgeofFairway",2016
92,100,"Sergio Garcia",8,NA,1846.167,69,"DistancefromEdgeofFairway",2016
92,105,"Chris Stroud",17,NA,5934.5,222,"DistancefromEdgeofFairway",2016
92,100,"Steve Wheatcroft",16,NA,5876.5,220,"DistancefromEdgeofFairway",2016
97,81,"Rory McIlroy",9,NA,3270.083,122,"DistancefromEdgeofFairway",2016
97,81,"Jeff Overton",17,NA,6603.167,246,"DistancefromEdgeofFairway",2016
97,78,"Brendon Todd",18,NA,4957.333,185,"DistancefromEdgeofFairway",2016
100,111,"Chad Collins",16,NA,5446.333,202,"DistancefromEdgeofFairway",2016
100,107,"Jason Day",9,NA,3130.417,116,"DistancefromEdgeofFairway",2016
100,107,"Billy Hurley III",8,NA,1996.5,74,"DistancefromEdgeofFairway",2016
100,85,"Henrik Norlander",13,NA,3887.167,144,"DistancefromEdgeofFairway",2016
104,60,"Paul Casey",11,NA,3332.667,122,"DistancefromEdgeofFairway",2016
105,96,"Greg Owen",18,NA,6534.917,238,"DistancefromEdgeofFairway",2016
106,114,"Chris Kirk",15,NA,5507.667,200,"DistancefromEdgeofFairway",2016
106,112,"Peter Malnati",19,NA,6020.583,219,"DistancefromEdgeofFairway",2016
108,113,"Scott Brown",17,NA,5756.75,208,"DistancefromEdgeofFairway",2016
108,72,"Derek Ernst",12,NA,3426.5,124,"DistancefromEdgeofFairway",2016
108,109,"Johnson Wagner",14,NA,5084.583,184,"DistancefromEdgeofFairway",2016
111,97,"Adam Hadwin",16,NA,6605.5,238,"DistancefromEdgeofFairway",2016
111,109,"JJ Henry",14,NA,6183.167,223,"DistancefromEdgeofFairway",2016
113,119,"Stuart Appleby",13,NA,5589.333,201,"DistancefromEdgeofFairway",2016
113,119,"Billy Horschel",12,NA,5176.417,186,"DistancefromEdgeofFairway",2016
113,130,"Shawn Stefani",16,NA,5980.583,215,"DistancefromEdgeofFairway",2016
116,115,"Matt Jones",15,NA,4354.667,156,"DistancefromEdgeofFairway",2016
116,125,"Brett Stegmaier",19,NA,6869.5,246,"DistancefromEdgeofFairway",2016
118,89,"Harris English",15,NA,5718.25,204,"DistancefromEdgeofFairway",2016
118,122,"Michael Kim",18,NA,8117.083,290,"DistancefromEdgeofFairway",2016
118,125,"Nick Taylor",17,NA,6783.917,242,"DistancefromEdgeofFairway",2016
118,122,"Will Wilcox",16,NA,6021.667,215,"DistancefromEdgeofFairway",2016
122,100,"Luke Donald",13,NA,5596.083,199,"DistancefromEdgeofFairway",2016
122,118,"Rickie Fowler",12,NA,4048.333,144,"DistancefromEdgeofFairway",2016
122,139,"Shane Lowry",10,NA,2948.25,105,"DistancefromEdgeofFairway",2016
125,133,"Padraig Harrington",11,NA,4452.917,158,"DistancefromEdgeofFairway",2016
125,128,"Wes Roach",12,NA,3183.75,113,"DistancefromEdgeofFairway",2016
125,128,"Brandt Snedeker",14,NA,5293.5,188,"DistancefromEdgeofFairway",2016
128,131,"Steve Stricker",8,NA,3120,110,"DistancefromEdgeofFairway",2016
129,125,"Patrick Rodgers",16,NA,6274.25,221,"DistancefromEdgeofFairway",2016
129,132,"Andres Romero",8,NA,1873.167,66,"DistancefromEdgeofFairway",2016
131,136,"Scott Pinckney",18,NA,5891.25,207,"DistancefromEdgeofFairway",2016
131,141,"Vaughn Taylor",11,NA,3508.167,123,"DistancefromEdgeofFairway",2016
133,115,"Angel Cabrera",13,NA,5402.167,189,"DistancefromEdgeofFairway",2016
133,134,"Pat Perez",11,NA,3028.083,106,"DistancefromEdgeofFairway",2016
135,119,"Cameron Tringale",14,NA,6227.833,217,"DistancefromEdgeofFairway",2016
136,143,"Steve Marino",14,NA,4685.167,163,"DistancefromEdgeofFairway",2016
136,135,"Hudson Swafford",17,NA,5898.917,205,"DistancefromEdgeofFairway",2016
138,136,"Bubba Watson",8,NA,2796.417,97,"DistancefromEdgeofFairway",2016
139,144,"Harold Varner III",18,NA,8144.333,280,"DistancefromEdgeofFairway",2016
140,142,"Lucas Lee",9,NA,1837.417,63,"DistancefromEdgeofFairway",2016
140,136,"Brendan Steele",14,NA,6001.5,206,"DistancefromEdgeofFairway",2016
142,122,"Sung Kang",16,NA,6419.417,218,"DistancefromEdgeofFairway",2016
143,147,"Tyrone Van Aswegen",20,NA,9393.333,317,"DistancefromEdgeofFairway",2016
144,145,"Bill Haas",12,NA,3993.25,133,"DistancefromEdgeofFairway",2016
145,158,"James Hahn",15,NA,6268.667,207,"DistancefromEdgeofFairway",2016
146,148,"Carlos Ortiz",17,NA,6614.75,218,"DistancefromEdgeofFairway",2016
147,153,"Seung Yul Noh",17,NA,8525.667,280,"DistancefromEdgeofFairway",2016
147,139,"Dawie van der Walt",16,NA,6109,201,"DistancefromEdgeofFairway",2016
149,155,"Stewart Cink",14,NA,6007.75,197,"DistancefromEdgeofFairway",2016
150,156,"Ricky Barnes",18,NA,8653.75,283,"DistancefromEdgeofFairway",2016
150,151,"Jonas Blixt",16,NA,6570.083,215,"DistancefromEdgeofFairway",2016
150,153,"Robert Streb",16,NA,6214.167,203,"DistancefromEdgeofFairway",2016
153,158,"Matthew Fitzpatrick",7,NA,1450.833,47,"DistancefromEdgeofFairway",2016
153,157,"Davis Love III",11,NA,4313.333,140,"DistancefromEdgeofFairway",2016
153,148,"Patrick Reed",14,NA,5485.333,178,"DistancefromEdgeofFairway",2016
156,158,"Morgan Hoffmann",15,NA,5842.25,189,"DistancefromEdgeofFairway",2016
156,152,"Hunter Mahan",14,NA,5809.5,188,"DistancefromEdgeofFairway",2016
156,168,"Rob Oppenheim",11,NA,5901.333,191,"DistancefromEdgeofFairway",2016
156,150,"Sam Saunders",15,NA,4510.5,146,"DistancefromEdgeofFairway",2016
160,162,"Charl Schwartzel",8,NA,3873.5,125,"DistancefromEdgeofFairway",2016
161,165,"Tom Hoge",15,NA,6508.25,209,"DistancefromEdgeofFairway",2016
162,162,"Charles Howell III",17,NA,10565.5,338,"DistancefromEdgeofFairway",2016
163,166,"Ryan Palmer",12,NA,7389.5,236,"DistancefromEdgeofFairway",2016
164,167,"Charlie Beljan",13,NA,3400.5,108,"DistancefromEdgeofFairway",2016
164,146,"Martin Piller",12,NA,4563.333,145,"DistancefromEdgeofFairway",2016
166,158,"Camilo Villegas",16,NA,8904.083,281,"DistancefromEdgeofFairway",2016
167,171,"Ernie Els",10,NA,5539.333,174,"DistancefromEdgeofFairway",2016
167,168,"Patton Kizzire",16,NA,8918.333,280,"DistancefromEdgeofFairway",2016
169,168,"Erik Compton",16,NA,6137.833,192,"DistancefromEdgeofFairway",2016
169,164,"Martin Laird",13,NA,7172.833,224,"DistancefromEdgeofFairway",2016
169,174,"Carl Pettersson",14,NA,6107.833,191,"DistancefromEdgeofFairway",2016
169,178,"Michael Thompson",14,NA,6082.833,190,"DistancefromEdgeofFairway",2016
173,180,"Scott Stallings",17,NA,7243.417,226,"DistancefromEdgeofFairway",2016
173,181,"Gary Woodland",12,NA,7115,222,"DistancefromEdgeofFairway",2016
175,174,"Cameron Smith",14,NA,4632.167,144,"DistancefromEdgeofFairway",2016
176,171,"Geoff Ogilvy",14,NA,5478.5,170,"DistancefromEdgeofFairway",2016
177,177,"Jamie Donaldson",8,NA,4578.083,141,"DistancefromEdgeofFairway",2016
178,181,"Kelly Kraft",12,NA,4338.667,133,"DistancefromEdgeofFairway",2016
179,185,"Chesson Hadley",16,NA,6856.75,210,"DistancefromEdgeofFairway",2016
179,179,"Smylie Kaufman",16,NA,8174.167,250,"DistancefromEdgeofFairway",2016
181,181,"Rhein Gibson",13,NA,5608.25,171,"DistancefromEdgeofFairway",2016
182,184,"Bernd Wiesberger",7,NA,2010,61,"DistancefromEdgeofFairway",2016
183,176,"Jason Kokrak",17,NA,8069.333,244,"DistancefromEdgeofFairway",2016
184,189,"Sean OHair",14,NA,6625.25,199,"DistancefromEdgeofFairway",2016
185,191,"Tony Finau",15,NA,8351.833,248,"DistancefromEdgeofFairway",2016
186,173,"Jhonattan Vegas",14,NA,6543.75,194,"DistancefromEdgeofFairway",2016
187,188,"Phil Mickelson",11,NA,5511.583,163,"DistancefromEdgeofFairway",2016
188,186,"Justin Thomas",15,NA,7314.917,215,"DistancefromEdgeofFairway",2016
189,187,"Jamie Lovemark",17,NA,10013.333,292,"DistancefromEdgeofFairway",2016
190,195,"Robert Allenby",16,NA,5037.75,146,"DistancefromEdgeofFairway",2016
190,193,"Bronson Burgoon",17,NA,8273.083,240,"DistancefromEdgeofFairway",2016
190,192,"Jimmy Walker",12,NA,7031.75,204,"DistancefromEdgeofFairway",2016
193,193,"Dustin Johnson",9,NA,4430.083,128,"DistancefromEdgeofFairway",2016
194,196,"Retief Goosen",10,NA,6345.667,180,"DistancefromEdgeofFairway",2016
195,197,"Andres Gonzales",17,NA,7494.167,209,"DistancefromEdgeofFairway",2016
195,198,"Brooks Koepka",11,NA,5667.5,158,"DistancefromEdgeofFairway",2016
197,190,"Robert Garrigus",11,NA,5733.583,159,"DistancefromEdgeofFairway",2016
197,199,"DJ Trahan",7,NA,2166.417,60,"DistancefromEdgeofFairway",2016
199,202,"Luke List",17,NA,9252.667,254,"DistancefromEdgeofFairway",2016
200,201,"Luke Guthrie",11,NA,4685.917,128,"DistancefromEdgeofFairway",2016
201,200,"Matt Every",14,NA,5823.667,158,"DistancefromEdgeofFairway",2016
202,204,"Derek Fathauer",18,NA,11060.667,292,"DistancefromEdgeofFairway",2016
203,203,"Andrew Loupe",16,NA,11123.083,293,"DistancefromEdgeofFairway",2016
204,205,"JB Holmes",10,NA,6544.417,165,"DistancefromEdgeofFairway",2016
205,206,"Steven Bowditch",14,NA,7228.917,181,"DistancefromEdgeofFairway",2016
206,206,"Aaron Baddeley",15,NA,8972.333,223,"DistancefromEdgeofFairway",2016
207,208,"Ollie Schniederjans",7,NA,5891.083,140,"DistancefromEdgeofFairway",2016
