"RightRoughProximity_RANKTHISWEEK_2015","RightRoughProximity_RANKLASTWEEK_2015","RightRoughProximity_PLAYERNAME_2015","RightRoughProximity_ROUNDS_2015","RightRoughProximity_AVG_2015","RightRoughProximity_ATTEMPTS_2015","RightRoughProximity_TOTALDISTANCEFEET_2015","RightRoughProximity_RELATIVETOPAR_2015","stat_name","year"
81,81,"Billy Horschel",99,NA,99,4414.75,17,"RightRoughProximity",2015
83,83,"Andres Romero",69,NA,103,4599.083,9,"RightRoughProximity",2015
84,84,"Brian Davis",86,NA,128,5723.333,18,"RightRoughProximity",2015
84,84,"Brian Harman",90,NA,132,5908.25,10,"RightRoughProximity",2015
84,84,"Jim Herman",88,NA,132,5904.167,18,"RightRoughProximity",2015
84,84,"Alex Prugh",84,NA,123,5508.417,13,"RightRoughProximity",2015
84,84,"Mark Wilson",89,NA,182,8141.917,11,"RightRoughProximity",2015
89,89,"Lucas Glover",79,NA,114,5106.5,30,"RightRoughProximity",2015
89,89,"Luke Guthrie",84,NA,123,5511.417,10,"RightRoughProximity",2015
89,89,"Tom Hoge",83,NA,145,6506.25,18,"RightRoughProximity",2015
89,89,"Pat Perez",96,NA,134,6007,5,"RightRoughProximity",2015
89,89,"Michael Thompson",83,NA,127,5692.833,17,"RightRoughProximity",2015
94,94,"Phil Mickelson",70,NA,104,4670,14,"RightRoughProximity",2015
95,95,"James Hahn",94,NA,149,6705.667,17,"RightRoughProximity",2015
95,95,"Martin Laird",77,NA,146,6571.583,18,"RightRoughProximity",2015
95,95,"Brian Stuard",97,NA,110,4953.5,19,"RightRoughProximity",2015
95,95,"Will Wilcox",58,NA,78,3507.083,4,"RightRoughProximity",2015
99,99,"Colt Knost",90,NA,122,5499.833,15,"RightRoughProximity",2015
99,99,"Roger Sloan",56,NA,100,4508.833,29,"RightRoughProximity",2015
99,99,"Kevin Streelman",95,NA,98,4417.083,15,"RightRoughProximity",2015
99,99,"Bo Van Pelt",81,NA,112,5051.75,17,"RightRoughProximity",2015
103,103,"Roberto Castro",54,NA,53,2393.583,15,"RightRoughProximity",2015
103,103,"Retief Goosen",81,NA,119,5370.75,27,"RightRoughProximity",2015
103,103,"Jerry Kelly",79,NA,96,4337.75,5,"RightRoughProximity",2015
103,103,"Davis Love III",51,NA,67,3025.333,11,"RightRoughProximity",2015
107,107,"Troy Merritt",91,NA,178,8049.917,25,"RightRoughProximity",2015
108,108,"Sangmoon Bae",98,NA,205,9294.75,32,"RightRoughProximity",2015
108,108,"Kevin Chappell",86,NA,123,5579.583,23,"RightRoughProximity",2015
108,108,"Gonzalo Fdez Castano",81,NA,128,5806.083,18,"RightRoughProximity",2015
108,108,"Max Homa",78,NA,150,6806,23,"RightRoughProximity",2015
112,112,"Fabian Gomez",83,NA,133,6040.333,33,"RightRoughProximity",2015
112,112,"Carlos Ortiz",100,NA,155,7034.667,20,"RightRoughProximity",2015
112,112,"Scott Pinckney",88,NA,170,7716.833,18,"RightRoughProximity",2015
115,115,"KJ Choi",66,NA,116,5274.417,18,"RightRoughProximity",2015
115,115,"Charl Schwartzel",67,NA,75,3413.417,7,"RightRoughProximity",2015
117,117,"Graham DeLaet",65,NA,88,4011.167,19,"RightRoughProximity",2015
117,117,"Mark Hubbard",79,NA,112,5103,19,"RightRoughProximity",2015
117,117,"Cameron Percy",72,NA,114,5193.5,13,"RightRoughProximity",2015
120,120,"Robert Streb",110,NA,213,9755.5,10,"RightRoughProximity",2015
121,121,"Zac Blair",108,NA,159,7305.417,24,"RightRoughProximity",2015
121,121,"Sergio Garcia",59,NA,71,3259.083,12,"RightRoughProximity",2015
121,121,"Jeff Overton",94,NA,148,6795.083,25,"RightRoughProximity",2015
124,124,"Steven Alker",62,NA,76,3493.833,12,"RightRoughProximity",2015
124,124,"Boo Weekley",79,NA,113,5202.167,-1,"RightRoughProximity",2015
126,126,"Ryan Moore",81,NA,86,3973.25,13,"RightRoughProximity",2015
127,127,"Scott Brown",97,NA,161,7445.75,17,"RightRoughProximity",2015
127,127,"Ken Duke",93,NA,151,6986.5,18,"RightRoughProximity",2015
127,127,"Jonathan Randolph",72,NA,116,5364.583,17,"RightRoughProximity",2015
130,130,"Keegan Bradley",87,NA,96,4456.083,-1,"RightRoughProximity",2015
130,130,"Matt Jones",89,NA,138,6401,16,"RightRoughProximity",2015
130,130,"Whee Kim",71,NA,115,5334.333,18,"RightRoughProximity",2015
130,130,"Ian Poulter",68,NA,81,3759.417,14,"RightRoughProximity",2015
134,134,"Zach Johnson",90,NA,89,4137.75,13,"RightRoughProximity",2015
134,134,"SJ Park",79,NA,101,4695.667,11,"RightRoughProximity",2015
134,134,"Steve Wheatcroft",87,NA,139,6461,21,"RightRoughProximity",2015
137,137,"Jonathan Byrd",69,NA,94,4382.167,5,"RightRoughProximity",2015
137,137,"Harris English",105,NA,175,8158.333,26,"RightRoughProximity",2015
137,137,"Derek Fathauer",81,NA,159,7404.167,19,"RightRoughProximity",2015
137,137,"Nick Taylor",91,NA,171,7968.75,27,"RightRoughProximity",2015
141,141,"Michael Putnam",87,NA,143,6670.167,21,"RightRoughProximity",2015
141,141,"Johnson Wagner",68,NA,93,4338.333,6,"RightRoughProximity",2015
143,143,"Chad Campbell",97,NA,134,6292,17,"RightRoughProximity",2015
144,144,"Russell Knox",96,NA,118,5545.75,16,"RightRoughProximity",2015
144,144,"Geoff Ogilvy",50,NA,60,2819.667,11,"RightRoughProximity",2015
146,146,"Charles Howell III",105,NA,267,12579,25,"RightRoughProximity",2015
146,146,"Henrik Stenson",63,NA,52,2447.583,1,"RightRoughProximity",2015
148,148,"Webb Simpson",81,NA,97,4576.75,0,"RightRoughProximity",2015
149,149,"Chad Collins",79,NA,125,5902.333,7,"RightRoughProximity",2015
149,149,"Jimmy Walker",89,NA,146,6896.333,15,"RightRoughProximity",2015
151,151,"Andres Gonzales",90,NA,142,6725.667,22,"RightRoughProximity",2015
152,152,"Brooks Koepka",84,NA,129,6114.333,6,"RightRoughProximity",2015
152,152,"Camilo Villegas",83,NA,165,7818.083,25,"RightRoughProximity",2015
154,154,"Alex Cejka",94,NA,136,6465.333,20,"RightRoughProximity",2015
154,154,"JJ Henry",94,NA,121,5743.167,17,"RightRoughProximity",2015
154,154,"Cameron Tringale",96,NA,127,6037.167,27,"RightRoughProximity",2015
157,157,"Padraig Harrington",60,NA,112,5329.25,13,"RightRoughProximity",2015
158,158,"Marc Leishman",74,NA,147,7016.917,17,"RightRoughProximity",2015
159,159,"David Hearn",97,NA,180,8605.583,35,"RightRoughProximity",2015
160,160,"Derek Ernst",75,NA,121,5796.667,13,"RightRoughProximity",2015
161,161,"Brice Garnett",81,NA,139,6678.5,25,"RightRoughProximity",2015
162,162,"Tyrone Van Aswegen",58,NA,82,3961.167,8,"RightRoughProximity",2015
162,162,"Gary Woodland",81,NA,117,5650.75,13,"RightRoughProximity",2015
164,164,"Aaron Baddeley",76,NA,166,8108.167,21,"RightRoughProximity",2015
164,164,"Adam Scott",51,NA,66,3222,16,"RightRoughProximity",2015
164,164,"Vijay Singh",78,NA,126,6151.25,19,"RightRoughProximity",2015
167,167,"Matt Every",73,NA,118,5772.25,45,"RightRoughProximity",2015
168,168,"Rory Sabbatini",81,NA,123,6030.833,7,"RightRoughProximity",2015
169,169,"Andrew Svoboda",80,NA,113,5560.25,29,"RightRoughProximity",2015
170,170,"Luke Donald",71,NA,95,4759.417,12,"RightRoughProximity",2015
171,171,"Bill Lunde",50,NA,76,3810.917,5,"RightRoughProximity",2015
171,171,"Seung Yul Noh",65,NA,111,5566.167,20,"RightRoughProximity",2015
173,173,"Byron Smith",59,NA,108,5443.083,23,"RightRoughProximity",2015
174,174,"Justin Leonard",61,NA,61,3087.25,12,"RightRoughProximity",2015
174,174,"Heath Slocum",57,NA,69,3488.833,14,"RightRoughProximity",2015
176,176,"Ernie Els",57,NA,70,3563.417,11,"RightRoughProximity",2015
177,177,"Jamie Donaldson",50,NA,68,3474.5,5,"RightRoughProximity",2015
178,178,"Kevin Na",98,NA,111,5692.583,27,"RightRoughProximity",2015
179,179,"Sean OHair",86,NA,139,7174.333,13,"RightRoughProximity",2015
180,180,"Robert Garrigus",70,NA,107,5532.583,22,"RightRoughProximity",2015
181,181,"Jhonattan Vegas",90,NA,152,7872.25,29,"RightRoughProximity",2015
182,182,"Chris Kirk",76,NA,94,5007.5,7,"RightRoughProximity",2015
183,183,"Francesco Molinari",56,NA,55,2963.083,2,"RightRoughProximity",2015
184,184,"John Huh",102,NA,140,7578.583,24,"RightRoughProximity",2015
