"TotalEagles_RANKTHISWEEK_2013","TotalEagles_RANKLASTWEEK_2013","TotalEagles_PLAYERNAME_2013","TotalEagles_ROUNDS_2013","TotalEagles_TOTAL_2013","stat_name","year"
84,84,"Freddie Jacobson",63,5,"TotalEagles",2013
84,84,"Robert Karlsson",56,5,"TotalEagles",2013
84,84,"Scott Langley",79,5,"TotalEagles",2013
84,84,"Steve LeBrun",66,5,"TotalEagles",2013
84,84,"Marc Leishman",77,5,"TotalEagles",2013
84,84,"Justin Leonard",86,5,"TotalEagles",2013
84,84,"Hunter Mahan",91,5,"TotalEagles",2013
84,84,"William McGirt",75,5,"TotalEagles",2013
84,84,"Bryce Molder",82,5,"TotalEagles",2013
84,84,"Cameron Percy",68,5,"TotalEagles",2013
84,84,"Pat Perez",69,5,"TotalEagles",2013
84,84,"Alistair Presnell",59,5,"TotalEagles",2013
84,84,"John Rollins",77,5,"TotalEagles",2013
84,84,"Andres Romero",63,5,"TotalEagles",2013
84,84,"Brendan Steele",86,5,"TotalEagles",2013
84,84,"Darron Stiles",51,5,"TotalEagles",2013
84,84,"Robert Streb",75,5,"TotalEagles",2013
84,84,"Andrew Svoboda",46,5,"TotalEagles",2013
84,84,"Josh Teater",86,5,"TotalEagles",2013
84,84,"David Toms",49,5,"TotalEagles",2013
84,84,"Bo Van Pelt",72,5,"TotalEagles",2013
84,84,"Charlie Wi",75,5,"TotalEagles",2013
84,84,"Lee Williams",62,5,"TotalEagles",2013
116,116,"Robert Allenby",58,4,"TotalEagles",2013
116,116,"Charlie Beljan",62,4,"TotalEagles",2013
116,116,"Jonas Blixt",76,4,"TotalEagles",2013
116,116,"Ben Crane",62,4,"TotalEagles",2013
116,116,"James Driscoll",76,4,"TotalEagles",2013
116,116,"Jason Dufner",78,4,"TotalEagles",2013
116,116,"Jim Furyk",80,4,"TotalEagles",2013
116,116,"Tim Herron",45,4,"TotalEagles",2013
116,116,"David Lingmerth",68,4,"TotalEagles",2013
116,116,"Jeff Maggert",63,4,"TotalEagles",2013
116,116,"Eric Meierdierks",48,4,"TotalEagles",2013
116,116,"Henrik Norlander",70,4,"TotalEagles",2013
116,116,"Jeff Overton",78,4,"TotalEagles",2013
116,116,"Ryan Palmer",79,4,"TotalEagles",2013
116,116,"Jin Park",52,4,"TotalEagles",2013
116,116,"Chez Reavie",72,4,"TotalEagles",2013
116,116,"Adam Scott",61,4,"TotalEagles",2013
116,116,"Shawn Stefani",63,4,"TotalEagles",2013
116,116,"Chris Stroud",88,4,"TotalEagles",2013
116,116,"Johnson Wagner",64,4,"TotalEagles",2013
116,116,"Mark Wilson",56,4,"TotalEagles",2013
137,137,"Stuart Appleby",88,3,"TotalEagles",2013
137,137,"Ricky Barnes",74,3,"TotalEagles",2013
137,137,"KJ Choi",85,3,"TotalEagles",2013
137,137,"Will Claxton",67,3,"TotalEagles",2013
137,137,"Derek Ernst",58,3,"TotalEagles",2013
137,137,"Bob Estes",66,3,"TotalEagles",2013
137,137,"Tommy Gainey",84,3,"TotalEagles",2013
137,137,"Tom Gillis",69,3,"TotalEagles",2013
137,137,"Fabian Gomez",65,3,"TotalEagles",2013
137,137,"Luke Guthrie",82,3,"TotalEagles",2013
137,137,"Peter Hanson",45,3,"TotalEagles",2013
137,137,"Padraig Harrington",52,3,"TotalEagles",2013
137,137,"Richard Lee",81,3,"TotalEagles",2013
137,137,"David Lynn",70,3,"TotalEagles",2013
137,137,"Graeme McDowell",53,3,"TotalEagles",2013
137,137,"Seung Yul Noh",71,3,"TotalEagles",2013
137,137,"DA Points",87,3,"TotalEagles",2013
137,137,"Ian Poulter",59,3,"TotalEagles",2013
137,137,"Justin Rose",62,3,"TotalEagles",2013
137,137,"Charl Schwartzel",69,3,"TotalEagles",2013
137,137,"DJ Trahan",48,3,"TotalEagles",2013
158,158,"Steven Bowditch",67,2,"TotalEagles",2013
158,158,"Angel Cabrera",73,2,"TotalEagles",2013
158,158,"Luke Donald",60,2,"TotalEagles",2013
158,158,"Brian Gay",79,2,"TotalEagles",2013
158,158,"David Mathis",71,2,"TotalEagles",2013
158,158,"Geoff Ogilvy",57,2,"TotalEagles",2013
158,158,"Dicky Pride",71,2,"TotalEagles",2013
158,158,"John Senden",79,2,"TotalEagles",2013
158,158,"Lee Westwood",70,2,"TotalEagles",2013
158,158,"YE Yang",56,2,"TotalEagles",2013
168,168,"Justin Bolli",59,1,"TotalEagles",2013
168,168,"Michael Bradley",56,1,"TotalEagles",2013
168,168,"Ben Curtis",59,1,"TotalEagles",2013
168,168,"Bobby Gates",49,1,"TotalEagles",2013
168,168,"David Hearn",88,1,"TotalEagles",2013
168,168,"Trevor Immelman",73,1,"TotalEagles",2013
168,168,"Vijay Singh",61,1,"TotalEagles",2013
168,168,"Vaughn Taylor",50,1,"TotalEagles",2013
168,168,"Aaron Watkins",46,1,"TotalEagles",2013
168,168,"Mike Weir",60,1,"TotalEagles",2013
168,168,"Casey Wittenberg",72,1,"TotalEagles",2013
179,179,"Jason Bohn",70,NA,"TotalEagles",2013
179,179,"Rod Pampling",46,NA,"TotalEagles",2013
