"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2013","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2013","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2013","AverageApproachDistanceBogeyorWorse_ROUNDS_2013","AverageApproachDistanceBogeyorWorse_AVGYARDS_2013","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2013","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2013","stat_name","year"
75,75,"Greg Chalmers",77,160.9,1222441,211,"AverageApproachDistanceBogeyorWorse",2013
75,75,"Morgan Hoffmann",64,160.9,921264,159,"AverageApproachDistanceBogeyorWorse",2013
77,77,"Aaron Baddeley",68,161,1205261,208,"AverageApproachDistanceBogeyorWorse",2013
77,77,"Chad Campbell",78,161,1217229,210,"AverageApproachDistanceBogeyorWorse",2013
79,79,"Derek Ernst",58,161.1,1055702,182,"AverageApproachDistanceBogeyorWorse",2013
80,80,"Sangmoon Bae",83,161.2,1474290,254,"AverageApproachDistanceBogeyorWorse",2013
80,80,"Dustin Johnson",71,161.2,853150,147,"AverageApproachDistanceBogeyorWorse",2013
82,82,"Ted Potter Jr",65,161.3,917563,158,"AverageApproachDistanceBogeyorWorse",2013
82,82,"Alistair Presnell",59,161.3,905742,156,"AverageApproachDistanceBogeyorWorse",2013
82,82,"Andrew Svoboda",46,161.3,603836,104,"AverageApproachDistanceBogeyorWorse",2013
85,85,"Russell Henley",80,161.4,1051954,181,"AverageApproachDistanceBogeyorWorse",2013
86,86,"Martin Flores",83,161.5,1238445,213,"AverageApproachDistanceBogeyorWorse",2013
87,87,"Kyle Stanley",71,161.6,1099342,189,"AverageApproachDistanceBogeyorWorse",2013
88,88,"Matt Jones",83,161.7,1076712,185,"AverageApproachDistanceBogeyorWorse",2013
89,89,"Henrik Stenson",65,161.8,594284,102,"AverageApproachDistanceBogeyorWorse",2013
90,90,"Jim Furyk",80,161.9,915063,157,"AverageApproachDistanceBogeyorWorse",2013
91,91,"Colt Knost",69,162,1154562,198,"AverageApproachDistanceBogeyorWorse",2013
91,91,"Marc Leishman",77,162,1131247,194,"AverageApproachDistanceBogeyorWorse",2013
91,91,"Charlie Wi",75,162,1253704,215,"AverageApproachDistanceBogeyorWorse",2013
94,94,"Ryo Ishikawa",72,162.1,1096989,188,"AverageApproachDistanceBogeyorWorse",2013
94,94,"Robert Karlsson",56,162.1,671225,115,"AverageApproachDistanceBogeyorWorse",2013
96,96,"Eric Meierdierks",48,162.2,852683,146,"AverageApproachDistanceBogeyorWorse",2013
97,97,"Lucas Glover",65,162.3,981573,168,"AverageApproachDistanceBogeyorWorse",2013
97,97,"Jason Kokrak",78,162.3,1273959,218,"AverageApproachDistanceBogeyorWorse",2013
99,99,"David Hearn",88,162.4,1250873,214,"AverageApproachDistanceBogeyorWorse",2013
100,100,"Jimmy Walker",84,162.5,1170200,200,"AverageApproachDistanceBogeyorWorse",2013
100,100,"Gary Woodland",94,162.5,1474088,252,"AverageApproachDistanceBogeyorWorse",2013
102,102,"John Huh",88,162.7,1236117,211,"AverageApproachDistanceBogeyorWorse",2013
102,102,"Vaughn Taylor",50,162.7,796738,136,"AverageApproachDistanceBogeyorWorse",2013
102,102,"Nick Watney",88,162.7,1194771,204,"AverageApproachDistanceBogeyorWorse",2013
105,105,"Robert Allenby",58,162.8,1154755,197,"AverageApproachDistanceBogeyorWorse",2013
106,106,"Henrik Norlander",70,162.9,1096846,187,"AverageApproachDistanceBogeyorWorse",2013
106,106,"Lee Williams",62,162.9,920991,157,"AverageApproachDistanceBogeyorWorse",2013
108,108,"Steven Bowditch",67,163,1038321,177,"AverageApproachDistanceBogeyorWorse",2013
108,108,"John Rollins",77,163,1120851,191,"AverageApproachDistanceBogeyorWorse",2013
110,110,"Bo Van Pelt",72,163.1,963060,164,"AverageApproachDistanceBogeyorWorse",2013
111,111,"Troy Matteson",68,163.2,1022375,174,"AverageApproachDistanceBogeyorWorse",2013
111,111,"Johnson Wagner",64,163.2,1016219,173,"AverageApproachDistanceBogeyorWorse",2013
113,113,"Michael Bradley",56,163.3,917116,156,"AverageApproachDistanceBogeyorWorse",2013
113,113,"Kevin Chappell",80,163.3,1169532,199,"AverageApproachDistanceBogeyorWorse",2013
115,115,"Jim Herman",59,163.4,764737,130,"AverageApproachDistanceBogeyorWorse",2013
116,116,"Nicholas Thompson",99,163.6,1537268,261,"AverageApproachDistanceBogeyorWorse",2013
117,117,"Rod Pampling",46,163.7,695551,118,"AverageApproachDistanceBogeyorWorse",2013
117,117,"Daniel Summerhays",83,163.7,1319821,224,"AverageApproachDistanceBogeyorWorse",2013
119,119,"Webb Simpson",92,163.8,1044034,177,"AverageApproachDistanceBogeyorWorse",2013
119,119,"Boo Weekley",100,163.8,1468455,249,"AverageApproachDistanceBogeyorWorse",2013
121,121,"David Mathis",71,163.9,1315761,223,"AverageApproachDistanceBogeyorWorse",2013
121,121,"William McGirt",75,163.9,1180030,200,"AverageApproachDistanceBogeyorWorse",2013
123,123,"Jason Bohn",70,164,1257841,213,"AverageApproachDistanceBogeyorWorse",2013
123,123,"Ben Curtis",59,164,903234,153,"AverageApproachDistanceBogeyorWorse",2013
125,125,"Phil Mickelson",78,164.2,881005,149,"AverageApproachDistanceBogeyorWorse",2013
126,126,"Scott Brown",65,164.3,1011205,171,"AverageApproachDistanceBogeyorWorse",2013
127,127,"Stewart Cink",71,164.4,1012339,171,"AverageApproachDistanceBogeyorWorse",2013
127,127,"Seung Yul Noh",71,164.4,1230810,208,"AverageApproachDistanceBogeyorWorse",2013
129,129,"Andres Romero",63,164.5,1047883,177,"AverageApproachDistanceBogeyorWorse",2013
129,129,"Kevin Stadler",83,164.5,1107198,187,"AverageApproachDistanceBogeyorWorse",2013
131,131,"Casey Wittenberg",72,164.6,1125879,190,"AverageApproachDistanceBogeyorWorse",2013
132,132,"Jeff Maggert",63,164.7,990133,167,"AverageApproachDistanceBogeyorWorse",2013
132,132,"Hunter Mahan",91,164.7,996031,168,"AverageApproachDistanceBogeyorWorse",2013
132,132,"Pat Perez",69,164.7,1115024,188,"AverageApproachDistanceBogeyorWorse",2013
135,135,"Ben Crane",62,164.8,931604,157,"AverageApproachDistanceBogeyorWorse",2013
136,136,"Brandt Snedeker",79,164.9,890610,150,"AverageApproachDistanceBogeyorWorse",2013
137,137,"Brian Davis",91,165,1478937,249,"AverageApproachDistanceBogeyorWorse",2013
138,138,"Ryan Moore",72,165.1,962858,162,"AverageApproachDistanceBogeyorWorse",2013
139,139,"Chris Kirk",89,165.2,1177763,198,"AverageApproachDistanceBogeyorWorse",2013
140,140,"Bobby Gates",49,165.3,737880,124,"AverageApproachDistanceBogeyorWorse",2013
140,140,"Dicky Pride",71,165.3,1089160,183,"AverageApproachDistanceBogeyorWorse",2013
142,142,"Padraig Harrington",52,165.5,649378,109,"AverageApproachDistanceBogeyorWorse",2013
143,143,"Chez Reavie",72,165.6,1097144,184,"AverageApproachDistanceBogeyorWorse",2013
144,144,"DH Lee",65,165.7,1073492,180,"AverageApproachDistanceBogeyorWorse",2013
145,145,"Graham DeLaet",94,165.8,1229246,206,"AverageApproachDistanceBogeyorWorse",2013
145,145,"Bob Estes",66,165.8,901238,151,"AverageApproachDistanceBogeyorWorse",2013
147,147,"Justin Hicks",79,165.9,1307656,219,"AverageApproachDistanceBogeyorWorse",2013
148,148,"Aaron Watkins",46,166.1,699484,117,"AverageApproachDistanceBogeyorWorse",2013
149,149,"Scott Gardiner",61,166.2,1119032,187,"AverageApproachDistanceBogeyorWorse",2013
150,150,"Doug LaBelle II",72,166.3,1095577,183,"AverageApproachDistanceBogeyorWorse",2013
150,150,"Scott Piercy",78,166.3,1197343,200,"AverageApproachDistanceBogeyorWorse",2013
152,152,"Tim Clark",64,166.4,700837,117,"AverageApproachDistanceBogeyorWorse",2013
152,152,"Jeff Overton",78,166.4,1240290,207,"AverageApproachDistanceBogeyorWorse",2013
154,154,"James Driscoll",76,166.5,1174949,196,"AverageApproachDistanceBogeyorWorse",2013
154,154,"Mark Wilson",56,166.5,827157,138,"AverageApproachDistanceBogeyorWorse",2013
156,156,"Bud Cauley",67,166.7,1140269,190,"AverageApproachDistanceBogeyorWorse",2013
157,157,"Angel Cabrera",73,166.8,1104931,184,"AverageApproachDistanceBogeyorWorse",2013
157,157,"Fabian Gomez",65,166.8,1038890,173,"AverageApproachDistanceBogeyorWorse",2013
159,159,"Ken Duke",87,167.2,1438559,239,"AverageApproachDistanceBogeyorWorse",2013
159,159,"Jerry Kelly",75,167.2,963013,160,"AverageApproachDistanceBogeyorWorse",2013
159,159,"Bryce Molder",82,167.2,1216119,202,"AverageApproachDistanceBogeyorWorse",2013
162,162,"Trevor Immelman",73,167.3,1096018,182,"AverageApproachDistanceBogeyorWorse",2013
162,162,"Cameron Tringale",80,167.3,1258400,209,"AverageApproachDistanceBogeyorWorse",2013
164,164,"JJ Henry",83,167.5,1278465,212,"AverageApproachDistanceBogeyorWorse",2013
165,165,"Robert Garrigus",69,167.6,880831,146,"AverageApproachDistanceBogeyorWorse",2013
166,166,"Camilo Villegas",79,167.7,1189096,197,"AverageApproachDistanceBogeyorWorse",2013
167,167,"Roberto Castro",97,167.8,1371274,227,"AverageApproachDistanceBogeyorWorse",2013
168,168,"Justin Leonard",86,167.9,1366116,226,"AverageApproachDistanceBogeyorWorse",2013
169,169,"Chris Stroud",88,168.3,1266476,209,"AverageApproachDistanceBogeyorWorse",2013
170,170,"Jin Park",52,168.5,824798,136,"AverageApproachDistanceBogeyorWorse",2013
171,171,"John Senden",79,168.9,1100653,181,"AverageApproachDistanceBogeyorWorse",2013
172,172,"Ricky Barnes",74,169.3,1182722,194,"AverageApproachDistanceBogeyorWorse",2013
173,173,"DA Points",87,169.4,1305193,214,"AverageApproachDistanceBogeyorWorse",2013
174,174,"Tiger Woods",61,169.7,635358,104,"AverageApproachDistanceBogeyorWorse",2013
175,175,"Freddie Jacobson",63,169.8,745903,122,"AverageApproachDistanceBogeyorWorse",2013
176,176,"Sergio Garcia",65,170.1,661418,108,"AverageApproachDistanceBogeyorWorse",2013
177,177,"Luke Guthrie",82,170.2,1274163,208,"AverageApproachDistanceBogeyorWorse",2013
178,178,"Mike Weir",60,170.7,1014024,165,"AverageApproachDistanceBogeyorWorse",2013
179,179,"KJ Choi",85,172.7,957288,154,"AverageApproachDistanceBogeyorWorse",2013
180,180,"Rickie Fowler",75,174,1002381,160,"AverageApproachDistanceBogeyorWorse",2013
