"PuttingfromInside5_RANKTHISWEEK_2005","PuttingfromInside5_RANKLASTWEEK_2005","PuttingfromInside5_PLAYERNAME_2005","PuttingfromInside5_ROUNDS_2005","PuttingfromInside5_Pct_2005","PuttingfromInside5_ATTEMPTS_2005","PuttingfromInside5_PUTTSMADE_2005","stat_name","year"
57,57,"Larry Mize",54,96.94,620,601,"PuttingfromInside5",2005
58,58,"KJ Choi",78,96.93,750,727,"PuttingfromInside5",2005
58,58,"Ryuji Imada",78,96.93,944,915,"PuttingfromInside5",2005
60,60,"Scott McCarron",78,96.92,845,819,"PuttingfromInside5",2005
61,61,"John Senden",101,96.89,1285,1245,"PuttingfromInside5",2005
61,61,"Heath Slocum",103,96.89,1253,1214,"PuttingfromInside5",2005
63,63,"Padraig Harrington",50,96.88,545,528,"PuttingfromInside5",2005
63,63,"Bernhard Langer",67,96.88,640,620,"PuttingfromInside5",2005
63,63,"Jeff Maggert",79,96.88,834,808,"PuttingfromInside5",2005
66,66,"Steve Lowery",100,96.86,1210,1172,"PuttingfromInside5",2005
67,67,"Michael Long",72,96.84,917,888,"PuttingfromInside5",2005
67,67,"Jeff Sluman",94,96.84,1204,1166,"PuttingfromInside5",2005
69,69,"Steve Jones",56,96.83,663,642,"PuttingfromInside5",2005
70,70,"Kent Jones",99,96.82,1195,1157,"PuttingfromInside5",2005
71,71,"Kevin Sutherland",89,96.81,1065,1031,"PuttingfromInside5",2005
71,71,"Scott Verplank",87,96.81,909,880,"PuttingfromInside5",2005
73,73,"Stephen Ames",82,96.79,842,815,"PuttingfromInside5",2005
74,74,"Chad Campbell",95,96.78,1026,993,"PuttingfromInside5",2005
75,75,"JJ Henry",102,96.77,1268,1227,"PuttingfromInside5",2005
75,75,"Duffy Waldorf",86,96.77,991,959,"PuttingfromInside5",2005
77,77,"Kenny Perry",82,96.76,834,807,"PuttingfromInside5",2005
77,77,"Nick Watney",91,96.76,1110,1074,"PuttingfromInside5",2005
79,79,"Tim Herron",100,96.73,1070,1035,"PuttingfromInside5",2005
79,79,"Corey Pavin",77,96.73,857,829,"PuttingfromInside5",2005
81,81,"Brendan Jones",81,96.71,1003,970,"PuttingfromInside5",2005
82,82,"Mike Weir",71,96.7,667,645,"PuttingfromInside5",2005
83,83,"Brandt Jobe",96,96.69,1117,1080,"PuttingfromInside5",2005
84,84,"Jeff Hart",63,96.67,812,785,"PuttingfromInside5",2005
85,85,"Rocco Mediate",73,96.66,927,896,"PuttingfromInside5",2005
86,86,"Tom Byrum",83,96.64,1043,1008,"PuttingfromInside5",2005
87,87,"Joey Snyder III",102,96.63,1305,1261,"PuttingfromInside5",2005
88,88,"Daniel Chopra",108,96.61,1267,1224,"PuttingfromInside5",2005
89,89,"Adam Scott",72,96.6,736,711,"PuttingfromInside5",2005
90,90,"John Rollins",97,96.59,1174,1134,"PuttingfromInside5",2005
91,91,"Todd Fischer",99,96.58,1227,1185,"PuttingfromInside5",2005
91,91,"Mark OMeara",66,96.58,702,678,"PuttingfromInside5",2005
91,91,"Jose Maria Olazabal",55,96.58,556,537,"PuttingfromInside5",2005
91,91,"Carl Pettersson",109,96.58,1314,1269,"PuttingfromInside5",2005
95,95,"Franklin Langham",91,96.57,1079,1042,"PuttingfromInside5",2005
96,96,"Justin Leonard",78,96.56,756,730,"PuttingfromInside5",2005
97,97,"Billy Andrade",83,96.54,1011,976,"PuttingfromInside5",2005
97,97,"Aaron Baddeley",84,96.54,1012,977,"PuttingfromInside5",2005
99,99,"Rod Pampling",89,96.53,980,946,"PuttingfromInside5",2005
100,100,"Lucas Glover",88,96.52,1093,1055,"PuttingfromInside5",2005
101,101,"Mark Calcavecchia",92,96.51,1061,1024,"PuttingfromInside5",2005
102,102,"Bo Van Pelt",112,96.5,1285,1240,"PuttingfromInside5",2005
103,103,"Stuart Appleby",84,96.49,882,851,"PuttingfromInside5",2005
103,103,"Len Mattiace",86,96.49,997,962,"PuttingfromInside5",2005
103,103,"Hidemichi Tanaka",106,96.49,1339,1292,"PuttingfromInside5",2005
106,106,"Rich Beem",66,96.48,681,657,"PuttingfromInside5",2005
106,106,"Kevin Na",88,96.48,1081,1043,"PuttingfromInside5",2005
106,106,"Jay Williamson",53,96.48,654,631,"PuttingfromInside5",2005
109,109,"Jonathan Byrd",103,96.47,1331,1284,"PuttingfromInside5",2005
109,109,"Kevin Stadler",96,96.47,1163,1122,"PuttingfromInside5",2005
111,111,"Jason Bohn",91,96.46,1159,1118,"PuttingfromInside5",2005
112,112,"Scott Gutschewski",86,96.43,981,946,"PuttingfromInside5",2005
112,112,"Charles Howell III",95,96.43,1008,972,"PuttingfromInside5",2005
114,114,"Brenden Pappas",51,96.42,671,647,"PuttingfromInside5",2005
114,114,"Joey Sindelar",104,96.42,1425,1374,"PuttingfromInside5",2005
116,116,"Glen Hnatiuk",59,96.41,724,698,"PuttingfromInside5",2005
116,116,"Matt Kuchar",60,96.41,779,751,"PuttingfromInside5",2005
116,116,"Sean OHair",103,96.41,1171,1129,"PuttingfromInside5",2005
119,119,"Mark Brooks",72,96.4,890,858,"PuttingfromInside5",2005
119,119,"Jonathan Kaye",77,96.4,917,884,"PuttingfromInside5",2005
119,119,"Darron Stiles",78,96.4,944,910,"PuttingfromInside5",2005
122,122,"Briny Baird",98,96.39,1248,1203,"PuttingfromInside5",2005
122,122,"Mathias Gronberg",60,96.39,804,775,"PuttingfromInside5",2005
122,122,"Todd Hamilton",94,96.39,1052,1014,"PuttingfromInside5",2005
125,125,"Harrison Frazar",105,96.37,1295,1248,"PuttingfromInside5",2005
125,125,"Tim Petrovic",97,96.37,1101,1061,"PuttingfromInside5",2005
127,127,"Justin Bolli",65,96.36,824,794,"PuttingfromInside5",2005
127,127,"Matt Davidson",53,96.36,687,662,"PuttingfromInside5",2005
129,129,"Hunter Haas",83,96.33,1009,972,"PuttingfromInside5",2005
129,129,"Peter Lonard",85,96.33,954,919,"PuttingfromInside5",2005
129,129,"Shaun Micheel",81,96.33,898,865,"PuttingfromInside5",2005
132,132,"Arjun Atwal",65,96.32,815,785,"PuttingfromInside5",2005
133,133,"John Elliott",58,96.3,729,702,"PuttingfromInside5",2005
133,133,"JL Lewis",98,96.3,1107,1066,"PuttingfromInside5",2005
135,135,"Robert Allenby",95,96.29,1024,986,"PuttingfromInside5",2005
135,135,"Paul Azinger",66,96.29,809,779,"PuttingfromInside5",2005
135,135,"JP Hayes",63,96.29,728,701,"PuttingfromInside5",2005
135,135,"Davis Love III",80,96.29,781,752,"PuttingfromInside5",2005
139,139,"Cameron Beckman",96,96.23,1194,1149,"PuttingfromInside5",2005
139,139,"John Daly",78,96.23,796,766,"PuttingfromInside5",2005
139,139,"Tom Lehman",69,96.23,743,715,"PuttingfromInside5",2005
142,142,"Doug Barron",70,96.22,927,892,"PuttingfromInside5",2005
143,143,"Hank Kuehne",84,96.21,1028,989,"PuttingfromInside5",2005
144,144,"Rob Rashell",65,96.19,761,732,"PuttingfromInside5",2005
145,145,"Mark Wilson",74,96.18,890,856,"PuttingfromInside5",2005
146,146,"Lee Janzen",75,96.17,835,803,"PuttingfromInside5",2005
146,146,"Andrew Magee",82,96.17,993,955,"PuttingfromInside5",2005
146,146,"Pat Perez",89,96.17,1019,980,"PuttingfromInside5",2005
149,149,"Woody Austin",100,96.12,1262,1213,"PuttingfromInside5",2005
149,149,"Craig Perks",67,96.12,850,817,"PuttingfromInside5",2005
151,151,"Carlos Franco",78,96.11,951,914,"PuttingfromInside5",2005
152,152,"Dennis Paulson",63,96.08,816,784,"PuttingfromInside5",2005
153,153,"Brett Wetterich",76,96.07,966,928,"PuttingfromInside5",2005
154,154,"Chris Riley",67,95.99,624,599,"PuttingfromInside5",2005
155,155,"Vaughn Taylor",99,95.97,1265,1214,"PuttingfromInside5",2005
156,156,"Chris Smith",93,95.96,1237,1187,"PuttingfromInside5",2005
157,157,"Hideto Tanihara",50,95.93,664,637,"PuttingfromInside5",2005
158,158,"Glen Day",80,95.92,1053,1010,"PuttingfromInside5",2005
159,159,"Skip Kendall",80,95.9,999,958,"PuttingfromInside5",2005
160,160,"DA Points",94,95.88,1165,1117,"PuttingfromInside5",2005
161,161,"Jay Haas",54,95.86,556,533,"PuttingfromInside5",2005
161,161,"Neal Lancaster",95,95.86,1207,1157,"PuttingfromInside5",2005
163,163,"Jason Allred",75,95.81,884,847,"PuttingfromInside5",2005
164,164,"Craig Barlow",81,95.8,904,866,"PuttingfromInside5",2005
165,165,"Bradley Hughes",52,95.79,712,682,"PuttingfromInside5",2005
166,166,"Tim Clark",92,95.78,900,862,"PuttingfromInside5",2005
167,167,"Brian Bateman",98,95.76,1226,1174,"PuttingfromInside5",2005
168,168,"Roland Thatcher",75,95.74,962,921,"PuttingfromInside5",2005
169,169,"Paul Gow",78,95.72,959,918,"PuttingfromInside5",2005
170,170,"Billy Mayfair",114,95.7,1417,1356,"PuttingfromInside5",2005
171,171,"Ted Purdy",122,95.68,1436,1374,"PuttingfromInside5",2005
172,172,"Greg Owen",84,95.67,1015,971,"PuttingfromInside5",2005
173,173,"Robert Damron",89,95.66,1129,1080,"PuttingfromInside5",2005
174,174,"Danny Briggs",70,95.64,872,834,"PuttingfromInside5",2005
175,175,"Charles Warren",89,95.6,1136,1086,"PuttingfromInside5",2005
176,176,"Steve Flesch",90,95.55,877,838,"PuttingfromInside5",2005
177,177,"Lee Westwood",50,95.44,482,460,"PuttingfromInside5",2005
178,178,"Marco Dawson",82,95.38,1104,1053,"PuttingfromInside5",2005
179,179,"Stephen Leaney",89,95.35,1076,1026,"PuttingfromInside5",2005
180,180,"Joe Ogilvie",103,95.28,1059,1009,"PuttingfromInside5",2005
181,181,"Bob Heintz",67,95.25,863,822,"PuttingfromInside5",2005
182,182,"Jim Carter",62,95.21,794,756,"PuttingfromInside5",2005
182,182,"Omar Uresti",84,95.21,1065,1014,"PuttingfromInside5",2005
184,184,"Frank Lickliter II",100,95.2,1228,1169,"PuttingfromInside5",2005
185,185,"Dan Forsman",52,95.13,657,625,"PuttingfromInside5",2005
186,186,"Paul Claxton",79,95.09,957,910,"PuttingfromInside5",2005
186,186,"Will Ma Kenzie",75,95.09,977,929,"PuttingfromInside5",2005
188,188,"Justin Rose",99,95.08,1261,1199,"PuttingfromInside5",2005
189,189,"DJ Brigman",76,95.02,884,840,"PuttingfromInside5",2005
190,190,"Sergio Garcia",73,94.99,759,721,"PuttingfromInside5",2005
191,191,"Scott Hend",75,94.97,915,869,"PuttingfromInside5",2005
192,192,"Rory Sabbatini",81,94.92,807,766,"PuttingfromInside5",2005
193,193,"Joe Durant",81,94.89,1018,966,"PuttingfromInside5",2005
194,194,"Steve Allan",102,94.86,1246,1182,"PuttingfromInside5",2005
195,195,"DJ Trahan",81,94.74,1008,955,"PuttingfromInside5",2005
196,196,"Jose Coceres",56,94.69,734,695,"PuttingfromInside5",2005
197,197,"John Huston",90,94.51,1148,1085,"PuttingfromInside5",2005
197,197,"Thomas Levet",54,94.51,510,482,"PuttingfromInside5",2005
199,199,"David Hearn",68,94.48,905,855,"PuttingfromInside5",2005
200,200,"Alex Cejka",84,94.2,1000,942,"PuttingfromInside5",2005
201,201,"Brian Davis",75,94.08,912,858,"PuttingfromInside5",2005
202,202,"Fred Couples",72,92.67,641,594,"PuttingfromInside5",2005
